playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,penaltyGoals,successfulLongPasses,backwardPasses,touches,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedGoalsFreekick,offsides,oboxBlocked,cleanSheets,iboxTarget,shotsOnTargetInBox,goalsConcededOutsideBox,throwInsToOppositionPlayer,leftFootGoals,freekickTotal,attemptsFromSetPieces,throwInsToOwnPlayer,shotsBlockedOutsideBox,handballsConceded,successfulCrossesOpenPlay,goalAssists,unsuccessfulLayoffs,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,headedGoals,crossesNotClaimed,otherGoals,penaltiesConceded,redCards2ndYellow,penaltiesSaved,penaltiesFaced,savesFromPenalty,setPiecesGoals
112316,Jakob Haugaard,Goalkeeper,Stoke,110,Denmark,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40555,Joe Allen,Midfielder,Stoke,110,Wales,2016-17,206.0,5.0427,0.0,9.0,18.0,4.6749,88.0,31.0,9.0,194.0,36.0,67.0,1.0,34.0,240.0,19.0,1285.0,6.0,1.0,2.0,28.0,74.0,2.0,14.0,2936.0,52.0,203.0,68.0,181.0,998.0,8.0,91.0,1.0,38.7274,26.0,,34.0,49.0,4.0,154.0,329.0,59.0,2.0,409.0,40.0,5.0,344.0,234.0,36.0,,2.0,2.0,38.0,24.0,671.0,42.0,37.0,88.0,4.0,335.0,22.0,0.0,1254.0,13.0,23.0,452.0,50.0,36.0,6.0,368.0,27.0,63.0,16.0,,,47.0,244.0,1926.0,8.0,,16.0,388.0,21.0,5.3194,9.0,46.0,57.0,,,,5.0,6.0,10.0,10.0,7.0,,3.0,,,1.0,5.0,,6.0,2.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,
12813,Jonathan Walters,Forward,Stoke,110,Ireland,2016-17,114.0,1.1823,0.0,4.0,12.0,5.016,8.0,21.0,,137.0,23.0,19.0,1.0,13.0,142.0,30.0,331.0,4.0,1.0,10.0,,133.0,1.0,6.0,1296.0,67.0,103.0,16.0,37.0,184.0,,65.0,,16.2982,10.0,1.0,26.0,22.0,3.0,47.0,56.0,23.0,1.0,217.0,8.0,3.0,117.0,42.0,23.0,1.0,1.0,2.0,2.0,7.0,137.0,19.0,30.0,31.0,3.0,84.0,66.0,0.0,324.0,9.0,9.0,233.0,6.0,8.0,4.0,85.0,13.0,4.0,,,1.0,5.0,73.0,565.0,2.0,1.0,3.0,58.0,3.0,4.5393,1.0,5.0,20.0,,,12.0,1.0,5.0,7.0,7.0,3.0,1.0,,,,4.0,1.0,,6.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,
200455,Julien Ngoy,Forward,Stoke,110,Belgium,2016-17,7.0,0.0466,0.0,2.0,,,2.0,,,,5.0,,,,,3.0,11.0,,,5.0,,1.0,,,44.0,1.0,6.0,,6.0,11.0,,5.0,,1.1554,1.0,,,1.0,2.0,6.0,3.0,1.0,0.0,13.0,,,,,5.0,,,,1.0,1.0,9.0,,3.0,4.0,2.0,12.0,,0.0,11.0,,,11.0,1.0,3.0,,5.0,,,,,,,3.0,31.0,,,,2.0,,0.0957,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744,Lee Grant,Goalkeeper,Stoke,110,England,2016-17,1.0,0.0786,0.0,,,,,,,3.0,28.0,,,28.0,373.0,,881.0,,,,,10.0,,,2520.0,,11.0,2.0,1.0,170.0,,,,30.9038,,146.0,34.0,34.0,,1.0,67.0,2.0,0.0,12.0,,,748.0,240.0,28.0,,,,,,292.0,28.0,,,,2.0,10.0,0.0,404.0,,,377.0,,,,66.0,,,,,,338.0,,1146.0,,,238.0,216.0,,,1.0,370.0,60.0,,,,,9.0,,,6.0,,,,,,,,,,,,22.0,41.0,278.0,12.0,21.0,91.0,8.0,2.0,277.0,101.0,28.0,50.0,,1.0,,,,,,,
61858,Mame Biram Diouf,Forward,Stoke,110,Senegal,2016-17,137.0,0.9426,0.0,8.0,4.0,1.3412,35.0,12.0,,115.0,27.0,5.0,,15.0,130.0,20.0,363.0,1.0,1.0,12.0,,151.0,,6.0,1382.0,70.0,152.0,23.0,71.0,222.0,,39.0,1.0,19.1013,8.0,5.0,37.0,26.0,6.0,67.0,39.0,23.0,0.0,289.0,13.0,0.0,136.0,54.0,27.0,,,1.0,9.0,15.0,163.0,25.0,20.0,34.0,6.0,138.0,81.0,0.0,357.0,8.0,15.0,231.0,26.0,15.0,3.0,109.0,28.0,18.0,,,,11.0,79.0,707.0,9.0,,7.0,76.0,17.0,2.8042,3.0,15.0,19.0,,,10.0,2.0,2.0,3.0,3.0,1.0,16.0,,,,60.0,2.0,3.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
61595,Marc Muniesa,Defender,Stoke,110,Spain,2016-17,31.0,0.1415,0.0,2.0,3.0,0.7131,21.0,4.0,,38.0,10.0,2.0,,7.0,67.0,7.0,308.0,1.0,0.0,3.0,,20.0,2.0,1.0,648.0,9.0,42.0,12.0,31.0,231.0,,1.0,,5.0376,4.0,3.0,31.0,7.0,,22.0,113.0,6.0,0.0,73.0,4.0,1.0,123.0,34.0,10.0,,2.0,,8.0,1.0,106.0,7.0,7.0,3.0,,53.0,11.0,0.0,300.0,1.0,2.0,93.0,13.0,4.0,5.0,32.0,9.0,23.0,,,,10.0,40.0,460.0,,1.0,20.0,136.0,4.0,0.2427,2.0,29.0,22.0,,,,2.0,3.0,,,,4.0,1.0,,,13.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
41464,Marko Arnautovic,Forward,Stoke,110,Austria,2016-17,192.0,7.3114,1.0,17.0,19.0,7.1704,32.0,43.0,7.0,190.0,32.0,46.0,,32.0,212.0,65.0,861.0,6.0,3.0,,20.0,45.0,5.0,28.0,2724.0,32.0,138.0,51.0,125.0,629.0,6.0,152.0,1.0,37.5167,46.0,,20.0,43.0,11.0,160.0,312.0,31.0,2.0,330.0,26.0,3.0,218.0,155.0,32.0,1.0,5.0,5.0,5.0,47.0,482.0,36.0,82.0,90.0,11.0,285.0,13.0,1.0,846.0,24.0,34.0,488.0,27.0,62.0,2.0,121.0,41.0,25.0,13.0,,,20.0,210.0,1478.0,11.0,2.0,10.0,195.0,17.0,8.8668,9.0,22.0,46.0,1.0,0.2308,32.0,6.0,5.0,8.0,8.0,7.0,1.0,1.0,4.0,4.0,17.0,6.0,2.0,20.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,
3773,Peter Crouch,Forward,Stoke,110,England,2016-17,137.0,1.3678,0.0,5.0,16.0,5.1176,4.0,32.0,2.0,201.0,27.0,50.0,,13.0,203.0,,496.0,7.0,3.0,14.0,,241.0,2.0,,1335.0,70.0,199.0,17.0,28.0,286.0,,78.0,,19.6877,15.0,2.0,26.0,23.0,4.0,67.0,126.0,18.0,2.0,336.0,9.0,4.0,141.0,33.0,27.0,,2.0,3.0,2.0,4.0,213.0,19.0,,40.0,4.0,95.0,171.0,0.0,486.0,16.0,7.0,292.0,2.0,7.0,4.0,100.0,26.0,3.0,,2.0,,7.0,129.0,706.0,5.0,,,80.0,4.0,6.1647,3.0,2.0,27.0,,,7.0,1.0,3.0,7.0,7.0,4.0,,,,,,1.0,3.0,,2.0,7.0,,,,,,,,,,,,,,3.0,,1.0,,,,,,
17997,Phil Bardsley,Defender,Stoke,110,Scotland,2016-17,61.0,0.9974,1.0,1.0,2.0,0.1065,32.0,10.0,,64.0,15.0,1.0,,14.0,107.0,19.0,397.0,,,1.0,,24.0,1.0,8.0,1170.0,16.0,59.0,14.0,51.0,260.0,,5.0,1.0,13.5677,9.0,9.0,27.0,17.0,,45.0,24.0,16.0,0.0,120.0,3.0,,184.0,65.0,15.0,,1.0,,6.0,5.0,181.0,14.0,20.0,10.0,,96.0,8.0,0.0,375.0,8.0,3.0,196.0,26.0,3.0,6.0,138.0,25.0,27.0,,,,30.0,51.0,740.0,3.0,,26.0,117.0,15.0,0.2778,4.0,43.0,20.0,1.0,,,1.0,2.0,1.0,1.0,3.0,46.0,,,,104.0,1.0,,8.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
69960,Philipp Wollscheid,Defender,Stoke,110,Germany,2016-17,10.0,0.0058,0.0,,,,4.0,1.0,1.0,9.0,2.0,,,2.0,21.0,,99.0,,,,,12.0,,,180.0,6.0,13.0,3.0,7.0,71.0,,2.0,1.0,3.4266,,5.0,8.0,5.0,,4.0,30.0,2.0,0.0,23.0,1.0,,46.0,9.0,2.0,,,,2.0,1.0,21.0,5.0,,2.0,,11.0,6.0,0.0,95.0,1.0,,24.0,2.0,1.0,1.0,19.0,1.0,4.0,,,,7.0,4.0,128.0,,,5.0,57.0,,0.0399,1.0,12.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205102,Ramadan Sobhi,Midfielder,Stoke,110,Egypt,2016-17,73.0,1.444,0.0,,1.0,0.3196,22.0,4.0,1.0,59.0,17.0,12.0,,8.0,63.0,6.0,299.0,,,9.0,,11.0,,1.0,848.0,8.0,60.0,22.0,57.0,232.0,,47.0,,9.0849,8.0,,,11.0,,65.0,133.0,9.0,0.0,133.0,11.0,,70.0,62.0,17.0,,,,3.0,18.0,160.0,7.0,6.0,38.0,,122.0,3.0,0.0,299.0,3.0,7.0,135.0,19.0,26.0,1.0,28.0,10.0,8.0,,,,4.0,68.0,469.0,3.0,1.0,1.0,77.0,3.0,0.5679,2.0,4.0,21.0,,,3.0,,3.0,1.0,1.0,4.0,1.0,,,,4.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
37869,Ryan Shawcross,Defender,Stoke,110,England,2016-17,124.0,0.2426,0.0,5.0,7.0,1.9444,46.0,15.0,,159.0,35.0,3.0,1.0,35.0,286.0,,995.0,1.0,0.0,,,202.0,,1.0,3150.0,73.0,199.0,26.0,70.0,615.0,,39.0,1.0,43.3934,4.0,41.0,228.0,53.0,5.0,51.0,153.0,22.0,1.0,323.0,14.0,1.0,525.0,119.0,35.0,,,,12.0,3.0,205.0,45.0,,6.0,5.0,121.0,129.0,0.0,969.0,8.0,2.0,303.0,34.0,10.0,32.0,234.0,34.0,58.0,,1.0,,94.0,83.0,1493.0,,1.0,73.0,505.0,17.0,1.7917,6.0,127.0,85.0,,,2.0,,9.0,6.0,6.0,8.0,1.0,1.0,,,5.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,
91972,Saido Berahino,Forward,Stoke,110,Burundi,2016-17,74.0,0.0681,0.0,4.0,9.0,1.0128,9.0,15.0,1.0,29.0,17.0,12.0,,11.0,34.0,1.0,168.0,,,6.0,,33.0,1.0,,966.0,29.0,29.0,16.0,25.0,131.0,,35.0,,1.8873,5.0,,2.0,13.0,1.0,45.0,49.0,6.0,0.0,103.0,12.0,,30.0,30.0,17.0,,1.0,,3.0,1.0,86.0,9.0,1.0,17.0,1.0,70.0,4.0,0.0,155.0,6.0,6.0,80.0,6.0,10.0,1.0,33.0,20.0,1.0,,,,3.0,56.0,285.0,9.0,,3.0,48.0,12.0,0.9114,1.0,5.0,6.0,,,8.0,,1.0,1.0,1.0,4.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
1822,Shay Given,Goalkeeper,Stoke,110,Ireland,2016-17,2.0,0.0139,0.0,,,,,,,,5.0,,,5.0,47.0,,132.0,,,,,2.0,,,450.0,,2.0,1.0,,31.0,,,1.0,9.4936,,27.0,3.0,14.0,,2.0,8.0,1.0,0.0,4.0,,,111.0,50.0,5.0,,,,,,39.0,13.0,,,,2.0,2.0,0.0,61.0,,,49.0,,,,13.0,,,,,,54.0,,181.0,,,31.0,46.0,,,1.0,47.0,9.0,,,,,,,,1.0,,,,,,,,,,,1.0,6.0,8.0,31.0,2.0,1.0,19.0,,,42.0,6.0,8.0,9.0,,,,,,1.0,2.0,1.0,
220650,Thibaud Verlinden,Forward,Stoke,110,Belgium,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209212,Tom Edwards,Defender,Stoke,110,England,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57001,Wilfried Bony,Forward,Stoke,110,Cote d’Ivoire,2016-17,72.0,0.5218,0.0,7.0,5.0,1.3991,4.0,14.0,,68.0,10.0,27.0,,9.0,69.0,1.0,212.0,2.0,0.0,1.0,,58.0,2.0,,690.0,34.0,48.0,3.0,24.0,142.0,,33.0,,9.5177,7.0,,10.0,12.0,4.0,38.0,46.0,12.0,0.0,120.0,,2.0,52.0,23.0,10.0,,2.0,1.0,1.0,7.0,104.0,11.0,1.0,29.0,4.0,62.0,24.0,0.0,205.0,9.0,6.0,127.0,3.0,9.0,1.0,51.0,11.0,3.0,,,,1.0,63.0,338.0,7.0,,1.0,39.0,4.0,1.6213,1.0,1.0,8.0,,,2.0,3.0,,1.0,1.0,1.0,,,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
68312,Xherdan Shaqiri,Midfielder,Stoke,110,Switzerland,2016-17,106.0,4.8634,0.0,18.0,10.0,2.5217,11.0,30.0,16.0,110.0,21.0,20.0,1.0,21.0,130.0,38.0,609.0,4.0,3.0,,71.0,7.0,6.0,35.0,1707.0,5.0,79.0,40.0,77.0,441.0,25.0,57.0,,21.5392,39.0,,2.0,21.0,10.0,101.0,69.0,28.0,1.0,185.0,7.0,1.0,183.0,94.0,21.0,,6.0,,5.0,23.0,366.0,19.0,96.0,67.0,10.0,178.0,2.0,0.0,587.0,20.0,20.0,365.0,6.0,38.0,,215.0,16.0,9.0,45.0,,,38.0,142.0,1052.0,11.0,1.0,2.0,148.0,9.0,2.6143,2.0,20.0,15.0,2.0,0.4943,4.0,8.0,4.0,,,2.0,2.0,4.0,6.0,6.0,15.0,8.0,,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,2.0
