playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,shotsOnTargetIncGoals,goalAssists,goals,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,attemptsFromSetPieces,handballsConceded,successfulCornersIntoBox,leftFootGoals,redCards2ndYellow,hitWoodwork,clearancesOffTheLine,lastPlayerTackle,foulWonPenalty,penaltiesTaken,headedGoals,penaltyGoals
19714,Andy Wilkinson,Defender,Stoke,110,England,2012-13,94.0,5.0,0.0,5.0,1.0,50.0,3.0,1.0,113.0,24.0,2.0,19.0,149.0,23.0,453.0,1.0,5.0,53.0,3.0,5.0,1730.0,23.0,102.0,3.0,1.0,72.0,274.0,6.0,76.0,6.0,1.0,6.0,15.0,88.0,25.0,71.0,99.0,16.0,0.0,196.0,234.0,69.0,24.0,11.0,12.0,163.0,22.0,23.0,22.0,143.0,30.0,0.0,450.0,3.0,7.0,292.0,39.0,6.0,4.0,60.0,26.0,39.0,30.0,60.0,959.0,119.0,6.0,35.0,146.0,6.0,36.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40349,Asmir Begovic,Goalkeeper,Stoke,110,Bosnia & Herzegovina,2012-13,2.0,,0.0,,,,,,9.0,38.0,,38.0,490.0,,1099.0,,,9.0,12.0,,3420.0,,15.0,6.0,,6.0,78.0,,,6.0,,3.0,234.0,29.0,45.0,2.0,22.0,5.0,0.0,17.0,1049.0,409.0,38.0,,,514.0,39.0,,,8.0,9.0,0.0,405.0,,2.0,502.0,,,,28.0,,,531.0,,1455.0,,,219.0,95.0,3.0,481.0,30.0,,86.0,47.0,396.0,26.0,6.0,6.0,110.0,2.0,5.0,337.0,164.0,35.0,63.0,,,,,,,,,,,,,,,,,,,,,
50067,Brek Shea,Midfielder,Stoke,110,United States,2012-13,13.0,1.0,0.0,,,3.0,1.0,,11.0,2.0,3.0,,12.0,2.0,26.0,,2.0,5.0,,1.0,89.0,2.0,6.0,,,3.0,13.0,3.0,,,,1.0,,1.0,1.0,11.0,11.0,,0.0,19.0,7.0,6.0,2.0,,2.0,8.0,1.0,3.0,7.0,14.0,3.0,0.0,26.0,1.0,,23.0,3.0,,,1.0,3.0,1.0,1.0,7.0,46.0,1.0,,1.0,7.0,0.0,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
18804,Cameron Jerome,Forward,Stoke,110,England,2012-13,105.0,3.0,0.0,3.0,2.0,18.0,23.0,2.0,64.0,26.0,19.0,8.0,68.0,15.0,243.0,13.0,18.0,65.0,1.0,3.0,1108.0,33.0,71.0,2.0,,39.0,174.0,56.0,,2.0,,12.0,,5.0,13.0,72.0,57.0,12.0,4.0,176.0,63.0,27.0,26.0,2.0,17.0,142.0,11.0,15.0,40.0,111.0,32.0,0.0,243.0,18.0,7.0,168.0,16.0,9.0,2.0,56.0,28.0,5.0,1.0,67.0,441.0,3.0,3.0,3.0,36.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,5.0,3.0,3.0,0.0,6.0,3.0,3.0,1.0,1.0,,,,,,,,,,
20208,Charlie Adam,Midfielder,Stoke,110,Scotland,2012-13,143.0,8.0,1.0,12.0,2.0,33.0,41.0,3.0,156.0,27.0,48.0,22.0,213.0,61.0,759.0,1.0,5.0,46.0,1.0,21.0,1774.0,23.0,106.0,4.0,,83.0,494.0,42.0,2.0,2.0,,32.0,3.0,11.0,26.0,120.0,182.0,40.0,6.0,249.0,247.0,125.0,27.0,4.0,17.0,354.0,22.0,100.0,51.0,203.0,23.0,0.0,741.0,29.0,25.0,413.0,29.0,10.0,2.0,183.0,52.0,21.0,52.0,147.0,1190.0,11.0,16.0,13.0,213.0,7.0,57.0,33.0,,,,,,,,,,,,,,,35.0,21.0,12.0,2.0,3.0,0.0,5.0,3.0,,7.0,4.0,10.0,3.0,1.0,1.0,,,,,,
5589,Dean Whitehead,Midfielder,Stoke,110,England,2012-13,65.0,,1.0,2.0,3.0,31.0,3.0,,90.0,26.0,24.0,12.0,103.0,16.0,634.0,2.0,14.0,28.0,2.0,5.0,1388.0,12.0,66.0,3.0,1.0,50.0,488.0,6.0,6.0,2.0,,9.0,1.0,29.0,21.0,53.0,181.0,16.0,2.0,131.0,170.0,73.0,26.0,8.0,2.0,298.0,18.0,22.0,11.0,103.0,16.0,0.0,623.0,1.0,2.0,162.0,23.0,3.0,12.0,176.0,29.0,39.0,43.0,107.0,862.0,10.0,1.0,11.0,238.0,9.0,13.0,22.0,,,,,,,,,,,,,,,7.0,4.0,2.0,,1.0,1.0,1.0,0.0,1.0,,,3.0,,1.0,,1.0,,,,,
84489,Florent Cuvelier,Midfielder,Stoke,110,Belgium,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50089,Geoff Cameron,Midfielder,Stoke,110,United States,2012-13,129.0,16.0,0.0,3.0,5.0,112.0,5.0,1.0,249.0,35.0,4.0,29.0,320.0,62.0,911.0,1.0,6.0,76.0,10.0,17.0,2635.0,23.0,195.0,5.0,,142.0,529.0,18.0,86.0,5.0,,16.0,15.0,89.0,37.0,106.0,124.0,10.0,0.0,324.0,486.0,157.0,35.0,23.0,19.0,346.0,32.0,63.0,40.0,248.0,53.0,0.0,893.0,5.0,10.0,551.0,89.0,20.0,14.0,233.0,29.0,72.0,62.0,68.0,1709.0,172.0,4.0,47.0,262.0,5.0,71.0,72.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,1.0,,,,,,1.0,,,,
12150,Glenn Whelan,Midfielder,Stoke,110,Ireland,2012-13,125.0,12.0,0.0,6.0,1.0,60.0,15.0,3.0,178.0,32.0,23.0,31.0,232.0,20.0,1281.0,,1.0,48.0,6.0,45.0,2592.0,21.0,113.0,4.0,,86.0,941.0,9.0,,5.0,,36.0,6.0,60.0,32.0,104.0,342.0,21.0,0.0,238.0,478.0,177.0,32.0,18.0,7.0,619.0,28.0,72.0,31.0,190.0,27.0,0.0,1234.0,12.0,8.0,364.0,42.0,5.0,14.0,305.0,34.0,65.0,108.0,156.0,1751.0,3.0,8.0,26.0,475.0,4.0,54.0,48.0,,,,,,,,,,,,,,,64.0,32.0,3.0,4.0,,,1.0,,,2.0,4.0,28.0,,,1.0,,,,,,
59305,Jamie Ness,Midfielder,Stoke,110,Scotland,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,Jermaine Pennant,Midfielder,Stoke,110,England,2012-13,8.0,1.0,0.0,,1.0,4.0,,,5.0,1.0,1.0,1.0,5.0,1.0,9.0,,,3.0,,1.0,66.0,1.0,8.0,,,6.0,4.0,1.0,,,,,,,,7.0,2.0,2.0,0.0,16.0,4.0,4.0,1.0,1.0,,4.0,,2.0,5.0,13.0,2.0,0.0,9.0,,,13.0,3.0,,,2.0,,1.0,,1.0,27.0,,1.0,,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12813,Jonathan Walters,Forward,Stoke,110,Ireland,2012-13,319.0,16.0,0.0,13.0,4.0,36.0,46.0,4.0,297.0,38.0,52.0,38.0,314.0,57.0,1011.0,20.0,,281.0,11.0,16.0,3310.0,155.0,235.0,6.0,,109.0,693.0,144.0,,6.0,2.0,34.0,2.0,48.0,45.0,164.0,170.0,55.0,0.0,554.0,326.0,167.0,38.0,6.0,39.0,487.0,39.0,57.0,105.0,273.0,126.0,0.0,1009.0,26.0,19.0,554.0,30.0,18.0,2.0,257.0,44.0,25.0,4.0,258.0,1573.0,6.0,7.0,22.0,226.0,4.0,17.0,52.0,2.0,,,,,,,,,,,,,,1.0,,20.0,1.0,8.0,5.0,4.0,3.0,7.0,,1.0,,,,3.0,,,2.0,5.0,1.0,3.0
