playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,shotsOnTargetIncGoals,goalAssists,goals,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,attemptsFromSetPieces,handballsConceded,successfulCornersIntoBox,leftFootGoals,redCards2ndYellow,hitWoodwork,clearancesOffTheLine,lastPlayerTackle,foulWonPenalty,penaltiesTaken,headedGoals,penaltyGoals
18215,Kenwyne Jones,Forward,Stoke,110,Trinidad & Tobago,2012-13,143.0,1.0,0.0,6.0,,10.0,25.0,1.0,128.0,26.0,29.0,10.0,129.0,2.0,285.0,4.0,16.0,215.0,1.0,1.0,1036.0,98.0,149.0,2.0,,32.0,153.0,75.0,,3.0,,6.0,,11.0,20.0,45.0,64.0,15.0,2.0,292.0,96.0,29.0,26.0,3.0,6.0,128.0,18.0,2.0,31.0,77.0,117.0,0.0,285.0,13.0,4.0,191.0,7.0,7.0,1.0,70.0,12.0,5.0,3.0,55.0,444.0,,7.0,,29.0,0.0,1.0,7.0,,,,,,,,,,,,,,,,,12.0,2.0,3.0,0.0,9.0,3.0,1.0,,2.0,,,,1.0,,,,,2.0,
32318,Marc Wilson,Midfielder,Stoke,110,Ireland,2012-13,64.0,11.0,0.0,6.0,1.0,58.0,11.0,,110.0,19.0,1.0,19.0,181.0,33.0,468.0,,,36.0,4.0,11.0,1493.0,12.0,97.0,2.0,,73.0,224.0,7.0,31.0,2.0,,9.0,24.0,76.0,17.0,52.0,116.0,5.0,0.0,161.0,285.0,64.0,19.0,19.0,6.0,161.0,15.0,34.0,17.0,125.0,24.0,0.0,454.0,10.0,3.0,270.0,39.0,10.0,5.0,33.0,19.0,33.0,63.0,34.0,900.0,104.0,5.0,54.0,137.0,3.0,71.0,44.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,1.0,,1.0,,,,
1640,Matt Upson,Defender,Stoke,110,England,2012-13,1.0,,0.0,,,1.0,2.0,,8.0,1.0,,1.0,11.0,,29.0,,,3.0,,,90.0,1.0,3.0,,,1.0,15.0,3.0,1.0,,,,2.0,12.0,3.0,,7.0,,0.0,4.0,15.0,3.0,1.0,,,8.0,3.0,,,1.0,2.0,0.0,29.0,1.0,,12.0,1.0,,1.0,2.0,,2.0,3.0,5.0,52.0,2.0,,3.0,10.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,,1.0,,,,,1.0,,,,,,,,
2570,Matthew Etherington,Midfielder,Stoke,110,England,2012-13,94.0,16.0,0.0,2.0,9.0,19.0,8.0,1.0,71.0,31.0,19.0,21.0,80.0,86.0,430.0,3.0,10.0,13.0,1.0,34.0,1723.0,10.0,54.0,4.0,,51.0,336.0,36.0,5.0,3.0,,30.0,1.0,12.0,24.0,84.0,151.0,14.0,0.0,148.0,106.0,90.0,31.0,8.0,33.0,255.0,20.0,130.0,66.0,135.0,3.0,0.0,422.0,5.0,30.0,316.0,11.0,18.0,2.0,49.0,8.0,15.0,14.0,124.0,827.0,16.0,17.0,2.0,129.0,3.0,9.0,15.0,,,,,,,,,,,,,,,54.0,38.0,3.0,,,,3.0,,,,1.0,15.0,,,,,,,,,
41587,Maurice Edu,Midfielder,Stoke,110,United States,2012-13,5.0,,0.0,,,,,,,1.0,,,,,9.0,,1.0,2.0,,,9.0,2.0,,,,,9.0,,,,,,,1.0,,3.0,1.0,,0.0,5.0,3.0,1.0,1.0,,,3.0,,,1.0,3.0,,0.0,9.0,,,4.0,,,,4.0,,,,1.0,14.0,,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15944,Michael Kightly,Midfielder,Stoke,110,England,2012-13,92.0,10.0,0.0,9.0,12.0,24.0,17.0,2.0,68.0,22.0,18.0,14.0,74.0,44.0,276.0,4.0,8.0,24.0,3.0,15.0,1197.0,19.0,58.0,1.0,,53.0,194.0,42.0,1.0,2.0,,11.0,3.0,6.0,15.0,73.0,69.0,18.0,0.0,150.0,88.0,62.0,22.0,5.0,35.0,134.0,14.0,47.0,51.0,126.0,5.0,0.0,276.0,7.0,10.0,222.0,19.0,11.0,1.0,42.0,13.0,13.0,8.0,77.0,565.0,5.0,11.0,3.0,83.0,2.0,6.0,24.0,,,,,,,,,,,,,,,2.0,1.0,10.0,1.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,
1795,Michael Owen,Forward,Stoke,110,England,2012-13,7.0,,0.0,1.0,,1.0,2.0,,2.0,8.0,5.0,,2.0,,30.0,,8.0,2.0,,,93.0,2.0,1.0,,,1.0,27.0,7.0,,,,,,1.0,1.0,5.0,9.0,,0.0,8.0,4.0,,8.0,,,18.0,1.0,,5.0,6.0,,0.0,30.0,1.0,1.0,7.0,1.0,,,11.0,,,1.0,6.0,41.0,,,,10.0,0.0,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,0.0,,,,,,,,,,,,1.0,
3773,Peter Crouch,Forward,Stoke,110,England,2012-13,259.0,1.0,0.0,7.0,2.0,12.0,36.0,4.0,399.0,34.0,103.0,28.0,402.0,2.0,969.0,16.0,6.0,426.0,3.0,1.0,2336.0,145.0,338.0,4.0,,57.0,565.0,127.0,2.0,2.0,,29.0,,44.0,22.0,114.0,247.0,40.0,4.0,597.0,330.0,60.0,34.0,2.0,12.0,436.0,18.0,2.0,58.0,171.0,281.0,0.0,968.0,15.0,11.0,523.0,10.0,5.0,6.0,187.0,48.0,9.0,2.0,205.0,1278.0,,18.0,,132.0,2.0,3.0,41.0,,,,,,,,,,,,,,,,,21.0,4.0,7.0,3.0,21.0,4.0,4.0,,4.0,,,,1.0,,,1.0,,3.0,
12413,Robert Huth,Defender,Stoke,110,Germany,2012-13,102.0,,0.0,7.0,,66.0,25.0,2.0,158.0,35.0,1.0,35.0,241.0,1.0,684.0,1.0,,140.0,11.0,,3150.0,40.0,193.0,5.0,2.0,93.0,365.0,43.0,2.0,6.0,,2.0,40.0,279.0,42.0,62.0,141.0,23.0,0.0,295.0,383.0,89.0,35.0,17.0,4.0,164.0,37.0,1.0,7.0,155.0,100.0,0.0,658.0,15.0,4.0,267.0,49.0,4.0,33.0,101.0,46.0,48.0,78.0,59.0,1257.0,5.0,,58.0,279.0,5.0,83.0,58.0,,,,,,,,,,,,,,,,,10.0,,1.0,0.0,,1.0,,3.0,2.0,,,,2.0,,2.0,,,1.0,
1679,Rory Delap,Midfielder,Stoke,110,Ireland,2012-13,,,0.0,,,,,,2.0,1.0,,,2.0,,2.0,,1.0,,,,10.0,,,,,,,,1.0,1.0,,,,,1.0,,2.0,,0.0,,,,1.0,,,,1.0,,,,,0.0,2.0,,,3.0,,,,,,,,,4.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37869,Ryan Shawcross,Defender,Stoke,110,England,2012-13,114.0,3.0,0.0,1.0,,56.0,16.0,,187.0,37.0,,37.0,316.0,4.0,905.0,5.0,,156.0,12.0,3.0,3330.0,60.0,174.0,6.0,1.0,78.0,463.0,31.0,,6.0,1.0,7.0,60.0,256.0,42.0,54.0,82.0,18.0,0.0,288.0,598.0,87.0,37.0,16.0,1.0,277.0,36.0,4.0,6.0,132.0,96.0,0.0,872.0,13.0,4.0,339.0,40.0,4.0,39.0,160.0,35.0,46.0,126.0,65.0,1420.0,8.0,,84.0,315.0,9.0,129.0,83.0,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.0,,1.0,1.0,,,,,,1.0,2.0,1.0,,,,
45158,Ryan Shotton,Defender,Stoke,110,England,2012-13,112.0,14.0,1.0,3.0,3.0,60.0,6.0,3.0,141.0,23.0,9.0,20.0,194.0,69.0,592.0,,3.0,65.0,5.0,14.0,1821.0,25.0,125.0,3.0,,85.0,362.0,10.0,123.0,1.0,,7.0,19.0,66.0,18.0,87.0,43.0,14.0,0.0,237.0,272.0,71.0,23.0,19.0,26.0,235.0,15.0,69.0,44.0,172.0,40.0,0.0,586.0,3.0,15.0,446.0,41.0,11.0,11.0,178.0,19.0,28.0,36.0,99.0,1244.0,146.0,3.0,47.0,177.0,4.0,53.0,45.0,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,1.0,,,,,,,
49323,Steven Nzonzi,Midfielder,Stoke,110,France,2012-13,149.0,2.0,1.0,4.0,3.0,70.0,14.0,5.0,237.0,35.0,21.0,35.0,276.0,14.0,1546.0,1.0,,156.0,11.0,2.0,3109.0,47.0,230.0,6.0,1.0,121.0,1203.0,28.0,,4.0,,15.0,2.0,36.0,42.0,102.0,403.0,32.0,0.0,379.0,495.0,259.0,35.0,11.0,10.0,693.0,36.0,14.0,45.0,223.0,109.0,1.0,1544.0,7.0,3.0,366.0,59.0,19.0,10.0,413.0,40.0,32.0,67.0,235.0,1897.0,1.0,1.0,11.0,579.0,9.0,39.0,63.0,,,,,,,,,,,,,,,1.0,,7.0,,1.0,0.0,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,
1945,Thomas Sørensen,Goalkeeper,Stoke,110,Denmark,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34296,Wilson Palacios,Midfielder,Stoke,110,Honduras,2012-13,3.0,,0.0,1.0,,4.0,,,6.0,4.0,,,6.0,,32.0,,4.0,1.0,,,46.0,1.0,4.0,,,4.0,26.0,,,1.0,,1.0,,1.0,1.0,2.0,7.0,,0.0,7.0,12.0,9.0,4.0,1.0,,13.0,1.0,,2.0,6.0,,0.0,32.0,,,8.0,3.0,,,11.0,,,,2.0,41.0,,,,13.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
