playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,catches,savesMadeFromOutsideBox,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuelsLost,successfulCornersIntoBox,shotsBlockedInBox,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,tacklesWon,attemptsFromSetPieces,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,hitWoodwork,secondGoalAssists,successfulCrossesOpenPlay,expectedGoalsFreekick,overruns,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,oboxTarget,tacklesLost,iboxBlocked,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,iboxTarget,shotsOnTargetInBox,handballsConceded,headedGoals,throwInsToOppositionPlayer,lastPlayerTackle,clearancesOffTheLine,redCards2ndYellow
19714,Andy Wilkinson,Defender,Stoke,110,England,2014-15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40349,Asmir Begovic,Goalkeeper,Stoke,110,Bosnia & Herzegovina,2014-15,0.0,0.0,3.0,3.0,0.092,63.0,31.0,1.0,2.0,35.0,35.0,368.0,968.0,306.0,15.0,7.0,7.0,5.0,3150.0,9.0,5.0,1.0,1.0,2.0,231.0,1.0,10.0,5.0,44.8609,1.0,147.0,19.0,43.0,3.0,93.0,86.0,4.0,0.0,12.0,1.0,6.0,747.0,349.0,35.0,4.0,306.0,38.0,5.0,7.0,353.0,468.0,1.0,1.0,374.0,122.0,34.0,128.0,1.0,369.0,1331.0,195.0,294.0,53.0,0.0556,366.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40276,Bojan,Forward,Stoke,110,Spain,2014-15,0.0,0.0,2.0,124.0,1.9494,,,19.0,74.0,16.0,14.0,85.0,560.0,,,20.0,1.0,,1209.0,100.0,2.0,,26.0,98.0,446.0,42.0,,1.0,18.8878,25.0,1.0,2.0,20.0,106.0,175.0,,32.0,2.0,224.0,12.0,,128.0,85.0,16.0,,337.0,18.0,204.0,2.0,,546.0,11.0,7.0,245.0,,,142.0,7.0,29.0,917.0,1.0,153.0,,2.6627,11.0,12.0,13.0,8.0,2.6064,20.0,4.0,4.0,1.0,3.0,8.0,2.0,18.0,8.0,5.0,2.0,2.0,40.0,46.0,78.0,3.0,17.0,3.0,10.0,115.0,4.0,1.0,1.0,5.0,0.1647,2.0,1.0,33.0,1.0,34.0,19.0,4.0,15.0,3.0,1.0,1.0,4.0,3.0,5.0,46.0,1.0,15.0,1.0,8.0,8.0,5.0,,,,,,,,
20208,Charlie Adam,Midfielder,Stoke,110,Scotland,2014-15,0.0,0.0,5.0,115.0,2.6417,,,40.0,103.0,29.0,15.0,181.0,765.0,,,37.0,,,1508.0,121.0,1.0,,32.0,99.0,500.0,26.0,,3.0,19.4854,32.0,9.0,22.0,17.0,100.0,174.0,,29.0,2.0,236.0,15.0,,254.0,131.0,29.0,,346.0,16.0,199.0,22.0,,728.0,23.0,24.0,386.0,,,200.0,38.0,84.0,1233.0,21.0,263.0,,3.8187,78.0,34.0,22.0,17.0,5.8905,52.0,,7.0,,2.0,19.0,14.0,15.0,19.0,3.0,1.0,5.0,12.0,121.0,42.0,7.0,46.0,7.0,52.0,137.0,5.0,,,6.0,0.3856,6.0,1.0,48.0,,48.0,74.0,8.0,25.0,3.0,5.0,1.0,8.0,6.0,3.0,20.0,3.0,18.0,1.0,8.0,19.0,22.0,2.0,2.0,1.0,1.0,,,,
155706,Dionatan Teixeira,Defender,Stoke,110,Slovakia,2014-15,0.0,0.0,0.0,,,,,,,1.0,,1.0,1.0,,,,,,4.0,,,,1.0,,,,,,0.1341,,,1.0,,,,,,0.0,,,,1.0,,1.0,,,,,,,1.0,,,2.0,,,,,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
39487,Erik Pieters,Defender,Stoke,110,Netherlands,2014-15,0.0,0.0,8.0,135.0,0.8541,,,5.0,146.0,31.0,29.0,208.0,1079.0,,,94.0,7.0,,2562.0,179.0,2.0,,50.0,119.0,812.0,11.0,,3.0,33.1324,15.0,11.0,135.0,30.0,101.0,332.0,,36.0,0.0,314.0,27.0,,492.0,109.0,31.0,,438.0,28.0,220.0,60.0,,1044.0,4.0,11.0,386.0,,,58.0,45.0,59.0,1906.0,28.0,446.0,,0.4358,62.0,68.0,3.0,1.0,0.3782,72.0,,,,,3.0,2.0,34.0,,,,,10.0,64.0,24.0,,55.0,,,197.0,231.0,,,12.0,,2.0,2.0,4.0,,61.0,,,13.0,1.0,,,,17.0,,14.0,9.0,60.0,,4.0,3.0,25.0,1.0,1.0,2.0,,58.0,1.0,,
50089,Geoff Cameron,Midfielder,Stoke,110,United States,2014-15,0.0,0.0,4.0,101.0,1.2097,,,6.0,157.0,27.0,21.0,227.0,906.0,,,61.0,4.0,,2135.0,152.0,4.0,1.0,40.0,109.0,635.0,19.0,,4.0,32.0307,11.0,9.0,84.0,30.0,83.0,90.0,,19.0,0.0,253.0,20.0,,426.0,153.0,27.0,,352.0,26.0,192.0,43.0,,891.0,6.0,9.0,415.0,,,271.0,13.0,44.0,1544.0,28.0,338.0,,0.9958,70.0,53.0,3.0,,,64.0,,,1.0,,2.0,6.0,18.0,,1.0,,,13.0,39.0,38.0,,54.0,,,119.0,121.0,,,11.0,,2.0,1.0,6.0,,39.0,,,11.0,,,,,10.0,1.0,26.0,12.0,56.0,,2.0,2.0,9.0,,,,,83.0,,,
12150,Glenn Whelan,Midfielder,Stoke,110,Ireland,2014-15,0.0,0.0,6.0,115.0,1.2024,,,6.0,141.0,28.0,26.0,207.0,1336.0,,,62.0,7.0,,2264.0,118.0,4.0,,44.0,77.0,1040.0,11.0,,3.0,28.8738,19.0,9.0,81.0,27.0,94.0,380.0,,17.0,0.0,233.0,27.0,,415.0,153.0,28.0,,546.0,23.0,171.0,41.0,,1306.0,4.0,6.0,267.0,,,368.0,35.0,89.0,1691.0,25.0,590.0,,0.4556,66.0,41.0,9.0,2.0,0.1272,54.0,,,,,6.0,2.0,21.0,1.0,3.0,,,5.0,15.0,25.0,,37.0,,1.0,173.0,1.0,,,5.0,,,,25.0,,10.0,2.0,2.0,7.0,,,,2.0,17.0,3.0,7.0,21.0,44.0,,9.0,6.0,21.0,,,2.0,,,1.0,1.0,
105666,Jack Butland,Goalkeeper,Stoke,110,England,2014-15,0.0,0.0,0.0,,0.0053,1.0,5.0,,,3.0,3.0,53.0,98.0,24.0,1.0,,2.0,,270.0,,,,1.0,,20.0,,2.0,,2.2526,,12.0,4.0,2.0,,7.0,10.0,,0.0,,,1.0,80.0,32.0,3.0,,21.0,2.0,,,23.0,53.0,,,56.0,13.0,1.0,11.0,,25.0,129.0,34.0,24.0,4.0,,53.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12813,Jonathan Walters,Forward,Stoke,110,Ireland,2014-15,0.0,0.0,5.0,258.0,2.1941,,,31.0,222.0,32.0,28.0,233.0,682.0,,,271.0,4.0,,2423.0,179.0,2.0,,34.0,63.0,437.0,100.0,,2.0,30.9766,20.0,2.0,33.0,28.0,103.0,73.0,,32.0,4.0,437.0,14.0,,242.0,117.0,32.0,,332.0,26.0,166.0,116.0,,682.0,12.0,16.0,414.0,,,210.0,33.0,12.0,1108.0,4.0,128.0,,5.4294,11.0,23.0,14.0,19.0,7.5681,21.0,1.0,8.0,16.0,1.0,4.0,4.0,155.0,,10.0,2.0,2.0,17.0,52.0,71.0,,18.0,,,157.0,9.0,,,11.0,,5.0,4.0,24.0,,52.0,,2.0,11.0,5.0,7.0,,2.0,3.0,10.0,19.0,3.0,17.0,,9.0,4.0,7.0,9.0,9.0,2.0,4.0,,,,
