season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436881,1,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436881,1,13,Leicester_City,Home,856640,467189,Mads Hermansen,mads-hermansen,G,False,,,4.0,3.0,6.0,9.0,,,,10.0,,,,,,,,,,,0.00083256,,,,0.0,,0.9233,,,,,,90.0,,,,,,,,,14.0,,,7.6,5.0,5.0,,,,,,,,17.0,,13.0,9.0,22.0,,,0,,36.0,,,,
2024-25,12436894,2,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436894,2,13,Leicester_City,Away,856640,467189,Mads Hermansen,mads-hermansen,G,False,,,6.0,,31.0,31.0,,,,9.0,,,,,,,,,,,0.00012667,,,,0.0,,-0.1158,2.0,,,,,90.0,,,,,,,,,8.0,,,7.5,4.0,4.0,,,,,,,,13.0,,5.0,34.0,39.0,,,0,,53.0,,,,
2024-25,12436918,3,13,Leicester_City,Home,796986,207270,Daniel Iversen,daniel-iversen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436918,3,13,Leicester_City,Home,856640,467189,Mads Hermansen,mads-hermansen,G,False,,2.0,3.0,2.0,20.0,22.0,,,,9.0,,,,,,,,1.0,,,0.00080075,,,,0.0,,0.3444,,,,,1.0,90.0,,,,,,,,,3.0,,1.0,7.4,2.0,3.0,,,,3.0,,,2.0,4.0,,2.0,21.0,23.0,,,0,1.0,36.0,,,,1.0
2024-25,12436938,4,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436938,4,13,Leicester_City,Away,856640,467189,Mads Hermansen,mads-hermansen,G,False,,,7.0,5.0,3.0,8.0,,,,12.0,,,,,,,,,,,0.00171116,,,,0.0,,-0.1749,1.0,,,,,90.0,,,,,1.0,,,,20.0,,1.0,6.9,2.0,2.0,,,,2.0,,,,27.0,,22.0,6.0,28.0,,,0,,43.0,,,,
2024-25,12436967,5,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436967,5,13,Leicester_City,Home,856640,467189,Mads Hermansen,mads-hermansen,G,False,,,6.0,3.0,19.0,22.0,,,,7.0,,,,,,,,,,,0.00283344,,,,0.0,,0.4754,1.0,,,,,90.0,,,,,,,,,5.0,,,7.4,4.0,4.0,,,,,,,,9.0,,6.0,21.0,27.0,,,0,,38.0,,,,
