playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulLayoffs,leftFootGoals,hitWoodwork,setPiecesGoals,penaltiesConceded,throwInsToOppositionPlayer,penaltyGoalsConceded,rightFootGoals,lastPlayerTackle,redCards2ndYellow,attemptsFromSetPieces,clearancesOffTheLine,handballsConceded,catches,savesMade,drops,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,ownGoalScored,secondGoalAssists,savesMadeCaught,penaltiesFaced,punches,crossesNotClaimed,foulWonPenalty,penaltiesTaken,penaltyGoals,penaltiesSaved,savesFromPenalty
37339,Ahmed El Mohamady,Defender,Sunderland,56,Egypt,2011-12,76.0,8.0,0.0,1.0,3.0,5.0,18.0,8.0,1.0,85.0,18.0,1.0,15.0,7.0,100.0,57.0,339.0,1.0,3.0,0.0,11.0,1.0,54.0,1.0,8.0,773.0,32.0,58.0,2.0,36.0,228.0,19.0,10.0,2.0,9.0,10.0,44.0,16.0,9.0,0.0,134.0,1.0,125.0,31.0,18.0,8.0,20.0,158.0,8.0,1.0,58.0,32.0,80.0,22.0,0.0,339.0,5.0,15.0,204.0,10.0,9.0,1.0,119.0,11.0,11.0,1.0,11.0,79.0,547.0,19.0,3.0,14.0,89.0,0.0,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59125,Connor Wickham,Forward,Sunderland,56,England,2011-12,50.0,1.0,0.0,6.0,4.0,,10.0,9.0,1.0,48.0,16.0,,19.0,5.0,52.0,7.0,161.0,1.0,6.0,0.0,11.0,,27.0,1.0,1.0,519.0,18.0,35.0,2.0,26.0,103.0,25.0,9.0,1.0,6.0,6.0,32.0,34.0,10.0,0.0,85.0,1.0,43.0,18.0,16.0,,4.0,81.0,4.0,,7.0,15.0,58.0,9.0,0.0,161.0,5.0,3.0,92.0,10.0,6.0,1.0,32.0,12.0,6.0,,6.0,52.0,268.0,,3.0,2.0,29.0,0.0,4.0,8.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28468,Craig Gardner,Midfielder,Sunderland,56,England,2011-12,121.0,4.0,1.0,14.0,15.0,2.0,74.0,35.0,2.0,151.0,30.0,,38.0,22.0,194.0,19.0,920.0,3.0,3.0,1.0,8.0,6.0,36.0,7.0,4.0,2112.0,18.0,121.0,6.0,103.0,658.0,33.0,11.0,5.0,57.0,29.0,103.0,248.0,23.0,0.0,242.0,2.0,304.0,157.0,30.0,20.0,18.0,391.0,23.0,,27.0,44.0,206.0,18.0,0.0,915.0,20.0,11.0,301.0,54.0,6.0,25.0,256.0,42.0,38.0,6.0,68.0,112.0,1362.0,31.0,3.0,20.0,339.0,5.0,43.0,36.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
5207,Craig Gordon,Goalkeeper,Sunderland,56,Scotland,2011-12,,,0.0,,,,,,,1.0,1.0,,,1.0,22.0,,43.0,,,,,,,,,90.0,,,,,5.0,,,11.0,2.0,2.0,,2.0,,0.0,,,41.0,13.0,1.0,,,17.0,2.0,,,,,,0.0,24.0,,,24.0,,,,,,,,16.0,,60.0,,,13.0,4.0,0.0,21.0,2.0,,,,,,,,,,,,,,4.0,4.0,1.0,2.0,11.0,9.0,6.0,2.0,2.0,,,,,,,,,,,,
96114,Craig Lynch,Forward,Sunderland,56,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53371,David Meyler,Midfielder,Sunderland,56,Ireland,2011-12,11.0,,0.0,1.0,,,10.0,,,17.0,7.0,,4.0,1.0,24.0,1.0,103.0,,,,6.0,,6.0,,,160.0,4.0,17.0,1.0,15.0,72.0,3.0,,,2.0,2.0,7.0,34.0,4.0,0.0,28.0,,36.0,17.0,7.0,3.0,,33.0,1.0,,1.0,1.0,22.0,2.0,0.0,103.0,,1.0,36.0,7.0,1.0,,15.0,2.0,1.0,,7.0,18.0,136.0,,1.0,8.0,46.0,0.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7631,David Vaughan,Midfielder,Sunderland,56,Wales,2011-12,67.0,3.0,0.0,6.0,7.0,,60.0,13.0,,92.0,22.0,1.0,31.0,17.0,122.0,10.0,805.0,2.0,2.0,1.0,5.0,6.0,20.0,2.0,5.0,1487.0,10.0,97.0,5.0,87.0,623.0,4.0,9.0,8.0,13.0,19.0,57.0,191.0,17.0,0.0,164.0,1.0,235.0,91.0,22.0,9.0,4.0,387.0,14.0,,14.0,17.0,144.0,10.0,0.0,794.0,6.0,3.0,170.0,51.0,10.0,7.0,246.0,21.0,41.0,3.0,60.0,133.0,1053.0,4.0,8.0,12.0,301.0,3.0,30.0,28.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
28541,Fraizer Campbell,Forward,Sunderland,56,England,2011-12,54.0,3.0,0.0,2.0,3.0,3.0,12.0,7.0,2.0,31.0,12.0,1.0,14.0,6.0,35.0,7.0,147.0,1.0,5.0,0.0,6.0,,21.0,,3.0,636.0,14.0,38.0,2.0,31.0,108.0,25.0,5.0,,3.0,9.0,40.0,30.0,15.0,2.0,92.0,1.0,36.0,24.0,12.0,3.0,13.0,89.0,7.0,,7.0,28.0,71.0,7.0,0.0,147.0,4.0,6.0,82.0,9.0,4.0,1.0,49.0,11.0,7.0,,4.0,32.0,267.0,4.0,5.0,5.0,26.0,4.0,4.0,7.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58771,Jack Colback,Midfielder,Sunderland,56,England,2011-12,112.0,5.0,0.0,3.0,2.0,3.0,69.0,10.0,1.0,138.0,35.0,1.0,29.0,29.0,179.0,26.0,1081.0,1.0,1.0,0.0,6.0,2.0,25.0,9.0,6.0,2667.0,18.0,137.0,10.0,130.0,841.0,23.0,14.0,12.0,51.0,36.0,94.0,309.0,49.0,0.0,249.0,1.0,337.0,165.0,35.0,13.0,12.0,516.0,26.0,,27.0,48.0,224.0,7.0,0.0,1059.0,8.0,10.0,304.0,56.0,12.0,17.0,254.0,27.0,62.0,1.0,61.0,181.0,1557.0,35.0,5.0,35.0,392.0,3.0,41.0,60.0,1.0,1.0,2.0,,,16.0,3.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
63370,James McClean,Midfielder,Sunderland,56,Ireland,2011-12,192.0,24.0,0.0,13.0,15.0,10.0,55.0,29.0,,130.0,23.0,2.0,20.0,20.0,146.0,93.0,542.0,5.0,4.0,2.0,3.0,26.0,76.0,8.0,35.0,1843.0,54.0,130.0,6.0,108.0,385.0,60.0,29.0,4.0,20.0,24.0,138.0,198.0,26.0,6.0,322.0,3.0,150.0,102.0,23.0,12.0,55.0,288.0,18.0,1.0,113.0,102.0,246.0,22.0,0.0,537.0,14.0,34.0,411.0,43.0,27.0,5.0,35.0,15.0,27.0,15.0,11.0,159.0,1099.0,13.0,1.0,17.0,143.0,2.0,16.0,48.0,3.0,3.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,9.0,,1.0,,,,,,,,,
