playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,offsides,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulPassesOwnHalf,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,substituteOn,foulAttemptedTackle,totalTackles,tacklesLost,throwInsToOwnPlayer,goalKicks,cleanSheets,successfulLaunches,gkSuccessfulDistribution,tacklesWon,successfulDribbles,blocks,interceptions,unsuccessfulLaunches,unsuccessfulLongPasses,expectedGoalsOnTarget,throughBalls,goals,awayGoals,cornersTakenInclShortCorners,successfulCrossesAndCorners,homeGoals,penaltiesTaken,rightFootGoals,unsuccessfulCornersIntoBox,penaltyGoals,hitWoodwork,successfulCrossesOpenPlay,expectedGoalsFreekick,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,goalAssists,oboxBlocked,shotsBlockedOutsideBox,throwInsToOppositionPlayer,lastPlayerTackle,setPiecesGoals,handballsConceded,catches,punches,savesMade,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,shotsOnTargetOutsideBox,oboxTarget,foulWonPenalty
135720,Kevin Danso,Defender,Sunderland,56,Austria,2026-27,3.0,,0.0,,,,2.0,1.0,,1.0,8.0,43.0,1.0,4.0,,90.0,,,2.0,4.0,,2.0,29.0,,,1.0,7.0,1.0,,1.0,5.0,1.0,0.0,7.0,,26.0,3.0,1.0,,12.0,1.0,,,3.0,2.0,0.0,40.0,,,12.0,9.0,1.0,6.0,3.0,60.0,,23.0,,0.0,,,,,1.0,1.0,1.0,3.0,3.0,,1.0,3.0,1.0,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
167512,Luke O'Nien,Midfielder,Sunderland,56,England,2026-27,4.0,0.0066,0.0,1.0,,,2.0,1.0,,1.0,7.0,55.0,,,,67.0,,,,2.0,1.0,2.0,43.0,1.0,1.002,,3.0,1.0,,4.0,16.0,,0.0,6.0,,19.0,4.0,1.0,,18.0,1.0,,,6.0,,0.0,54.0,,,13.0,20.0,2.0,5.0,,70.0,1.0,30.0,0.0113,1.0,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,3.0,5.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,
549940,Malick Fofana,Forward,Sunderland,56,Belgium,2026-27,1.0,0.0026,0.0,,,,,1.0,,,,5.0,,,,16.0,,,,1.0,1.0,1.0,5.0,,,,,,,1.0,1.0,,0.0,2.0,1.0,,,1.0,,2.0,,,,2.0,,0.0,5.0,,,1.0,,1.0,,4.0,8.0,,3.0,,0.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
515046,Melker Ellborg,Goalkeeper,Sunderland,56,Sweden,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536661,Nilson Angulo,Forward,Sunderland,56,Ecuador,2026-27,14.0,0.125,0.0,,1.0,2.0,11.0,3.0,2.0,3.0,12.0,69.0,,7.0,,188.0,,,5.0,16.0,5.0,14.0,57.0,10.0,2.0769,1.0,,2.0,,9.0,27.0,6.0,0.0,30.0,2.0,15.0,12.0,3.0,2.0,44.0,2.0,6.0,,23.0,2.0,0.0,69.0,1.0,1.0,34.0,5.0,2.0,,22.0,118.0,3.0,14.0,0.1546,1.0,3.0,5.0,5.0,,,3.0,2.0,2.0,,,,,1.0,5.0,1.0,1.0,1.0,1.0,0.265,,1.0,1.0,,1.0,0.0,,1.0,,,,1.0,0.0633,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,
577669,Noah Sadiki,Midfielder,Sunderland,56,DR Congo,2026-27,9.0,0.2327,0.0,2.0,3.0,3.0,11.0,3.0,5.0,3.0,12.0,134.0,,3.0,3.0,254.0,3.0,,1.0,15.0,6.0,13.0,116.0,13.0,2.7037,3.0,3.0,3.0,1.0,8.0,41.0,6.0,0.0,24.0,3.0,24.0,7.0,3.0,2.0,77.0,3.0,5.0,1.0,21.0,2.0,0.0,127.0,,2.0,24.0,31.0,2.0,6.0,38.0,181.0,1.0,47.0,0.3594,1.0,6.0,,,,2.0,3.0,,1.0,,1.0,2.0,,3.0,4.0,1.0,2.0,1.0,1.0,0.2375,,,,,2.0,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
200834,Nordi Mukiele,Defender,Sunderland,56,France,2026-27,11.0,0.0276,0.0,,,,15.0,2.0,,2.0,20.0,76.0,1.0,12.0,,180.0,,,5.0,16.0,3.0,9.0,53.0,1.0,1.0749,,23.0,1.0,,6.0,8.0,1.0,0.0,27.0,1.0,36.0,10.0,2.0,1.0,23.0,1.0,3.0,,15.0,7.0,0.0,72.0,,,27.0,24.0,1.0,3.0,8.0,128.0,,35.0,,0.0,7.0,1.0,1.0,,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,5.0,,1.0,,,,2.0,,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,
201895,Omar Alderete,Defender,Sunderland,56,Paraguay,2026-27,,0.0078,0.0,,,,1.0,1.0,,,3.0,37.0,,1.0,,23.0,,,,1.0,,,31.0,,0.6268,,,1.0,,,16.0,,0.0,1.0,,12.0,2.0,1.0,,13.0,1.0,,,,1.0,0.0,36.0,,,3.0,8.0,,3.0,1.0,38.0,,21.0,,0.0,1.0,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434399,Reinildo Mandava,Defender,Sunderland,56,Mozambique,2026-27,15.0,0.3137,0.0,,,,16.0,3.0,1.0,3.0,18.0,128.0,,10.0,,270.0,,,3.0,19.0,9.0,12.0,107.0,3.0,2.7037,2.0,8.0,3.0,,12.0,41.0,3.0,0.0,34.0,4.0,57.0,15.0,3.0,1.0,57.0,3.0,2.0,,24.0,7.0,0.0,127.0,,1.0,30.0,5.0,5.0,3.0,25.0,201.0,,54.0,,0.0,8.0,2.0,2.0,,2.0,7.0,3.0,21.0,,1.0,,,4.0,2.0,1.0,6.0,1.0,2.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,
498016,Robin Roefs,Goalkeeper,Sunderland,56,Netherlands,2026-27,,0.0033,0.0,,,,,3.0,,3.0,31.0,115.0,,2.0,,270.0,,,,4.0,,2.0,57.0,,2.7037,,4.0,3.0,,,25.0,2.0,0.0,4.0,,61.0,28.0,3.0,,15.0,3.0,,,2.0,2.0,0.0,87.0,,1.0,32.0,29.0,,27.0,,147.0,,69.0,,0.0,1.0,,,,,,,,5.0,1.0,9.0,20.0,,1.0,,,22.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,2.0,1.0,2.0,2.0,2.0,,,
461199,Romaine Mundle,Forward,Sunderland,56,England,2026-27,1.0,0.0001,0.0,,1.0,1.0,1.0,1.0,,,1.0,3.0,,,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,1.0,1.0,,0.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,0.0,3.0,,,2.0,,,,1.0,7.0,,1.0,0.1726,0.0,,,,1.0,,,,,,,,,,,1.0,,,,0.1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93605,Thomas Meunier,Defender,Sunderland,56,Belgium,2026-27,10.0,0.1346,0.0,1.0,3.0,3.0,16.0,3.0,1.0,3.0,18.0,115.0,,7.0,1.0,244.0,1.0,,5.0,5.0,1.0,3.0,90.0,4.0,2.7037,1.0,8.0,3.0,,5.0,11.0,,0.0,15.0,1.0,34.0,8.0,3.0,2.0,44.0,3.0,2.0,,8.0,2.0,0.0,115.0,,1.0,33.0,32.0,2.0,7.0,38.0,166.0,1.0,54.0,0.2059,0.0,6.0,6.0,6.0,,1.0,2.0,2.0,11.0,,1.0,,,1.0,1.0,,4.0,1.0,2.0,0.0482,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,4.0,,,,,,,,,,,2.0,2.0,
487676,Trai Hume,Defender,Sunderland,56,Northern Ireland,2026-27,11.0,0.2751,0.0,,,2.0,13.0,3.0,4.0,2.0,15.0,55.0,,9.0,,196.0,,,2.0,18.0,4.0,11.0,40.0,6.0,1.002,4.0,1.0,1.0,,9.0,6.0,2.0,0.0,29.0,2.0,12.0,12.0,3.0,2.0,20.0,1.0,4.0,,20.0,7.0,0.0,54.0,2.0,,25.0,26.0,4.0,,11.0,89.0,1.0,22.0,0.0366,0.0,3.0,3.0,3.0,1.0,4.0,9.0,3.0,1.0,,1.0,,,6.0,,1.0,1.0,1.0,2.0,,1.0,,,1.0,2.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,
437505,Wilson Isidor,Forward,Sunderland,56,Haiti,2026-27,10.0,0.0071,0.0,,2.0,5.0,5.0,3.0,,,5.0,11.0,,8.0,,75.0,,1.0,7.0,7.0,,6.0,6.0,4.0,0.6268,,,1.0,,3.0,1.0,5.0,1.0,17.0,,3.0,2.0,3.0,1.0,4.0,1.0,2.0,,9.0,1.0,0.0,11.0,3.0,,10.0,4.0,2.0,,3.0,29.0,,2.0,1.4885,0.0,,,,3.0,1.0,,,,,,,,,1.0,,,,,0.955,,1.0,0.0,,,1.0,,1.0,,,1.0,,0.0712,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0
