playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,offsides,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulPassesOwnHalf,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,substituteOn,foulAttemptedTackle,totalTackles,tacklesLost,throwInsToOwnPlayer,goalKicks,cleanSheets,successfulLaunches,gkSuccessfulDistribution,tacklesWon,successfulDribbles,blocks,interceptions,unsuccessfulLaunches,unsuccessfulLongPasses,expectedGoalsOnTarget,throughBalls,goals,awayGoals,cornersTakenInclShortCorners,successfulCrossesAndCorners,homeGoals,penaltiesTaken,rightFootGoals,unsuccessfulCornersIntoBox,penaltyGoals,hitWoodwork,successfulCrossesOpenPlay,expectedGoalsFreekick,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,goalAssists,oboxBlocked,shotsBlockedOutsideBox,throwInsToOppositionPlayer,lastPlayerTackle,setPiecesGoals,handballsConceded,catches,punches,savesMade,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,shotsOnTargetOutsideBox,oboxTarget,foulWonPenalty
441264,Brian Brobbey,Forward,Sunderland,56,Netherlands,2026-27,12.0,0.0657,0.0,3.0,1.0,3.0,8.0,3.0,8.0,3.0,8.0,33.0,4.0,12.0,1.0,221.0,1.0,1.0,3.0,11.0,2.0,2.0,24.0,13.0,2.0769,3.0,1.0,2.0,3.0,9.0,9.0,2.0,0.0,23.0,2.0,6.0,6.0,3.0,2.0,17.0,2.0,4.0,3.0,11.0,9.0,0.0,33.0,2.0,2.0,18.0,8.0,4.0,1.0,10.0,55.0,2.0,8.0,0.5907,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549912,Chemsdine Talbi,Forward,Sunderland,56,Morocco,2026-27,3.0,0.001,0.0,,,,2.0,1.0,,,2.0,11.0,1.0,,,31.0,,,,,,,8.0,,0.6268,,,1.0,,3.0,7.0,,0.0,3.0,,1.0,2.0,1.0,,4.0,1.0,1.0,,3.0,,0.0,11.0,,1.0,7.0,,1.0,1.0,3.0,16.0,,5.0,,0.0,,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554197,Chris Rigg,Midfielder,Sunderland,56,England,2026-27,1.0,0.0011,0.0,,,,2.0,2.0,,,2.0,4.0,,,,17.0,,,,1.0,1.0,1.0,2.0,,0.6268,,,1.0,,1.0,,,0.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,,1.0,,0.0,4.0,,,2.0,3.0,,,,5.0,,1.0,,0.0,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223827,Dan Ballard,Defender,Sunderland,56,Northern Ireland,2026-27,22.0,0.1505,0.0,1.0,,1.0,11.0,3.0,,3.0,17.0,136.0,,29.0,,270.0,,,15.0,24.0,3.0,10.0,111.0,5.0,2.7037,1.0,21.0,3.0,1.0,7.0,39.0,4.0,0.0,46.0,1.0,40.0,6.0,3.0,1.0,35.0,3.0,1.0,1.0,17.0,14.0,0.0,131.0,1.0,,22.0,52.0,3.0,8.0,5.0,185.0,,84.0,0.0858,1.0,7.0,,,,1.0,5.0,3.0,,5.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638411,Dayann Méthalie,Defender,Sunderland,56,France,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484420,Enzo Le Fée,Midfielder,Sunderland,56,France,2026-27,16.0,0.2297,0.0,,2.0,7.0,20.0,3.0,5.0,3.0,21.0,103.0,1.0,5.0,1.0,259.0,1.0,,2.0,18.0,12.0,15.0,81.0,8.0,2.0769,1.0,,2.0,,14.0,18.0,5.0,0.0,34.0,6.0,26.0,7.0,3.0,5.0,53.0,2.0,7.0,,29.0,3.0,0.0,101.0,5.0,,38.0,38.0,1.0,1.0,21.0,158.0,2.0,30.0,1.2077,0.0,3.0,5.0,4.0,,1.0,6.0,2.0,,,,,,4.0,4.0,,1.0,,1.0,0.878,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
84450,Granit Xhaka,Midfielder,Sunderland,56,Switzerland,2026-27,10.0,0.5661,0.0,,,1.0,17.0,3.0,4.0,3.0,26.0,189.0,,7.0,,270.0,,,3.0,18.0,3.0,14.0,140.0,1.0,2.7037,7.0,1.0,3.0,,7.0,39.0,8.0,0.0,28.0,1.0,52.0,23.0,3.0,1.0,89.0,3.0,4.0,,21.0,4.0,0.0,179.0,1.0,2.0,47.0,60.0,1.0,23.0,38.0,243.0,,78.0,0.0594,1.0,3.0,14.0,3.0,,1.0,5.0,2.0,1.0,,1.0,,,3.0,1.0,2.0,4.0,2.0,9.0,,3.0,,,8.0,4.0,,,,4.0,,,1.0,0.0594,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
547027,Habib Diarra,Midfielder,Sunderland,56,Senegal,2026-27,2.0,0.1585,0.0,1.0,,,,2.0,,,,9.0,,1.0,,28.0,,,,1.0,1.0,,8.0,,0.6268,,,1.0,,2.0,3.0,,0.0,3.0,1.0,1.0,,2.0,1.0,6.0,1.0,1.0,,2.0,1.0,0.0,9.0,,,1.0,4.0,1.0,1.0,1.0,12.0,1.0,3.0,0.0263,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
699989,Jocelin Ta Bi,Forward,Sunderland,56,Cote d’Ivoire,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696104,Jules Ahoka,Midfielder,Sunderland,56,DR Congo,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
