playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,penaltiesConceded,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,expectedGoals,yellowCards,substituteOn,ownGoalScored,lastPlayerTackle,headedGoals,setPiecesGoals,rightFootGoals,hitWoodwork,penaltiesTaken,penaltyGoals,foulWonPenalty,redCards2ndYellow,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
19959,Adam Johnson,Midfielder,Sunderland,56,England,2012-13,163.0,12.0,15.0,4.3017,33.0,18.0,35.0,960.0,5.0,8.0,2.0,11.0,5.0,5.0,17.0,6.0,104.0,28.0,4.0,60.1927,49.0,3.0,10.0,39.0,2.0,111.0,35.0,5.0,59.0,184.0,110.0,5.0,950.0,18.0,551.0,26.0,2.0,297.0,15.0,52.0,2.0,54.0,259.0,1612.0,19.0,274.0,1.0,39.0,32.0,1.0,13.0,3.7659,0.0,0.1173,16.0,33.0,160.0,6.0,45.0,35.0,199.0,100.0,85.0,22.0,3.0,17.0,49.0,2940.0,2.0,109.0,1.0,707.0,65.0,1.0,12.0,50.0,146.0,148.0,272.0,3.0,256.0,17.0,7.0,536.0,44.0,10.0,250.0,5.0,0.0,31.0,32.0,2.0,23.0,16.0,11.0,15.0,2.2514,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
94863,Adam Mitchell,Midfielder,Sunderland,56,England,2012-13,,,,,,,1.0,,,,,,,,,1.0,,,,0.2981,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
37339,Ahmed El Mohamady,Defender,Sunderland,56,Egypt,2012-13,6.0,,,,1.0,,2.0,10.0,,,,,,,2.0,,1.0,,,0.417,,,,,0.0,2.0,2.0,,2.0,,2.0,,10.0,,6.0,,,3.0,1.0,,,1.0,3.0,17.0,,6.0,,,,,,0.0003,0.0,,1.0,,3.0,,,,3.0,,,4.0,,,,22.0,,3.0,,6.0,,,1.0,,4.0,,9.0,,4.0,,1.0,1.0,,,5.0,2.0,0.0,,,,2.0,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
49688,Alfred N'Diaye,Midfielder,Sunderland,56,Senegal,2012-13,111.0,3.0,2.0,0.7477,44.0,2.0,16.0,455.0,,,,4.0,3.0,3.0,36.0,3.0,69.0,,2.0,25.0214,8.0,,1.0,13.0,0.0,93.0,16.0,,7.0,15.0,29.0,,453.0,12.0,145.0,35.0,,127.0,30.0,,,20.0,73.0,693.0,1.0,171.0,,11.0,22.0,,3.0,0.613,0.0,,2.0,14.0,77.0,,24.0,15.0,88.0,15.0,,58.0,2.0,1.0,3.0,1298.0,,91.0,,347.0,24.0,,28.0,23.0,75.0,132.0,202.0,,123.0,1.0,9.0,199.0,20.0,1.0,144.0,22.0,0.0,5.0,12.0,3.0,26.0,3.0,4.0,3.0,1.2403,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
94738,Billy Knott,Midfielder,Sunderland,56,England,2012-13,1.0,,,,,,1.0,4.0,,,,,,,1.0,1.0,,,,0.4971,,,,,0.0,2.0,1.0,,,,,,4.0,,1.0,,,1.0,,,,,2.0,5.0,,3.0,,1.0,,,,,0.0,,,,,,,,1.0,,,1.0,,,,16.0,,,,3.0,,,,1.0,,,1.0,,1.0,,,,,,,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17468,Carlos Cuellar,Defender,Sunderland,56,Spain,2012-13,72.0,4.0,5.0,1.1724,76.0,1.0,26.0,691.0,1.0,1.0,1.0,,6.0,6.0,42.0,5.0,91.0,,2.0,47.472,1.0,13.0,7.0,10.0,2.0,66.0,26.0,,2.0,3.0,3.0,,673.0,3.0,170.0,48.0,,185.0,13.0,,2.0,49.0,58.0,1169.0,10.0,388.0,,53.0,35.0,,1.0,0.4616,0.0,,,8.0,102.0,2.0,2.0,26.0,155.0,3.0,,118.0,7.0,,1.0,2258.0,1.0,167.0,,487.0,34.0,2.0,239.0,37.0,30.0,181.0,239.0,0.0,267.0,,28.0,149.0,32.0,7.0,121.0,76.0,0.0,2.0,5.0,27.0,48.0,3.0,,48.0,0.837,5.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
59125,Connor Wickham,Forward,Sunderland,56,England,2012-13,67.0,6.0,5.0,1.1916,7.0,1.0,12.0,154.0,,3.0,,3.0,5.0,5.0,30.0,,20.0,,1.0,9.8783,7.0,,9.0,11.0,0.0,6.0,12.0,,6.0,4.0,21.0,,154.0,2.0,97.0,4.0,,46.0,10.0,,,3.0,36.0,250.0,2.0,16.0,,2.0,14.0,,,0.1371,0.0,,,7.0,55.0,,17.0,3.0,57.0,4.0,,50.0,,4.0,,451.0,4.0,40.0,,94.0,21.0,1.0,4.0,7.0,37.0,32.0,107.0,,40.0,4.0,3.0,81.0,7.0,9.0,57.0,20.0,0.0,8.0,2.0,1.0,3.0,1.0,3.0,2.0,0.9567,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
28468,Craig Gardner,Midfielder,Sunderland,56,England,2012-13,167.0,20.0,15.0,5.8447,101.0,6.0,33.0,1274.0,6.0,3.0,3.0,37.0,6.0,6.0,37.0,5.0,140.0,1.0,4.0,54.9032,14.0,17.0,4.0,21.0,0.0,122.0,33.0,1.0,9.0,73.0,33.0,37.0,1239.0,20.0,540.0,80.0,18.0,385.0,51.0,,,96.0,124.0,2118.0,188.0,420.0,2.0,117.0,63.0,,17.0,2.1719,1.0,0.9805,5.0,35.0,221.0,2.0,14.0,32.0,338.0,70.0,1.0,78.0,8.0,15.0,18.0,2834.0,3.0,181.0,2.0,840.0,26.0,67.0,98.0,49.0,130.0,143.0,348.0,3.0,622.0,15.0,21.0,534.0,44.0,4.0,270.0,41.0,1.0,17.0,18.0,18.0,60.0,4.0,37.0,67.0,5.4317,10.0,1.0,,,,1.0,5.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,
15398,Danny Graham,Forward,Sunderland,56,England,2012-13,119.0,11.0,22.0,3.6302,4.0,1.0,31.0,368.0,3.0,17.0,1.0,,20.0,20.0,78.0,2.0,14.0,,3.0,14.3727,9.0,1.0,15.0,9.0,0.0,22.0,31.0,,9.0,11.0,29.0,,368.0,14.0,173.0,4.0,,65.0,9.0,,,11.0,125.0,546.0,5.0,78.0,,1.0,20.0,,4.0,0.5059,0.0,,1.0,36.0,104.0,2.0,41.0,21.0,105.0,11.0,,110.0,4.0,,4.0,1837.0,9.0,46.0,,252.0,102.0,2.0,20.0,32.0,41.0,94.0,165.0,2.0,84.0,,,189.0,30.0,15.0,55.0,32.0,0.0,12.0,1.0,2.0,2.0,9.0,,1.0,3.7141,0.0,10.0,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,
38290,Danny Rose,Defender,Sunderland,56,England,2012-13,122.0,5.0,3.0,0.8939,63.0,2.0,27.0,971.0,1.0,,1.0,7.0,,,21.0,5.0,152.0,,2.0,43.1748,10.0,12.0,1.0,61.0,0.0,150.0,27.0,1.0,29.0,48.0,51.0,,941.0,7.0,422.0,55.0,,57.0,30.0,,1.0,51.0,86.0,1714.0,186.0,318.0,2.0,64.0,56.0,,6.0,0.5764,0.0,,14.0,10.0,161.0,1.0,4.0,25.0,225.0,47.0,1.0,49.0,5.0,4.0,6.0,2222.0,1.0,180.0,,695.0,10.0,66.0,64.0,36.0,101.0,309.0,302.0,0.0,519.0,4.0,8.0,434.0,31.0,1.0,253.0,28.0,0.0,14.0,28.0,10.0,73.0,8.0,7.0,35.0,0.7528,6.0,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
