playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,gamesPlayed,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,setPiecesGoals,goals,awayGoals,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,homeGoals,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,substituteOff,hitWoodwork,handballsConceded,ownGoalScored,lastPlayerTackle,clearancesOffTheLine,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesTaken,rightFootGoals,headedGoals,penaltyGoals,redCards2ndYellow,forwardPasses,crossesNotClaimed
78827,Adam Reed,Midfielder,Sunderland,56,England,2009-10,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15405,Alan Hutton,Defender,Sunderland,56,Scotland,2009-10,1.0,19.0,1.0,3.0,59.0,13.0,1.0,2.0,36.0,7.0,99.0,1.0,1.0,12.0,134.0,41.0,461.0,1.0,7.0,26.0,2.0,13.0,1178.0,12.0,82.0,2.0,1.0,68.0,306.0,19.0,39.0,3.0,12.0,13.0,53.0,16.0,47.0,18.0,0.0,141.0,50.0,19.0,9.0,6.0,227.0,14.0,41.0,18.0,115.0,14.0,448.0,5.0,9.0,256.0,27.0,14.0,3.0,16.0,22.0,21.0,870.0,114.0,31.0,113.0,35.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,Andy Reid,Midfielder,Sunderland,56,Ireland,2009-10,0.0,21.0,0.0,2.0,118.0,27.0,13.0,7.0,37.0,20.0,184.0,6.0,44.0,18.0,250.0,95.0,794.0,1.0,3.0,7.0,1.0,67.0,1645.0,2.0,97.0,2.0,,92.0,477.0,24.0,2.0,2.0,43.0,7.0,14.0,24.0,116.0,30.0,2.0,215.0,130.0,21.0,2.0,33.0,455.0,22.0,185.0,81.0,208.0,5.0,768.0,13.0,33.0,537.0,35.0,25.0,2.0,22.0,36.0,67.0,1390.0,6.0,19.0,156.0,66.0,34.0,21.0,1.0,2.0,0.0,94.0,2.0,31.0,2.0,2.0,9.0,59.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
13898,Anton Ferdinand,Defender,Sunderland,56,England,2009-10,0.0,24.0,0.0,2.0,43.0,1.0,,,32.0,,122.0,1.0,1.0,19.0,194.0,9.0,555.0,1.0,5.0,71.0,4.0,1.0,1775.0,24.0,89.0,3.0,1.0,42.0,324.0,5.0,30.0,3.0,5.0,12.0,202.0,25.0,19.0,8.0,0.0,132.0,54.0,24.0,7.0,1.0,156.0,22.0,9.0,4.0,61.0,47.0,539.0,,3.0,327.0,25.0,2.0,18.0,10.0,44.0,37.0,994.0,56.0,60.0,206.0,72.0,44.0,2.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11991,Benjani,Forward,Sunderland,56,Zimbabwe,2009-10,0.0,10.0,0.0,0.0,30.0,,1.0,1.0,1.0,3.0,17.0,1.0,8.0,2.0,18.0,,61.0,4.0,8.0,24.0,,,246.0,19.0,9.0,1.0,,4.0,42.0,6.0,,1.0,1.0,,,4.0,11.0,3.0,0.0,39.0,4.0,10.0,,,32.0,3.0,,7.0,15.0,5.0,61.0,2.0,2.0,26.0,1.0,,1.0,5.0,2.0,1.0,91.0,,1.0,11.0,1.0,2.0,1.0,,,,,2.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
4073,Boudewijn Zenden,Midfielder,Sunderland,56,Netherlands,2009-10,0.0,20.0,0.0,1.0,34.0,6.0,7.0,8.0,15.0,13.0,44.0,,6.0,1.0,59.0,21.0,221.0,,19.0,14.0,,14.0,503.0,5.0,33.0,1.0,,24.0,147.0,13.0,3.0,1.0,6.0,1.0,13.0,10.0,29.0,8.0,0.0,67.0,32.0,20.0,2.0,3.0,121.0,9.0,30.0,19.0,53.0,9.0,218.0,5.0,6.0,122.0,13.0,1.0,3.0,8.0,16.0,15.0,384.0,4.0,6.0,55.0,15.0,7.0,2.0,,2.0,1.0,13.0,,7.0,1.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,Craig Gordon,Goalkeeper,Sunderland,56,Scotland,2009-10,0.0,26.0,0.0,3.0,2.0,,,,,,13.0,,,26.0,485.0,,805.0,,,3.0,5.0,,2317.0,1.0,8.0,2.0,,6.0,25.0,,,3.0,,134.0,29.0,32.0,1.0,5.0,0.0,10.0,283.0,26.0,,,288.0,30.0,,,7.0,2.0,297.0,,,494.0,,1.0,,3.0,1.0,295.0,1028.0,,239.0,32.0,472.0,25.0,,,,,,,,,,,,1.0,,2.0,,,,25.0,30.0,278.0,20.0,4.0,15.0,92.0,1.0,182.0,158.0,18.0,62.0,,,,,,,,
10738,Darren Bent,Forward,Sunderland,56,England,2009-10,0.0,38.0,0.0,5.0,265.0,2.0,20.0,55.0,28.0,95.0,253.0,1.0,130.0,38.0,262.0,21.0,856.0,58.0,,252.0,7.0,2.0,3388.0,147.0,175.0,6.0,,70.0,579.0,170.0,2.0,5.0,29.0,1.0,32.0,54.0,118.0,28.0,14.0,440.0,77.0,38.0,12.0,18.0,477.0,48.0,21.0,62.0,188.0,105.0,854.0,40.0,17.0,368.0,16.0,14.0,1.0,40.0,32.0,15.0,1312.0,4.0,8.0,119.0,9.0,27.0,4.0,,24.0,8.0,1.0,25.0,,16.0,5.0,8.0,,7.0,3.0,,,,,,,,,,,,,,,,,5.0,8.0,17.0,2.0,5.0,,,
11854,Daryl Murphy,Forward,Sunderland,56,Ireland,2009-10,0.0,3.0,0.0,0.0,27.0,1.0,,,4.0,,14.0,,5.0,2.0,18.0,10.0,52.0,,1.0,15.0,,1.0,168.0,11.0,13.0,,,9.0,34.0,4.0,,,,,8.0,9.0,16.0,1.0,0.0,40.0,11.0,3.0,3.0,3.0,22.0,9.0,12.0,11.0,25.0,4.0,52.0,,3.0,46.0,1.0,4.0,,2.0,3.0,,100.0,1.0,1.0,13.0,4.0,3.0,2.0,,,,2.0,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
5222,David Healy,Forward,Sunderland,56,Northern Ireland,2009-10,0.0,3.0,0.0,0.0,,1.0,,,1.0,,3.0,,,,5.0,4.0,10.0,,3.0,,,1.0,32.0,,2.0,,,2.0,4.0,1.0,,,1.0,,,,,1.0,0.0,2.0,2.0,3.0,1.0,,6.0,,4.0,,2.0,,10.0,,,9.0,,,,,1.0,1.0,19.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53371,David Meyler,Midfielder,Sunderland,56,Ireland,2009-10,1.0,10.0,1.0,4.0,55.0,1.0,1.0,1.0,32.0,3.0,70.0,,6.0,9.0,87.0,5.0,306.0,1.0,1.0,18.0,1.0,1.0,730.0,14.0,54.0,,,50.0,203.0,4.0,,,5.0,1.0,16.0,15.0,41.0,15.0,0.0,109.0,42.0,10.0,13.0,3.0,137.0,15.0,5.0,10.0,91.0,4.0,303.0,2.0,1.0,112.0,19.0,3.0,5.0,20.0,22.0,16.0,440.0,,10.0,83.0,17.0,21.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
