playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedGoalsOnTargetConceded,successfulCrossesOpenPlay,expectedAssists,totalClearances,goalsConceded,totalRedCards,groundDuelsLost,duels,forwardPasses,recoveries,appearances,totalTackles,throughBalls,unsuccessfulShortPasses,gamesPlayed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,backwardPasses,successfulCrossesAndCorners,timePlayed,touches,duelsWon,throwInsToOwnPlayer,putthroughBlockedDistribution,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,yellowCards,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,successfulLayoffs,starts,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,rightsidePasses,totalFoulsWon,putthroughBlockedDistributionWon,oboxTarget,rightFootGoals,unsuccessfulDribbles,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,interceptions,successfulLongPasses,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,expectedGoalsFreekick,freekickTotal,unsuccessfulLayoffs,handballsConceded,overruns,totalTouchesInOppositionBox,penaltyGoalsConceded,winningGoal,timesTackled,clearancesOffTheLine,leftFootGoals,foulWonPenalty,cornersTakenInclShortCorners,penaltiesTaken,unsuccessfulCornersIntoBox,penaltyGoals,penaltiesConceded,successfulCornersIntoBox,redCards2ndYellow,attemptsFromSetPieces,punches,catches,savesMade,savesMadeFromOutsideBox,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,headedGoals,goalkeeperSmother,drops,crossesNotClaimed
60794,Adam Matthews,Defender,Sunderland,56,Wales,2015-16,1.0,0.6918,1.0,0.2038,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,13.0,4.0,0.0,13.0,1.0,5.0,1.0,1.0,7.0,2.0,1.0,36.0,25.0,3.0,4.0,1.0,3.0,6.0,11.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11467,Billy Jones,Defender,Sunderland,56,England,2015-16,108.0,47.2946,5.0,0.6704,64.0,45.0,0.0,73.0,268.0,292.0,86.0,24.0,76.0,1.0,117.0,24.0,21.0,210.0,42.0,162.0,36.0,36.0,569.0,172.0,0.0,563.0,1.0,294.0,55.0,11.0,136.0,78.0,5.0,2033.0,1156.0,160.0,178.0,41.0,99.0,202.0,387.0,8.0,32.0,6.0,4.0,1.764,8.0,1.0,5.0,23.0,1.0,3.0,3.0,96.0,2.0,1.0,2.0,2.0,35.0,3.0,47.0,11.0,10.0,3.0,63.0,15.0,24.0,1.0,1.0,5.0,3.0,61.0,4.0,11.0,17.0,32.0,30.0,20.0,2.0,1.0,3.0,29.0,17.0,2.3309,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48337,Dame N'Doye,Forward,Sunderland,56,Senegal,2015-16,,9.5754,,0.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6684,,,,,,,1.0,,,1.0,2.0,2.0,,,,,,2.0,,,,1.0,,,2.0,,,,,,,,,,1.0,,,0.5272,,0.083,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15398,Danny Graham,Forward,Sunderland,56,England,2015-16,39.0,7.7316,,0.0395,6.0,10.0,0.0,18.0,57.0,27.0,9.0,10.0,1.0,,36.0,10.0,,31.0,9.0,39.0,3.0,3.0,88.0,25.0,0.0,86.0,6.0,60.0,1.0,,20.0,21.0,,358.0,139.0,18.0,1.0,4.0,7.0,18.0,46.0,0.0,6.0,,2.0,0.4729,4.0,,4.0,4.0,,1.0,,32.0,,,2.0,2.0,21.0,1.0,,,1.0,,20.0,6.0,3.0,,,2.0,,11.0,2.0,2.0,3.0,8.0,5.0,3.0,4.0,,,2.0,3.0,0.4905,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151119,DeAndre Yedlin,Defender,Sunderland,56,United States,2015-16,84.0,,7.0,,89.0,26.0,0.0,54.0,181.0,252.0,81.0,23.0,39.0,,100.0,23.0,10.0,202.0,26.0,168.0,34.0,34.0,519.0,127.0,0.0,503.0,2.0,335.0,29.0,22.0,166.0,75.0,7.0,1812.0,1113.0,97.0,152.0,42.0,73.0,156.0,330.0,2.0,41.0,,1.0,,4.0,1.0,,21.0,,,,54.0,6.0,,,,30.0,,78.0,11.0,10.0,,26.0,12.0,27.0,,,15.0,,24.0,3.0,5.0,13.0,21.0,25.0,21.0,3.0,,,50.0,11.0,,68.0,,,,,6.0,13.0,2.0,0.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
115854,Duncan Watmore,Forward,Sunderland,56,England,2015-16,83.0,20.7662,2.0,0.8904,4.0,14.0,0.0,66.0,135.0,38.0,43.0,23.0,7.0,1.0,36.0,23.0,1.0,87.0,14.0,39.0,21.0,21.0,156.0,113.0,0.0,148.0,16.0,159.0,6.0,25.0,38.0,50.0,2.0,907.0,364.0,52.0,,21.0,47.0,32.0,113.0,0.0,12.0,2.0,8.0,2.4955,12.0,1.0,6.0,7.0,3.0,9.0,,22.0,,1.0,4.0,4.0,17.0,,,11.0,1.0,2.0,30.0,15.0,9.0,1.0,2.0,30.0,2.0,5.0,4.0,12.0,,5.0,2.0,4.0,3.0,,,2.0,1.0,1.5412,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
55641,Emanuele Giaccherini,Midfielder,Sunderland,56,Italy,2015-16,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77454,Fabio Borini,Forward,Sunderland,56,Italy,2015-16,183.0,34.0516,6.0,1.9653,30.0,29.0,0.0,131.0,303.0,159.0,86.0,26.0,24.0,4.0,127.0,26.0,6.0,265.0,27.0,156.0,23.0,21.0,550.0,226.0,0.0,527.0,4.0,327.0,18.0,24.0,126.0,152.0,6.0,1899.0,976.0,120.0,7.0,40.0,95.0,135.0,366.0,6.0,21.0,8.0,18.0,5.401,40.0,2.0,35.0,22.0,5.0,2.0,5.0,77.0,3.0,3.0,10.0,10.0,52.0,2.0,1.0,16.0,6.0,3.0,113.0,50.0,28.0,3.0,4.0,30.0,3.0,25.0,22.0,16.0,2.0,31.0,22.0,28.0,11.0,,5.0,10.0,19.0,4.2387,29.0,,,5.0,3.0,,,,,,,1.0,1.0,6.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
114000,George Honeyman,Midfielder,Sunderland,56,England,2015-16,,1.0404,,0.0014,1.0,1.0,0.0,,2.0,1.0,1.0,1.0,,,,1.0,,4.0,1.0,,,,5.0,2.0,0.0,5.0,1.0,1.0,,1.0,1.0,3.0,,38.0,9.0,2.0,,,2.0,1.0,5.0,0.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49384,Jack Rodwell,Midfielder,Sunderland,56,England,2015-16,55.0,28.3453,,0.6605,17.0,28.0,0.0,37.0,118.0,160.0,53.0,22.0,25.0,2.0,79.0,22.0,3.0,198.0,27.0,109.0,6.0,6.0,446.0,75.0,0.0,436.0,13.0,140.0,22.0,6.0,93.0,65.0,,1158.0,588.0,63.0,1.0,10.0,38.0,139.0,320.0,5.0,26.0,6.0,7.0,1.0475,19.0,,18.0,9.0,1.0,2.0,4.0,43.0,,2.0,4.0,4.0,18.0,1.0,,14.0,2.0,2.0,128.0,7.0,5.0,2.0,,1.0,2.0,25.0,12.0,5.0,7.0,17.0,14.0,17.0,1.0,1.0,4.0,11.0,7.0,2.4446,30.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
57736,Jan Kirchhoff,Defender,Sunderland,56,Germany,2015-16,104.0,16.574,1.0,0.4885,49.0,14.0,0.0,62.0,216.0,266.0,107.0,15.0,51.0,,125.0,15.0,11.0,226.0,13.0,169.0,4.0,4.0,553.0,139.0,0.0,550.0,1.0,225.0,40.0,11.0,116.0,48.0,1.0,1083.0,794.0,112.0,3.0,21.0,77.0,159.0,346.0,0.0,32.0,4.0,2.0,0.0256,4.0,,4.0,14.0,,,2.0,77.0,1.0,,2.0,2.0,42.0,1.0,,12.0,,2.0,123.0,17.0,9.0,,,,2.0,35.0,2.0,2.0,3.0,20.0,35.0,38.0,10.0,,2.0,14.0,10.0,0.6604,44.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
