playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,ownGoalScored,lastPlayerTackle,foulWonPenalty,goals,awayGoals,homeGoals,rightFootGoals,leftFootGoals,headedGoals,otherGoals,attemptsFromSetPieces,hitWoodwork,redCards2ndYellow,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,penaltiesTaken,penaltyGoals
78827,Adam Reed,Midfielder,Sunderland,56,England,2010-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37339,Ahmed El Mohamady,Defender,Sunderland,56,Egypt,2010-11,0.0,0.0,1.0,220.0,43.0,9.0,1.0,12.0,52.0,19.0,3.0,271.0,36.0,2.0,23.0,26.0,329.0,155.0,1074.0,2.0,10.0,6.0,257.0,5.0,45.0,2453.0,1.0,123.0,229.0,4.0,2.0,95.0,711.0,2.0,38.0,32.0,2.0,41.0,18.0,50.0,38.0,97.0,42.0,16.0,0.0,449.0,479.0,147.0,36.0,10.0,42.0,556.0,34.0,156.0,60.0,192.0,134.0,1063.0,18.0,31.0,620.0,42.0,27.0,3.0,382.0,33.0,37.0,1.0,1.0,34.0,171.0,1768.0,107.0,8.0,46.0,234.0,2.0,58.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13898,Anton Ferdinand,Defender,Sunderland,56,England,2010-11,0.0,0.0,2.0,63.0,,,,,43.0,1.0,,144.0,27.0,,4.0,23.0,227.0,7.0,650.0,,4.0,,96.0,7.0,,2089.0,,31.0,122.0,4.0,,57.0,388.0,,14.0,12.0,4.0,,27.0,215.0,36.0,32.0,103.0,12.0,0.0,185.0,384.0,96.0,27.0,12.0,2.0,164.0,32.0,7.0,4.0,89.0,65.0,624.0,1.0,2.0,254.0,31.0,2.0,16.0,109.0,21.0,58.0,,,35.0,54.0,1114.0,49.0,4.0,85.0,259.0,1.0,83.0,55.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33223,Asamoah Gyan,Forward,Sunderland,56,Ghana,2010-11,0.0,0.0,0.0,268.0,8.0,11.0,27.0,10.0,19.0,63.0,21.0,236.0,31.0,4.0,96.0,20.0,243.0,19.0,697.0,30.0,11.0,,216.0,1.0,8.0,1999.0,20.0,128.0,159.0,4.0,,71.0,431.0,,115.0,,5.0,31.0,1.0,13.0,36.0,140.0,166.0,30.0,2.0,427.0,215.0,65.0,31.0,6.0,41.0,361.0,32.0,19.0,104.0,211.0,88.0,695.0,36.0,13.0,473.0,13.0,22.0,,121.0,28.0,6.0,,,23.0,195.0,1151.0,4.0,7.0,3.0,101.0,1.0,7.0,31.0,,,1.0,10.0,4.0,6.0,7.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
94738,Billy Knott,Midfielder,Sunderland,56,England,2010-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91417,Blair Adams,Defender,Sunderland,56,England,2010-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,Boudewijn Zenden,Midfielder,Sunderland,56,Netherlands,2010-11,0.0,1.0,0.0,77.0,6.0,11.0,11.0,2.0,23.0,22.0,5.0,116.0,27.0,3.0,30.0,10.0,142.0,27.0,524.0,1.0,17.0,36.0,38.0,2.0,15.0,1108.0,,19.0,64.0,,,45.0,355.0,8.0,23.0,,1.0,23.0,,19.0,17.0,58.0,148.0,15.0,2.0,141.0,164.0,63.0,27.0,4.0,7.0,256.0,17.0,65.0,28.0,103.0,19.0,504.0,11.0,14.0,254.0,19.0,7.0,2.0,130.0,22.0,23.0,26.0,,27.0,82.0,817.0,16.0,4.0,13.0,141.0,3.0,26.0,18.0,,,,2.0,2.0,0.0,1.0,,1.0,,5.0,2.0,1.0,,,,,,,,,,,,,,,,,
5207,Craig Gordon,Goalkeeper,Sunderland,56,Scotland,2010-11,0.0,0.0,0.0,,,,,,,,,13.0,15.0,,,15.0,322.0,,474.0,,,,4.0,5.0,,1350.0,,,8.0,3.0,,4.0,13.0,,,,2.0,,53.0,21.0,21.0,,,3.0,0.0,8.0,468.0,176.0,15.0,,,136.0,18.0,,,4.0,4.0,193.0,,,325.0,,,,6.0,,,,,139.0,,622.0,,,170.0,16.0,,309.0,35.0,,,,,,,,,,,,,,29.0,26.0,155.0,10.0,2.0,19.0,50.0,1.0,2.0,2.0,100.0,93.0,11.0,23.0,,,
96114,Craig Lynch,Forward,Sunderland,56,England,2010-11,0.0,0.0,0.0,1.0,,1.0,,,,,,3.0,2.0,,1.0,,3.0,,12.0,,2.0,,,,,28.0,,,,,,,9.0,,,,,1.0,,,1.0,1.0,5.0,,0.0,1.0,3.0,3.0,2.0,,,4.0,1.0,,1.0,1.0,,12.0,,,6.0,,,,,,1.0,,,,4.0,18.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32275,Cristian Riveros,Midfielder,Sunderland,56,Paraguay,2010-11,0.0,0.0,1.0,29.0,,4.0,1.0,1.0,10.0,3.0,,31.0,12.0,,4.0,5.0,38.0,9.0,185.0,,7.0,,17.0,,,497.0,,9.0,29.0,1.0,,21.0,142.0,,10.0,,1.0,2.0,,6.0,11.0,20.0,51.0,10.0,0.0,58.0,63.0,32.0,12.0,3.0,2.0,83.0,10.0,9.0,6.0,41.0,8.0,184.0,2.0,1.0,59.0,7.0,1.0,2.0,39.0,7.0,12.0,,,5.0,32.0,258.0,,3.0,5.0,64.0,,7.0,8.0,,,,1.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
