playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,foulWonPenalty,oboxBlocked,cleanSheets,penaltiesConceded,penaltyGoalsConceded,rightFootGoals,headedGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,throughBalls,cornersTakenInclShortCorners,successfulCornersIntoBox,goalKicks,gkSuccessfulDistribution,clearancesOffTheLine,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,lastPlayerTackle,punches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,savesFromPenalty,drops
564406,Eliezer Mayenda,Forward,Sunderland,56,Spain,2025-26,0.0,0.0,0.0,80.0,,0.2136,5.0,6.0,6.0,3.7796,5.0,8.0,27.0,20.0,6.0,8.0,29.0,1.0,85.0,2.0,3.0,1.0,12.0,44.0,,,4.0,756.0,4.0,1.0,29.0,42.0,1.0,13.0,27.0,55.0,31.0,9.0406,4.0,,5.0,9.0,4.0,51.0,8.0,11.0,1.0,122.0,7.0,1.0,28.0,14.0,20.0,,4.0,1.0,21.0,43.0,8.0,1.0,42.0,4.0,78.0,15.0,85.0,2.0,4.0,100.0,1.0,11.0,1.0,31.0,6.0,1.0,1.0,18.0,228.0,7.0,,13.0,2.0,,2.145,2.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484420,Enzo Le Fée,Midfielder,Sunderland,56,France,2025-26,0.0,0.0,5.0,185.0,9.0,5.9152,12.0,12.0,8.0,4.8652,89.0,24.0,182.0,36.0,43.0,33.0,207.0,35.0,1113.0,5.0,4.0,1.0,3.0,69.0,3.0,25.0,4.0,2934.0,4.0,1.0,51.0,157.0,7.0,64.0,139.0,873.0,62.0,41.9658,47.0,2.0,36.0,43.0,5.0,134.0,296.0,37.0,1.0,342.0,32.0,4.0,317.0,154.0,36.0,3.0,32.0,1.0,33.0,568.0,36.0,75.0,64.0,5.0,273.0,18.0,1075.0,12.0,18.0,432.0,57.0,13.0,12.0,222.0,31.0,29.0,33.0,278.0,1748.0,8.0,8.0,363.0,21.0,,5.155,25.0,47.0,6.0,,7.0,8.0,,2.0,4.0,,18.0,1.0,7.0,16.0,50.0,15.0,,,,,29.0,4.0,4.0,0.1731,4.0,3.0,,,,,,,,,,,,,,,
610818,Finn Geragusyan,Forward,Sunderland,56,Armenia,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84450,Granit Xhaka,Midfielder,Sunderland,56,Switzerland,2025-26,0.0,0.0,8.0,102.0,7.0,3.707,6.0,5.0,,0.7928,50.0,15.0,182.0,34.0,30.0,32.0,295.0,19.0,1807.0,1.0,,0.0,2.0,91.0,3.0,23.0,1.0,2903.0,1.0,,35.0,155.0,6.0,32.0,99.0,1374.0,16.0,40.4497,28.0,10.0,85.0,39.0,2.0,67.0,363.0,41.0,0.0,257.0,14.0,1.0,655.0,179.0,34.0,3.0,17.0,1.0,13.0,875.0,33.0,76.0,30.0,2.0,166.0,56.0,1653.0,10.0,9.0,429.0,33.0,11.0,20.0,503.0,23.0,29.0,138.0,286.0,2295.0,2.0,45.0,660.0,10.0,2.0,1.0167,113.0,63.0,6.0,,4.0,9.0,,,,,6.0,1.0,4.0,8.0,61.0,10.0,,,,,40.0,3.0,3.0,0.1775,,,1.0,,,,,,,,,,,,,,
547027,Habib Diarra,Midfielder,Sunderland,56,Senegal,2025-26,0.0,0.0,6.0,70.0,4.0,0.8293,4.0,8.0,,2.4923,14.0,22.0,68.0,20.0,19.0,15.0,79.0,28.0,436.0,2.0,3.0,1.0,5.0,24.0,,4.0,6.0,1407.0,6.0,1.0,13.0,58.0,1.0,33.0,47.0,353.0,46.0,19.1749,5.0,,13.0,19.0,2.0,57.0,98.0,27.0,1.0,128.0,8.0,1.0,102.0,48.0,20.0,,7.0,,16.0,215.0,18.0,28.0,30.0,2.0,104.0,11.0,418.0,14.0,9.0,152.0,7.0,6.0,,109.0,20.0,4.0,4.0,127.0,647.0,7.0,5.0,146.0,9.0,,3.4148,11.0,18.0,2.0,1.0,2.0,4.0,,1.0,2.0,,3.0,,2.0,3.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
547410,Harrison Jones,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570929,Jack Whittaker,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571087,Jaydon Jones,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232356,Jenson Jones,Defender,Sunderland,56,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167512,Luke O'Nien,Midfielder,Sunderland,56,England,2025-26,1.0,1.0,1.0,20.0,,0.1397,1.0,1.0,,0.0664,6.0,3.0,17.0,12.0,,5.0,40.0,7.0,245.0,,,,7.0,22.0,,,1.0,564.0,1.0,,13.0,24.0,2.0,6.0,15.0,189.0,9.0,8.3439,1.0,5.0,30.0,7.0,1.0,7.0,51.0,8.0,0.0,44.0,3.0,,107.0,10.0,12.0,,1.0,,,89.0,5.0,7.0,1.0,1.0,22.0,9.0,233.0,2.0,1.0,78.0,5.0,1.0,1.0,73.0,6.0,6.0,16.0,14.0,363.0,,13.0,116.0,3.0,,0.1493,23.0,9.0,1.0,,,2.0,,,,,12.0,1.0,,,,,6.0,6.0,,21.0,,,,,,,,,,,,,,,,,,,,,
247955,Lutsharel Geertruida,Defender,Sunderland,56,Netherlands,2025-26,0.0,0.0,2.0,49.0,2.0,0.8311,4.0,3.0,,0.8059,37.0,7.0,75.0,28.0,7.0,17.0,103.0,7.0,743.0,,1.0,,11.0,26.0,,2.0,3.0,1685.0,3.0,,14.0,63.0,4.0,22.0,51.0,614.0,14.0,23.1134,8.0,3.0,47.0,23.0,1.0,35.0,158.0,7.0,0.0,112.0,11.0,,263.0,71.0,28.0,,16.0,,5.0,288.0,19.0,7.0,8.0,1.0,86.0,12.0,734.0,4.0,2.0,153.0,21.0,7.0,10.0,198.0,15.0,19.0,26.0,124.0,1008.0,3.0,18.0,354.0,9.0,,1.152,28.0,40.0,,,3.0,3.0,,1.0,,,41.0,1.0,3.0,1.0,,,1.0,1.0,1.0,16.0,,,,,,,2.0,,,,,,,,,,,,,,
515046,Melker Ellborg,Goalkeeper,Sunderland,56,Sweden,2025-26,0.0,0.0,0.0,,,0.0186,,,,,,,1.0,3.0,,3.0,52.0,,98.0,,,,,,,,,270.0,,,,2.0,,1.0,2.0,33.0,,2.6062,,4.0,6.0,2.0,,,13.0,1.0,0.0,2.0,,,70.0,33.0,3.0,,,,,7.0,2.0,,,,2.0,,67.0,,,52.0,,1.0,,15.0,,,13.0,,131.0,,32.0,39.0,,,,51.0,5.0,,,,1.0,,,,,,,,,,,15.0,17.0,,,,,,,,,,3.0,10.0,1.0,5.0,12.0,3.0,5.0,,,,,,,
626844,Milan Aleksic,Midfielder,Sunderland,56,Serbia,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536661,Nilson Angulo,Forward,Sunderland,56,Ecuador,2025-26,0.0,0.0,1.0,36.0,,0.1126,1.0,3.0,3.0,0.5345,10.0,6.0,19.0,8.0,2.0,5.0,21.0,4.0,78.0,,1.0,,3.0,13.0,2.0,1.0,1.0,406.0,1.0,,8.0,25.0,2.0,5.0,20.0,57.0,16.0,5.2948,3.0,,11.0,6.0,1.0,28.0,22.0,3.0,0.0,61.0,2.0,,22.0,9.0,8.0,2.0,3.0,,9.0,42.0,4.0,5.0,14.0,1.0,48.0,5.0,78.0,3.0,5.0,59.0,7.0,7.0,,14.0,11.0,5.0,,20.0,177.0,5.0,2.0,16.0,6.0,,0.7808,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577669,Noah Sadiki,Midfielder,Sunderland,56,DR Congo,2025-26,0.0,0.0,9.0,107.0,4.0,1.4446,9.0,5.0,5.0,0.7486,46.0,9.0,118.0,33.0,35.0,33.0,162.0,17.0,1106.0,,2.0,,,30.0,3.0,4.0,2.0,2894.0,2.0,3.0,19.0,123.0,8.0,59.0,112.0,906.0,36.0,37.7179,18.0,5.0,44.0,42.0,8.0,88.0,322.0,40.0,0.0,230.0,40.0,,302.0,114.0,33.0,3.0,22.0,,17.0,503.0,34.0,17.0,42.0,8.0,200.0,11.0,1072.0,4.0,9.0,274.0,24.0,27.0,11.0,228.0,32.0,34.0,38.0,254.0,1550.0,7.0,26.0,445.0,11.0,3.0,1.4139,44.0,45.0,1.0,,1.0,7.0,,2.0,,,11.0,,1.0,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
200834,Nordi Mukiele,Defender,Sunderland,56,France,2025-26,0.0,0.0,5.0,131.0,14.0,2.4851,10.0,4.0,2.0,1.3319,69.0,16.0,179.0,32.0,3.0,32.0,254.0,72.0,1189.0,3.0,3.0,1.0,,132.0,,14.0,1.0,2787.0,1.0,,53.0,183.0,8.0,64.0,104.0,889.0,58.0,38.9486,20.0,5.0,156.0,40.0,7.0,78.0,141.0,26.0,2.0,314.0,16.0,2.0,517.0,131.0,32.0,,23.0,1.0,14.0,443.0,32.0,72.0,29.0,7.0,182.0,79.0,1133.0,12.0,14.0,518.0,46.0,13.0,10.0,399.0,35.0,40.0,46.0,132.0,2020.0,3.0,43.0,506.0,18.0,,1.8846,75.0,81.0,4.0,,3.0,8.0,,1.0,1.0,1.0,122.0,,3.0,3.0,,,38.0,38.0,,114.0,,,,,,,2.0,,,,,,,,1.0,,,,,,
201895,Omar Alderete,Defender,Sunderland,56,Paraguay,2025-26,0.0,0.0,6.0,123.0,3.0,0.9191,7.0,9.0,3.0,1.4859,32.0,17.0,130.0,33.0,2.0,32.0,247.0,8.0,1304.0,1.0,5.0,1.0,1.0,153.0,3.0,3.0,5.0,2802.0,5.0,,65.0,146.0,5.0,23.0,58.0,979.0,47.0,39.9712,8.0,12.0,217.0,40.0,6.0,58.0,449.0,10.0,1.0,269.0,10.0,0.0,548.0,103.0,33.0,3.0,14.0,,4.0,358.0,35.0,8.0,16.0,6.0,116.0,88.0,1278.0,8.0,5.0,299.0,18.0,17.0,29.0,217.0,34.0,36.0,78.0,90.0,1782.0,5.0,42.0,702.0,8.0,,1.644,117.0,65.0,1.0,,1.0,9.0,,2.0,,1.0,2.0,3.0,1.0,3.0,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
434399,Reinildo Mandava,Defender,Sunderland,56,Mozambique,2025-26,1.0,1.0,7.0,99.0,4.0,0.6994,2.0,,,,39.0,2.0,72.0,25.0,8.0,23.0,115.0,19.0,814.0,,1.0,,2.0,62.0,,4.0,,1969.0,,,28.0,121.0,6.0,27.0,87.0,675.0,15.0,26.0952,5.0,5.0,81.0,26.0,1.0,71.0,226.0,35.0,0.0,220.0,11.0,,306.0,90.0,25.0,,16.0,,12.0,335.0,20.0,19.0,25.0,1.0,158.0,34.0,810.0,2.0,3.0,208.0,23.0,15.0,14.0,70.0,32.0,31.0,24.0,212.0,1265.0,3.0,21.0,368.0,17.0,1.0,0.1781,43.0,42.0,1.0,1.0,1.0,6.0,1.0,1.0,,,88.0,,1.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,
498016,Robin Roefs,Goalkeeper,Sunderland,56,Netherlands,2025-26,0.0,0.0,4.0,2.0,,0.1534,,,,,,,5.0,35.0,,35.0,480.0,,1321.0,,,,,24.0,,,,3150.0,,,,35.0,8.0,,11.0,638.0,,44.2276,5.0,92.0,37.0,46.0,,2.0,285.0,14.0,0.0,37.0,,,846.0,334.0,35.0,,,,,158.0,38.0,,,,13.0,24.0,973.0,,,490.0,,1.0,,189.0,,,203.0,1.0,1688.0,,291.0,683.0,,,,475.0,58.0,,,,10.0,,2.0,,,,,,,,,163.0,189.0,,,,,,,,,,25.0,109.0,4.0,36.0,117.0,31.0,72.0,,1.0,45.0,2.0,3.0,1.0,5.0
461199,Romaine Mundle,Forward,Sunderland,56,England,2025-26,0.0,0.0,1.0,39.0,2.0,0.4741,2.0,2.0,3.0,0.0977,5.0,5.0,13.0,14.0,4.0,2.0,15.0,9.0,104.0,,,,12.0,8.0,1.0,2.0,1.0,400.0,1.0,2.0,3.0,24.0,1.0,10.0,19.0,87.0,18.0,8.4922,1.0,,6.0,11.0,2.0,36.0,50.0,8.0,0.0,63.0,4.0,,16.0,22.0,14.0,1.0,,,8.0,61.0,10.0,9.0,22.0,2.0,55.0,5.0,103.0,3.0,2.0,64.0,5.0,7.0,,7.0,7.0,1.0,2.0,31.0,208.0,2.0,1.0,30.0,4.0,,0.8612,2.0,7.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
74854,Simon Moore,Goalkeeper,Sunderland,56,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487676,Trai Hume,Defender,Sunderland,56,Northern Ireland,2025-26,0.0,0.0,9.0,153.0,7.0,2.0126,12.0,7.0,2.0,2.2296,67.0,22.0,200.0,38.0,15.0,34.0,258.0,45.0,1048.0,2.0,1.0,1.0,4.0,133.0,1.0,13.0,4.0,3037.0,4.0,1.0,68.0,175.0,7.0,83.0,110.0,748.0,47.0,37.5198,28.0,8.0,99.0,42.0,5.0,85.0,173.0,39.0,0.0,328.0,41.0,1.0,425.0,102.0,38.0,1.0,20.0,,14.0,447.0,35.0,73.0,23.0,5.0,195.0,65.0,1025.0,15.0,14.0,443.0,47.0,5.0,12.0,284.0,31.0,25.0,42.0,166.0,1723.0,8.0,31.0,356.0,18.0,,2.1546,58.0,68.0,1.0,,7.0,8.0,1.0,2.0,2.0,,97.0,3.0,7.0,3.0,22.0,5.0,,,1.0,46.0,15.0,,,,,,2.0,,,,,,,,1.0,,,,,,
437505,Wilson Isidor,Forward,Sunderland,56,Haiti,2025-26,0.0,0.0,1.0,119.0,,0.3888,12.0,17.0,1.0,5.2071,11.0,31.0,48.0,32.0,13.0,11.0,54.0,,135.0,6.0,11.0,3.0,21.0,95.0,2.0,,9.0,1158.0,9.0,2.0,70.0,49.0,3.0,13.0,24.0,80.0,67.0,18.659,,,15.0,17.0,12.0,49.0,36.0,7.0,1.0,168.0,6.0,3.0,38.0,23.0,32.0,2.0,3.0,,18.0,58.0,14.0,,32.0,12.0,73.0,25.0,135.0,14.0,6.0,111.0,8.0,6.0,1.0,30.0,14.0,1.0,1.0,31.0,302.0,11.0,,23.0,7.0,1.0,4.747,6.0,8.0,,,,1.0,,,5.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
514613,Zak Johnson,Defender,Sunderland,56,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
