playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,foulWonPenalty,oboxBlocked,cleanSheets,penaltiesConceded,penaltyGoalsConceded,rightFootGoals,headedGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,throughBalls,cornersTakenInclShortCorners,successfulCornersIntoBox,goalKicks,gkSuccessfulDistribution,clearancesOffTheLine,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,lastPlayerTackle,punches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,savesFromPenalty,drops
477851,Abdoullah Ba,Midfielder,Sunderland,56,France,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611975,Ahmed Abdullahi,Forward,Sunderland,56,Nigeria,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110504,Bertrand Traoré,Forward,Sunderland,56,Burkina Faso,2025-26,0.0,0.0,1.0,44.0,1.0,0.2419,4.0,6.0,1.0,1.4678,11.0,9.0,32.0,12.0,5.0,9.0,37.0,12.0,180.0,1.0,1.0,0.0,3.0,18.0,2.0,1.0,3.0,638.0,3.0,2.0,12.0,42.0,2.0,11.0,36.0,140.0,23.0,10.2673,8.0,1.0,6.0,9.0,4.0,32.0,15.0,11.0,0.0,86.0,5.0,1.0,37.0,18.0,12.0,2.0,7.0,1.0,8.0,97.0,7.0,12.0,17.0,4.0,68.0,6.0,180.0,3.0,2.0,91.0,4.0,14.0,3.0,76.0,11.0,2.0,3.0,52.0,318.0,10.0,2.0,47.0,4.0,1.0,0.5595,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441264,Brian Brobbey,Forward,Sunderland,56,Netherlands,2025-26,0.0,0.0,6.0,150.0,,0.6794,7.0,18.0,,7.1484,9.0,29.0,74.0,31.0,24.0,22.0,77.0,2.0,275.0,7.0,8.0,4.0,9.0,139.0,,,11.0,1931.0,11.0,7.0,74.0,112.0,5.0,26.0,47.0,194.0,93.0,26.5882,14.0,,15.0,30.0,6.0,76.0,85.0,37.0,3.0,262.0,15.0,3.0,45.0,44.0,31.0,,7.0,1.0,14.0,139.0,25.0,2.0,43.0,6.0,123.0,65.0,272.0,11.0,10.0,182.0,2.0,2.0,6.0,62.0,32.0,,4.0,83.0,538.0,16.0,,59.0,13.0,2.0,5.9397,3.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549912,Chemsdine Talbi,Forward,Sunderland,56,Morocco,2025-26,0.0,0.0,0.0,62.0,6.0,1.1864,5.0,10.0,9.0,3.8317,11.0,20.0,65.0,28.0,18.0,16.0,75.0,42.0,402.0,4.0,2.0,3.0,12.0,14.0,2.0,7.0,4.0,1561.0,4.0,1.0,13.0,29.0,4.0,33.0,28.0,314.0,48.0,18.607,11.0,1.0,17.0,14.0,3.0,49.0,100.0,1.0,1.0,91.0,9.0,1.0,64.0,61.0,28.0,2.0,5.0,,20.0,206.0,10.0,42.0,31.0,3.0,77.0,1.0,402.0,10.0,11.0,192.0,6.0,16.0,1.0,89.0,5.0,2.0,13.0,149.0,637.0,14.0,6.0,128.0,1.0,,2.1342,10.0,18.0,1.0,,2.0,1.0,,,4.0,,8.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
554197,Chris Rigg,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,1.0,33.0,4.0,1.1481,3.0,3.0,3.0,0.9489,13.0,9.0,49.0,18.0,11.0,11.0,60.0,7.0,213.0,1.0,2.0,1.0,7.0,13.0,,4.0,2.0,766.0,2.0,1.0,9.0,32.0,,10.0,28.0,143.0,20.0,10.7971,8.0,2.0,10.0,11.0,2.0,24.0,17.0,8.0,0.0,65.0,4.0,0.0,77.0,29.0,18.0,,5.0,1.0,6.0,105.0,11.0,7.0,11.0,2.0,52.0,4.0,213.0,6.0,3.0,95.0,8.0,7.0,1.0,50.0,8.0,4.0,10.0,69.0,323.0,9.0,8.0,52.0,4.0,,0.8401,11.0,22.0,1.0,,1.0,,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
223827,Dan Ballard,Defender,Sunderland,56,Northern Ireland,2025-26,1.0,1.0,4.0,117.0,1.0,0.6584,5.0,9.0,,2.2511,33.0,21.0,99.0,29.0,1.0,24.0,197.0,1.0,1103.0,2.0,3.0,0.0,5.0,183.0,,1.0,7.0,2148.0,7.0,,77.0,168.0,6.0,9.0,62.0,848.0,72.0,27.7888,15.0,10.0,185.0,34.0,5.0,40.0,214.0,30.0,0.0,285.0,5.0,2.0,413.0,69.0,29.0,,15.0,,2.0,270.0,28.0,1.0,8.0,5.0,102.0,106.0,1025.0,12.0,3.0,221.0,18.0,3.0,24.0,400.0,29.0,20.0,58.0,76.0,1493.0,3.0,51.0,636.0,8.0,1.0,2.4595,98.0,46.0,,1.0,,6.0,,2.0,1.0,1.0,2.0,,,3.0,,,66.0,66.0,1.0,,,,,,,,,,,,,,,,,,,,,,
223336,Dan Neil,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,0.0,2.0,,0.0009,,,,,,,1.0,3.0,1.0,,1.0,,9.0,,,,3.0,2.0,,,,13.0,,,2.0,1.0,,,1.0,7.0,,0.1298,,,1.0,,,,,1.0,0.0,3.0,,,3.0,,3.0,,,,,4.0,,,,,1.0,,9.0,,,1.0,,,,5.0,,1.0,1.0,1.0,14.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461195,Dennis Cirkin,Defender,Sunderland,56,Latvia,2025-26,0.0,0.0,2.0,17.0,1.0,0.0274,,,,,8.0,1.0,19.0,8.0,,3.0,22.0,2.0,99.0,,,,5.0,10.0,,1.0,,320.0,,,5.0,18.0,,7.0,13.0,76.0,4.0,3.3157,,,14.0,2.0,,12.0,18.0,2.0,0.0,35.0,2.0,,44.0,8.0,8.0,,3.0,,1.0,38.0,2.0,2.0,6.0,,25.0,5.0,98.0,1.0,,39.0,5.0,3.0,1.0,9.0,4.0,5.0,1.0,28.0,177.0,1.0,2.0,40.0,1.0,,0.075,3.0,7.0,,,,1.0,,,,,17.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
699989,Djiamgone Jocelin Ta Bi,Forward,Sunderland,56,Cote d’Ivoire,2025-26,0.0,0.0,0.0,4.0,,0.0412,,,1.0,,1.0,,,1.0,,1.0,,2.0,2.0,,,,,2.0,,1.0,,39.0,,,2.0,4.0,,2.0,4.0,2.0,1.0,,,,,,,2.0,,1.0,0.0,8.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,3.0,,4.0,2.0,,6.0,,2.0,,1.0,9.0,,2.0,,1.0,,,,,18.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
