playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,goalAssists,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,goalsConcededOutsideBox,savesFromPenalty,punches,penaltyGoalsConceded,successfulLaunches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCrossesOpenPlay,overruns,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,throwInsToOppositionPlayer,shotsBlockedInBox,iboxBlocked,unsuccessfulCornersIntoBox,handballsConceded,secondGoalAssists,rightFootGoals,leftFootGoals,clearancesOffTheLine,foulWonPenalty,unsuccessfulLayoffs,hitWoodwork,penaltiesConceded,ownGoalScored,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,setPiecesGoals
60706,Adrián,Goalkeeper,Liverpool,14,Spain,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81880,Alex Oxlade-Chamberlain,Midfielder,Liverpool,14,England,2022-23,0.0,0.0,0.0,28.0,0.177,12.0,1.0,3.0,0.4559,5.0,6.0,2.0,23.0,9.0,1.0,6.0,4.0,27.0,2.0,100.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,335.0,1.0,4.0,16.0,7.0,15.0,68.0,18.0,8.9013,5.0,3.0,7.0,24.0,25.0,4.0,0.0,44.0,3.0,0.0,28.0,20.0,9.0,1.0,1.0,7.0,54.0,7.0,1.0,2.0,17.0,39.0,1.0,100.0,3.0,1.0,60.0,4.0,6.0,2.0,24.0,3.0,1.0,5.0,23.0,169.0,2.0,4.0,1.0,1.0,19.0,3.0,1.2044,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116535,Alisson Becker,Goalkeeper,Liverpool,14,Brazil,2022-23,0.0,0.0,1.0,5.0,0.0409,,,,,,,,9.0,37.0,,,37.0,206.0,,1239.0,,,,,,12.0,,,3330.0,,1.0,18.0,4.0,7.0,868.0,,50.4514,,37.0,43.0,4.0,285.0,5.0,0.0,23.0,3.0,,544.0,326.0,37.0,,,,66.0,41.0,,,,11.0,11.0,958.0,,,213.0,,2.0,,410.0,1.0,,165.0,,1647.0,,,,52.0,967.0,,,197.0,60.0,1.0,22.0,32.0,1.0,193.0,9.0,14.0,4.0,2.0,1.0,17.0,2.0,16.0,108.0,9.0,1.0,369.0,34.0,25.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,
122798,Andy Robertson,Defender,Liverpool,14,Scotland,2022-23,0.0,0.0,3.0,95.0,6.504,32.0,5.0,4.0,0.2026,38.0,8.0,2.0,203.0,34.0,1.0,11.0,29.0,289.0,72.0,1834.0,,7.0,,1.0,5.0,46.0,,4.0,2588.0,4.0,24.0,87.0,68.0,65.0,1491.0,62.0,38.4691,44.0,43.0,34.0,71.0,821.0,10.0,0.0,182.0,27.0,,634.0,174.0,34.0,,17.0,23.0,786.0,32.0,,140.0,30.0,136.0,22.0,1790.0,4.0,32.0,527.0,21.0,17.0,5.0,70.0,22.0,18.0,54.0,309.0,2544.0,203.0,10.0,1.0,34.0,814.0,8.0,1.2357,86.0,91.0,,,,8.0,,,7.0,,2.0,,,1.0,3.0,,,,,,,,21.0,3.0,81.0,55.0,24.0,26.0,4.0,4.0,48.0,1.0,1.0,,,,,,,,,,,,,,
204043,Arthur,Midfielder,Liverpool,14,Brazil,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496208,Ben Gannon-Doak,Forward,Liverpool,14,Scotland,2022-23,0.0,0.0,0.0,4.0,0.0036,,,,,3.0,,,3.0,2.0,,,,4.0,,14.0,,,,,2.0,,,,24.0,,,4.0,2.0,4.0,10.0,2.0,0.45,,,1.0,4.0,7.0,1.0,0.0,8.0,1.0,,4.0,5.0,2.0,,1.0,4.0,6.0,1.0,,,4.0,8.0,,14.0,,2.0,9.0,2.0,,,2.0,1.0,,,1.0,24.0,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
491970,Bobby Clark,Midfielder,Liverpool,14,England,2022-23,0.0,0.0,0.0,2.0,0.0881,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,7.0,,,,2.0,,1.0,1.0,,,,,2.0,,,0.0,2.0,2.0,,,,1.0,,,1.0,1.0,,,,1.0,2.0,,1.0,,,3.0,,,,1.0,1.0,,,,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489580,Calvin Ramsay,Defender,Liverpool,14,Scotland,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200720,Caoimhín Kelleher,Goalkeeper,Liverpool,14,Ireland,2022-23,0.0,0.0,0.0,,0.0008,,,,,,,,,1.0,,,1.0,1.0,,17.0,,,,,,,,,90.0,,,,,,13.0,,3.4141,,,4.0,,6.0,,0.0,,,,4.0,7.0,1.0,,,,2.0,3.0,,,,,,15.0,,,1.0,,,,7.0,,,3.0,,31.0,,,,,14.0,,,1.0,1.0,,,3.0,,2.0,1.0,,,1.0,,,,1.0,6.0,1.0,,9.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
243298,Cody Gakpo,Forward,Liverpool,14,Netherlands,2022-23,0.0,0.0,0.0,122.0,1.8856,39.0,12.0,13.0,5.3071,26.0,27.0,3.0,76.0,21.0,9.0,11.0,17.0,80.0,13.0,371.0,7.0,8.0,4.0,3.0,4.0,50.0,1.0,5.0,1465.0,5.0,24.0,108.0,23.0,82.0,284.0,82.0,17.2726,21.0,2.0,19.0,98.0,101.0,33.0,1.0,230.0,12.0,3.0,111.0,57.0,21.0,1.0,11.0,13.0,210.0,17.0,,16.0,49.0,180.0,26.0,367.0,14.0,8.0,192.0,15.0,23.0,1.0,72.0,26.0,4.0,7.0,87.0,670.0,1.0,11.0,3.0,1.0,82.0,14.0,6.1997,4.0,14.0,,,,2.0,,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,4.0,1.0,,1.0,9.0,9.0,3.0,2.0,,4.0,3.0,1.0,1.0,,,,,,,,,,
