playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,blockedShots,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,setPiecesGoals,goals,offsides,awayGoals,substituteOn,iboxTarget,shotsOnTargetInBox,penaltyGoalsConceded,shotsBlockedInBox,rightFootGoals,leftFootGoals,unsuccessfulDribbles,freekickTotal,attemptsFromSetPieces,hitWoodwork,handballsConceded,expectedGoalsFreekick,overruns,foulWonPenalty,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,oboxTarget,headedGoals,iboxBlocked,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCrossesOpenPlay,penaltiesConceded,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,lastPlayerTackle,secondGoalAssists,clearancesOffTheLine,penaltiesSaved,penaltiesFaced,savesFromPenalty,crossesNotClaimed,ownGoalScored
111295,Adam Morgan,Forward,Liverpool,14,England,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89088,Andre Wisdom,Defender,Liverpool,14,England,2012-13,0.0,0.0,0.0,35.0,0.131,1.0,29.0,5.0,49.0,12.0,1.0,2.0,12.0,55.0,9.0,488.0,1.0,32.0,5.0,1015.0,13.0,58.0,1.0,39.0,420.0,7.0,20.0,10.2331,3.0,1.0,44.0,11.0,22.0,21.0,4.0,0.0,93.0,180.0,55.0,12.0,3.0,197.0,10.0,9.0,9.0,61.0,19.0,481.0,5.0,4.0,100.0,26.0,6.0,4.0,182.0,6.0,13.0,13.0,105.0,738.0,85.0,2.0,1.0,6.0,236.0,0.3204,6.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40142,Andy Carroll,Forward,Liverpool,14,England,2012-13,0.0,0.0,6.0,229.0,2.5988,17.0,17.0,64.0,260.0,26.0,4.0,41.0,22.0,273.0,13.0,698.0,10.0,349.0,5.0,1957.0,122.0,303.0,9.0,76.0,405.0,158.0,,32.1246,30.0,,60.0,29.0,107.0,142.0,53.0,2.0,532.0,262.0,65.0,26.0,4.0,327.0,20.0,13.0,62.0,183.0,227.0,698.0,41.0,12.0,401.0,13.0,6.0,7.0,123.0,41.0,13.0,20.0,171.0,1086.0,4.0,5.0,10.0,3.0,99.0,6.595,13.0,21.0,23.0,3.589,3.0,1.0,7.0,10.0,3.0,4.0,21.0,21.0,2.0,18.0,2.0,2.0,12.0,4.0,3.0,1.0,1.0,0.1931,2.0,1.0,14.0,1.0,5.0,4.0,1.0,14.0,3.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
9631,Brad Jones,Goalkeeper,Liverpool,14,Australia,2012-13,0.0,0.0,0.0,,0.0055,,,,4.0,7.0,,,7.0,92.0,,201.0,,1.0,2.0,630.0,,2.0,2.0,1.0,56.0,,,9.1921,,17.0,7.0,9.0,,12.0,1.0,0.0,2.0,164.0,55.0,7.0,,27.0,7.0,,,1.0,1.0,110.0,,,93.0,,,,25.0,,,53.0,,281.0,,,,46.0,82.0,,88.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,72.0,3.0,6.0,23.0,1.0,79.0,33.0,7.0,15.0,,,,,,,,,,,,,
94147,Conor Coady,Defender,Liverpool,14,England,2012-13,0.0,0.0,0.0,,0.0002,,,,,1.0,,,,,,4.0,,,,1.0,,,,,4.0,,,,,,,,,3.0,,0.0,,1.0,1.0,1.0,,1.0,,,,,,4.0,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21094,Daniel Agger,Defender,Liverpool,14,Denmark,2012-13,1.0,1.0,3.0,117.0,1.1417,10.0,36.0,28.0,170.0,35.0,,1.0,35.0,197.0,4.0,1744.0,10.0,188.0,14.0,3100.0,73.0,196.0,7.0,81.0,1461.0,64.0,7.0,35.4503,11.0,5.0,196.0,37.0,44.0,551.0,35.0,4.0,313.0,839.0,148.0,35.0,10.0,464.0,30.0,4.0,9.0,125.0,115.0,1710.0,18.0,5.0,233.0,26.0,10.0,16.0,269.0,25.0,63.0,86.0,85.0,2224.0,21.0,2.0,10.0,29.0,1085.0,3.1384,27.0,68.0,10.0,1.9986,2.0,,3.0,1.0,2.0,,9.0,9.0,2.0,7.0,,,4.0,2.0,1.0,,2.0,0.044,,,6.0,2.0,,1.0,,6.0,3.0,7.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
40755,Daniel Sturridge,Forward,Liverpool,14,England,2012-13,0.0,0.0,2.0,68.0,0.2719,8.0,5.0,62.0,61.0,21.0,3.0,40.0,12.0,65.0,17.0,437.0,,15.0,4.0,1253.0,13.0,55.0,3.0,53.0,336.0,121.0,,2.9395,29.0,,,15.0,55.0,81.0,18.0,0.0,123.0,110.0,36.0,21.0,1.0,282.0,12.0,17.0,49.0,108.0,2.0,434.0,29.0,12.0,168.0,4.0,30.0,2.0,133.0,6.0,11.0,36.0,113.0,700.0,4.0,6.0,,2.0,91.0,2.0052,4.0,10.0,33.0,1.617,6.0,,11.0,15.0,8.0,9.0,6.0,6.0,1.0,,3.0,8.0,18.0,,,2.0,1.0,,8.0,,2.0,1.0,3.0,3.0,1.0,2.0,,,1.0,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,
77454,Fabio Borini,Forward,Liverpool,14,Italy,2012-13,0.0,0.0,1.0,41.0,0.52,4.0,12.0,13.0,30.0,13.0,,17.0,5.0,36.0,13.0,175.0,5.0,11.0,,504.0,10.0,20.0,1.0,19.0,137.0,28.0,2.0,8.6112,7.0,,2.0,9.0,31.0,53.0,3.0,0.0,61.0,38.0,20.0,13.0,4.0,96.0,8.0,15.0,23.0,50.0,1.0,175.0,8.0,4.0,80.0,8.0,4.0,,29.0,6.0,7.0,2.0,55.0,275.0,3.0,4.0,5.0,2.0,44.0,1.6704,6.0,3.0,5.0,1.5944,1.0,,1.0,1.0,1.0,8.0,7.0,7.0,1.0,3.0,1.0,,4.0,,,1.0,,,,,1.0,1.0,,0.0,,1.0,,3.0,,,,,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,
9047,Glen Johnson,Defender,Liverpool,14,England,2012-13,0.0,0.0,7.0,218.0,5.178,15.0,90.0,39.0,262.0,36.0,4.0,10.0,36.0,309.0,77.0,1740.0,18.0,115.0,16.0,3224.0,49.0,241.0,6.0,175.0,1352.0,99.0,37.0,39.6339,43.0,4.0,119.0,39.0,169.0,270.0,24.0,0.0,459.0,575.0,216.0,36.0,17.0,737.0,33.0,77.0,111.0,344.0,66.0,1703.0,29.0,35.0,605.0,73.0,61.0,9.0,582.0,30.0,56.0,79.0,313.0,2816.0,291.0,1.0,18.0,25.0,704.0,3.5241,47.0,73.0,10.0,1.417,7.0,,1.0,5.0,1.0,,14.0,14.0,4.0,6.0,1.0,,57.0,,,2.0,1.0,,10.0,,5.0,10.0,1.0,0.0,,5.0,,6.0,,,,,,,,,,,,,10.0,1.0,,,,,,,,,,,
83427,Jack Robinson,Defender,Liverpool,14,England,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
