playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,successfulCrossesAndCorners,throwInsToOppositionPlayer,groundDuelsLost,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,foulAttemptedTackle,handballsConceded,expectedGoalsOnTarget,oboxBlocked,substituteOn,headedGoals,clearancesOffTheLine,substituteOff,shotsBlockedOutsideBox,expectedGoals,iboxTarget,shotsOnTargetInBox,expectedGoalsFreekick,shotsOnTargetOutsideBox,shotsBlockedInBox,oboxTarget,freekickTotal,iboxBlocked,attemptsFromSetPieces,goalAssists,penaltiesConceded,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,hitWoodwork,unsuccessfulLayoffs,ownGoalScored,rightFootGoals,redCards2ndYellow,penaltyGoalsConceded,setPiecesGoals,penaltiesTaken,penaltyGoals,foulWonPenalty
68815,Steven Caulker,Defender,Wigan Athletic,Sierra Leone,2015-16,8.0,,0.0155,0.0,,2.0,,15.0,6.0,1.0,21.0,68.0,,16.0,1.0,,149.0,7.0,11.0,1.0,,2.0,46.0,,,0.8485,1.0,1.0,14.0,2.0,11.0,,1.0,19.0,,,38.0,7.0,6.0,,,25.0,1.0,3.0,9.0,0.0,,68.0,34.0,2.0,,,,12.0,6.0,1.0,112.0,3.0,22.0,,0.0,6.0,4.0,,1.0,2.0,2.0,,,1.0,,,,3.0,1.0,,,1.0,1.0,,,2.0,,7.0,5.0,,,0.5077,,5.0,,,,,0.1481,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
102548,Tiago Ilori,Defender,Sporting CP,Portugal,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106449,Kevin Stewart,Midfielder,Blackpool,Jamaica,2015-16,27.0,,0.1646,0.0,,19.0,,36.0,7.0,6.0,52.0,450.0,,9.0,1.0,,564.0,4.0,43.0,1.0,13.0,38.0,378.0,,,4.4498,4.0,1.0,14.0,8.0,118.0,,16.0,70.0,8.0,,140.0,39.0,7.0,,,167.0,7.0,61.0,5.0,0.0,,439.0,78.0,14.0,3.0,,,110.0,15.0,20.0,566.0,5.0,231.0,,1.0,16.0,19.0,,2.0,,3.0,,7.0,1.0,,,,1.0,23.0,5.0,,2.0,1.0,3.0,,2.0,9.0,82.0,3.0,5.0,2.0,,2.0,1.0,,,,2.0,0.1523,,,,,,,,,,,,,,,,1.0,,,,,,,,
26793,Martin Skrtel,Defender,Istanbul Basaksehir,Slovakia,2015-16,53.0,,0.5877,0.0,,23.0,,103.0,22.0,21.0,172.0,1173.0,,87.0,6.0,,1886.0,29.0,88.0,3.0,6.0,30.0,945.0,,,23.0522,5.0,14.0,147.0,29.0,252.0,,6.0,141.0,4.0,,495.0,92.0,22.0,,,272.0,26.0,54.0,58.0,0.0,,1133.0,215.0,20.0,1.0,,,366.0,41.0,56.0,1455.0,38.0,729.0,,5.0,69.0,57.0,,4.0,3.0,6.0,,2.0,1.0,1.0,1.0,,,24.0,3.0,,,1.0,3.0,1.0,20.0,21.0,60.0,5.0,7.0,,0.3842,1.0,1.0,,,1.0,1.0,0.7314,2.0,2.0,,,3.0,,,3.0,,,1.0,,,,,,1.0,1.0,,,,,,
91979,Jon Flanagan,Defender,Rangers,England,2015-16,31.0,,0.1453,0.0,,11.0,,30.0,5.0,5.0,43.0,254.0,,12.0,2.0,,421.0,5.0,21.0,1.0,7.0,14.0,206.0,,,4.4839,1.0,,17.0,5.0,10.0,,1.0,52.0,3.0,,89.0,27.0,5.0,,,99.0,4.0,40.0,7.0,0.0,,252.0,75.0,9.0,2.0,,,121.0,9.0,5.0,370.0,8.0,113.0,,1.0,13.0,21.0,1.0,,,,,,6.0,,,1.0,8.0,26.0,2.0,,2.0,6.0,,4.0,2.0,7.0,34.0,39.0,4.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
120447,Brad Smith,Defender,Bournemouth,Australia,2015-16,21.0,,0.1008,1.0,,11.0,,24.0,4.0,3.0,25.0,108.0,,7.0,,,285.0,5.0,22.0,1.0,14.0,20.0,78.0,,,5.6863,2.0,,12.0,5.0,41.0,,5.0,43.0,8.0,,41.0,14.0,4.0,,,46.0,4.0,36.0,2.0,0.0,,105.0,60.0,10.0,4.0,,,3.0,3.0,5.0,230.0,,41.0,,1.0,1.0,11.0,4.0,1.0,,,,1.0,10.0,,,4.0,5.0,16.0,1.0,,2.0,10.0,,3.0,1.0,7.0,23.0,40.0,3.0,,,,1.0,,,,,0.0328,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,
89088,Andre Wisdom,Defender,Birmingham City U21,England,2015-16,27.0,,0.3728,0.0,,19.0,,50.0,10.0,9.0,71.0,307.0,,20.0,1.0,,823.0,10.0,40.0,1.0,15.0,30.0,223.0,,,18.2878,4.0,5.0,23.0,15.0,15.0,,3.0,67.0,4.0,,146.0,53.0,10.0,,,142.0,14.0,47.0,10.0,0.0,,301.0,150.0,16.0,8.0,,,96.0,8.0,13.0,545.0,13.0,98.0,,1.0,21.0,26.0,4.0,1.0,,1.0,,,21.0,,,4.0,36.0,17.0,3.0,,3.0,21.0,1.0,6.0,1.0,3.0,50.0,78.0,2.0,,,,1.0,,,1.0,,0.1097,,,,,1.0,,,1.0,,,1.0,,,,,,,,,3.0,,,,
134383,Connor Randall,Defender,Liverpool PL2,England,2015-16,12.0,,0.0327,0.0,,3.0,,15.0,3.0,2.0,22.0,82.0,,5.0,,,163.0,3.0,6.0,,4.0,4.0,55.0,,,1.0743,1.0,1.0,,3.0,4.0,,2.0,18.0,1.0,,42.0,8.0,3.0,,,29.0,3.0,13.0,2.0,0.0,,81.0,37.0,2.0,,,,22.0,3.0,5.0,138.0,3.0,31.0,,0.0,7.0,7.0,,1.0,1.0,1.0,,,1.0,,,,4.0,9.0,1.0,,4.0,1.0,,,1.0,2.0,14.0,24.0,2.0,,0.2133,,1.0,,,1.0,,0.1205,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
15157,James Milner,Midfielder,Brighton and Hove Albion,England,2015-16,215.0,,6.0103,1.0,,68.0,,232.0,28.0,28.0,312.0,1377.0,,74.0,6.0,,2414.0,42.0,148.0,4.0,94.0,116.0,994.0,,,25.9707,50.0,4.0,23.0,35.0,277.0,,33.0,363.0,56.0,,527.0,163.0,28.0,,,790.0,31.0,289.0,32.0,0.0,,1310.0,581.0,53.0,19.0,,,341.0,37.0,71.0,2065.0,21.0,334.0,,9.0,80.0,61.0,30.0,15.0,11.0,24.0,12.0,27.0,60.0,5.0,2.0,59.0,4.0,173.0,15.0,2.0,14.0,126.0,13.0,27.0,3.0,47.0,232.0,46.0,36.0,2.0,4.0009,8.0,,,,7.0,8.0,3.3995,3.0,3.0,0.1785,3.0,7.0,3.0,3.0,7.0,3.0,11.0,,116.0,26.0,56.0,,2.0,,3.0,1.0,,1.0,1.0,1.0,
84583,Philippe Coutinho,Midfielder,Aston Villa,Brazil,2015-16,155.0,,5.359,1.0,,35.0,,215.0,26.0,24.0,230.0,1092.0,,28.0,2.0,,2003.0,23.0,116.0,3.0,59.0,111.0,804.0,,,23.5796,45.0,,7.0,23.0,370.0,,29.0,271.0,35.0,,365.0,127.0,26.0,,,690.0,20.0,243.0,5.0,0.0,,1074.0,440.0,29.0,49.0,,,177.0,17.0,58.0,1631.0,3.0,182.0,,2.0,15.0,35.0,6.0,43.0,30.0,68.0,15.0,42.0,16.0,8.0,5.0,10.0,1.0,132.0,6.0,1.0,33.0,47.0,38.0,33.0,1.0,10.0,180.0,14.0,5.0,,7.3254,22.0,2.0,,,11.0,22.0,6.1193,6.0,6.0,0.4001,16.0,21.0,16.0,6.0,21.0,6.0,5.0,,36.0,5.0,29.0,3.0,1.0,,7.0,1.0,,,,,
56979,Jordan Henderson,Midfielder,Brentford,England,2015-16,55.0,,1.9103,0.0,,41.0,,129.0,17.0,15.0,196.0,939.0,,31.0,4.0,,1293.0,10.0,74.0,2.0,42.0,53.0,664.0,,,11.9532,15.0,2.0,17.0,16.0,196.0,,8.0,129.0,21.0,,314.0,113.0,17.0,,,476.0,14.0,98.0,21.0,0.0,,909.0,276.0,26.0,8.0,,,313.0,22.0,79.0,1200.0,15.0,279.0,,1.0,67.0,43.0,9.0,11.0,6.0,15.0,3.0,17.0,26.0,2.0,3.0,12.0,,45.0,15.0,,6.0,35.0,9.0,10.0,1.0,10.0,116.0,11.0,6.0,,1.1663,7.0,2.0,,,5.0,7.0,1.6123,1.0,1.0,0.0591,3.0,4.0,3.0,1.0,4.0,1.0,3.0,,12.0,4.0,5.0,1.0,,,2.0,,,,,,
39155,Adam Lallana,Midfielder,Southampton,England,2015-16,178.0,,4.6382,0.0,,59.0,,157.0,30.0,23.0,174.0,989.0,,59.0,5.0,,2110.0,36.0,153.0,5.0,62.0,130.0,792.0,,,22.3261,44.0,2.0,35.0,27.0,238.0,,29.0,331.0,34.0,,295.0,150.0,30.0,,,574.0,22.0,272.0,23.0,0.0,,958.0,378.0,47.0,42.0,,,201.0,20.0,23.0,1501.0,7.0,254.0,,2.0,17.0,32.0,11.0,15.0,15.0,29.0,9.0,71.0,37.0,4.0,14.0,13.0,,142.0,12.0,3.0,25.0,50.0,14.0,29.0,2.0,27.0,255.0,9.0,17.0,,3.9607,4.0,7.0,,,13.0,4.0,3.4036,6.0,6.0,,5.0,11.0,5.0,,11.0,,6.0,,19.0,2.0,12.0,,1.0,,1.0,,,,,,
43191,Lucas Leiva,Midfielder,Lazio,Brazil,2015-16,147.0,,1.5875,0.0,,108.0,,187.0,27.0,21.0,245.0,1485.0,,105.0,3.0,,1953.0,43.0,200.0,3.0,41.0,138.0,1156.0,,,26.8101,21.0,5.0,26.0,33.0,378.0,,19.0,347.0,25.0,,587.0,167.0,27.0,,,645.0,30.0,242.0,62.0,0.0,,1452.0,298.0,85.0,14.0,,,414.0,52.0,84.0,1840.0,15.0,596.0,,8.0,58.0,80.0,1.0,3.0,3.0,6.0,5.0,18.0,7.0,,1.0,1.0,,104.0,23.0,,2.0,7.0,3.0,5.0,8.0,49.0,106.0,4.0,33.0,,0.2732,2.0,6.0,,,4.0,2.0,0.4475,2.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
112338,Emre Can,Midfielder,Borussia Dortmund,Germany,2015-16,172.0,,3.6234,0.0,,79.0,,252.0,30.0,28.0,336.0,1793.0,,85.0,7.0,,2492.0,40.0,191.0,5.0,60.0,146.0,1346.0,,,33.0055,32.0,10.0,43.0,38.0,443.0,,31.0,363.0,33.0,,558.0,204.0,30.0,,,721.0,33.0,278.0,45.0,0.0,1.0,1763.0,453.0,69.0,39.0,,,486.0,62.0,111.0,2260.0,25.0,736.0,,9.0,84.0,86.0,,8.0,13.0,22.0,6.0,51.0,9.0,1.0,5.0,,,132.0,10.0,,18.0,9.0,9.0,11.0,9.0,36.0,306.0,9.0,22.0,2.0,2.3666,7.0,2.0,,,4.0,7.0,1.3614,6.0,6.0,,6.0,1.0,6.0,,1.0,,,,,,,1.0,2.0,,1.0,,,,,,
40555,Joe Allen,Midfielder,Swansea City,Wales,2015-16,56.0,,0.7273,0.0,,28.0,,52.0,19.0,8.0,66.0,410.0,,14.0,1.0,,731.0,11.0,59.0,1.0,11.0,56.0,325.0,,,6.8377,10.0,,8.0,10.0,114.0,,21.0,115.0,7.0,,128.0,73.0,19.0,,,197.0,9.0,101.0,3.0,0.0,,401.0,102.0,19.0,7.0,,,96.0,14.0,19.0,560.0,1.0,149.0,,0.0,14.0,13.0,2.0,3.0,4.0,9.0,2.0,18.0,3.0,2.0,,2.0,,45.0,9.0,,3.0,3.0,5.0,2.0,1.0,14.0,72.0,2.0,8.0,,1.4735,1.0,11.0,,,5.0,1.0,1.221,2.0,2.0,,,2.0,,,2.0,,1.0,,,,,,,,2.0,,,,,,
147668,Cameron Brannagan,Midfielder,Oxford United,England,2015-16,9.0,,0.4887,0.0,,5.0,,5.0,3.0,1.0,8.0,124.0,,1.0,,,112.0,1.0,7.0,,3.0,7.0,112.0,,,0.3181,3.0,,,1.0,35.0,,,16.0,2.0,,14.0,9.0,3.0,,,60.0,1.0,15.0,,0.0,,121.0,17.0,3.0,2.0,,,50.0,2.0,4.0,150.0,,58.0,,0.0,3.0,,1.0,,1.0,1.0,,6.0,2.0,,,2.0,,8.0,2.0,,1.0,4.0,,1.0,1.0,,25.0,,,,0.0766,,2.0,,,,,0.0884,1.0,1.0,,,,,,,,,,4.0,1.0,1.0,,,,,,,,,,
103912,Jordon Ibe,Midfielder,Derby County,England,2015-16,95.0,,1.7619,0.0,,10.0,,67.0,27.0,12.0,73.0,481.0,,8.0,1.0,,1172.0,6.0,86.0,2.0,33.0,84.0,398.0,,,16.893,18.0,1.0,,24.0,89.0,,14.0,181.0,12.0,,115.0,75.0,27.0,,,308.0,22.0,173.0,2.0,0.0,,474.0,230.0,9.0,60.0,,,150.0,1.0,10.0,805.0,3.0,112.0,,0.0,6.0,11.0,3.0,11.0,6.0,18.0,3.0,12.0,33.0,1.0,1.0,12.0,2.0,89.0,1.0,1.0,35.0,47.0,12.0,21.0,,10.0,127.0,15.0,3.0,,1.3556,3.0,15.0,,,9.0,3.0,1.5625,2.0,2.0,,3.0,8.0,3.0,,8.0,,2.0,,27.0,8.0,14.0,2.0,,,,,,,,,
141281,Jordan Rossiter,Midfielder,Oldham Athletic,England,2015-16,2.0,,0.0016,0.0,,1.0,,1.0,1.0,,1.0,5.0,,,,,14.0,,1.0,,1.0,1.0,4.0,,,0.4145,,,1.0,,1.0,,,3.0,1.0,,2.0,,1.0,,,4.0,,3.0,,0.0,,5.0,1.0,1.0,,,,2.0,1.0,,9.0,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109363,João Teixeira,Midfielder,Feyenoord,Portugal,2015-16,1.0,,0.0001,0.0,,1.0,,,1.0,,,3.0,,,,,3.0,,1.0,,1.0,1.0,3.0,,,,,,,,1.0,,,2.0,1.0,,,1.0,1.0,,,1.0,,2.0,,0.0,,3.0,1.0,1.0,,,,1.0,,,6.0,,2.0,,0.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141921,Sheyi Ojo,Forward,Cardiff City,England,2015-16,31.0,,0.8334,0.0,,9.0,,19.0,8.0,5.0,19.0,140.0,,8.0,,,396.0,6.0,32.0,1.0,4.0,30.0,118.0,,,4.3907,9.0,,1.0,6.0,18.0,,8.0,63.0,2.0,,36.0,26.0,8.0,,,84.0,5.0,55.0,2.0,0.0,,138.0,71.0,7.0,13.0,,,39.0,2.0,3.0,240.0,,41.0,,0.0,,6.0,3.0,3.0,1.0,2.0,,4.0,11.0,,,4.0,,25.0,2.0,,11.0,15.0,1.0,5.0,,3.0,47.0,1.0,2.0,,0.104,1.0,3.0,,,3.0,1.0,0.2314,,,,1.0,2.0,1.0,,2.0,,3.0,,6.0,1.0,4.0,,1.0,,,,,,,,
174932,Sergi Canós,Midfielder,Valencia,Spain,2015-16,1.0,,0.0722,0.0,,1.0,,1.0,1.0,,1.0,5.0,,1.0,,,9.0,,2.0,,,1.0,4.0,,,,,,,,1.0,,,3.0,,,,,1.0,,,4.0,,2.0,1.0,0.0,,5.0,1.0,,,,,3.0,,,7.0,,,,0.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174254,Pedro Chirivella,Midfielder,Panathinaikos,Spain,2015-16,2.0,,0.0271,0.0,,,,5.0,1.0,1.0,9.0,33.0,,,,,45.0,,,1.0,,,22.0,,,1.5032,,,1.0,2.0,6.0,,,2.0,,,13.0,3.0,1.0,,,9.0,1.0,2.0,,0.0,,32.0,13.0,,,,,7.0,,2.0,37.0,1.0,15.0,,0.0,4.0,5.0,,,,,1.0,,,,,,,2.0,,,,,,,,,7.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54861,Christian Benteke,Forward,Crystal Palace,Belgium,2015-16,165.0,,1.7919,0.0,,8.0,,169.0,29.0,14.0,173.0,516.0,,226.0,5.0,,1518.0,96.0,175.0,2.0,13.0,45.0,330.0,,,17.6477,28.0,,13.0,20.0,126.0,,26.0,340.0,3.0,,145.0,36.0,29.0,,,263.0,18.0,114.0,130.0,0.0,,494.0,272.0,6.0,14.0,,,100.0,,13.0,748.0,1.0,81.0,,2.0,4.0,28.0,1.0,16.0,20.0,45.0,1.0,65.0,,9.0,17.0,1.0,,69.0,2.0,,12.0,,25.0,15.0,,29.0,145.0,,8.0,1.0,8.6569,5.0,15.0,3.0,,3.0,5.0,9.1491,11.0,11.0,0.1974,,11.0,,2.0,11.0,2.0,3.0,,1.0,,,1.0,9.0,,6.0,,,,1.0,1.0,1.0
