playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,penaltyGoalsConceded,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,offsides,throwInsToOppositionPlayer,leftFootGoals,clearancesOffTheLine,secondGoalAssists,ownGoalScored,foulWonPenalty,redCards2ndYellow,penaltiesConceded,otherGoals,setPiecesGoals
60706,Adrián,Goalkeeper,Liverpool,14,Spain,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243016,Alexis Mac Allister,Midfielder,Liverpool,14,Argentina,2023-24,1.0,1.0,7.0,193.0,19.0,9.0,3.5079,99.0,14.0,33.0,1927.0,5.0,1.0,16.0,2.0,1.0,1.0,29.0,4.0,164.0,6.0,31.9432,42.0,7.0,3.0,47.0,3.0,195.0,33.0,4.0,12.0,22.0,47.0,2.0,1880.0,16.0,343.0,55.0,2.0,487.0,53.0,5.0,61.0,331.0,2449.0,2.0,1.0,668.0,1.0,45.0,52.0,4.0,4.8946,0.1698,3.0,25.0,190.0,5.0,28.0,31.0,235.0,15.0,11.0,60.0,4.0,3.0,10.0,2609.0,1.0,195.0,89.0,1631.0,34.0,25.0,34.0,164.0,537.0,388.0,57.0,4.0,572.0,1.0,3.0,44.0,2.0,1034.0,30.0,1.0,3.0,328.0,31.0,9.0,18.0,8.0,35.0,1.0,13.0,16.0,7.0,42.0,3.6608,,,,,,,,,,,,,,,,,,,,,,,,,
116535,Alisson Becker,Goalkeeper,Liverpool,14,Brazil,2023-24,0.0,0.0,1.0,4.0,,,,,,28.0,997.0,,,,,,,2.0,3.0,2.0,,28.8205,1.0,12.0,,5.0,0.0,221.0,28.0,,,,,,811.0,,161.0,,,353.0,1.0,,83.0,,1271.0,,,797.0,,136.0,42.0,,0.0173,,,,13.0,,,28.0,149.0,,,11.0,8.0,,,2520.0,,11.0,3.0,765.0,,21.0,30.0,2.0,247.0,15.0,,,397.0,,,,,51.0,27.0,,,4.0,9.0,,,,,,,,38.0,1.0,,11.0,31.0,116.0,4.0,1.0,10.0,1.0,83.0,1.0,2.0,229.0,27.0,19.0,49.0,,,,,,,,,,,
611926,Amara Nallo,Defender,Liverpool,14,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122798,Andy Robertson,Defender,Liverpool,14,Scotland,2023-24,0.0,0.0,2.0,55.0,3.0,7.0,1.8562,35.0,,23.0,1244.0,3.0,2.0,1.0,5.0,4.0,4.0,13.0,2.0,45.0,32.0,23.0539,60.0,5.0,2.0,5.0,1.0,104.0,23.0,1.0,12.0,128.0,18.0,,1208.0,2.0,335.0,24.0,,66.0,9.0,55.0,47.0,211.0,1744.0,101.0,,508.0,1.0,49.0,47.0,21.0,4.3979,,,9.0,104.0,2.0,3.0,18.0,153.0,68.0,90.0,27.0,2.0,,56.0,1691.0,,59.0,43.0,1044.0,56.0,34.0,22.0,42.0,515.0,114.0,14.0,1.0,452.0,,,11.0,,639.0,20.0,,2.0,87.0,14.0,22.0,5.0,6.0,13.0,,4.0,1.0,23.0,5.0,1.9487,,,,,,,,,,,,,,,3.0,8.0,2.0,1.0,3.0,,,,,,
496208,Ben Gannon-Doak,Forward,Liverpool,14,Scotland,2023-24,0.0,0.0,0.0,,,,,,,1.0,4.0,,,,1.0,,,,,,,,,,,,0.0,1.0,1.0,,,,,,4.0,,2.0,,,2.0,,,,1.0,6.0,,,1.0,,,,,0.0014,,,,,,,,,,,,,,,13.0,,,,4.0,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491970,Bobby Clark,Midfielder,Liverpool,14,England,2023-24,0.0,0.0,0.0,16.0,1.0,,,2.0,,5.0,49.0,,,,4.0,,,1.0,,5.0,,0.8934,,,1.0,3.0,0.0,6.0,5.0,,3.0,,9.0,,49.0,1.0,23.0,1.0,,8.0,4.0,,1.0,15.0,79.0,,,16.0,1.0,1.0,3.0,,0.0111,,,1.0,10.0,,1.0,1.0,11.0,,,1.0,,,,87.0,,5.0,6.0,37.0,7.0,1.0,,15.0,16.0,21.0,4.0,,10.0,,,1.0,,22.0,,,1.0,20.0,,1.0,,2.0,1.0,,1.0,,,3.0,0.1365,,,,,,,,,,,,,,,,,,,,,,,,,
519328,Calum Scanlon,Defender,Liverpool,14,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200720,Caoimhín Kelleher,Goalkeeper,Liverpool,14,Ireland,2023-24,0.0,0.0,0.0,,,,,,,10.0,387.0,,,,,,,,1.0,,,11.4013,1.0,10.0,,,0.0,73.0,10.0,,,,,,343.0,,83.0,,,107.0,,,44.0,,485.0,,,279.0,,79.0,17.0,,0.0122,,,,1.0,,,10.0,80.0,,,4.0,2.0,,,900.0,,4.0,,263.0,,7.0,11.0,,101.0,4.0,,,179.0,,,,,28.0,10.0,,,,4.0,,,,,,,,56.0,,,4.0,5.0,28.0,1.0,,3.0,,28.0,3.0,1.0,73.0,7.0,4.0,23.0,,,,,,,,,,,
243298,Cody Gakpo,Forward,Liverpool,14,Netherlands,2023-24,0.0,0.0,1.0,121.0,17.0,24.0,6.8486,27.0,1.0,35.0,535.0,8.0,4.0,5.0,18.0,11.0,11.0,28.0,,96.0,,21.2211,20.0,,12.0,38.0,3.0,81.0,35.0,3.0,17.0,15.0,49.0,,526.0,25.0,222.0,17.0,,89.0,28.0,,10.0,131.0,909.0,6.0,,94.0,,2.0,25.0,6.0,2.6932,,1.0,49.0,109.0,5.0,7.0,17.0,111.0,15.0,,60.0,,5.0,6.0,1645.0,1.0,128.0,32.0,414.0,115.0,7.0,20.0,93.0,168.0,249.0,17.0,4.0,147.0,,5.0,10.0,,336.0,20.0,3.0,12.0,189.0,32.0,11.0,31.0,4.0,14.0,,14.0,5.0,,22.0,8.9628,,,,,,,1.0,,,,,,,,8.0,,2.0,,,,,,,,
492777,Conor Bradley,Defender,Liverpool,14,Northern Ireland,2023-24,0.0,0.0,2.0,51.0,4.0,4.0,1.6553,33.0,3.0,11.0,437.0,1.0,0.0,1.0,1.0,3.0,3.0,5.0,1.0,58.0,,7.8652,12.0,2.0,3.0,12.0,1.0,50.0,11.0,1.0,14.0,14.0,24.0,,427.0,4.0,155.0,25.0,,169.0,8.0,,15.0,97.0,705.0,64.0,,131.0,,15.0,22.0,4.0,1.1933,,3.0,8.0,71.0,3.0,,10.0,86.0,14.0,,16.0,,,4.0,761.0,,69.0,32.0,336.0,40.0,13.0,7.0,46.0,44.0,120.0,16.0,1.0,127.0,,,8.0,,224.0,6.0,,3.0,104.0,11.0,10.0,13.0,1.0,10.0,,8.0,1.0,14.0,8.0,0.8925,,,,,,,,,,,,,,,2.0,11.0,,,,1.0,,,,,
