playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,successfulLaunches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,penaltiesSaved,savesFromPenalty,crossesNotClaimed,foulWonPenalty,redCards2ndYellow,secondGoalAssists,clearancesOffTheLine,otherGoals,penaltiesTaken,penaltyGoals
243016,Alexis Mac Allister,Midfielder,Liverpool,14,Argentina,2024-25,187.0,13.0,14.0,4.7247,95.0,6.0,35.0,1424.0,5.0,2.0,3.0,5.0,5.0,7.0,7.0,35.0,3.0,151.0,20.0,1.0,25.5772,40.0,8.0,40.0,1.0,148.0,35.0,2.0,1.0,21.0,64.0,43.0,1.0,1383.0,11.0,326.0,58.0,1.0,322.0,62.0,42.0,49.0,274.0,1954.0,9.0,2.0,414.0,1.0,38.0,52.0,2.0,5.639,0.0,0.0612,1.0,25.0,144.0,5.0,35.0,30.0,182.0,18.0,71.0,54.0,9.0,2.0,22.0,2607.0,2.0,170.0,86.0,1193.0,63.0,29.0,24.0,152.0,431.0,357.0,55.0,2.0,397.0,2.0,37.0,850.0,21.0,2.0,8.0,303.0,19.0,0.0,16.0,16.0,6.0,22.0,13.0,5.0,24.0,49.0,2.8328,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
116535,Alisson Becker,Goalkeeper,Liverpool,14,Brazil,2024-25,1.0,,,,1.0,1.0,28.0,829.0,,,,,,,,,4.0,4.0,,1.0,31.144,1.0,,2.0,0.0,219.0,28.0,,,,,,,683.0,,166.0,,,252.0,,,87.0,,1095.0,,,619.0,,153.0,46.0,,0.2207,0.0,,,,7.0,,,28.0,160.0,,,7.0,9.0,,,2509.0,,11.0,1.0,582.0,,31.0,29.0,1.0,208.0,12.0,,,369.0,,1.0,50.0,25.0,,,5.0,7.0,0.0,,1.0,,,1.0,,92.0,,,0.0,11.0,26.0,80.0,1.0,1.0,18.0,25.0,78.0,8.0,186.0,22.0,12.0,47.0,,,,,,,,,,,,,,
611926,Amara Nallo,Defender,Liverpool,14,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122798,Andy Robertson,Defender,Liverpool,14,Scotland,2024-25,67.0,2.0,3.0,1.1217,39.0,4.0,33.0,1541.0,,3.0,,1.0,4.0,3.0,3.0,14.0,4.0,54.0,12.0,,30.5777,39.0,1.0,8.0,0.0,105.0,33.0,,,10.0,113.0,23.0,,1494.0,10.0,376.0,22.0,,91.0,11.0,40.0,61.0,257.0,2129.0,169.0,1.0,628.0,1.0,74.0,60.0,21.0,4.2579,1.0,,2.0,13.0,111.0,1.0,3.0,29.0,185.0,64.0,59.0,21.0,6.0,,34.0,2492.0,,61.0,41.0,1295.0,54.0,42.0,31.0,53.0,632.0,128.0,6.0,,561.0,,17.0,762.0,27.0,,1.0,107.0,7.0,1.0,24.0,7.0,4.0,21.0,12.0,1.0,40.0,6.0,1.1736,3.0,,,,,,,14.0,,,,,,,1.0,22.0,1.0,1.0,,,,,,,,,,
200720,Caoimhín Kelleher,Goalkeeper,Liverpool,14,Ireland,2024-25,,,,,,,10.0,333.0,,,,,,,,,1.0,3.0,,,,,,3.0,0.0,79.0,10.0,,,,,,,292.0,,94.0,,,68.0,,,33.0,,425.0,,,217.0,,92.0,21.0,,,0.0,,,,1.0,,,10.0,93.0,,,2.0,4.0,,,900.0,,5.0,1.0,207.0,,3.0,12.0,,94.0,5.0,,,171.0,,,23.0,11.0,,,3.0,2.0,0.0,,1.0,,,,,53.0,,,0.0,6.0,9.0,18.0,,1.0,2.0,13.0,27.0,2.0,56.0,11.0,6.0,16.0,,,,,1.0,1.0,1.0,,,,,,,
243298,Cody Gakpo,Forward,Liverpool,14,Netherlands,2024-25,103.0,10.0,23.0,7.9106,28.0,3.0,35.0,547.0,10.0,5.0,1.0,2.0,12.0,9.0,9.0,26.0,4.0,90.0,,1.0,23.7955,34.0,8.0,31.0,1.0,77.0,35.0,7.0,,21.0,63.0,45.0,,542.0,24.0,245.0,16.0,,29.0,20.0,,13.0,185.0,971.0,11.0,1.0,83.0,,5.0,15.0,11.0,3.7691,0.0,,1.0,47.0,84.0,4.0,5.0,23.0,89.0,63.0,1.0,43.0,1.0,4.0,11.0,1938.0,1.0,107.0,30.0,445.0,124.0,16.0,25.0,77.0,235.0,210.0,20.0,9.0,98.0,4.0,12.0,386.0,21.0,3.0,8.0,167.0,17.0,0.0,30.0,31.0,3.0,12.0,17.0,2.0,,12.0,7.0927,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
492777,Conor Bradley,Defender,Liverpool,14,Northern Ireland,2024-25,47.0,5.0,3.0,1.0932,14.0,,19.0,477.0,,1.0,,,12.0,2.0,2.0,8.0,3.0,38.0,,1.0,11.329,5.0,5.0,14.0,0.0,51.0,19.0,,,12.0,6.0,17.0,,464.0,2.0,119.0,10.0,,191.0,12.0,,5.0,77.0,696.0,53.0,,191.0,,26.0,25.0,1.0,1.4181,0.0,,1.0,5.0,49.0,2.0,1.0,7.0,75.0,6.0,,19.0,,1.0,1.0,748.0,,49.0,19.0,397.0,45.0,25.0,10.0,39.0,51.0,96.0,7.0,,158.0,1.0,4.0,212.0,7.0,,5.0,77.0,11.0,0.0,8.0,10.0,2.0,4.0,7.0,,14.0,9.0,0.7002,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2024-25,84.0,15.0,13.0,4.7774,39.0,2.0,33.0,1059.0,3.0,1.0,1.0,5.0,14.0,7.0,7.0,14.0,1.0,76.0,,1.0,26.5474,19.0,10.0,25.0,2.0,97.0,33.0,2.0,1.0,8.0,7.0,44.0,,1029.0,6.0,146.0,22.0,,251.0,18.0,,22.0,255.0,1367.0,28.0,,409.0,1.0,14.0,16.0,1.0,1.5781,1.0,,,19.0,53.0,3.0,12.0,19.0,67.0,7.0,1.0,28.0,1.0,3.0,1.0,1710.0,,90.0,23.0,970.0,64.0,8.0,27.0,70.0,314.0,174.0,13.0,2.0,239.0,3.0,17.0,584.0,26.0,,10.0,146.0,14.0,0.0,8.0,12.0,9.0,7.0,13.0,5.0,4.0,13.0,4.3357,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
447203,Darwin Núñez,Forward,Liverpool,14,Uruguay,2024-25,104.0,6.0,13.0,4.0355,21.0,1.0,30.0,224.0,5.0,12.0,2.0,1.0,22.0,6.0,6.0,34.0,3.0,43.0,,1.0,22.56,9.0,5.0,14.0,2.0,41.0,30.0,4.0,1.0,14.0,2.0,35.0,,222.0,15.0,126.0,18.0,,36.0,27.0,,10.0,60.0,412.0,2.0,,38.0,2.0,4.0,10.0,1.0,0.5225,0.0,,,28.0,60.0,2.0,12.0,8.0,64.0,2.0,,54.0,,2.0,1.0,1118.0,3.0,63.0,19.0,150.0,81.0,11.0,21.0,70.0,81.0,167.0,6.0,3.0,47.0,2.0,3.0,123.0,18.0,,5.0,113.0,20.0,0.0,9.0,8.0,,4.0,6.0,1.0,1.0,12.0,5.7062,8.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,
194634,Diogo Jota,Forward,Liverpool,14,Portugal,2024-25,109.0,16.0,13.0,5.5256,14.0,1.0,26.0,299.0,6.0,1.0,4.0,2.0,12.0,7.0,7.0,32.0,,39.0,,,13.3559,8.0,14.0,14.0,3.0,41.0,26.0,4.0,1.0,20.0,6.0,42.0,,297.0,22.0,182.0,8.0,,50.0,23.0,,11.0,59.0,536.0,1.0,3.0,48.0,,10.0,11.0,2.0,1.1278,0.0,,6.0,35.0,76.0,3.0,18.0,14.0,86.0,6.0,,54.0,1.0,,2.0,1194.0,,61.0,24.0,202.0,107.0,6.0,12.0,77.0,110.0,170.0,9.0,2.0,80.0,,6.0,167.0,12.0,1.0,14.0,116.0,22.0,0.0,14.0,11.0,,8.0,12.0,2.0,7.0,13.0,7.9187,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
