playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,throwInsToOppositionPlayer,catches,savesMadeFromOutsideBox,savesMadeCaught,cleanSheets,penaltiesFaced,punches,successfulLaunches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalAssists,offsides,shotsOnTargetOutsideBox,oboxTarget,unsuccessfulCornersIntoBox,hitWoodwork,goals,leftFootGoals,handballsConceded,foulWonPenalty,rightFootGoals,expectedGoalsFreekick,headedGoals,freekickTotal,attemptsFromSetPieces,penaltiesTaken,redCards2ndYellow,penaltyGoals,awayGoals,penaltyGoalsConceded,winningGoal,homeGoals,timesTackled,setPiecesGoals,clearancesOffTheLine,penaltiesConceded
41733,Georginio Wijnaldum,Midfielder,Liverpool,14,Netherlands,2018-19,122.0,1.9856,0.0,5.0,10.0,1.0357,40.0,25.0,5.0,128.0,35.0,16.0,32.0,158.0,6.0,1769.0,1.0,3.0,7.0,66.0,3.0,3.0,2736.0,3.0,,34.0,131.0,1.0,29.0,99.0,1554.0,2.0,42.0,20.964,25.0,24.0,16.0,4.0,88.0,540.0,30.0,253.0,14.0,395.0,182.0,35.0,13.0,20.0,910.0,15.0,10.0,4.0,187.0,32.0,0.0,1744.0,15.0,9.0,286.0,27.0,29.0,7.0,497.0,18.0,21.0,57.0,337.0,2144.0,6.0,13.0,1.0,11.0,704.0,12.0,2.975,3.0,30.0,51.0,,1.0,,,,,10.0,,,2.0,,,,,,,,,,2.0,4.0,4.0,4.0,,3.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,
15157,James Milner,Midfielder,Liverpool,14,England,2018-19,94.0,5.9792,1.0,13.0,8.0,3.6619,43.0,11.0,6.0,161.0,31.0,7.0,19.0,216.0,45.0,1401.0,6.0,12.0,92.0,48.0,38.0,2.0,1786.0,2.0,2.0,28.0,104.0,,81.0,84.0,1105.0,24.0,53.0,16.1916,40.0,22.0,12.0,7.0,66.0,254.0,27.0,198.0,35.0,483.0,143.0,31.0,20.0,5.0,753.0,12.0,96.0,7.0,150.0,20.0,0.0,1331.0,3.0,25.0,369.0,23.0,15.0,5.0,427.0,28.0,18.0,80.0,237.0,1915.0,90.0,7.0,6.0,15.0,470.0,21.0,3.4692,5.0,55.0,49.0,,11.0,4.0,,,,6.0,,,6.0,,,,,,,,,4.0,,1.0,1.0,43.0,,5.0,,3.0,,5.0,0.0789,,1.0,1.0,3.0,1.0,3.0,,,,,,,,
171287,Joe Gomez,Defender,Liverpool,14,England,2018-19,40.0,0.3462,0.0,1.0,1.0,0.0414,17.0,4.0,,60.0,16.0,,12.0,98.0,5.0,787.0,1.0,4.0,,43.0,2.0,1.0,1060.0,1.0,,19.0,54.0,,14.0,30.0,657.0,,8.0,9.1147,7.0,39.0,4.0,,21.0,154.0,9.0,94.0,5.0,263.0,71.0,16.0,6.0,1.0,223.0,4.0,5.0,,51.0,24.0,0.0,769.0,3.0,1.0,137.0,11.0,4.0,5.0,316.0,12.0,14.0,32.0,54.0,964.0,26.0,1.0,1.0,14.0,468.0,2.0,0.3339,2.0,38.0,35.0,,2.0,17.0,,,,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56979,Jordan Henderson,Midfielder,Liverpool,14,England,2018-19,83.0,2.2203,1.0,6.0,1.0,0.7483,46.0,10.0,7.0,153.0,32.0,7.0,21.0,222.0,31.0,1740.0,1.0,11.0,,46.0,5.0,,1982.0,,,21.0,89.0,,48.0,64.0,1413.0,,33.0,16.5214,12.0,13.0,14.0,5.0,62.0,522.0,12.0,172.0,24.0,428.0,168.0,32.0,10.0,7.0,875.0,14.0,33.0,5.0,126.0,25.0,0.0,1705.0,9.0,11.0,304.0,36.0,7.0,3.0,561.0,26.0,30.0,105.0,229.0,2050.0,30.0,6.0,1.0,25.0,648.0,17.0,1.4772,1.0,69.0,53.0,1.0,5.0,2.0,,,,9.0,,,1.0,,,,,,,,,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,
60914,Joël Matip,Defender,Liverpool,14,Cameroon,2018-19,54.0,0.9385,0.0,,2.0,0.5413,39.0,8.0,4.0,96.0,22.0,,17.0,175.0,,1341.0,,5.0,,94.0,,1.0,1535.0,1.0,,28.0,127.0,1.0,10.0,61.0,1119.0,,20.0,11.547,3.0,76.0,12.0,,26.0,288.0,17.0,181.0,5.0,447.0,95.0,22.0,13.0,2.0,387.0,11.0,,,87.0,66.0,0.0,1312.0,6.0,1.0,189.0,26.0,6.0,7.0,533.0,12.0,31.0,47.0,73.0,1576.0,11.0,,,45.0,779.0,5.0,0.7114,3.0,79.0,57.0,,,,,,,9.0,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
118748,Mohamed Salah,Forward,Liverpool,14,Egypt,2018-19,283.0,8.4002,0.0,33.0,64.0,23.8871,21.0,104.0,19.0,246.0,38.0,36.0,37.0,260.0,14.0,1079.0,17.0,1.0,35.0,71.0,16.0,32.0,3256.0,32.0,6.0,60.0,144.0,1.0,49.0,133.0,798.0,10.0,322.0,25.7726,60.0,4.0,21.0,16.0,223.0,154.0,32.0,427.0,9.0,240.0,121.0,38.0,12.0,71.0,699.0,20.0,41.0,16.0,356.0,11.0,0.0,1043.0,40.0,44.0,622.0,9.0,81.0,,404.0,25.0,5.0,21.0,281.0,1820.0,11.0,13.0,17.0,3.0,136.0,9.0,20.1613,1.0,14.0,20.0,,6.0,2.0,,,,15.0,,,,,,,,,,,,8.0,27.0,10.0,10.0,19.0,2.0,22.0,18.0,2.0,5.0,4.0,0.3515,,3.0,3.0,3.0,,3.0,,,,,,,,
175592,Naby Keïta,Midfielder,Liverpool,14,Guinea,2018-19,120.0,1.9155,0.0,8.0,10.0,2.323,37.0,19.0,7.0,108.0,25.0,14.0,16.0,116.0,5.0,1005.0,4.0,9.0,2.0,29.0,,4.0,1394.0,4.0,3.0,20.0,85.0,,39.0,76.0,873.0,,53.0,9.8999,8.0,13.0,8.0,4.0,100.0,314.0,16.0,205.0,25.0,270.0,113.0,25.0,22.0,19.0,563.0,8.0,5.0,4.0,176.0,9.0,0.0,998.0,9.0,10.0,209.0,15.0,24.0,4.0,222.0,25.0,12.0,16.0,199.0,1301.0,,11.0,4.0,1.0,326.0,21.0,2.072,0.0,8.0,18.0,2.0,,,,,,3.0,,,2.0,,,,,,,,,1.0,,4.0,4.0,,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,
57328,Nathaniel Clyne,Defender,Liverpool,14,England,2018-19,51.0,0.7998,0.0,1.0,1.0,,37.0,4.0,2.0,82.0,18.0,1.0,14.0,124.0,17.0,518.0,,4.0,,18.0,4.0,,1253.0,,,12.0,52.0,3.0,33.0,46.0,378.0,,21.0,17.4793,3.0,28.0,26.0,,39.0,42.0,5.0,103.0,10.0,234.0,64.0,18.0,16.0,5.0,219.0,23.0,17.0,,85.0,6.0,0.0,512.0,3.0,9.0,188.0,21.0,4.0,3.0,145.0,9.0,18.0,16.0,97.0,844.0,120.0,4.0,,31.0,179.0,7.0,0.1404,2.0,42.0,39.0,1.0,4.0,19.0,,,,3.0,,,10.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,16.0,,,
217989,Rafael Camacho,Midfielder,Liverpool,14,Portugal,2018-19,,,0.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,0.3241,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,0.0,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92217,Roberto Firmino,Forward,Liverpool,14,Brazil,2018-19,222.0,5.5187,0.0,18.0,35.0,13.248,29.0,57.0,16.0,238.0,34.0,45.0,31.0,245.0,7.0,1278.0,5.0,3.0,2.0,106.0,2.0,16.0,2617.0,16.0,6.0,77.0,117.0,1.0,56.0,88.0,1017.0,,164.0,19.7273,37.0,15.0,15.0,13.0,145.0,351.0,10.0,339.0,34.0,318.0,112.0,34.0,10.0,22.0,787.0,14.0,7.0,13.0,233.0,29.0,0.0,1270.0,22.0,18.0,429.0,19.0,49.0,1.0,322.0,38.0,6.0,16.0,287.0,1760.0,18.0,16.0,5.0,1.0,248.0,19.0,13.5534,0.0,7.0,32.0,1.0,2.0,,,,,6.0,,,2.0,,,,,,,,,6.0,7.0,7.0,7.0,,1.0,12.0,3.0,4.0,,5.0,,4.0,,,1.0,,1.0,,,,,,,,
110979,Sadio Mané,Forward,Liverpool,14,Senegal,2018-19,231.0,4.5981,0.0,11.0,42.0,15.408,35.0,76.0,14.0,236.0,36.0,37.0,35.0,259.0,33.0,1184.0,3.0,1.0,2.0,113.0,6.0,16.0,3085.0,16.0,6.0,76.0,186.0,1.0,68.0,149.0,880.0,,205.0,23.5243,44.0,8.0,21.0,8.0,155.0,418.0,64.0,417.0,24.0,267.0,153.0,36.0,6.0,50.0,718.0,20.0,33.0,8.0,304.0,37.0,0.0,1179.0,34.0,29.0,517.0,29.0,51.0,4.0,199.0,34.0,15.0,45.0,300.0,1807.0,15.0,10.0,3.0,8.0,213.0,17.0,15.0984,2.0,23.0,38.0,,6.0,1.0,,,,12.0,,,1.0,,,,,,,,,1.0,25.0,4.0,4.0,,5.0,22.0,5.0,4.0,1.0,11.0,,6.0,,,,,,,,,,,,,
66797,Simon Mignolet,Goalkeeper,Liverpool,14,Belgium,2018-19,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169187,Trent Alexander-Arnold,Defender,Liverpool,14,England,2018-19,95.0,6.6007,0.0,8.0,9.0,1.7955,61.0,21.0,3.0,241.0,29.0,1.0,27.0,382.0,97.0,1697.0,7.0,2.0,74.0,32.0,58.0,4.0,2466.0,4.0,1.0,23.0,91.0,1.0,67.0,82.0,1198.0,25.0,40.0,21.0441,36.0,62.0,14.0,1.0,72.0,53.0,7.0,186.0,16.0,611.0,169.0,29.0,22.0,13.0,802.0,13.0,143.0,1.0,154.0,9.0,0.0,1644.0,12.0,32.0,664.0,39.0,14.0,3.0,737.0,14.0,35.0,117.0,296.0,2575.0,270.0,7.0,7.0,53.0,571.0,7.0,1.5572,3.0,141.0,92.0,2.0,32.0,54.0,,,,12.0,,,7.0,,,,,,,,,12.0,4.0,4.0,4.0,38.0,3.0,1.0,,,,1.0,0.6656,,9.0,9.0,,,,,,,,,1.0,1.0,
97032,Virgil van Dijk,Defender,Liverpool,14,Netherlands,2018-19,76.0,1.1284,0.0,8.0,8.0,2.2552,38.0,23.0,,187.0,38.0,1.0,38.0,313.0,,3037.0,3.0,,,243.0,,4.0,3385.0,4.0,,61.0,245.0,1.0,19.0,63.0,2521.0,,70.0,27.3351,5.0,199.0,22.0,5.0,15.0,1305.0,22.0,321.0,11.0,830.0,193.0,38.0,10.0,3.0,954.0,21.0,,5.0,78.0,182.0,0.0,2976.0,15.0,6.0,330.0,28.0,9.0,18.0,798.0,12.0,40.0,203.0,104.0,3471.0,6.0,1.0,3.0,47.0,1770.0,7.0,3.1475,1.0,126.0,99.0,,,,,,,20.0,,,10.0,,,,,,,,,2.0,1.0,,,,4.0,4.0,1.0,,,,0.0609,3.0,1.0,1.0,,,,,,,,,,,1.0
68312,Xherdan Shaqiri,Midfielder,Liverpool,14,Switzerland,2018-19,53.0,2.5582,0.0,7.0,10.0,4.9101,13.0,19.0,9.0,101.0,24.0,16.0,11.0,120.0,10.0,639.0,4.0,13.0,27.0,10.0,13.0,1.0,1058.0,1.0,,6.0,37.0,,22.0,33.0,484.0,5.0,28.0,9.4415,17.0,6.0,6.0,3.0,47.0,95.0,14.0,90.0,6.0,169.0,65.0,24.0,9.0,10.0,375.0,6.0,34.0,3.0,80.0,4.0,0.0,626.0,9.0,9.0,212.0,4.0,6.0,1.0,223.0,9.0,6.0,35.0,152.0,849.0,10.0,7.0,4.0,2.0,157.0,7.0,3.874,2.0,19.0,20.0,1.0,7.0,2.0,,,,2.0,,,,,,,,,,,,3.0,2.0,3.0,3.0,18.0,1.0,6.0,5.0,,,1.0,0.346,,5.0,5.0,,,,,,,,,,,
