playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,savesMadeCaught,cleanSheets,punches,ownGoalScored,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,throwInsToOppositionPlayer,clearancesOffTheLine,secondGoalAssists,rightFootGoals,hitWoodwork,foulWonPenalty,handballsConceded,expectedGoalsFreekick,penaltiesTaken,freekickTotal,attemptsFromSetPieces,penaltyGoals,setPiecesGoals
60706,Adrián,Goalkeeper,Liverpool,14,Spain,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81880,Alex Oxlade-Chamberlain,Midfielder,Liverpool,14,England,2021-22,0.0,0.0,0.0,48.0,4.0,0.7853,22.0,7.0,3.0,0.4141,15.0,14.0,3.0,57.0,17.0,1.0,4.0,9.0,9.0,67.0,19.0,378.0,2.0,2.0,1.0,5.0,8.0,2.0,17.0,1.0,4.0,787.0,1.0,12.0,35.0,4.0,21.0,30.0,288.0,33.0,5.3057,9.0,1.0,5.0,7.0,2.0,36.0,94.0,3.0,1.0,83.0,10.0,1.0,100.0,33.0,17.0,1.0,4.0,1.0,5.0,236.0,3.0,1.0,22.0,15.0,2.0,66.0,5.0,372.0,11.0,7.0,126.0,11.0,12.0,2.0,110.0,10.0,6.0,2.0,23.0,74.0,537.0,1.0,9.0,5.0,3.0,79.0,7.0,1.3366,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116535,Alisson Becker,Goalkeeper,Liverpool,14,Brazil,2021-22,0.0,0.0,0.0,3.0,,0.0407,1.0,,,,3.0,,,7.0,36.0,1.0,,,36.0,171.0,,1177.0,,,0.0,,,,16.0,,,3240.0,,1.0,22.0,6.0,1.0,7.0,854.0,,25.1471,,15.0,47.0,24.0,,2.0,266.0,2.0,0.0,25.0,1.0,0.0,508.0,326.0,36.0,,2.0,,,75.0,18.0,,,,,9.0,15.0,918.0,,1.0,175.0,1.0,1.0,,403.0,,,,152.0,,1551.0,,,,64.0,931.0,,,164.0,49.0,22.0,26.0,3.0,20.0,19.0,1.0,76.0,6.0,1.0,349.0,34.0,20.0,50.0,,,,,,,,,,,,,,,,
122798,Andy Robertson,Defender,Liverpool,14,Scotland,2021-22,1.0,1.0,5.0,73.0,19.0,5.5214,52.0,4.0,8.0,1.7834,36.0,14.0,3.0,201.0,29.0,10.0,3.0,22.0,29.0,286.0,86.0,1928.0,3.0,4.0,1.0,3.0,,81.0,40.0,2.0,45.0,2541.0,,14.0,84.0,5.0,55.0,58.0,1583.0,93.0,20.0749,45.0,7.0,51.0,20.0,1.0,59.0,909.0,9.0,1.0,157.0,21.0,2.0,630.0,180.0,29.0,2.0,15.0,1.0,10.0,1042.0,15.0,2.0,150.0,25.0,1.0,117.0,26.0,1881.0,6.0,26.0,519.0,21.0,13.0,3.0,68.0,19.0,23.0,52.0,59.0,321.0,2618.0,198.0,3.0,3.0,43.0,645.0,10.0,1.4089,85.0,81.0,,,,16.0,,,,,,,,,,3.0,3.0,24.0,21.0,1.0,1.0,,,,,,,,,,
182436,Ben Woodburn,Midfielder,Liverpool,14,Wales,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200720,Caoimhín Kelleher,Goalkeeper,Liverpool,14,Ireland,2021-22,0.0,0.0,0.0,,,0.0003,,,,,1.0,,,,2.0,,,,2.0,8.0,,78.0,,,0.0,,,,1.0,,,180.0,,,3.0,1.0,,2.0,66.0,,2.246,,2.0,1.0,2.0,,,31.0,1.0,0.0,3.0,,0.0,20.0,17.0,2.0,,,,,2.0,1.0,,,,,2.0,1.0,61.0,,,8.0,1.0,,,27.0,,,,4.0,,100.0,,,,5.0,68.0,,,8.0,3.0,,4.0,1.0,1.0,,,6.0,,,25.0,1.0,,2.0,,,,,,,,,,,,,,,,
492777,Conor Bradley,Defender,Liverpool,14,Northern Ireland,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2021-22,0.0,0.0,0.0,53.0,1.0,0.4992,27.0,6.0,7.0,0.4367,11.0,14.0,1.0,46.0,15.0,1.0,4.0,16.0,10.0,56.0,3.0,587.0,1.0,1.0,1.0,4.0,5.0,4.0,14.0,4.0,2.0,855.0,1.0,7.0,62.0,2.0,14.0,55.0,516.0,17.0,9.1642,10.0,,3.0,9.0,2.0,46.0,193.0,19.0,0.0,115.0,4.0,0.0,144.0,54.0,15.0,4.0,2.0,,8.0,330.0,7.0,,4.0,26.0,2.0,101.0,7.0,578.0,7.0,6.0,105.0,9.0,25.0,,119.0,11.0,6.0,1.0,15.0,131.0,750.0,5.0,6.0,4.0,2.0,203.0,8.0,0.9108,10.0,6.0,,,,1.0,,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,,,,,,,,
194634,Diogo Jota,Forward,Liverpool,14,Portugal,2021-22,0.0,0.0,3.0,241.0,2.0,3.4503,86.0,19.0,33.0,11.2239,39.0,71.0,10.0,165.0,35.0,4.0,12.0,34.0,27.0,187.0,19.0,744.0,15.0,5.0,7.0,6.0,8.0,,120.0,1.0,2.0,2372.0,4.0,83.0,143.0,4.0,40.0,106.0,548.0,202.0,18.3838,36.0,2.0,6.0,19.0,13.0,158.0,208.0,40.0,6.0,384.0,17.0,8.0,201.0,100.0,35.0,1.0,21.0,6.0,42.0,455.0,15.0,4.0,19.0,75.0,13.0,264.0,37.0,744.0,38.0,31.0,354.0,18.0,27.0,2.0,167.0,41.0,6.0,,9.0,168.0,1199.0,,17.0,6.0,4.0,104.0,22.0,16.3643,22.0,32.0,,,,4.0,,,,,,,,,,17.0,17.0,,,,1.0,5.0,1.0,2.0,,,,,,,
152760,Divock Origi,Forward,Liverpool,14,Belgium,2021-22,0.0,0.0,0.0,12.0,,0.0826,7.0,2.0,5.0,2.0028,,8.0,,9.0,7.0,,1.0,4.0,,9.0,,37.0,3.0,,2.0,1.0,7.0,,6.0,,,126.0,,4.0,4.0,,1.0,2.0,27.0,15.0,0.1549,,,2.0,,1.0,8.0,15.0,1.0,1.0,16.0,1.0,1.0,8.0,7.0,7.0,,,2.0,2.0,25.0,,1.0,,5.0,1.0,10.0,2.0,37.0,3.0,1.0,22.0,,1.0,,4.0,2.0,1.0,,1.0,10.0,69.0,,,1.0,,3.0,,1.5,,2.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,1.0,,,,,,
