playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,cleanSheets,punches,successfulLaunches,savesMade,goalkeeperSmother,drops,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCrossesOpenPlay,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,ownGoalScored,oboxTarget,blocks,penaltiesFaced,penaltyGoalsConceded,crossesNotClaimed,cornersTakenInclShortCorners,successfulCornersIntoBox,headedGoals,unsuccessfulCornersIntoBox,secondGoalAssists,foulWonPenalty,unsuccessfulLayoffs,leftFootGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,setPiecesGoals,penaltiesConceded,penaltiesTaken,clearancesOffTheLine,penaltyGoals
39155,Adam Lallana,Midfielder,Liverpool,14,England,2019-20,42.0,0.348,0.0,2.0,1.0,1.0,0.8264,19.0,3.0,1.0,34.0,15.0,1.0,1.0,3.0,38.0,3.0,266.0,1.0,1.0,1.0,1.0,12.0,18.0,374.0,14.0,33.0,1.0,12.0,29.0,224.0,13.0,2.453,3.0,2.0,5.0,1.0,28.0,70.0,8.0,0.0,75.0,7.0,0.0,72.0,31.0,15.0,1.0,10.0,3.0,152.0,4.0,3.0,8.0,1.0,57.0,4.0,0.0,264.0,2.0,1.0,65.0,9.0,2.0,78.0,7.0,5.0,4.0,46.0,358.0,1.0,3.0,1.0,1.0,2.0,76.0,4.0,2.0,0.7545,1.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60706,Adrián,Goalkeeper,Liverpool,14,Spain,2019-20,,0.0022,0.0,,,,,1.0,,,2.0,11.0,,,9.0,73.0,,260.0,,,,,2.0,4.0,873.0,,6.0,2.0,1.0,2.0,137.0,,7.4609,,12.0,10.0,,,66.0,1.0,0.0,6.0,,,132.0,73.0,11.0,,,,13.0,8.0,,,,2.0,4.0,0.0,152.0,,,73.0,1.0,,62.0,,,50.0,,354.0,,,,,37.0,174.0,,,,1.0,71.0,25.0,5.0,9.0,70.0,1.0,2.0,4.0,10.0,18.0,3.0,2.0,1.0,111.0,10.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81880,Alex Oxlade-Chamberlain,Midfielder,Liverpool,14,England,2019-20,103.0,1.5303,0.0,18.0,10.0,5.0,3.4844,18.0,22.0,4.0,95.0,30.0,1.0,14.0,17.0,118.0,39.0,701.0,4.0,2.0,2.0,10.0,13.0,43.0,1492.0,29.0,75.0,,39.0,61.0,541.0,41.0,11.3196,16.0,8.0,12.0,8.0,74.0,190.0,14.0,2.0,178.0,25.0,2.0,161.0,79.0,30.0,4.0,9.0,20.0,422.0,12.0,39.0,43.0,8.0,135.0,14.0,0.0,694.0,12.0,17.0,254.0,9.0,29.0,175.0,17.0,22.0,42.0,175.0,1047.0,6.0,17.0,1.0,10.0,4.0,168.0,11.0,1.0,2.8444,1.0,23.0,20.0,,,,,,,,,,,,,,,,7.0,5.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
116535,Alisson Becker,Goalkeeper,Liverpool,14,Brazil,2019-20,2.0,0.0175,1.0,,,,,,,,7.0,29.0,1.0,,29.0,124.0,,805.0,,,,,,6.0,2545.0,,7.0,,,1.0,566.0,,20.3761,,22.0,23.0,,2.0,214.0,1.0,0.0,9.0,,,344.0,249.0,29.0,,,,43.0,23.0,,,,3.0,6.0,1.0,549.0,,,127.0,,,247.0,1.0,1.0,115.0,,1043.0,,1.0,,,41.0,638.0,,1.0,,0.0,117.0,37.0,7.0,26.0,167.0,6.0,13.0,9.0,14.0,58.0,4.0,3.0,,278.0,29.0,11.0,32.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11948,Andy Lonergan,Goalkeeper,Liverpool,14,England,2019-20,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122798,Andy Robertson,Defender,Liverpool,14,Scotland,2019-20,115.0,5.9264,0.0,7.0,6.0,8.0,1.6882,54.0,15.0,2.0,296.0,36.0,12.0,3.0,34.0,406.0,137.0,2492.0,2.0,2.0,1.0,3.0,2.0,66.0,3113.0,33.0,122.0,2.0,71.0,89.0,2002.0,83.0,24.619,48.0,58.0,31.0,4.0,82.0,1220.0,13.0,0.0,237.0,22.0,1.0,773.0,210.0,36.0,,23.0,22.0,1306.0,29.0,169.0,31.0,4.0,171.0,33.0,0.0,2438.0,9.0,40.0,694.0,31.0,22.0,78.0,18.0,38.0,84.0,421.0,3375.0,264.0,4.0,,3.0,45.0,821.0,9.0,1.0,1.8246,2.0,110.0,91.0,,,,,9.0,,6.0,,,,,,,,,30.0,,41.0,4.0,4.0,26.0,,,7.0,,1.0,,42.0,7.0,2.0,25.0,1.0,,,,,,,,,,,
200720,Caoimhín Kelleher,Goalkeeper,Liverpool,14,Ireland,2019-20,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2019-20,12.0,0.1369,0.0,1.0,2.0,,0.417,4.0,5.0,,14.0,6.0,,4.0,1.0,16.0,,123.0,1.0,,0.0,,5.0,5.0,122.0,3.0,9.0,,3.0,7.0,104.0,7.0,1.5124,,,1.0,1.0,9.0,35.0,,0.0,21.0,2.0,1.0,32.0,14.0,6.0,1.0,,1.0,66.0,1.0,,5.0,1.0,16.0,2.0,0.0,123.0,3.0,1.0,23.0,4.0,3.0,31.0,3.0,2.0,3.0,25.0,150.0,,1.0,,,1.0,41.0,2.0,,0.4467,0.0,2.0,6.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
38454,Dejan Lovren,Defender,Liverpool,14,Croatia,2019-20,36.0,0.4406,0.0,1.0,1.0,,0.0311,13.0,4.0,2.0,56.0,10.0,1.0,,9.0,114.0,,680.0,,,,,1.0,76.0,777.0,27.0,70.0,1.0,4.0,21.0,538.0,16.0,6.4325,,41.0,11.0,1.0,9.0,166.0,8.0,0.0,106.0,3.0,,248.0,51.0,10.0,,5.0,,195.0,10.0,,,1.0,30.0,49.0,0.0,666.0,3.0,2.0,115.0,8.0,1.0,214.0,4.0,10.0,28.0,52.0,790.0,3.0,1.0,,,21.0,371.0,1.0,,0.4057,1.0,58.0,43.0,,,,,,,5.0,,,,2.0,,,,,,,,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,
152760,Divock Origi,Forward,Liverpool,14,Belgium,2019-20,68.0,0.2953,0.0,4.0,6.0,4.0,2.157,12.0,10.0,,46.0,28.0,1.0,13.0,7.0,57.0,15.0,196.0,4.0,,1.0,2.0,21.0,44.0,706.0,26.0,58.0,1.0,7.0,40.0,134.0,43.0,8.2413,7.0,5.0,12.0,2.0,42.0,76.0,16.0,2.0,126.0,2.0,3.0,33.0,28.0,28.0,2.0,3.0,14.0,103.0,11.0,15.0,26.0,2.0,82.0,18.0,0.0,196.0,4.0,4.0,131.0,9.0,12.0,18.0,12.0,4.0,5.0,69.0,366.0,1.0,7.0,,2.0,3.0,39.0,6.0,1.0,1.9208,1.0,11.0,9.0,,,,,,,,,,,,,,,,3.0,,3.0,2.0,2.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,
