playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,cleanSheets,punches,successfulLaunches,savesMade,goalkeeperSmother,drops,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCrossesOpenPlay,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,ownGoalScored,oboxTarget,blocks,penaltiesFaced,penaltyGoalsConceded,crossesNotClaimed,cornersTakenInclShortCorners,successfulCornersIntoBox,headedGoals,unsuccessfulCornersIntoBox,secondGoalAssists,foulWonPenalty,unsuccessfulLayoffs,leftFootGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,setPiecesGoals,penaltiesConceded,penaltiesTaken,clearancesOffTheLine,penaltyGoals
116643,Fabinho,Midfielder,Liverpool,14,Brazil,2019-20,110.0,1.4044,0.0,4.0,4.0,2.0,0.7586,62.0,8.0,3.0,147.0,28.0,3.0,6.0,22.0,205.0,5.0,1578.0,2.0,,0.0,4.0,6.0,70.0,2074.0,28.0,132.0,1.0,36.0,90.0,1293.0,10.0,19.5589,16.0,16.0,26.0,,82.0,543.0,20.0,0.0,242.0,23.0,2.0,380.0,156.0,28.0,2.0,27.0,3.0,753.0,25.0,5.0,11.0,,172.0,42.0,0.0,1563.0,4.0,3.0,240.0,35.0,9.0,439.0,32.0,34.0,80.0,216.0,1836.0,4.0,1.0,,4.0,35.0,624.0,25.0,2.0,0.4276,6.0,58.0,65.0,,,,,5.0,,9.0,,,,,,,,,4.0,2.0,4.0,,,,,2.0,2.0,,1.0,,,,,,,,,,0.1347,2.0,2.0,,,,,
41733,Georginio Wijnaldum,Midfielder,Liverpool,14,Netherlands,2019-20,158.0,1.5642,0.0,5.0,15.0,3.0,2.9809,38.0,31.0,,138.0,37.0,,17.0,35.0,149.0,4.0,1625.0,4.0,1.0,1.0,3.0,2.0,81.0,2948.0,51.0,141.0,2.0,37.0,111.0,1435.0,76.0,25.9448,18.0,33.0,28.0,2.0,107.0,522.0,32.0,1.0,299.0,14.0,3.0,325.0,189.0,37.0,3.0,18.0,33.0,927.0,26.0,4.0,63.0,2.0,218.0,30.0,0.0,1611.0,16.0,7.0,263.0,20.0,41.0,442.0,15.0,17.0,41.0,336.0,2050.0,15.0,15.0,,3.0,6.0,550.0,10.0,1.0,2.5463,0.0,11.0,41.0,,,,,8.0,,4.0,,,,,,,,,1.0,4.0,1.0,7.0,7.0,,,4.0,4.0,,1.0,,,,1.0,,,,,,,,,,,,,
153682,Harry Wilson,Forward,Liverpool,14,Wales,2019-20,92.0,2.6206,0.0,25.0,20.0,,5.6227,23.0,31.0,6.0,114.0,31.0,,12.0,20.0,139.0,16.0,576.0,7.0,1.0,,14.0,11.0,28.0,1651.0,22.0,87.0,5.0,50.0,81.0,395.0,52.0,31.9404,14.0,11.0,32.0,11.0,70.0,69.0,41.0,,179.0,24.0,,151.0,85.0,31.0,,10.0,15.0,278.0,27.0,31.0,,11.0,151.0,6.0,0.0,544.0,11.0,16.0,248.0,13.0,17.0,191.0,12.0,11.0,42.0,165.0,920.0,11.0,18.0,1.0,14.0,11.0,163.0,8.0,2.0,3.9987,2.0,25.0,35.0,,,,,,,,,,,,,,,,2.0,4.0,4.0,9.0,9.0,,,4.0,2.0,,4.0,,20.0,,,13.0,,,3.0,7.0,0.8436,12.0,12.0,2.0,2.0,,,
444884,Harvey Elliott,Midfielder,Liverpool,14,England,2019-20,1.0,0.0099,0.0,,,,,,,,1.0,2.0,,,,1.0,1.0,11.0,,,,,2.0,,7.0,,1.0,,,1.0,9.0,,,,,,,1.0,4.0,,0.0,2.0,,,3.0,1.0,2.0,,,1.0,9.0,,3.0,1.0,,2.0,,0.0,10.0,,1.0,5.0,,1.0,1.0,,,1.0,3.0,17.0,1.0,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,
15157,James Milner,Midfielder,Liverpool,14,England,2019-20,50.0,1.0813,0.0,2.0,4.0,1.0,1.9942,16.0,10.0,3.0,66.0,22.0,2.0,4.0,9.0,97.0,13.0,747.0,2.0,1.0,1.0,2.0,13.0,26.0,926.0,13.0,51.0,,24.0,38.0,601.0,12.0,6.2789,8.0,16.0,9.0,,37.0,227.0,12.0,1.0,101.0,9.0,1.0,223.0,63.0,22.0,2.0,6.0,1.0,375.0,9.0,18.0,7.0,,75.0,13.0,0.0,720.0,6.0,5.0,139.0,10.0,10.0,164.0,11.0,6.0,49.0,133.0,921.0,30.0,2.0,,2.0,13.0,277.0,7.0,1.0,2.1845,4.0,31.0,22.0,,,,,3.0,,1.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,4.0,,1.0,3.0,,,,9.0,1.0,,4.0,,,1.0,,,,,,,2.0,1.0,2.0
171287,Joe Gomez,Defender,Liverpool,14,England,2019-20,87.0,0.3641,0.0,1.0,,1.0,,23.0,,1.0,129.0,28.0,,1.0,22.0,238.0,6.0,1988.0,,,,1.0,6.0,119.0,1999.0,49.0,112.0,,17.0,42.0,1646.0,2.0,17.5331,5.0,59.0,16.0,,38.0,471.0,13.0,0.0,199.0,7.0,,587.0,151.0,28.0,,7.0,3.0,601.0,16.0,6.0,6.0,,80.0,70.0,0.0,1959.0,,5.0,270.0,16.0,8.0,820.0,21.0,38.0,104.0,110.0,2224.0,13.0,1.0,,1.0,30.0,1152.0,8.0,,0.0267,7.0,109.0,78.0,,,,,12.0,,10.0,,,,,,,,,3.0,,3.0,,,2.0,,,8.0,,1.0,,,,,,,,,,,,,,1.0,,,
56979,Jordan Henderson,Midfielder,Liverpool,14,England,2019-20,90.0,3.5772,0.0,8.0,8.0,4.0,1.8117,63.0,12.0,7.0,201.0,30.0,5.0,6.0,26.0,288.0,47.0,1856.0,4.0,,2.0,5.0,4.0,37.0,2244.0,11.0,116.0,2.0,42.0,90.0,1443.0,44.0,14.9422,22.0,18.0,14.0,3.0,79.0,485.0,12.0,1.0,206.0,18.0,2.0,541.0,183.0,30.0,2.0,22.0,11.0,903.0,12.0,48.0,17.0,3.0,169.0,26.0,0.0,1824.0,4.0,13.0,386.0,41.0,17.0,550.0,31.0,30.0,125.0,280.0,2200.0,15.0,10.0,3.0,5.0,31.0,675.0,15.0,1.0,1.0798,2.0,87.0,52.0,,,,,9.0,,4.0,,,,,,,,,10.0,2.0,10.0,2.0,2.0,,,2.0,4.0,,1.0,,1.0,,1.0,,,,,1.0,0.0551,1.0,1.0,,,,,
60914,Joël Matip,Defender,Liverpool,14,Cameroon,2019-20,21.0,0.2144,0.0,,1.0,,0.28,13.0,4.0,,51.0,9.0,,,8.0,87.0,1.0,553.0,1.0,,0.0,,1.0,52.0,704.0,5.0,66.0,1.0,4.0,19.0,440.0,9.0,4.2358,1.0,37.0,5.0,,16.0,155.0,6.0,0.0,87.0,4.0,1.0,175.0,51.0,9.0,,4.0,,190.0,4.0,1.0,2.0,,35.0,47.0,0.0,543.0,3.0,,93.0,9.0,2.0,196.0,7.0,12.0,26.0,27.0,653.0,4.0,1.0,,,20.0,276.0,4.0,,0.3429,0.0,36.0,30.0,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,
441271,Ki-Jana Hoever,Defender,Liverpool,14,Netherlands,2019-20,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118748,Mohamed Salah,Forward,Liverpool,14,Egypt,2019-20,177.0,6.8614,0.0,37.0,59.0,11.0,21.3062,16.0,95.0,13.0,218.0,34.0,10.0,35.0,33.0,230.0,22.0,979.0,19.0,20.0,4.0,9.0,1.0,60.0,2884.0,45.0,99.0,1.0,28.0,84.0,737.0,322.0,23.0768,51.0,2.0,26.0,28.0,132.0,124.0,18.0,7.0,276.0,2.0,15.0,189.0,85.0,34.0,2.0,10.0,33.0,615.0,25.0,36.0,100.0,28.0,216.0,15.0,0.0,943.0,36.0,40.0,467.0,6.0,50.0,390.0,17.0,8.0,12.0,276.0,1499.0,9.0,13.0,5.0,9.0,2.0,143.0,8.0,2.0,19.1453,1.0,12.0,18.0,,,,,11.0,,,,,,,,,,,4.0,7.0,9.0,33.0,33.0,,,7.0,1.0,,1.0,,27.0,6.0,2.0,14.0,,1.0,5.0,15.0,0.299,4.0,4.0,,,3.0,,3.0
175592,Naby Keïta,Midfielder,Liverpool,14,Guinea,2019-20,44.0,2.0186,0.0,2.0,7.0,2.0,2.4318,30.0,10.0,5.0,68.0,18.0,3.0,6.0,9.0,76.0,7.0,678.0,2.0,1.0,1.0,,9.0,19.0,814.0,10.0,72.0,,26.0,63.0,587.0,22.0,6.638,12.0,2.0,8.0,2.0,34.0,193.0,10.0,0.0,116.0,18.0,1.0,189.0,82.0,18.0,2.0,16.0,3.0,409.0,8.0,7.0,12.0,2.0,97.0,9.0,0.0,674.0,3.0,6.0,113.0,14.0,23.0,171.0,9.0,10.0,15.0,125.0,844.0,3.0,8.0,,,3.0,193.0,4.0,,1.6447,1.0,8.0,12.0,,,,,1.0,,1.0,,,,,,,,,,3.0,,2.0,2.0,,,3.0,,,,,2.0,,,,,,,,,,,,,,,
197464,Nathaniel Phillips,Defender,Liverpool,14,England,2019-20,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215136,Neco Williams,Defender,Liverpool,14,Wales,2019-20,15.0,0.1831,0.0,5.0,1.0,1.0,0.0896,5.0,2.0,1.0,20.0,6.0,,,3.0,32.0,6.0,167.0,,,,1.0,3.0,9.0,230.0,3.0,19.0,,8.0,13.0,124.0,9.0,2.0754,2.0,3.0,2.0,4.0,12.0,21.0,2.0,0.0,34.0,2.0,,49.0,16.0,6.0,,2.0,5.0,80.0,2.0,10.0,6.0,4.0,25.0,6.0,0.0,163.0,1.0,2.0,55.0,3.0,6.0,56.0,5.0,9.0,11.0,41.0,268.0,31.0,3.0,,1.0,6.0,59.0,4.0,,0.2636,1.0,12.0,15.0,,,,,,,3.0,,,,,,,,,4.0,1.0,4.0,,,1.0,,1.0,1.0,,,,4.0,,,4.0,,,,,,,,,,,,
195473,Rhian Brewster,Forward,Liverpool,14,England,2019-20,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92217,Roberto Firmino,Forward,Liverpool,14,Brazil,2019-20,211.0,4.031,0.0,29.0,39.0,5.0,12.5458,37.0,70.0,8.0,230.0,38.0,8.0,26.0,34.0,237.0,7.0,1161.0,9.0,6.0,8.0,4.0,4.0,100.0,3001.0,74.0,131.0,1.0,69.0,105.0,898.0,231.0,23.3419,44.0,11.0,26.0,25.0,137.0,292.0,16.0,7.0,342.0,31.0,1.0,262.0,136.0,38.0,3.0,18.0,38.0,687.0,25.0,7.0,77.0,25.0,242.0,26.0,0.0,1145.0,31.0,21.0,422.0,19.0,52.0,350.0,29.0,7.0,26.0,257.0,1679.0,15.0,20.0,4.0,4.0,1.0,239.0,14.0,2.0,13.9575,0.0,7.0,25.0,,,,,7.0,,1.0,,,,,,,,,2.0,2.0,2.0,28.0,28.0,,,2.0,3.0,,1.0,,,,3.0,,1.0,,5.0,3.0,,,,,,,,
110979,Sadio Mané,Forward,Liverpool,14,Senegal,2019-20,241.0,5.2215,0.0,11.0,36.0,15.0,15.8562,44.0,66.0,6.0,186.0,35.0,7.0,34.0,31.0,203.0,39.0,1104.0,18.0,14.0,7.0,4.0,4.0,116.0,2753.0,75.0,205.0,2.0,46.0,164.0,867.0,217.0,20.4478,52.0,7.0,28.0,7.0,166.0,448.0,51.0,7.0,446.0,19.0,11.0,226.0,131.0,35.0,11.0,12.0,41.0,734.0,26.0,40.0,98.0,7.0,330.0,41.0,0.0,1095.0,30.0,27.0,460.0,32.0,69.0,175.0,46.0,13.0,34.0,255.0,1730.0,13.0,12.0,2.0,4.0,2.0,176.0,25.0,4.0,13.6684,3.0,17.0,29.0,,,,,5.0,,,,,,,,,,,9.0,4.0,9.0,14.0,14.0,,,4.0,,,1.0,,1.0,,2.0,1.0,,2.0,2.0,5.0,,,,,,,,
157882,Takumi Minamino,Midfielder,Liverpool,14,Japan,2019-20,31.0,0.1082,0.0,3.0,2.0,,0.3885,3.0,5.0,,10.0,10.0,,4.0,2.0,11.0,1.0,106.0,,,,1.0,8.0,8.0,242.0,5.0,12.0,,4.0,9.0,93.0,13.0,2.3195,1.0,3.0,2.0,2.0,26.0,23.0,3.0,0.0,43.0,3.0,,19.0,12.0,10.0,,,6.0,66.0,2.0,1.0,11.0,2.0,35.0,3.0,0.0,105.0,3.0,2.0,33.0,3.0,4.0,24.0,7.0,,2.0,40.0,158.0,,2.0,,1.0,1.0,30.0,4.0,,0.8389,0.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
169187,Trent Alexander-Arnold,Defender,Liverpool,14,England,2019-20,135.0,9.6554,0.0,17.0,13.0,6.0,3.772,55.0,27.0,5.0,329.0,38.0,13.0,,35.0,569.0,202.0,2440.0,4.0,3.0,2.0,12.0,3.0,46.0,3176.0,30.0,100.0,2.0,87.0,84.0,1679.0,55.0,26.7643,74.0,70.0,32.0,5.0,105.0,97.0,9.0,1.0,235.0,18.0,2.0,903.0,221.0,38.0,4.0,21.0,30.0,1189.0,30.0,301.0,42.0,5.0,189.0,16.0,0.0,2335.0,14.0,56.0,1047.0,34.0,21.0,1086.0,22.0,45.0,192.0,354.0,3664.0,326.0,4.0,,12.0,74.0,763.0,12.0,1.0,2.7858,5.0,240.0,141.0,,,,,12.0,,12.0,,,,1.0,,,,,36.0,7.0,81.0,2.0,2.0,70.0,,7.0,9.0,,1.0,,162.0,39.0,,85.0,,,,,1.1076,13.0,13.0,2.0,,,,
97032,Virgil van Dijk,Defender,Liverpool,14,Netherlands,2019-20,81.0,1.5379,0.0,4.0,16.0,1.0,2.3054,23.0,27.0,7.0,189.0,38.0,1.0,,38.0,357.0,,3259.0,5.0,1.0,1.0,,,251.0,3420.0,60.0,239.0,2.0,11.0,48.0,2697.0,49.0,27.837,6.0,162.0,33.0,4.0,21.0,1383.0,25.0,2.0,320.0,5.0,4.0,940.0,220.0,38.0,,11.0,1.0,1092.0,31.0,,3.0,4.0,69.0,191.0,0.0,3169.0,11.0,5.0,364.0,12.0,3.0,812.0,16.0,40.0,205.0,124.0,3628.0,16.0,,1.0,,44.0,1810.0,7.0,1.0,2.9198,1.0,168.0,98.0,,,2.0,,15.0,,10.0,,,,2.0,2.0,,,,,,,11.0,11.0,,,,15.0,,1.0,,,,5.0,,2.0,,1.0,,,,,,,,1.0,
68312,Xherdan Shaqiri,Midfielder,Liverpool,14,Switzerland,2019-20,14.0,0.31,0.0,2.0,1.0,,0.8272,1.0,2.0,,14.0,7.0,,1.0,2.0,16.0,,97.0,1.0,1.0,0.0,2.0,5.0,7.0,182.0,4.0,9.0,,1.0,6.0,73.0,2.0,2.1242,3.0,,2.0,,10.0,17.0,3.0,0.0,23.0,,1.0,25.0,15.0,7.0,,1.0,2.0,58.0,2.0,3.0,8.0,,16.0,3.0,0.0,94.0,1.0,1.0,32.0,,2.0,25.0,1.0,,8.0,30.0,133.0,5.0,1.0,,2.0,,26.0,1.0,,0.5108,0.0,2.0,3.0,,,,,,,1.0,,,,,,,,,1.0,,3.0,,,,,,,,,,6.0,1.0,,3.0,,,,1.0,,,,,,,,
