playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,otherGoals,timesTackled,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,throwInsToOppositionPlayer,lastPlayerTackle,clearancesOffTheLine,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,headedGoals,hitWoodwork,penaltiesConceded,redCards2ndYellow,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,punches,ownGoalScored,goalkeeperSmother,drops,crossesNotClaimed,setPiecesGoals
39155,Adam Lallana,Midfielder,Liverpool,14,England,2014-15,175.0,10.0,13.0,4.6271,45.0,6.0,27.0,743.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,53.0,5.0,113.0,3.0,1.0,20.1552,30.0,1.0,7.0,40.0,1.0,105.0,27.0,1.0,3.0,28.0,45.0,1.0,73.0,731.0,15.0,296.0,40.0,169.0,25.0,10.0,15.0,190.0,1156.0,9.0,215.0,1.0,13.0,25.0,1.0,8.0,2.9821,0.0,4.0,28.0,117.0,3.0,34.0,23.0,130.0,35.0,15.0,72.0,3.0,3.0,11.0,1789.0,3.0,132.0,40.0,598.0,95.0,17.0,22.0,122.0,199.0,307.0,25.0,4.0,185.0,3.0,5.0,409.0,17.0,7.0,235.0,19.0,0.0,15.0,30.0,2.0,12.0,15.0,3.0,5.0,15.0,4.2721,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059,Alberto Moreno,Defender,Liverpool,14,Spain,2014-15,81.0,4.0,5.0,2.6067,54.0,1.0,28.0,979.0,2.0,4.0,1.0,,2.0,3.0,3.0,13.0,10.0,101.0,,1.0,27.8534,34.0,2.0,4.0,35.0,0.0,104.0,28.0,,2.0,10.0,47.0,,22.0,960.0,9.0,304.0,40.0,23.0,36.0,,50.0,211.0,1541.0,161.0,400.0,1.0,40.0,51.0,,12.0,1.6925,0.0,4.0,14.0,129.0,,,26.0,169.0,47.0,,26.0,7.0,,12.0,2262.0,,114.0,39.0,760.0,35.0,45.0,33.0,68.0,424.0,195.0,18.0,1.0,321.0,,14.0,422.0,23.0,4.0,169.0,13.0,0.0,12.0,13.0,3.0,33.0,9.0,,20.0,19.0,1.6945,6.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89088,Andre Wisdom,Defender,Liverpool,14,England,2014-15,58.0,1.0,,,26.0,,24.0,888.0,,2.0,,1.0,2.0,,,14.0,6.0,45.0,,3.0,28.3042,8.0,14.0,,6.0,0.0,131.0,24.0,,,3.0,38.0,,22.0,877.0,2.0,313.0,20.0,260.0,13.0,,37.0,135.0,1395.0,180.0,332.0,1.0,53.0,60.0,,10.0,0.6558,0.0,4.0,2.0,135.0,1.0,4.0,22.0,188.0,38.0,,32.0,8.0,,10.0,1971.0,,63.0,60.0,663.0,17.0,67.0,29.0,44.0,95.0,121.0,17.0,,398.0,,6.0,378.0,23.0,,89.0,18.0,0.0,8.0,13.0,6.0,30.0,1.0,1.0,39.0,6.0,0.3589,1.0,49.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9631,Brad Jones,Goalkeeper,Liverpool,14,Australia,2014-15,,,,,,,3.0,41.0,,,,,,,,,,,,,3.0135,,5.0,,1.0,0.0,14.0,3.0,,,,,,,26.0,,19.0,,4.0,,,12.0,,62.0,,24.0,,17.0,6.0,,,0.0002,0.0,,,,,,3.0,17.0,,,1.0,,,,196.0,,1.0,,12.0,,1.0,5.0,,5.0,1.0,,,32.0,,,,5.0,,,1.0,0.0,,,,,1.0,,11.0,,,0.0,,,,2.0,4.0,2.0,10.0,16.0,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
147668,Cameron Brannagan,Midfielder,Liverpool,14,England,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40755,Daniel Sturridge,Forward,Liverpool,14,England,2014-15,61.0,7.0,14.0,4.0759,1.0,4.0,12.0,250.0,4.0,6.0,0.0,3.0,5.0,8.0,8.0,12.0,1.0,31.0,,,10.0914,10.0,,4.0,16.0,1.0,25.0,12.0,2.0,1.0,14.0,2.0,,42.0,238.0,18.0,115.0,1.0,58.0,5.0,,8.0,77.0,405.0,,45.0,,5.0,3.0,1.0,2.0,1.0599,0.0,3.0,32.0,47.0,1.0,24.0,7.0,52.0,2.0,,17.0,2.0,2.0,2.0,750.0,,36.0,11.0,190.0,53.0,9.0,9.0,49.0,51.0,97.0,3.0,4.0,64.0,2.0,,155.0,8.0,4.0,80.0,5.0,0.0,6.0,15.0,,,2.0,3.0,,1.0,4.163,0.0,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
95463,Danny Ward,Goalkeeper,Liverpool,14,Wales,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38454,Dejan Lovren,Defender,Liverpool,14,Croatia,2014-15,77.0,5.0,2.0,0.0945,53.0,1.0,26.0,1390.0,,,,4.0,4.0,2.0,2.0,36.0,3.0,68.0,,1.0,23.1851,2.0,9.0,1.0,15.0,0.0,127.0,26.0,,,2.0,,,8.0,1348.0,11.0,223.0,35.0,273.0,18.0,,73.0,66.0,1782.0,11.0,852.0,,110.0,62.0,,,0.2517,0.0,,13.0,96.0,,,22.0,206.0,,,131.0,6.0,,,2036.0,,163.0,9.0,1111.0,19.0,202.0,28.0,41.0,414.0,240.0,5.0,,637.0,,18.0,332.0,25.0,1.0,109.0,95.0,0.0,1.0,,6.0,48.0,1.0,4.0,49.0,10.0,1.1542,4.0,4.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
112338,Emre Can,Midfielder,Liverpool,14,Germany,2014-15,111.0,4.0,4.0,0.5603,78.0,2.0,27.0,1282.0,1.0,,0.0,4.0,4.0,2.0,2.0,30.0,9.0,131.0,,,24.9802,12.0,14.0,,19.0,0.0,150.0,27.0,1.0,,12.0,15.0,,30.0,1251.0,7.0,288.0,66.0,532.0,29.0,,75.0,176.0,1735.0,72.0,635.0,1.0,82.0,62.0,,2.0,0.8686,1.0,1.0,11.0,133.0,,4.0,23.0,215.0,15.0,,72.0,9.0,1.0,2.0,2065.0,,173.0,32.0,992.0,18.0,78.0,26.0,81.0,114.0,284.0,18.0,1.0,460.0,1.0,12.0,434.0,17.0,,212.0,42.0,0.0,9.0,34.0,4.0,38.0,4.0,4.0,34.0,16.0,0.5073,2.0,11.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
77454,Fabio Borini,Forward,Liverpool,14,Italy,2014-15,45.0,1.0,5.0,1.5096,2.0,1.0,12.0,113.0,1.0,3.0,1.0,,9.0,3.0,3.0,20.0,3.0,13.0,,,4.9297,7.0,,1.0,8.0,1.0,9.0,12.0,1.0,,3.0,3.0,,14.0,103.0,8.0,56.0,1.0,16.0,9.0,,3.0,38.0,180.0,,21.0,,1.0,2.0,,,0.2212,1.0,,13.0,26.0,1.0,7.0,3.0,27.0,3.0,3.0,24.0,,1.0,,392.0,1.0,17.0,3.0,83.0,26.0,,7.0,25.0,27.0,62.0,,0.0,32.0,1.0,1.0,65.0,4.0,1.0,38.0,4.0,0.0,6.0,3.0,,5.0,3.0,,1.0,9.0,1.8858,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
