playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goalKicks,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,expectedGoalsOnTarget,throughBalls,setPiecesGoals,goals,offsides,awayGoals,oboxBlocked,shotsBlockedInBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,handballsConceded,expectedGoalsFreekick,overruns,goalAssists,successfulLayoffs,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesConceded,homeGoals,penaltiesTaken,oboxTarget,iboxBlocked,cornersWon,penaltyGoals,shotsBlockedOutsideBox,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,headedGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,secondGoalAssists,foulWonPenalty
248875,Jérémy Doku,Forward,Man City,43,Belgium,2025-26,153.0,16.0,6.1807,0.0,15.0,23.0,24.0,124.0,30.0,19.0,132.0,42.0,772.0,,11.0,12.0,2.0,16.0,10.0,1784.0,10.0,8.0,171.0,3.0,35.0,167.0,626.0,194.0,,,24.213,54.0,,2.0,18.0,145.0,339.0,61.0,1.0,324.0,8.0,113.0,88.0,30.0,8.0,,64.0,545.0,15.0,43.0,113.0,312.0,4.0,0.0,,770.0,9.0,378.0,15.0,84.0,,49.0,23.0,13.0,14.0,271.0,1319.0,5.0,14.0,2.0,111.0,11.0,2.7346,0.0,8.0,12.0,15.0,5.3634,18.0,,5.0,3.0,3.0,5.0,10.0,3.0,2.0,,,1.0,1.0,,14.0,5.0,13.0,,2.0,,2.0,,,10.0,39.0,,5.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,2.0
554054,Kaden Braithwaite,Defender,Man City,43,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519909,Kian Noble,Defender,Man City,43,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209036,Marc Guéhi,Defender,Man City,43,England,2025-26,112.0,3.0,0.8681,0.0,9.0,46.0,24.0,128.0,35.0,35.0,239.0,14.0,2309.0,37.0,,158.0,14.0,3.0,4.0,3150.0,4.0,55.0,194.0,7.0,22.0,91.0,1993.0,62.0,,2.0,14.963,15.0,9.0,164.0,35.0,57.0,959.0,38.0,0.0,306.0,13.0,839.0,138.0,35.0,15.0,2.0,4.0,958.0,28.0,14.0,22.0,148.0,103.0,0.0,36.0,2208.0,15.0,300.0,31.0,7.0,23.0,394.0,25.0,50.0,77.0,117.0,2808.0,8.0,,34.0,1115.0,12.0,2.0903,6.0,111.0,78.0,8.0,1.884,3.0,,3.0,,3.0,,3.0,2.0,,,,2.0,,,2.0,3.0,3.0,,1.0,,0.0,,,3.0,3.0,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0
122074,Marcus Bettinelli,Goalkeeper,Man City,43,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91651,Mateo Kovacic,Midfielder,Man City,43,Croatia,2025-26,6.0,,0.4361,0.0,,2.0,1.0,10.0,6.0,1.0,13.0,,148.0,1.0,5.0,,,,,126.0,,,6.0,,2.0,6.0,132.0,,,,4.4865,3.0,,4.0,3.0,6.0,60.0,2.0,0.0,12.0,,46.0,10.0,6.0,1.0,,1.0,90.0,3.0,,6.0,12.0,,0.0,1.0,147.0,1.0,21.0,1.0,2.0,,27.0,,2.0,3.0,15.0,178.0,,1.0,1.0,45.0,,0.1619,0.0,3.0,3.0,1.0,,3.0,,,,,1.0,,,,,,,,,,1.0,5.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
465351,Matheus Nunes,Midfielder,Man City,43,Portugal,2025-26,110.0,16.0,2.2402,0.0,2.0,57.0,6.0,178.0,34.0,32.0,235.0,50.0,2157.0,,2.0,69.0,12.0,16.0,1.0,2865.0,1.0,27.0,157.0,7.0,64.0,115.0,1861.0,40.0,26.0,1.0,34.2476,23.0,12.0,100.0,28.0,83.0,339.0,30.0,1.0,267.0,34.0,615.0,169.0,34.0,17.0,1.0,29.0,1169.0,21.0,50.0,47.0,198.0,42.0,0.0,,2110.0,4.0,404.0,40.0,28.0,8.0,835.0,17.0,30.0,61.0,368.0,2886.0,186.0,4.0,32.0,769.0,7.0,0.3479,5.0,57.0,84.0,1.0,1.0071,5.0,,1.0,4.0,0.0,1.0,,1.0,,,,,1.0,,3.0,5.0,7.0,,,1.0,1.0,,,,17.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0
494307,Max Alleyne,Defender,Man City,43,England,2025-26,2.0,,0.0644,0.0,1.0,3.0,2.0,6.0,2.0,2.0,8.0,,128.0,6.0,,3.0,,,1.0,135.0,1.0,,9.0,1.0,1.0,6.0,112.0,3.0,,,1.2181,1.0,3.0,4.0,1.0,2.0,48.0,,0.0,11.0,1.0,32.0,4.0,2.0,,,1.0,57.0,,,2.0,8.0,3.0,0.0,6.0,121.0,1.0,11.0,3.0,3.0,,36.0,,4.0,8.0,12.0,148.0,,1.0,1.0,63.0,,0.259,0.0,2.0,2.0,,0.3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Man City,43,Netherlands,2025-26,18.0,3.0,0.5338,0.0,1.0,8.0,4.0,38.0,18.0,6.0,56.0,1.0,496.0,14.0,12.0,30.0,3.0,3.0,1.0,688.0,1.0,12.0,34.0,1.0,5.0,16.0,433.0,16.0,3.0,,10.744,7.0,,31.0,9.0,6.0,192.0,8.0,0.0,52.0,4.0,171.0,17.0,18.0,3.0,2.0,1.0,226.0,8.0,1.0,1.0,22.0,18.0,0.0,14.0,472.0,3.0,68.0,5.0,,1.0,91.0,3.0,5.0,7.0,42.0,608.0,17.0,2.0,10.0,217.0,2.0,0.7167,1.0,18.0,17.0,2.0,0.3063,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
465694,Nico González,Midfielder,Man City,43,Spain,2025-26,85.0,1.0,1.1148,0.0,2.0,42.0,5.0,101.0,25.0,17.0,127.0,2.0,1316.0,4.0,8.0,61.0,4.0,1.0,,1567.0,,28.0,105.0,3.0,22.0,72.0,1154.0,17.0,,,21.7138,11.0,1.0,44.0,18.0,57.0,488.0,18.0,0.0,190.0,11.0,330.0,90.0,25.0,12.0,,5.0,732.0,15.0,2.0,20.0,129.0,33.0,0.0,3.0,1258.0,3.0,171.0,30.0,12.0,6.0,370.0,30.0,24.0,35.0,128.0,1571.0,5.0,7.0,14.0,458.0,15.0,0.697,6.0,26.0,43.0,9.0,0.2577,1.0,,1.0,,0.0,6.0,3.0,1.0,,,,,1.0,,2.0,,16.0,1.0,1.0,,1.0,,1.0,3.0,3.0,,6.0,,,,,,,,,,,,,,,,1.0,,,,,
472769,Nico O'Reilly,Midfielder,Man City,43,England,2025-26,182.0,9.0,2.686,0.0,15.0,68.0,28.0,150.0,34.0,29.0,187.0,29.0,1354.0,,5.0,97.0,9.0,9.0,9.0,2648.0,9.0,46.0,161.0,4.0,78.0,110.0,1150.0,103.0,25.0,,32.1929,20.0,6.0,72.0,25.0,136.0,487.0,18.0,2.0,343.0,41.0,346.0,109.0,34.0,32.0,,35.0,712.0,21.0,29.0,69.0,246.0,51.0,0.0,,1316.0,13.0,368.0,36.0,24.0,12.0,170.0,45.0,20.0,17.0,351.0,2068.0,151.0,7.0,24.0,464.0,22.0,6.0288,5.0,37.0,64.0,13.0,6.2019,1.0,,5.0,1.0,1.0,2.0,11.0,,3.0,,,,,,3.0,3.0,26.0,1.0,,,4.0,,1.0,11.0,16.0,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,,
438234,Omar Marmoush,Forward,Man City,43,Egypt,2025-26,46.0,,0.791,0.0,9.0,13.0,21.0,21.0,21.0,8.0,21.0,4.0,162.0,,13.0,9.0,,,5.0,699.0,5.0,6.0,46.0,1.0,13.0,43.0,140.0,53.0,,1.0,6.7172,9.0,,2.0,5.0,40.0,43.0,21.0,1.0,92.0,5.0,24.0,20.0,21.0,6.0,,12.0,106.0,4.0,11.0,27.0,83.0,3.0,0.0,,159.0,12.0,75.0,7.0,10.0,2.0,22.0,10.0,2.0,1.0,73.0,322.0,1.0,8.0,,35.0,2.0,2.7184,3.0,,2.0,9.0,1.8609,4.0,,3.0,6.0,0.0,4.0,5.0,3.0,,3.0,3.0,1.0,1.0,0.2525,,3.0,17.0,1.0,,,3.0,,1.0,5.0,7.0,,4.0,8.0,,7.0,,,,,,,,,,,,,,,,,,
209244,Phil Foden,Midfielder,Man City,43,England,2025-26,104.0,4.0,4.768,0.0,19.0,34.0,36.0,114.0,33.0,23.0,143.0,19.0,1210.0,,10.0,24.0,7.0,40.0,6.0,2084.0,6.0,18.0,96.0,5.0,39.0,90.0,1017.0,94.0,,,25.729,49.0,3.0,12.0,19.0,86.0,299.0,31.0,2.0,200.0,13.0,215.0,102.0,33.0,18.0,,22.0,735.0,14.0,79.0,55.0,176.0,6.0,0.0,,1195.0,17.0,320.0,16.0,25.0,3.0,359.0,18.0,9.0,50.0,337.0,1662.0,4.0,10.0,13.0,372.0,6.0,6.1498,4.0,29.0,29.0,19.0,5.8295,13.0,,7.0,3.0,3.0,9.0,10.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0869,1.0,5.0,74.0,6.0,3.0,,4.0,,6.0,10.0,21.0,,9.0,92.0,36.0,53.0,2.0,,,,,,,,,,,,,,,,1.0,
448514,Rayan Aït-Nouri,Defender,Man City,43,Algeria,2025-26,63.0,3.0,2.0228,0.0,2.0,35.0,8.0,44.0,17.0,12.0,57.0,13.0,590.0,,5.0,23.0,4.0,6.0,1.0,976.0,1.0,9.0,81.0,3.0,28.0,67.0,526.0,27.0,7.0,1.0,12.146,10.0,1.0,18.0,8.0,54.0,288.0,10.0,0.0,144.0,10.0,113.0,49.0,17.0,13.0,,20.0,351.0,5.0,16.0,32.0,121.0,14.0,0.0,,580.0,6.0,130.0,22.0,22.0,1.0,34.0,17.0,13.0,7.0,155.0,875.0,56.0,5.0,11.0,188.0,9.0,0.5946,2.0,13.0,21.0,2.0,0.2062,1.0,,,,,1.0,1.0,,,,,,1.0,,2.0,2.0,5.0,1.0,1.0,,,,1.0,1.0,8.0,,1.0,7.0,3.0,3.0,,,,,,,,,,,,,,,,,,
466052,Rayan Cherki,Midfielder,Man City,43,France,2025-26,132.0,10.0,8.6535,0.0,13.0,26.0,32.0,140.0,33.0,19.0,173.0,21.0,1277.0,,14.0,8.0,3.0,24.0,7.0,1786.0,7.0,7.0,112.0,3.0,30.0,111.0,1073.0,148.0,,,25.0579,48.0,,7.0,18.0,125.0,233.0,34.0,1.0,244.0,8.0,296.0,91.0,33.0,8.0,,55.0,843.0,15.0,56.0,89.0,236.0,1.0,0.0,,1228.0,19.0,374.0,18.0,51.0,1.0,377.0,17.0,7.0,31.0,371.0,1758.0,25.0,14.0,6.0,285.0,12.0,4.1327,1.0,33.0,27.0,23.0,4.5593,29.0,,4.0,1.0,3.0,5.0,18.0,4.0,,4.0,4.0,3.0,,0.2285,5.0,12.0,54.0,2.0,4.0,,1.0,,2.0,18.0,27.0,,5.0,55.0,12.0,31.0,,,,,,,,,,,,,,,,,1.0,
580921,Reigan Heskey,Forward,Man City,43,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477064,Rico Lewis,Defender,Man City,43,England,2025-26,20.0,,1.3903,0.0,,5.0,2.0,37.0,11.0,4.0,44.0,2.0,285.0,,7.0,2.0,,,,402.0,,1.0,17.0,,12.0,16.0,232.0,25.0,1.0,,8.5843,6.0,1.0,6.0,7.0,19.0,53.0,9.0,0.0,37.0,3.0,80.0,15.0,11.0,2.0,,2.0,142.0,7.0,2.0,10.0,35.0,1.0,0.0,,280.0,2.0,63.0,3.0,2.0,1.0,99.0,5.0,7.0,9.0,53.0,387.0,33.0,1.0,2.0,99.0,3.0,0.1876,2.0,7.0,5.0,1.0,,4.0,,,,,1.0,,,,,,,,,,1.0,7.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
220566,Rodri,Midfielder,Man City,43,Spain,2025-26,59.0,1.0,2.5875,0.0,3.0,41.0,10.0,119.0,21.0,17.0,160.0,5.0,1618.0,1.0,4.0,50.0,3.0,1.0,2.0,1513.0,2.0,11.0,118.0,3.0,23.0,79.0,1368.0,26.0,,1.0,18.8195,25.0,1.0,41.0,15.0,48.0,515.0,31.0,0.0,177.0,12.0,402.0,107.0,21.0,19.0,,8.0,862.0,12.0,5.0,19.0,127.0,39.0,0.0,1.0,1567.0,7.0,203.0,22.0,7.0,3.0,492.0,14.0,14.0,90.0,209.0,1869.0,3.0,5.0,14.0,597.0,8.0,1.1279,3.0,41.0,47.0,6.0,0.6069,6.0,,1.0,,0.0,4.0,2.0,,,,,1.0,,,1.0,,37.0,,,,1.0,,,2.0,3.0,,4.0,,,,1.0,,,,,,,,,,,,,,,,1.0,
616288,Ryan McAidoo,Forward,Man City,43,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171314,Rúben Dias,Defender,Man City,43,Portugal,2025-26,54.0,3.0,0.6379,0.0,4.0,13.0,7.0,74.0,26.0,24.0,123.0,6.0,1752.0,19.0,2.0,89.0,11.0,3.0,2.0,2140.0,2.0,31.0,82.0,6.0,16.0,24.0,1576.0,8.0,,,25.501,7.0,7.0,117.0,22.0,23.0,507.0,9.0,1.0,136.0,8.0,540.0,73.0,26.0,7.0,3.0,3.0,757.0,16.0,6.0,6.0,47.0,58.0,0.0,19.0,1700.0,3.0,139.0,6.0,3.0,17.0,654.0,15.0,23.0,53.0,51.0,2012.0,5.0,2.0,17.0,875.0,3.0,0.5644,3.0,49.0,45.0,3.0,0.9207,1.0,,2.0,,1.0,,3.0,2.0,,,,,,,,,,,,,1.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
510281,Savinho,Forward,Man City,43,Brazil,2025-26,60.0,6.0,1.622,0.0,11.0,9.0,17.0,53.0,24.0,7.0,64.0,32.0,373.0,,17.0,4.0,2.0,7.0,10.0,821.0,10.0,4.0,41.0,1.0,31.0,41.0,304.0,79.0,,,8.8713,8.0,,6.0,7.0,56.0,94.0,15.0,0.0,101.0,10.0,53.0,39.0,24.0,4.0,,36.0,254.0,6.0,33.0,45.0,97.0,1.0,0.0,,371.0,6.0,171.0,5.0,17.0,,95.0,9.0,5.0,5.0,131.0,598.0,9.0,4.0,4.0,62.0,6.0,2.3254,2.0,11.0,7.0,3.0,1.5875,5.0,,1.0,4.0,0.0,,3.0,,1.0,,,,,,5.0,1.0,12.0,,,,1.0,,,3.0,25.0,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0
566164,Sverre Nypan,Midfielder,Man City,43,Norway,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
