playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,gamesPlayed,setPiecesGoals,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,throughBalls,penaltyGoalsConceded,rightFootGoals,handballsConceded,secondGoalAssists,foulWonPenalty,penaltiesConceded,ownGoalScored,redCards2ndYellow,headedGoals,lastPlayerTackle,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals
17336,Gaël Clichy,Defender,Man City,43,France,2014-15,89.0,1.0,2.0,1.1628,59.0,23.0,,1358.0,1.0,2.0,1.0,1.0,,,,37.0,2.0,92.0,,25.6221,23.0,9.0,,9.0,0.0,137.0,23.0,,5.0,47.0,20.0,,1339.0,5.0,372.0,47.0,,53.0,11.0,1.0,63.0,148.0,1975.0,172.0,1.0,427.0,79.0,72.0,8.0,1.5153,0.0,,5.0,7.0,172.0,3.0,2.0,23.0,251.0,46.0,2.0,61.0,6.0,1.0,8.0,2058.0,,116.0,51.0,1044.0,15.0,27.0,78.0,27.0,52.0,566.0,205.0,20.0,0.0,591.0,1.0,12.0,688.0,25.0,,144.0,24.0,0.0,4.0,24.0,8.0,77.0,1.0,1.0,39.0,8.0,1.1122,1.0,1.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
15157,James Milner,Midfielder,Man City,43,England,2014-15,188.0,12.0,11.0,4.8227,54.0,32.0,1.0,1008.0,5.0,7.0,2.0,7.0,14.0,4.0,4.0,68.0,3.0,97.0,12.0,21.2731,45.0,3.0,5.0,27.0,1.0,117.0,32.0,,11.0,100.0,61.0,1.0,973.0,16.0,412.0,45.0,1.0,215.0,28.0,29.0,33.0,225.0,1482.0,12.0,1.0,223.0,30.0,32.0,15.0,4.1307,0.0,0.0766,7.0,27.0,177.0,7.0,34.0,18.0,207.0,69.0,57.0,107.0,3.0,2.0,26.0,1742.0,,136.0,59.0,768.0,133.0,1.0,13.0,19.0,120.0,268.0,324.0,30.0,3.0,300.0,2.0,9.0,604.0,16.0,5.0,217.0,39.0,0.0,32.0,19.0,4.0,23.0,7.0,7.0,10.0,17.0,5.116,6.0,8.0,2.0,4.0,4.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
17740,Jesús Navas,Defender,Man City,43,Spain,2014-15,132.0,13.0,17.0,2.9573,35.0,35.0,,1338.0,,8.0,,4.0,12.0,17.0,17.0,38.0,3.0,99.0,32.0,27.286,71.0,,9.0,28.0,0.0,177.0,35.0,,13.0,181.0,44.0,,1319.0,16.0,459.0,25.0,,563.0,22.0,46.0,25.0,362.0,1907.0,17.0,2.0,291.0,19.0,41.0,26.0,7.609,0.0,,7.0,33.0,177.0,8.0,37.0,23.0,196.0,134.0,94.0,53.0,5.0,,61.0,2248.0,2.0,114.0,69.0,1117.0,185.0,,8.0,29.0,94.0,116.0,246.0,31.0,,297.0,,10.0,912.0,26.0,9.0,193.0,15.0,0.0,57.0,37.0,,19.0,5.0,4.0,12.0,15.0,3.01,3.0,4.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15749,Joe Hart,Goalkeeper,Man City,43,England,2014-15,3.0,,,,,36.0,,804.0,,,,,,,,2.0,6.0,2.0,,35.0694,,66.0,,4.0,0.0,285.0,36.0,,,,1.0,,391.0,,432.0,,,87.0,,,180.0,,1154.0,,,273.0,419.0,87.0,,0.0278,0.0,,,,2.0,,,36.0,421.0,,,18.0,14.0,,,3240.0,,18.0,1.0,203.0,,,36.0,34.0,1.0,75.0,21.0,,,642.0,,,110.0,28.0,,3.0,16.0,0.0,,,,,,,219.0,,,1.0,,1.0,,,,,,,,,,,1.0,46.0,36.0,228.0,11.0,2.0,1.0,30.0,87.0,7.0,3.0,4.0,249.0,139.0,23.0,51.0,,
114323,José Pozo,Midfielder,Man City,43,Spain,2014-15,13.0,1.0,2.0,0.4936,,3.0,,21.0,,4.0,,,2.0,1.0,1.0,5.0,,2.0,,0.0806,2.0,,1.0,2.0,0.0,4.0,3.0,,1.0,1.0,5.0,,20.0,,11.0,,,5.0,2.0,,,10.0,40.0,1.0,,4.0,,,,0.2322,0.0,,,2.0,1.0,,2.0,1.0,1.0,1.0,,5.0,,1.0,,137.0,1.0,2.0,2.0,20.0,3.0,,,,8.0,4.0,15.0,2.0,,2.0,1.0,,16.0,,1.0,10.0,,0.0,2.0,,,,2.0,,,,0.4871,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15312,Martín Demichelis,Defender,Man City,43,Argentina,2014-15,132.0,2.0,2.0,0.6079,62.0,31.0,,1375.0,1.0,,1.0,,3.0,1.0,1.0,63.0,4.0,73.0,,31.0585,5.0,4.0,2.0,9.0,0.0,140.0,31.0,,1.0,,6.0,,1357.0,4.0,189.0,36.0,,376.0,33.0,,51.0,74.0,1759.0,3.0,,668.0,53.0,70.0,,0.4294,0.0,,,6.0,122.0,,1.0,28.0,175.0,,,147.0,9.0,,,2559.0,,157.0,17.0,1149.0,21.0,,172.0,30.0,69.0,369.0,289.0,10.0,0.0,556.0,,26.0,532.0,26.0,2.0,142.0,84.0,0.0,1.0,4.0,9.0,74.0,,,32.0,18.0,0.4423,6.0,,2.0,,2.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
20658,Pablo Zabaleta,Defender,Man City,43,Argentina,2014-15,117.0,5.0,2.0,0.9922,106.0,29.0,,1447.0,1.0,1.0,1.0,3.0,,,,26.0,5.0,126.0,,29.4699,22.0,3.0,2.0,14.0,0.0,115.0,29.0,,6.0,39.0,23.0,,1432.0,5.0,334.0,77.0,,532.0,30.0,,40.0,195.0,2157.0,223.0,,473.0,59.0,68.0,9.0,3.1552,1.0,,3.0,7.0,153.0,4.0,5.0,29.0,212.0,39.0,,79.0,11.0,1.0,9.0,2586.0,,179.0,62.0,1195.0,67.0,35.0,84.0,29.0,91.0,108.0,296.0,29.0,0.0,612.0,1.0,29.0,771.0,24.0,2.0,217.0,53.0,0.0,22.0,6.0,7.0,56.0,,3.0,20.0,22.0,1.4258,6.0,1.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
28554,Samir Nasri,Midfielder,Man City,43,France,2014-15,99.0,18.0,10.0,2.0799,22.0,24.0,,1229.0,2.0,9.0,1.0,4.0,6.0,4.0,4.0,11.0,2.0,57.0,16.0,16.0312,46.0,,14.0,8.0,0.0,77.0,24.0,1.0,4.0,65.0,59.0,2.0,1200.0,6.0,266.0,19.0,2.0,318.0,12.0,39.0,14.0,222.0,1555.0,28.0,,214.0,6.0,22.0,2.0,3.6928,0.0,0.1627,6.0,16.0,115.0,6.0,35.0,18.0,121.0,23.0,65.0,11.0,2.0,4.0,18.0,1578.0,3.0,57.0,43.0,1094.0,85.0,,2.0,17.0,88.0,380.0,156.0,16.0,1.0,309.0,4.0,3.0,912.0,15.0,14.0,145.0,,0.0,14.0,27.0,,8.0,15.0,4.0,2.0,12.0,2.2249,5.0,8.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
37572,Sergio Agüero,Forward,Man City,43,Argentina,2014-15,202.0,33.0,62.0,26.1681,22.0,33.0,,835.0,26.0,33.0,13.0,12.0,3.0,28.0,28.0,22.0,6.0,134.0,,30.304,25.0,,21.0,25.0,5.0,77.0,33.0,7.0,62.0,14.0,151.0,,806.0,53.0,364.0,18.0,,210.0,18.0,,17.0,232.0,1413.0,6.0,6.0,101.0,2.0,14.0,2.0,4.8478,0.0,,11.0,115.0,120.0,8.0,51.0,30.0,122.0,14.0,,30.0,5.0,8.0,2.0,2539.0,10.0,142.0,25.0,696.0,264.0,,2.0,31.0,180.0,231.0,344.0,7.0,13.0,162.0,8.0,4.0,614.0,25.0,21.0,314.0,8.0,0.0,31.0,87.0,,13.0,12.0,12.0,,5.0,24.6233,4.0,4.0,2.0,18.0,4.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,5.0
50442,Stevan Jovetic,Forward,Man City,43,Montenegro,2014-15,72.0,11.0,12.0,2.5598,9.0,17.0,,500.0,5.0,2.0,1.0,4.0,8.0,4.0,4.0,12.0,,45.0,1.0,6.3695,12.0,1.0,7.0,15.0,2.0,37.0,17.0,3.0,12.0,8.0,29.0,,489.0,15.0,145.0,7.0,,69.0,16.0,1.0,10.0,123.0,669.0,1.0,,77.0,5.0,4.0,2.0,1.6093,0.0,,4.0,27.0,84.0,3.0,33.0,9.0,89.0,7.0,3.0,19.0,,3.0,2.0,787.0,1.0,52.0,28.0,401.0,58.0,,3.0,7.0,60.0,167.0,124.0,8.0,4.0,141.0,3.0,2.0,336.0,7.0,7.0,105.0,7.0,0.0,9.0,21.0,1.0,8.0,9.0,4.0,1.0,8.0,3.0966,0.0,6.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
171173,Thierry Ambrose,Forward,Man City,43,Guadeloupe,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17476,Vincent Kompany,Defender,Man City,43,Belgium,2014-15,76.0,,,,35.0,25.0,,1232.0,,,,,2.0,,,24.0,4.0,55.0,,21.8696,4.0,9.0,,8.0,0.0,137.0,25.0,,,,5.0,,1218.0,6.0,170.0,28.0,,426.0,34.0,,78.0,48.0,1481.0,2.0,,711.0,71.0,50.0,,0.9345,0.0,,1.0,6.0,86.0,,,23.0,157.0,,,62.0,5.0,,,2032.0,,93.0,14.0,997.0,16.0,,99.0,23.0,52.0,305.0,169.0,3.0,,453.0,,7.0,364.0,19.0,,107.0,38.0,0.0,1.0,12.0,14.0,45.0,2.0,,30.0,19.0,0.4693,7.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
57001,Wilfried Bony,Forward,Man City,43,Cote d’Ivoire,2014-15,153.0,20.0,35.0,8.9293,7.0,30.0,,615.0,11.0,11.0,5.0,4.0,12.0,10.0,10.0,68.0,1.0,68.0,,16.9552,23.0,,12.0,38.0,1.0,50.0,30.0,,8.0,3.0,58.0,1.0,596.0,34.0,243.0,7.0,1.0,134.0,38.0,,14.0,194.0,944.0,,4.0,147.0,6.0,20.0,,1.8298,1.0,0.0916,1.0,69.0,132.0,3.0,79.0,18.0,138.0,3.0,,136.0,2.0,8.0,,1598.0,7.0,136.0,19.0,463.0,91.0,,36.0,18.0,85.0,141.0,289.0,6.0,6.0,146.0,8.0,,330.0,17.0,12.0,153.0,68.0,0.0,11.0,24.0,4.0,4.0,11.0,4.0,1.0,5.0,7.4799,3.0,11.0,2.0,11.0,4.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0
20310,Willy Caballero,Goalkeeper,Man City,43,Argentina,2014-15,,,,,,2.0,,33.0,,,,,,,,,,,,3.3453,,2.0,,,0.0,20.0,2.0,,,,,,19.0,,13.0,,,4.0,,,9.0,,57.0,,,17.0,13.0,2.0,,0.0009,0.0,,,,,,,2.0,13.0,,,,,,,180.0,,,,11.0,,,2.0,4.0,,7.0,,,,22.0,,,3.0,4.0,,,,0.0,,,,,,,10.0,,,0.0,,2.0,,,,,,,,,,,,3.0,3.0,7.0,,2.0,,1.0,6.0,,,,19.0,1.0,2.0,3.0,,
14664,Yaya Touré,Midfielder,Man City,43,Cote d’Ivoire,2014-15,138.0,25.0,27.0,7.511,29.0,29.0,,2412.0,10.0,,6.0,13.0,2.0,8.0,8.0,31.0,5.0,97.0,,23.7083,32.0,,12.0,18.0,6.0,170.0,29.0,3.0,10.0,3.0,48.0,6.0,2358.0,37.0,365.0,23.0,6.0,757.0,33.0,,112.0,243.0,2777.0,3.0,3.0,700.0,56.0,53.0,3.0,3.843,0.0,0.4694,7.0,64.0,212.0,1.0,55.0,27.0,268.0,3.0,,68.0,10.0,9.0,3.0,2355.0,,134.0,33.0,2032.0,85.0,,22.0,24.0,107.0,682.0,272.0,13.0,4.0,730.0,9.0,6.0,1447.0,19.0,12.0,204.0,37.0,0.0,17.0,51.0,5.0,16.0,5.0,13.0,7.0,18.0,6.7998,5.0,19.0,2.0,7.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
