playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,gamesPlayed,setPiecesGoals,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,throughBalls,penaltyGoalsConceded,rightFootGoals,handballsConceded,secondGoalAssists,foulWonPenalty,penaltiesConceded,ownGoalScored,redCards2ndYellow,headedGoals,lastPlayerTackle,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals
42593,Aleksandar Kolarov,Defender,Man City,43,Serbia,2014-15,88.0,11.0,8.0,1.483,39.0,21.0,2.0,813.0,2.0,2.0,0.0,9.0,5.0,2.0,2.0,20.0,4.0,72.0,15.0,13.8314,20.0,6.0,2.0,19.0,0.0,108.0,21.0,2.0,18.0,73.0,30.0,8.0,798.0,8.0,294.0,27.0,8.0,17.0,23.0,11.0,42.0,147.0,1315.0,116.0,2.0,268.0,61.0,31.0,17.0,2.5476,0.0,0.5682,4.0,16.0,97.0,3.0,2.0,16.0,158.0,60.0,26.0,45.0,9.0,4.0,33.0,1486.0,1.0,97.0,33.0,613.0,38.0,18.0,32.0,12.0,68.0,377.0,185.0,12.0,2.0,272.0,4.0,12.0,420.0,8.0,2.0,140.0,25.0,0.0,31.0,14.0,5.0,42.0,1.0,9.0,21.0,14.0,1.1305,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145235,Angeliño,Defender,Man City,43,Spain,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37748,Bacary Sagna,Defender,Man City,43,France,2014-15,42.0,,,,20.0,9.0,,462.0,,,,,1.0,,,26.0,1.0,25.0,,8.9448,9.0,3.0,,4.0,0.0,31.0,9.0,,,16.0,6.0,,459.0,1.0,120.0,14.0,,186.0,5.0,,16.0,80.0,680.0,85.0,,141.0,25.0,19.0,3.0,0.7846,0.0,,,1.0,55.0,,1.0,8.0,80.0,16.0,,66.0,2.0,,3.0,740.0,,65.0,18.0,366.0,12.0,11.0,36.0,9.0,16.0,19.0,107.0,8.0,,177.0,,6.0,244.0,8.0,,41.0,40.0,0.0,5.0,2.0,4.0,6.0,,,13.0,4.0,0.0207,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20664,David Silva,Midfielder,Man City,43,Spain,2014-15,206.0,21.0,27.0,10.5643,46.0,32.0,,2146.0,12.0,2.0,4.0,9.0,,12.0,12.0,25.0,6.0,142.0,8.0,32.0213,86.0,1.0,12.0,45.0,3.0,188.0,32.0,11.0,18.0,48.0,92.0,4.0,2116.0,18.0,507.0,36.0,4.0,511.0,37.0,20.0,44.0,399.0,2673.0,8.0,,439.0,19.0,26.0,4.0,9.5686,0.0,0.362,4.0,45.0,288.0,7.0,92.0,32.0,307.0,23.0,30.0,42.0,5.0,3.0,14.0,2659.0,3.0,159.0,74.0,1795.0,209.0,,8.0,32.0,181.0,554.0,365.0,28.0,8.0,682.0,3.0,10.0,1414.0,26.0,12.0,323.0,17.0,0.0,24.0,51.0,3.0,21.0,15.0,9.0,3.0,28.0,8.3329,8.0,39.0,3.0,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
80235,Dedryck Boyata,Defender,Man City,43,Belgium,2014-15,3.0,,,,3.0,2.0,,47.0,,,,,1.0,,,,,6.0,,0.7748,,,,2.0,0.0,11.0,2.0,,,,,,47.0,,6.0,2.0,,24.0,3.0,,1.0,,69.0,,,30.0,2.0,4.0,,0.0026,0.0,,,,4.0,,,1.0,6.0,,,4.0,,,,91.0,,10.0,1.0,40.0,,,10.0,1.0,3.0,6.0,13.0,1.0,,17.0,,1.0,11.0,1.0,,9.0,4.0,0.0,,1.0,1.0,2.0,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42544,Edin Dzeko,Forward,Man City,43,Bosnia & Herzegovina,2014-15,98.0,11.0,13.0,4.6493,10.0,22.0,,365.0,4.0,6.0,3.0,3.0,11.0,9.0,9.0,36.0,3.0,27.0,,9.2323,9.0,,8.0,9.0,1.0,31.0,22.0,2.0,17.0,9.0,47.0,,357.0,19.0,172.0,8.0,,81.0,13.0,,8.0,109.0,567.0,1.0,1.0,77.0,6.0,11.0,,0.7381,0.0,,3.0,32.0,78.0,2.0,32.0,11.0,84.0,9.0,,76.0,1.0,,,932.0,4.0,67.0,18.0,273.0,88.0,,14.0,9.0,62.0,99.0,165.0,9.0,1.0,76.0,,2.0,204.0,6.0,8.0,89.0,40.0,0.0,15.0,9.0,2.0,5.0,10.0,3.0,3.0,4.0,4.1868,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
57112,Eliaquim Mangala,Defender,Man City,43,France,2014-15,94.0,3.0,3.0,0.5054,43.0,25.0,,912.0,,,,,1.0,3.0,3.0,38.0,4.0,59.0,,24.3386,3.0,3.0,3.0,8.0,0.0,121.0,25.0,,2.0,,18.0,,900.0,8.0,136.0,33.0,,181.0,21.0,,32.0,77.0,1252.0,5.0,,580.0,39.0,41.0,,0.828,1.0,,2.0,11.0,65.0,2.0,1.0,24.0,104.0,,,92.0,11.0,,,2189.0,,113.0,17.0,776.0,23.0,,148.0,22.0,56.0,276.0,207.0,10.0,,378.0,,10.0,228.0,18.0,3.0,115.0,54.0,0.0,,8.0,14.0,40.0,,,20.0,9.0,1.2359,3.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
27789,Fernandinho,Midfielder,Man City,43,Brazil,2014-15,203.0,6.0,8.0,2.7386,94.0,33.0,,1734.0,3.0,,1.0,1.0,8.0,3.0,3.0,34.0,6.0,152.0,,31.7209,27.0,1.0,5.0,23.0,1.0,202.0,33.0,,5.0,4.0,42.0,,1710.0,9.0,268.0,71.0,,475.0,61.0,,50.0,181.0,2154.0,3.0,,531.0,34.0,45.0,2.0,3.3204,0.0,,1.0,17.0,166.0,3.0,9.0,25.0,200.0,4.0,,77.0,5.0,2.0,2.0,2273.0,2.0,195.0,56.0,1484.0,36.0,,48.0,33.0,169.0,469.0,398.0,34.0,2.0,609.0,2.0,23.0,1005.0,27.0,5.0,321.0,43.0,0.0,7.0,35.0,6.0,60.0,13.0,1.0,8.0,38.0,2.3147,7.0,13.0,3.0,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
52538,Fernando,Midfielder,Man City,43,Brazil,2014-15,121.0,4.0,2.0,1.5203,35.0,25.0,,1191.0,2.0,,1.0,4.0,3.0,,,39.0,1.0,52.0,,17.1177,11.0,5.0,,9.0,0.0,126.0,25.0,,1.0,,18.0,,1181.0,4.0,134.0,28.0,,400.0,28.0,,50.0,99.0,1429.0,3.0,,449.0,22.0,47.0,2.0,0.901,0.0,,,6.0,84.0,2.0,9.0,22.0,106.0,,,78.0,9.0,,2.0,1880.0,,91.0,27.0,1035.0,14.0,1.0,46.0,17.0,82.0,404.0,212.0,22.0,1.0,288.0,,7.0,638.0,16.0,,134.0,39.0,0.0,,8.0,11.0,40.0,5.0,4.0,8.0,16.0,1.7211,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,Frank Lampard,Midfielder,Man City,43,England,2014-15,45.0,10.0,13.0,3.9004,25.0,32.0,,699.0,6.0,,3.0,7.0,22.0,6.0,6.0,6.0,1.0,44.0,,9.6849,14.0,,3.0,10.0,3.0,56.0,32.0,2.0,3.0,4.0,20.0,2.0,683.0,9.0,144.0,15.0,2.0,167.0,7.0,,26.0,129.0,857.0,1.0,,218.0,14.0,25.0,,1.2071,0.0,0.1366,,22.0,90.0,1.0,30.0,10.0,104.0,4.0,,12.0,,1.0,,989.0,1.0,50.0,29.0,569.0,42.0,,5.0,7.0,39.0,205.0,95.0,11.0,3.0,198.0,1.0,10.0,377.0,6.0,3.0,83.0,6.0,0.0,3.0,9.0,3.0,12.0,10.0,7.0,1.0,6.0,3.3094,1.0,5.0,1.0,3.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
