playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,timePlayed,duelsWon,groundDuelsWon,successfulShortPasses,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,leftsidePasses,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,setPiecesGoals,goalAssists,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,putthroughBlockedDistribution,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,ownGoalScored,successfulLaunches,totalClearances,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,leftFootGoals,unsuccessfulDribbles,freekickTotal,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,offsides,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulCornersIntoBox,hitWoodwork,secondGoalAssists,foulWonPenalty,unsuccessfulLayoffs,penaltiesConceded,rightFootGoals,headedGoals,penaltiesTaken,penaltyGoals,goalkeeperSmother,crossesNotClaimed
178871,Aleix García,Midfielder,Man City,43,Spain,2016-17,2.0,0.0332,0.0,3.0,3.0,4.0,3.0,1.0,7.0,1.0,97.0,3.0,1.0,75.0,8.0,7.0,86.0,0.4498,1.0,2.0,2.0,36.0,4.0,0.0,10.0,14.0,8.0,4.0,1.0,51.0,2.0,1.0,1.0,9.0,1.0,0.0,96.0,11.0,2.0,33.0,4.0,4.0,14.0,113.0,1.0,1.0,39.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42593,Aleksandar Kolarov,Defender,Man City,43,Serbia,2016-17,102.0,1.9397,0.0,46.0,137.0,29.0,1.0,27.0,289.0,15.0,1860.0,2.0,123.0,2533.0,185.0,103.0,1450.0,21.7532,14.0,27.0,61.0,817.0,38.0,0.0,287.0,635.0,166.0,29.0,13.0,750.0,24.0,15.0,15.0,164.0,82.0,0.0,1807.0,360.0,33.0,205.0,46.0,121.0,203.0,2419.0,,92.0,833.0,6.0,152.0,74.0,9.0,0.4921,7.0,10.0,1.8701,25.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,8.0,8.0,12.0,1.0,1.0,41.0,3.0,26.0,2.0,24.0,17.0,1.0,1.0,23.0,156.0,1.0,9.0,0.0,8.0,1.0,8.0,7.0,1.0,15.0,8.0,22.0,10.0,7.0,34.0,93.0,6.0,17.0,1.0,1.2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107265,Angus Gunn,Goalkeeper,Man City,43,Scotland,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37748,Bacary Sagna,Defender,Man City,43,France,2016-17,42.0,0.7514,0.0,23.0,63.0,17.0,6.0,14.0,94.0,23.0,831.0,3.0,68.0,1345.0,73.0,34.0,715.0,10.2982,7.0,14.0,13.0,59.0,8.0,0.0,115.0,258.0,60.0,17.0,9.0,359.0,12.0,23.0,4.0,47.0,39.0,0.0,822.0,137.0,14.0,354.0,20.0,22.0,160.0,1115.0,1.0,26.0,381.0,2.0,31.0,34.0,3.0,,1.0,1.0,,3.0,,,1.0,,,1.0,,6.0,,3.0,1.0,1.0,29.0,2.0,12.0,,11.0,8.0,,,3.0,48.0,,4.0,,,,1.0,,,2.0,6.0,3.0,3.0,,3.0,114.0,1.0,1.0,,0.1088,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33148,Claudio Bravo,Goalkeeper,Man City,43,Chile,2016-17,5.0,0.0141,0.0,,3.0,22.0,,22.0,182.0,,664.0,,6.0,1969.0,10.0,5.0,382.0,18.3081,,26.0,4.0,111.0,3.0,0.0,15.0,375.0,180.0,22.0,,38.0,24.0,,,9.0,5.0,0.0,473.0,186.0,,178.0,,100.0,,829.0,1.0,109.0,444.0,0.0,179.0,44.0,,,,,,,,,,,,,,5.0,,,,,1.0,2.0,,,,,,,25.0,18.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,1.0,11.0,15.0,121.0,5.0,1.0,1.0,10.0,33.0,3.0,164.0,49.0,5.0,18.0,,,,,,,,,,,,
20664,David Silva,Midfielder,Man City,43,Spain,2016-17,174.0,10.0964,0.0,44.0,239.0,34.0,106.0,31.0,265.0,32.0,2074.0,3.0,48.0,2766.0,158.0,142.0,1759.0,26.7733,75.0,32.0,142.0,558.0,54.0,1.0,332.0,629.0,184.0,34.0,11.0,1376.0,30.0,87.0,77.0,284.0,16.0,0.0,2024.0,480.0,33.0,503.0,16.0,50.0,384.0,2647.0,11.0,9.0,471.0,6.0,26.0,39.0,8.0,0.1078,12.0,17.0,4.8624,36.0,26.0,,7.0,4.0,1.0,5.0,87.0,4.0,4.0,38.0,9.0,9.0,32.0,2.0,78.0,26.0,178.0,,2.0,,2.0,21.0,7.0,36.0,3.0,4.0,4.0,23.0,1.0,7.0,19.0,22.0,46.0,4.0,1.0,29.0,12.0,5.0,20.0,1.0,5.4173,5.0,,,,,,,,,,,,,,,,47.0,1.0,3.0,1.0,5.0,,,,,,,
41823,Fabian Delph,Midfielder,Man City,43,England,2016-17,15.0,0.2239,0.0,7.0,11.0,7.0,6.0,2.0,15.0,1.0,225.0,5.0,7.0,220.0,18.0,14.0,207.0,2.4167,2.0,4.0,12.0,71.0,5.0,0.0,33.0,43.0,17.0,7.0,4.0,117.0,4.0,1.0,3.0,26.0,4.0,0.0,224.0,22.0,3.0,70.0,7.0,3.0,41.0,270.0,,1.0,93.0,1.0,4.0,3.0,,,1.0,2.0,0.6715,5.0,,,,1.0,0.0,1.0,,,1.0,,,,3.0,,5.0,,4.0,,,,,4.0,,2.0,1.0,1.0,1.0,1.0,,,3.0,2.0,2.0,1.0,,6.0,,1.0,5.0,,0.2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27789,Fernandinho,Midfielder,Man City,43,Brazil,2016-17,197.0,3.0998,2.0,81.0,215.0,32.0,35.0,31.0,290.0,17.0,2179.0,1.0,104.0,2754.0,197.0,145.0,1781.0,23.8225,32.0,26.0,145.0,511.0,36.0,1.0,394.0,735.0,199.0,32.0,26.0,1191.0,24.0,17.0,42.0,290.0,52.0,2.0,2140.0,396.0,55.0,699.0,62.0,108.0,234.0,2731.0,,25.0,705.0,4.0,75.0,68.0,7.0,,9.0,11.0,1.988,27.0,14.0,,1.0,2.0,1.0,7.0,,10.0,5.0,7.0,4.0,4.0,52.0,2.0,64.0,,53.0,10.0,2.0,,7.0,60.0,2.0,36.0,1.0,5.0,,10.0,,2.0,16.0,14.0,30.0,5.0,,48.0,52.0,7.0,38.0,,2.6577,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,,,,
52538,Fernando,Midfielder,Man City,43,Brazil,2016-17,38.0,0.3283,0.0,21.0,36.0,15.0,9.0,5.0,42.0,,371.0,10.0,34.0,560.0,47.0,29.0,312.0,6.2729,3.0,10.0,22.0,111.0,7.0,0.0,85.0,86.0,32.0,15.0,7.0,199.0,8.0,,2.0,51.0,18.0,0.0,364.0,51.0,14.0,123.0,14.0,17.0,51.0,483.0,1.0,5.0,130.0,3.0,6.0,16.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,16.0,2.0,13.0,,4.0,,,,1.0,31.0,1.0,8.0,,,,,,1.0,1.0,1.0,1.0,,,11.0,6.0,,9.0,,0.1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205651,Gabriel Jesus,Forward,Man City,43,Brazil,2016-17,45.0,1.216,0.0,5.0,46.0,10.0,30.0,8.0,46.0,1.0,242.0,2.0,22.0,650.0,41.0,33.0,190.0,3.6017,6.0,5.0,31.0,50.0,17.0,2.0,86.0,43.0,23.0,10.0,,144.0,4.0,1.0,19.0,64.0,8.0,0.0,232.0,83.0,5.0,67.0,2.0,6.0,82.0,356.0,3.0,,53.0,2.0,,7.0,1.0,,3.0,13.0,5.8373,21.0,2.0,,4.0,7.0,3.0,,,2.0,,1.0,6.0,6.0,14.0,1.0,10.0,,52.0,,,,,1.0,3.0,6.0,4.0,,2.0,7.0,,3.0,8.0,5.0,12.0,,,11.0,1.0,,5.0,1.0,6.8187,9.0,,,,,,,,,,,,,,,,,,,,1.0,,4.0,1.0,1.0,1.0,,
