playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,throughBalls,successfulLayoffs,successfulCrossesAndCorners,handballsConceded,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,foulWonPenalty,cornersTakenInclShortCorners,rightFootGoals,setPiecesGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,unsuccessfulLayoffs,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,clearancesOffTheLine,otherGoals
205651,Gabriel Jesus,Forward,Man City,43,Brazil,2018-19,0.0,0.0,1.0,99.0,1.1504,6.0,25.0,5.0,8.5273,10.0,37.0,61.0,29.0,3.0,8.0,63.0,4.0,357.0,7.0,13.0,2.0,1.0,21.0,55.0,1.0,,18.0,1011.0,18.0,40.0,65.0,2.0,26.0,50.0,290.0,106.0,,2.0,9.2585,18.0,,3.0,11.0,5.0,59.0,103.0,18.0,3.0,164.0,14.0,5.0,52.0,39.0,29.0,,7.0,15.0,235.0,9.0,2.0,4.0,45.0,5.0,109.0,15.0,344.0,12.0,16.0,150.0,3.0,22.0,2.0,84.0,12.0,3.0,4.0,118.0,599.0,,4.0,1.0,,59.0,5.0,11.4571,2.0,11.0,,,2.0,38.0,,2.0,,2.0,,,,3.0,,,,1.0,,6.0,,,,,,,,,,,,,,,,1.0,1.0,,
59859,Ilkay Gündogan,Midfielder,Man City,43,Germany,2018-19,0.0,0.0,3.0,81.0,5.1653,15.0,11.0,2.0,3.3158,19.0,28.0,156.0,31.0,3.0,23.0,183.0,13.0,1994.0,6.0,,2.0,9.0,8.0,50.0,9.0,2.0,3.0,2135.0,3.0,24.0,85.0,2.0,23.0,59.0,1737.0,49.0,,1.0,14.9369,40.0,2.0,18.0,15.0,6.0,57.0,594.0,23.0,0.0,166.0,9.0,4.0,406.0,154.0,31.0,2.0,7.0,4.0,1258.0,13.0,1.0,69.0,20.0,6.0,116.0,26.0,1955.0,17.0,9.0,313.0,12.0,19.0,3.0,633.0,13.0,28.0,74.0,361.0,2371.0,5.0,6.0,9.0,7.0,582.0,11.0,4.0591,27.0,32.0,1.0,5.0,17.0,34.0,29.0,,19.0,1.0,47.0,,81.0,4.0,1.0,2.0,2.0,1.0,0.1579,,,,,,,,,,,,,,,,,,,,
97299,John Stones,Defender,Man City,43,England,2018-19,0.0,0.0,1.0,46.0,0.7592,,1.0,,0.0204,16.0,5.0,72.0,24.0,,20.0,102.0,1.0,1751.0,,1.0,,,4.0,89.0,9.0,,1.0,1763.0,1.0,30.0,88.0,1.0,11.0,29.0,1546.0,13.0,,4.0,16.6051,5.0,4.0,60.0,15.0,,16.0,444.0,7.0,0.0,134.0,6.0,,458.0,114.0,24.0,,5.0,2.0,720.0,14.0,,1.0,5.0,,45.0,59.0,1736.0,4.0,1.0,108.0,11.0,6.0,9.0,749.0,6.0,14.0,103.0,100.0,1915.0,13.0,2.0,,16.0,930.0,3.0,0.3422,30.0,39.0,,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,
61366,Kevin De Bruyne,Midfielder,Man City,43,Belgium,2018-19,0.0,0.0,2.0,56.0,3.296,9.0,12.0,7.0,1.6773,22.0,22.0,97.0,19.0,2.0,11.0,118.0,37.0,725.0,2.0,1.0,0.0,6.0,8.0,17.0,3.0,6.0,4.0,945.0,4.0,11.0,62.0,1.0,34.0,56.0,562.0,42.0,,,5.6124,34.0,,2.0,3.0,3.0,45.0,156.0,15.0,1.0,118.0,12.0,2.0,200.0,61.0,19.0,6.0,7.0,8.0,456.0,2.0,,70.0,21.0,3.0,101.0,6.0,698.0,10.0,18.0,250.0,15.0,19.0,1.0,225.0,10.0,3.0,45.0,144.0,1012.0,7.0,7.0,6.0,2.0,172.0,10.0,1.3667,21.0,11.0,,9.0,10.0,9.0,21.0,,11.0,1.0,25.0,,51.0,1.0,,3.0,3.0,,0.1875,1.0,,,,,,,,,,,,,,,,,,,
58621,Kyle Walker,Defender,Man City,43,England,2018-19,0.0,0.0,3.0,82.0,2.3544,9.0,4.0,5.0,0.5911,40.0,12.0,150.0,33.0,1.0,30.0,236.0,54.0,2389.0,1.0,4.0,0.0,8.0,3.0,70.0,17.0,3.0,,2777.0,,25.0,117.0,2.0,49.0,72.0,2036.0,33.0,23.0,4.0,18.5303,23.0,10.0,50.0,17.0,1.0,57.0,271.0,14.0,1.0,199.0,14.0,1.0,699.0,170.0,33.0,3.0,14.0,16.0,1293.0,15.0,,55.0,28.0,1.0,129.0,45.0,2361.0,8.0,16.0,379.0,26.0,18.0,5.0,1104.0,15.0,36.0,117.0,315.0,2957.0,170.0,1.0,8.0,40.0,864.0,10.0,0.7848,86.0,63.0,,4.0,4.0,,4.0,,,,,,1.0,1.0,,2.0,2.0,1.0,0.1199,,,,,,,1.0,,,,,,,,,,,,1.0,
182156,Leroy Sané,Forward,Man City,43,Germany,2018-19,0.0,0.0,1.0,143.0,7.151,16.0,24.0,6.0,8.9062,24.0,40.0,126.0,31.0,10.0,21.0,132.0,51.0,847.0,10.0,18.0,5.0,7.0,10.0,33.0,5.0,4.0,10.0,1865.0,10.0,23.0,103.0,2.0,54.0,93.0,711.0,194.0,1.0,2.0,13.7794,30.0,,2.0,14.0,9.0,120.0,366.0,14.0,2.0,246.0,19.0,5.0,135.0,91.0,31.0,4.0,9.0,47.0,611.0,12.0,,82.0,91.0,9.0,213.0,10.0,836.0,16.0,41.0,387.0,15.0,55.0,2.0,57.0,9.0,8.0,4.0,289.0,1345.0,4.0,10.0,7.0,3.0,120.0,3.0,6.7477,6.0,15.0,,5.0,7.0,15.0,16.0,1.0,11.0,8.0,30.0,1.0,50.0,1.0,,5.0,5.0,3.0,0.4484,,,,,,,,,,,,,,,,,,,,1.0
57410,Nicolás Otamendi,Defender,Man City,43,Argentina,2018-19,0.0,0.0,1.0,35.0,0.2073,1.0,3.0,,0.4509,24.0,14.0,60.0,18.0,,14.0,93.0,1.0,1245.0,,,,,4.0,66.0,9.0,1.0,2.0,1234.0,2.0,25.0,70.0,1.0,7.0,29.0,1105.0,18.0,,,5.4584,2.0,9.0,55.0,7.0,1.0,10.0,411.0,3.0,0.0,105.0,2.0,,267.0,70.0,18.0,1.0,10.0,,501.0,6.0,,1.0,,1.0,39.0,41.0,1229.0,11.0,2.0,97.0,14.0,2.0,4.0,519.0,8.0,29.0,47.0,48.0,1405.0,5.0,1.0,,24.0,651.0,3.0,1.3054,33.0,36.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206325,Oleksandr Zinchenko,Defender,Man City,43,Ukraine,2018-19,0.0,0.0,1.0,79.0,1.5486,4.0,1.0,2.0,0.0688,34.0,3.0,85.0,14.0,3.0,14.0,101.0,32.0,1184.0,,1.0,,2.0,,57.0,9.0,1.0,,1153.0,,33.0,68.0,,27.0,44.0,1046.0,10.0,3.0,,4.3423,9.0,3.0,16.0,4.0,2.0,46.0,573.0,5.0,0.0,147.0,11.0,,298.0,74.0,14.0,1.0,14.0,8.0,758.0,4.0,,32.0,13.0,2.0,90.0,24.0,1173.0,2.0,14.0,159.0,20.0,5.0,3.0,101.0,15.0,20.0,37.0,212.0,1509.0,125.0,2.0,2.0,8.0,332.0,6.0,0.1942,16.0,29.0,,7.0,2.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209244,Phil Foden,Midfielder,Man City,43,England,2018-19,0.0,0.0,0.0,25.0,1.1039,3.0,6.0,1.0,2.051,7.0,11.0,28.0,13.0,,3.0,31.0,3.0,231.0,1.0,,0.0,1.0,10.0,9.0,1.0,1.0,4.0,329.0,4.0,7.0,22.0,,5.0,20.0,197.0,31.0,,,1.4576,8.0,,1.0,,2.0,18.0,62.0,5.0,1.0,47.0,1.0,1.0,30.0,14.0,13.0,1.0,1.0,3.0,143.0,,1.0,3.0,8.0,2.0,38.0,2.0,228.0,5.0,4.0,48.0,6.0,8.0,,73.0,4.0,4.0,3.0,66.0,295.0,1.0,2.0,1.0,1.0,58.0,3.0,2.1296,3.0,1.0,,1.0,3.0,15.0,1.0,1.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
230428,Philippe Sandler,Defender,Man City,43,Netherlands,2018-19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103955,Raheem Sterling,Forward,Man City,43,England,2018-19,0.0,0.0,3.0,240.0,8.3473,22.0,39.0,9.0,15.0306,32.0,55.0,168.0,34.0,10.0,31.0,179.0,53.0,1263.0,17.0,13.0,5.0,7.0,3.0,43.0,10.0,7.0,15.0,2775.0,15.0,28.0,173.0,2.0,64.0,158.0,1074.0,298.0,1.0,4.0,19.7063,56.0,,4.0,19.0,15.0,212.0,303.0,44.0,6.0,413.0,25.0,12.0,183.0,114.0,34.0,7.0,16.0,71.0,911.0,17.0,2.0,63.0,157.0,15.0,370.0,15.0,1251.0,16.0,42.0,488.0,16.0,82.0,3.0,328.0,40.0,17.0,10.0,449.0,1958.0,11.0,9.0,7.0,3.0,185.0,19.0,13.7188,11.0,28.0,3.0,9.0,6.0,26.0,12.0,1.0,3.0,4.0,10.0,2.0,19.0,11.0,,1.0,1.0,3.0,0.0729,4.0,,,,,,,,,,,,,,,,,,,
103025,Riyad Mahrez,Forward,Man City,43,Algeria,2018-19,0.0,0.0,0.0,86.0,4.324,13.0,25.0,4.0,5.2195,14.0,41.0,108.0,27.0,4.0,14.0,122.0,35.0,797.0,7.0,9.0,6.0,2.0,13.0,42.0,3.0,7.0,11.0,1336.0,11.0,23.0,73.0,,40.0,54.0,637.0,97.0,2.0,1.0,7.9684,20.0,,2.0,9.0,11.0,63.0,51.0,15.0,3.0,159.0,17.0,1.0,131.0,83.0,27.0,7.0,7.0,16.0,503.0,9.0,,57.0,43.0,11.0,117.0,19.0,769.0,16.0,27.0,258.0,7.0,25.0,1.0,384.0,10.0,9.0,38.0,231.0,1126.0,9.0,9.0,2.0,3.0,188.0,5.0,5.4959,14.0,21.0,2.0,10.0,11.0,17.0,16.0,2.0,6.0,5.0,19.0,,44.0,2.0,,1.0,1.0,2.0,0.1383,1.0,,,,,,,,,,,,,,,,1.0,,,
37572,Sergio Agüero,Forward,Man City,43,Argentina,2018-19,0.0,0.0,3.0,126.0,4.3048,31.0,43.0,10.0,16.6913,17.0,87.0,110.0,33.0,8.0,31.0,117.0,13.0,771.0,21.0,26.0,6.0,9.0,2.0,39.0,1.0,4.0,18.0,2478.0,18.0,22.0,104.0,,41.0,87.0,650.0,222.0,1.0,4.0,16.6942,26.0,,3.0,15.0,22.0,104.0,215.0,25.0,7.0,230.0,14.0,15.0,133.0,70.0,33.0,4.0,8.0,28.0,515.0,15.0,2.0,13.0,82.0,22.0,191.0,17.0,727.0,44.0,26.0,301.0,9.0,45.0,1.0,177.0,21.0,9.0,4.0,246.0,1241.0,7.0,23.0,9.0,1.0,139.0,10.0,18.1448,7.0,14.0,1.0,,6.0,58.0,,3.0,,8.0,,,1.0,10.0,,3.0,3.0,8.0,0.2131,4.0,,,,,,,,,,,,,,,,2.0,2.0,,1.0
17476,Vincent Kompany,Defender,Man City,43,Belgium,2018-19,0.0,0.0,6.0,34.0,0.2545,2.0,1.0,,0.2743,16.0,3.0,57.0,17.0,,13.0,85.0,,1227.0,1.0,1.0,0.0,1.0,4.0,53.0,5.0,,,1223.0,,17.0,55.0,1.0,6.0,19.0,1079.0,10.0,,,6.8071,1.0,9.0,55.0,7.0,1.0,17.0,348.0,,1.0,89.0,3.0,1.0,358.0,68.0,17.0,,6.0,1.0,511.0,6.0,,,1.0,1.0,36.0,36.0,1223.0,2.0,,93.0,10.0,3.0,8.0,486.0,17.0,16.0,63.0,35.0,1356.0,,3.0,1.0,13.0,631.0,9.0,0.2685,28.0,39.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
