playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,throughBalls,successfulLayoffs,successfulCrossesAndCorners,handballsConceded,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,foulWonPenalty,cornersTakenInclShortCorners,rightFootGoals,setPiecesGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,unsuccessfulLayoffs,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,clearancesOffTheLine,otherGoals
232917,Arijanet Muric,Goalkeeper,Man City,43,Kosovo,2018-19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146941,Aymeric Laporte,Defender,Man City,43,Spain,2018-19,0.0,0.0,3.0,93.0,1.3874,3.0,7.0,1.0,2.8361,42.0,23.0,135.0,35.0,3.0,34.0,230.0,6.0,2998.0,3.0,2.0,3.0,2.0,1.0,135.0,18.0,1.0,3.0,3057.0,3.0,57.0,139.0,2.0,14.0,61.0,2595.0,31.0,3.0,4.0,21.5231,10.0,9.0,95.0,21.0,1.0,36.0,1283.0,18.0,2.0,232.0,7.0,0.0,1072.0,182.0,35.0,1.0,22.0,3.0,1352.0,19.0,3.0,6.0,5.0,1.0,97.0,78.0,2968.0,16.0,3.0,266.0,20.0,3.0,9.0,512.0,21.0,39.0,173.0,131.0,3354.0,36.0,1.0,2.0,34.0,1416.0,7.0,3.0165,95.0,69.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102826,Benjamin Mendy,Defender,Man City,43,France,2018-19,0.0,0.0,1.0,59.0,1.1056,2.0,3.0,3.0,0.0512,16.0,5.0,59.0,10.0,5.0,10.0,76.0,40.0,650.0,,,,2.0,,30.0,4.0,2.0,1.0,900.0,1.0,22.0,35.0,1.0,26.0,27.0,556.0,11.0,14.0,2.0,6.8565,7.0,6.0,16.0,6.0,,37.0,295.0,2.0,0.0,94.0,9.0,,177.0,65.0,10.0,2.0,6.0,7.0,393.0,5.0,,40.0,18.0,,64.0,8.0,643.0,2.0,11.0,161.0,10.0,9.0,4.0,38.0,12.0,10.0,18.0,140.0,926.0,89.0,,2.0,10.0,192.0,7.0,0.2097,17.0,17.0,,11.0,2.0,1.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165809,Bernardo Silva,Midfielder,Man City,43,Portugal,2018-19,0.0,0.0,3.0,183.0,7.4715,26.0,22.0,7.0,7.8151,52.0,36.0,194.0,36.0,7.0,31.0,237.0,53.0,1706.0,7.0,2.0,5.0,10.0,5.0,38.0,15.0,3.0,12.0,2853.0,12.0,27.0,135.0,2.0,88.0,124.0,1397.0,178.0,1.0,4.0,22.8814,64.0,8.0,24.0,22.0,16.0,156.0,270.0,24.0,2.0,318.0,44.0,2.0,360.0,164.0,36.0,3.0,13.0,39.0,1086.0,20.0,1.0,58.0,76.0,16.0,280.0,11.0,1662.0,14.0,31.0,430.0,39.0,48.0,3.0,608.0,31.0,25.0,72.0,468.0,2285.0,34.0,4.0,10.0,20.0,395.0,22.0,7.407,43.0,36.0,1.0,10.0,10.0,32.0,12.0,2.0,1.0,6.0,5.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33148,Claudio Bravo,Goalkeeper,Man City,43,Chile,2018-19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100180,Danilo,Defender,Man City,43,Brazil,2018-19,0.0,0.0,1.0,38.0,0.6995,5.0,3.0,2.0,0.6023,20.0,9.0,72.0,11.0,,9.0,100.0,10.0,767.0,1.0,,1.0,5.0,2.0,32.0,4.0,,2.0,806.0,2.0,14.0,54.0,,16.0,36.0,648.0,8.0,3.0,1.0,6.3029,4.0,,20.0,7.0,,24.0,198.0,8.0,1.0,92.0,5.0,0.0,213.0,64.0,11.0,,4.0,5.0,428.0,7.0,,10.0,10.0,,60.0,18.0,761.0,6.0,4.0,138.0,16.0,8.0,,223.0,10.0,15.0,19.0,133.0,1004.0,93.0,1.0,5.0,19.0,241.0,8.0,0.4252,28.0,28.0,,2.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
20664,David Silva,Midfielder,Man City,43,Spain,2018-19,0.0,0.0,3.0,113.0,8.5686,21.0,20.0,2.0,5.5666,30.0,30.0,225.0,33.0,8.0,28.0,245.0,34.0,2015.0,6.0,5.0,2.0,6.0,5.0,43.0,8.0,1.0,13.0,2409.0,13.0,23.0,105.0,,46.0,85.0,1731.0,212.0,1.0,3.0,13.5949,65.0,,13.0,14.0,15.0,90.0,654.0,25.0,1.0,218.0,17.0,4.0,505.0,134.0,33.0,1.0,12.0,15.0,1295.0,14.0,,56.0,46.0,15.0,175.0,20.0,1996.0,10.0,25.0,389.0,18.0,31.0,1.0,471.0,26.0,22.0,39.0,385.0,2407.0,6.0,15.0,6.0,5.0,494.0,20.0,7.8553,20.0,30.0,4.0,7.0,18.0,56.0,19.0,1.0,8.0,3.0,13.0,,23.0,3.0,1.0,4.0,4.0,1.0,0.3152,3.0,,,,,,,,,,,,,,,,,,,
121160,Ederson,Goalkeeper,Man City,43,Brazil,2018-19,0.0,0.0,2.0,2.0,0.201,,,,,3.0,,8.0,38.0,1.0,38.0,160.0,,920.0,,,,,,11.0,20.0,,,3420.0,,,19.0,2.0,1.0,8.0,635.0,,,4.0,23.874,2.0,17.0,18.0,23.0,,2.0,255.0,3.0,0.0,21.0,,,484.0,274.0,38.0,,,,57.0,21.0,,,,,10.0,11.0,652.0,,2.0,167.0,3.0,1.0,,181.0,2.0,1.0,125.0,,1227.0,,,,71.0,703.0,2.0,,152.0,30.0,,,1.0,,,,,,,,,,,,,,,,17.0,21.0,189.0,5.0,4.0,2.0,6.0,58.0,7.0,2.0,1.0,327.0,50.0,16.0,37.0,,,,
41823,Fabian Delph,Midfielder,Man City,43,England,2018-19,1.0,1.0,1.0,33.0,0.4986,,3.0,,0.1665,23.0,4.0,40.0,11.0,1.0,8.0,60.0,5.0,693.0,,,,,3.0,23.0,2.0,3.0,,725.0,,14.0,47.0,1.0,12.0,38.0,608.0,1.0,1.0,1.0,8.8924,2.0,3.0,17.0,9.0,,19.0,320.0,7.0,0.0,80.0,3.0,,180.0,54.0,11.0,3.0,9.0,1.0,384.0,8.0,,5.0,2.0,,57.0,9.0,687.0,1.0,4.0,79.0,14.0,8.0,,70.0,6.0,13.0,25.0,123.0,865.0,64.0,2.0,,10.0,252.0,4.0,0.106,20.0,18.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27789,Fernandinho,Midfielder,Man City,43,Brazil,2018-19,0.0,0.0,5.0,145.0,3.7438,6.0,7.0,3.0,1.9321,57.0,24.0,203.0,29.0,3.0,27.0,257.0,4.0,2050.0,1.0,2.0,0.0,4.0,2.0,143.0,10.0,5.0,1.0,2381.0,1.0,66.0,177.0,,49.0,100.0,1714.0,24.0,,3.0,17.5319,19.0,3.0,69.0,15.0,2.0,79.0,582.0,26.0,0.0,322.0,24.0,1.0,583.0,162.0,29.0,5.0,14.0,7.0,1090.0,15.0,,4.0,20.0,2.0,179.0,77.0,2016.0,17.0,6.0,319.0,43.0,19.0,4.0,639.0,40.0,41.0,79.0,246.0,2436.0,6.0,6.0,4.0,21.0,703.0,26.0,1.5546,54.0,55.0,1.0,,13.0,14.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
