playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,forwardPasses,recoveries,appearances,gamesPlayed,successfulPassesOppositionHalf,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,totalFoulsConceded,interceptions,backwardPasses,timePlayed,touches,successfulPassesOwnHalf,successfulShortPasses,yellowCards,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,setPiecesGoals,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,totalFoulsWon,homeGoals,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,penaltyGoalsConceded,rightFootGoals,clearancesOffTheLine,hitWoodwork,handballsConceded,secondGoalAssists,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,headedGoals,ownGoalScored,lastPlayerTackle,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
93666,Abdul Razak,Midfielder,Man City,43,Cote d’Ivoire,2012-13,2.0,0.001,0.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,2.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42593,Aleksandar Kolarov,Defender,Man City,43,Serbia,2012-13,65.0,1.0486,0.0,42.0,185.0,2.0,132.0,157.0,55.0,20.0,20.0,238.0,456.0,12.0,89.0,0.0,451.0,9.0,195.0,19.0,22.0,100.0,1050.0,811.0,141.0,340.0,4.0,14.0,0.734,11.0,4.0,1.0,0.6641,33.0,12.0,78.0,1.0,2.0,1.0,11.0,98.0,42.0,1.0,4.0,0.0,16.0,28.0,43.0,4.0,5.0,21.0,2.0,2.0,23.0,67.0,4.0,47.0,7.0,16.0,11.0,11.3127,13.0,3.0,39.0,14.0,5.0,11.0,1.0,5.0,5.0,1.0,3.0,10.0,67.0,25.0,5.0,20.0,8.0,16.0,28.0,3.0,2.0,12.0,14.0,20.0,18.0,77.0,3.0,16.0,19.0,1.0469,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20312,Carlos Tevez,Forward,Man City,43,Argentina,2012-13,176.0,5.7715,0.0,134.0,311.0,8.0,299.0,317.0,77.0,34.0,34.0,839.0,1200.0,95.0,244.0,0.0,1185.0,6.0,410.0,29.0,14.0,269.0,2408.0,1714.0,188.0,978.0,3.0,10.0,0.5496,30.0,40.0,7.0,13.8706,28.0,75.0,181.0,,8.0,56.0,28.0,193.0,34.0,11.0,18.0,2.0,29.0,29.0,55.0,5.0,20.0,20.0,40.0,40.0,42.0,123.0,6.0,110.0,7.0,175.0,,21.6827,53.0,,1.0,21.0,27.0,35.0,9.0,20.0,9.0,1.0,32.0,15.0,54.0,14.0,27.0,13.0,35.0,33.0,19.0,47.0,3.0,7.0,303.0,15.0,29.0,5.0,19.0,29.0,3.0,12.4688,12.0,21.0,21.0,1.0,10.0,2.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
56827,Costel Pantilimon,Goalkeeper,Man City,43,Romania,2012-13,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20664,David Silva,Midfielder,Man City,43,Spain,2012-13,130.0,9.5689,0.0,119.0,417.0,4.0,233.0,648.0,149.0,32.0,32.0,1229.0,1824.0,82.0,211.0,0.0,1801.0,3.0,506.0,27.0,27.0,306.0,2521.0,2376.0,374.0,1518.0,2.0,13.0,0.1306,17.0,20.0,3.0,8.8192,33.0,36.0,255.0,,8.0,64.0,29.0,266.0,38.0,4.0,4.0,0.0,9.0,107.0,22.0,5.0,10.0,45.0,24.0,24.0,11.0,103.0,8.0,92.0,29.0,140.0,,18.6436,97.0,1.0,17.0,21.0,17.0,28.0,4.0,10.0,3.0,3.0,20.0,13.0,115.0,4.0,17.0,11.0,16.0,32.0,30.0,31.0,1.0,2.0,453.0,67.0,40.0,21.0,16.0,9.0,5.0,8.9404,11.0,23.0,46.0,1.0,1.0,,3.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
89572,Denis Suárez,Midfielder,Man City,43,Spain,2012-13,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42544,Edin Dzeko,Forward,Man City,43,Bosnia & Herzegovina,2012-13,194.0,2.2177,0.0,91.0,180.0,10.0,320.0,192.0,63.0,32.0,32.0,380.0,679.0,70.0,130.0,0.0,679.0,16.0,343.0,18.0,6.0,158.0,1815.0,998.0,92.0,455.0,4.0,1.0,,18.0,40.0,1.0,15.872,10.0,76.0,199.0,,3.0,62.0,16.0,209.0,16.0,14.0,7.0,8.0,12.0,1.0,190.0,4.0,16.0,2.0,33.0,33.0,103.0,126.0,8.0,39.0,1.0,160.0,,17.6817,30.0,,17.0,22.0,19.0,21.0,6.0,16.0,,3.0,23.0,14.0,16.0,,19.0,87.0,36.0,24.0,10.0,8.0,6.0,,149.0,,15.0,1.0,7.0,12.0,4.0,16.4454,10.0,28.0,7.0,,9.0,,2.0,5.0,,2.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,
1632,Gareth Barry,Midfielder,Man City,43,England,2012-13,127.0,3.0223,0.0,89.0,531.0,2.0,276.0,715.0,165.0,31.0,31.0,1019.0,1823.0,34.0,185.0,0.0,1800.0,4.0,328.0,38.0,44.0,199.0,2397.0,2181.0,567.0,1488.0,6.0,10.0,,5.0,6.0,,1.6162,64.0,17.0,224.0,,2.0,37.0,27.0,249.0,11.0,1.0,2.0,0.0,6.0,10.0,91.0,14.0,3.0,12.0,5.0,5.0,38.0,149.0,5.0,96.0,2.0,38.0,,19.0204,35.0,4.0,49.0,21.0,4.0,26.0,1.0,3.0,13.0,,5.0,16.0,17.0,,4.0,53.0,11.0,7.0,51.0,6.0,6.0,,378.0,6.0,86.0,9.0,5.0,6.0,9.0,2.7147,25.0,52.0,9.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
17336,Gaël Clichy,Defender,Man City,43,France,2012-13,112.0,1.5558,0.0,69.0,574.0,0.0,266.0,520.0,172.0,28.0,28.0,589.0,1311.0,35.0,189.0,0.0,1290.0,2.0,372.0,18.0,68.0,171.0,2333.0,2084.0,524.0,1025.0,3.0,16.0,,1.0,3.0,4.0,0.45,90.0,7.0,177.0,,2.0,1.0,26.0,214.0,71.0,,5.0,,2.0,,77.0,11.0,,16.0,6.0,6.0,43.0,154.0,6.0,120.0,,16.0,31.0,20.1559,17.0,8.0,102.0,25.0,,13.0,,,21.0,,14.0,19.0,71.0,,,34.0,4.0,12.0,69.0,17.0,5.0,,46.0,,72.0,225.0,2.0,2.0,35.0,0.7353,37.0,57.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
106423,George Evans,Midfielder,Man City,43,England,2012-13,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
