playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,totalRedCards,rightsidePasses,winningGoal,forwardPasses,appearances,timePlayed,touches,gamesPlayed,successfulShortPasses,successfulPassesOppositionHalf,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,goals,offsides,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,duels,recoveries,tacklesLost,leftFootGoals,unsuccessfulDribbles,goalsConcededInsideBox,groundDuels,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,overruns,setPiecesGoals,awayGoals,totalTouchesInOppositionBox,penaltyGoalsConceded,successfulLaunches,homeGoals,redCards2ndYellow,timesTackled,aerialDuelsWon,attemptsFromSetPieces,leftsidePasses,backwardPasses,hitWoodwork,penaltiesTaken,rightFootGoals,headedGoals,penaltyGoals,goalKicks,otherGoals,gkSuccessfulDistribution,lastPlayerTackle,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded
93666,Abdul Razak,Midfielder,Man City,43,Cote d’Ivoire,2010-11,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19959,Adam Johnson,Midfielder,Man City,43,England,2010-11,0.0,,16.0,,0.0,,,,31.0,1531.0,981.0,31.0,493.0,385.0,88.0,50.0,624.0,2.0,82.0,10.0,9.0,11.0,15.0,27.0,9.0,96.0,5.0,27.0,2.0,15.0,107.0,4.0,8.0,57.0,4.0,4.0,20.0,2.0,4.0,73.0,2.0,73.0,10.0,1.0,31.0,4.0,12.0,78.0,23.0,155.0,71.0,10.0,4.0,47.0,10.0,151.0,16.0,22.0,5.0,35.0,1.0,4.0,18.0,38.0,24.0,8.0,9.0,7.0,152.0,1.0,11.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42593,Aleksandar Kolarov,Defender,Man City,43,Serbia,2010-11,0.0,765.0,4.0,395.0,1.0,305.0,0.0,317.0,24.0,1716.0,1443.0,24.0,581.0,373.0,99.0,64.0,790.0,5.0,98.0,7.0,11.0,15.0,40.0,37.0,3.0,133.0,,5.0,1.0,20.0,181.0,1.0,3.0,57.0,34.0,3.0,39.0,,20.0,100.0,1.0,86.0,30.0,37.0,26.0,73.0,21.0,78.0,36.0,198.0,101.0,11.0,1.0,20.0,20.0,164.0,22.0,27.0,29.0,10.0,5.0,17.0,25.0,25.0,28.0,119.0,5.0,34.0,275.0,,48.0,61.0,5.0,1.0,1.0,22.0,2.0,7.0,0.0,1.0,47.0,14.0,10.0,22.0,146.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
20312,Carlos Tevez,Forward,Man City,43,Argentina,2010-11,0.0,1090.0,1.0,420.0,0.0,328.0,14.0,284.0,31.0,2531.0,1659.0,31.0,845.0,704.0,28.0,27.0,1097.0,6.0,197.0,8.0,34.0,45.0,30.0,86.0,38.0,168.0,6.0,115.0,2.0,30.0,188.0,20.0,30.0,1.0,14.0,4.0,9.0,14.0,12.0,136.0,2.0,134.0,1.0,2.0,47.0,1.0,19.0,185.0,43.0,333.0,97.0,6.0,2.0,49.0,17.0,319.0,41.0,38.0,24.0,61.0,2.0,43.0,25.0,,64.0,9.0,18.0,,214.0,4.0,20.0,15.0,10.0,1.0,7.0,201.0,2.0,,13.0,,131.0,2.0,10.0,249.0,235.0,2.0,6.0,17.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,
20664,David Silva,Midfielder,Man City,43,Spain,2010-11,0.0,1533.0,5.0,415.0,0.0,423.0,4.0,417.0,35.0,2563.0,2073.0,35.0,1302.0,939.0,80.0,44.0,1555.0,2.0,130.0,10.0,25.0,16.0,55.0,39.0,30.0,180.0,7.0,153.0,1.0,30.0,202.0,4.0,5.0,45.0,24.0,3.0,17.0,6.0,18.0,122.0,,116.0,7.0,1.0,66.0,16.0,24.0,112.0,26.0,252.0,169.0,22.0,3.0,18.0,24.0,228.0,23.0,32.0,33.0,35.0,2.0,25.0,34.0,27.0,51.0,10.0,16.0,7.0,431.0,3.0,22.0,34.0,8.0,,2.0,133.0,2.0,4.0,2.0,,75.0,6.0,,424.0,291.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
80235,Dedryck Boyata,Defender,Man City,43,Belgium,2010-11,1.0,127.0,2.0,48.0,1.0,12.0,0.0,55.0,7.0,347.0,231.0,7.0,100.0,58.0,6.0,6.0,129.0,1.0,11.0,3.0,,,9.0,1.0,,25.0,,,,5.0,27.0,,,,5.0,1.0,3.0,,,21.0,1.0,16.0,,6.0,2.0,14.0,3.0,11.0,2.0,32.0,15.0,4.0,,1.0,2.0,27.0,1.0,1.0,5.0,5.0,1.0,4.0,7.0,,2.0,33.0,2.0,4.0,47.0,,2.0,12.0,2.0,,,2.0,,,,,3.0,5.0,,52.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
42544,Edin Dzeko,Forward,Man City,43,Bosnia & Herzegovina,2010-11,0.0,293.0,7.0,180.0,0.0,94.0,2.0,83.0,15.0,846.0,499.0,15.0,196.0,156.0,8.0,8.0,293.0,0.0,98.0,3.0,10.0,11.0,12.0,23.0,2.0,83.0,2.0,55.0,,8.0,89.0,2.0,6.0,,50.0,1.0,3.0,11.0,29.0,63.0,1.0,42.0,,1.0,7.0,14.0,15.0,69.0,19.0,161.0,19.0,4.0,,13.0,14.0,111.0,12.0,9.0,8.0,11.0,2.0,16.0,5.0,,8.0,,1.0,3.0,51.0,1.0,6.0,8.0,3.0,,2.0,45.0,2.0,,0.0,,47.0,21.0,,48.0,68.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
17500,Emmanuel Adebayor,Forward,Man City,43,Togo,2010-11,0.0,,6.0,,0.0,,,,8.0,240.0,143.0,8.0,60.0,53.0,2.0,2.0,87.0,0.0,26.0,1.0,2.0,3.0,5.0,6.0,2.0,25.0,,11.0,,2.0,25.0,1.0,8.0,,18.0,,1.0,3.0,6.0,26.0,,14.0,,,2.0,,5.0,20.0,1.0,52.0,10.0,1.0,,9.0,5.0,34.0,3.0,3.0,4.0,8.0,,8.0,1.0,,2.0,5.0,2.0,,10.0,2.0,,5.0,,,,,,,,,,12.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
1632,Gareth Barry,Midfielder,Man City,43,England,2010-11,0.0,1757.0,2.0,384.0,0.0,548.0,2.0,632.0,33.0,2705.0,2247.0,33.0,1418.0,889.0,26.0,24.0,1778.0,8.0,146.0,2.0,3.0,6.0,89.0,14.0,5.0,221.0,2.0,58.0,,31.0,264.0,2.0,5.0,2.0,42.0,13.0,3.0,1.0,13.0,155.0,1.0,126.0,,1.0,22.0,73.0,29.0,133.0,21.0,301.0,199.0,21.0,2.0,10.0,28.0,259.0,8.0,4.0,68.0,16.0,20.0,52.0,65.0,2.0,96.0,10.0,6.0,12.0,628.0,4.0,43.0,62.0,2.0,,1.0,35.0,3.0,,1.0,,50.0,29.0,,384.0,212.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
15157,James Milner,Midfielder,Man City,43,England,2010-11,0.0,1038.0,9.0,508.0,0.0,242.0,0.0,370.0,33.0,2134.0,1669.0,33.0,777.0,580.0,115.0,85.0,1064.0,4.0,168.0,14.0,16.0,8.0,55.0,15.0,20.0,199.0,6.0,51.0,,24.0,230.0,1.0,7.0,48.0,52.0,7.0,27.0,2.0,32.0,138.0,2.0,118.0,12.0,2.0,44.0,21.0,24.0,136.0,43.0,306.0,101.0,12.0,1.0,39.0,22.0,254.0,7.0,25.0,43.0,20.0,7.0,26.0,47.0,22.0,57.0,34.0,8.0,18.0,281.0,4.0,31.0,38.0,8.0,,0.0,54.0,2.0,2.0,1.0,,93.0,20.0,1.0,261.0,190.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
