playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goalKicks,oboxBlocked,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,successfulCornersIntoBox,throwInsToOppositionPlayer,penaltyGoalsConceded,shotsBlockedInBox,homeGoals,rightFootGoals,leftFootGoals,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,unsuccessfulCornersIntoBox,clearancesOffTheLine,handballsConceded,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,headedGoals,penaltyGoals,foulWonPenalty,setPiecesGoals,secondGoalAssists,redCards2ndYellow
432714,James McAtee,Midfielder,Man City,43,England,2024-25,21.0,0.8121,0.0,,5.0,19.0,15.0,3.0,19.0,4.0,117.0,,,5.0,,342.0,3.0,12.0,1.0,12.0,10.0,98.0,22.0,5.1652,,3.0,,1.0,6.0,18.0,15.0,3.0,0.0,33.0,8.0,26.0,8.0,15.0,3.0,,5.0,73.0,5.0,6.0,6.0,28.0,2.0,0.0,,116.0,36.0,2.0,,33.0,6.0,2.0,,43.0,174.0,,3.0,,,27.0,3.0,2.8028,1.0,,6.0,2.0,4.0,,2.6462,12.0,1.0,,9.0,3.0,,1.0,12.0,1.0,2.0,1.0,1.0,,,,1.0,,2.0,,2.0,,8.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
97299,John Stones,Defender,Man City,43,England,2024-25,8.0,0.1754,0.0,,6.0,28.0,11.0,6.0,35.0,,402.0,6.0,,14.0,1.0,545.0,6.0,18.0,2.0,4.0,10.0,349.0,4.0,11.8413,,2.0,,18.0,11.0,2.0,122.0,2.0,1.0,26.0,2.0,103.0,22.0,11.0,4.0,1.0,,186.0,9.0,,,12.0,8.0,0.0,6.0,389.0,38.0,2.0,3.0,151.0,2.0,4.0,18.0,26.0,448.0,,3.0,,3.0,181.0,1.0,0.432,1.0,7.0,8.0,,2.0,,0.8371,2.0,,,5.0,2.0,,1.0,5.0,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
477424,Josko Gvardiol,Defender,Man City,43,Croatia,2024-25,105.0,2.91,0.0,10.0,58.0,159.0,37.0,36.0,218.0,19.0,2528.0,7.0,4.0,96.0,11.0,3279.0,42.0,164.0,5.0,55.0,110.0,2242.0,104.0,42.1404,,26.0,7.0,111.0,41.0,63.0,1122.0,27.0,0.0,269.0,22.0,758.0,137.0,37.0,19.0,1.0,14.0,1411.0,36.0,19.0,30.0,173.0,54.0,0.0,7.0,2480.0,328.0,39.0,20.0,309.0,16.0,44.0,68.0,339.0,3194.0,141.0,3.0,4.0,26.0,902.0,6.0,4.5866,2.0,59.0,70.0,3.0,12.0,1.0,3.2833,30.0,6.0,,5.0,5.0,3.0,3.0,1.0,,3.0,6.0,6.0,2.0,,22.0,3.0,6.0,2.0,2.0,1.0,6.0,18.0,15.0,25.0,,1.0,1.0,,,,,,,,,,,,,,,2.0,,1.0,,1.0,2.0,,,,,
248875,Jérémy Doku,Forward,Man City,43,Belgium,2024-25,146.0,3.8044,0.0,13.0,31.0,108.0,29.0,16.0,109.0,48.0,700.0,,1.0,13.0,3.0,1513.0,13.0,171.0,3.0,40.0,171.0,586.0,182.0,13.775,,26.0,,2.0,14.0,133.0,278.0,33.0,1.0,317.0,10.0,84.0,63.0,29.0,9.0,,60.0,529.0,11.0,48.0,119.0,304.0,,0.0,,698.0,347.0,22.0,1.0,51.0,10.0,4.0,5.0,287.0,1209.0,1.0,10.0,1.0,1.0,73.0,2.0,1.3178,1.0,1.0,11.0,11.0,9.0,10.0,2.4319,16.0,8.0,6.0,7.0,3.0,5.0,1.0,13.0,2.0,11.0,3.0,3.0,,,,1.0,12.0,2.0,3.0,,12.0,7.0,33.0,107.0,,,1.0,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,
61366,Kevin De Bruyne,Midfielder,Man City,43,Belgium,2024-25,95.0,6.7365,0.0,17.0,17.0,158.0,28.0,19.0,175.0,65.0,1028.0,,11.0,21.0,4.0,1704.0,16.0,53.0,2.0,36.0,48.0,817.0,84.0,19.4496,,50.0,,8.0,19.0,79.0,257.0,18.0,2.0,148.0,8.0,282.0,64.0,28.0,8.0,,17.0,710.0,17.0,107.0,45.0,127.0,5.0,0.0,,952.0,360.0,9.0,,266.0,17.0,7.0,36.0,223.0,1425.0,17.0,12.0,11.0,4.0,181.0,13.0,5.0655,2.0,17.0,17.0,14.0,18.0,1.0,3.9297,40.0,15.0,7.0,15.0,4.0,5.0,0.0,9.0,94.0,38.0,8.0,8.0,1.0,25.0,1.0,1.0,6.0,4.0,3.0,1.0,6.0,22.0,30.0,13.0,34.0,,1.0,,,,,,,,,,,,,8.0,8.0,4.0,0.6005,6.0,,6.0,,,,1.0,1.0,
211975,Manuel Akanji,Defender,Man City,43,Switzerland,2024-25,61.0,1.2821,0.0,5.0,19.0,75.0,26.0,23.0,102.0,8.0,1722.0,8.0,5.0,66.0,5.0,2014.0,35.0,60.0,4.0,9.0,29.0,1563.0,19.0,30.6166,,9.0,8.0,62.0,28.0,26.0,474.0,9.0,0.0,121.0,3.0,505.0,103.0,26.0,7.0,,,877.0,24.0,8.0,5.0,55.0,31.0,0.0,8.0,1696.0,122.0,12.0,8.0,611.0,17.0,9.0,57.0,132.0,1900.0,9.0,3.0,5.0,15.0,746.0,9.0,1.5503,3.0,27.0,33.0,3.0,2.0,,0.1827,10.0,4.0,,8.0,,,,3.0,,3.0,1.0,1.0,,,1.0,2.0,,,,,,8.0,5.0,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
91651,Mateo Kovacic,Midfielder,Man City,43,Croatia,2024-25,106.0,3.2308,1.0,19.0,69.0,100.0,31.0,25.0,136.0,,1878.0,,16.0,19.0,4.0,2202.0,9.0,127.0,4.0,34.0,117.0,1699.0,19.0,32.1496,,31.0,3.0,21.0,28.0,97.0,706.0,26.0,1.0,233.0,20.0,446.0,114.0,31.0,31.0,,11.0,1166.0,24.0,,40.0,214.0,10.0,1.0,,1845.0,202.0,38.0,,595.0,24.0,24.0,43.0,131.0,2206.0,,12.0,16.0,11.0,576.0,20.0,1.8838,5.0,36.0,26.0,,12.0,3.0,2.3338,26.0,15.0,2.0,20.0,6.0,,3.0,6.0,,,1.0,1.0,,,,3.0,3.0,3.0,6.0,,3.0,14.0,5.0,22.0,,,1.0,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,
465351,Matheus Nunes,Midfielder,Man City,43,Portugal,2024-25,97.0,3.3232,0.0,2.0,35.0,103.0,26.0,19.0,121.0,31.0,1079.0,,,35.0,7.0,1673.0,20.0,88.0,2.0,37.0,73.0,931.0,65.0,22.6355,,17.0,4.0,30.0,19.0,77.0,185.0,20.0,1.0,185.0,13.0,175.0,70.0,26.0,13.0,,14.0,634.0,17.0,34.0,27.0,150.0,15.0,0.0,,1063.0,231.0,22.0,4.0,353.0,30.0,15.0,27.0,366.0,1479.0,96.0,3.0,,9.0,335.0,15.0,1.2164,4.0,18.0,33.0,9.0,4.0,2.0,1.8014,7.0,3.0,6.0,9.0,1.0,6.0,0.0,7.0,7.0,11.0,2.0,2.0,2.0,2.0,13.0,2.0,2.0,1.0,1.0,,2.0,3.0,14.0,19.0,3.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,
494307,Max Alleyne,Defender,Man City,43,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Man City,43,Netherlands,2024-25,17.0,0.173,0.0,1.0,9.0,16.0,10.0,8.0,30.0,1.0,532.0,6.0,,23.0,,682.0,10.0,23.0,,8.0,10.0,490.0,5.0,12.1095,,1.0,1.0,22.0,11.0,7.0,213.0,,0.0,40.0,5.0,167.0,24.0,10.0,2.0,2.0,,234.0,11.0,1.0,3.0,17.0,13.0,0.0,6.0,513.0,40.0,7.0,2.0,120.0,2.0,3.0,12.0,32.0,602.0,7.0,6.0,,3.0,268.0,1.0,0.2244,0.0,14.0,9.0,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,1.0,,,,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
465694,Nico González,Midfielder,Man City,43,Spain,2024-25,44.0,0.4894,0.0,2.0,16.0,39.0,11.0,9.0,48.0,1.0,621.0,,1.0,28.0,3.0,763.0,12.0,38.0,1.0,14.0,22.0,565.0,11.0,8.424,,1.0,1.0,21.0,7.0,32.0,230.0,5.0,0.0,82.0,9.0,132.0,31.0,11.0,10.0,,3.0,359.0,6.0,1.0,14.0,54.0,16.0,0.0,,602.0,72.0,6.0,,182.0,13.0,8.0,8.0,77.0,733.0,2.0,4.0,1.0,6.0,214.0,7.0,0.4761,3.0,9.0,12.0,,2.0,,0.5603,7.0,1.0,,12.0,1.0,,0.0,2.0,,,,,,,,,1.0,1.0,1.0,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,
472769,Nico O'Reilly,Midfielder,Man City,43,England,2024-25,40.0,0.6785,0.0,2.0,9.0,33.0,9.0,6.0,38.0,7.0,308.0,,1.0,15.0,2.0,527.0,9.0,28.0,,7.0,22.0,268.0,20.0,4.2389,,4.0,1.0,10.0,3.0,31.0,125.0,4.0,1.0,68.0,4.0,64.0,31.0,9.0,5.0,,6.0,167.0,3.0,7.0,21.0,53.0,6.0,0.0,,303.0,83.0,4.0,1.0,27.0,6.0,4.0,2.0,92.0,447.0,34.0,2.0,1.0,3.0,104.0,2.0,1.2854,0.0,5.0,11.0,1.0,3.0,,1.7708,6.0,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,2.0,1.0,3.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438234,Omar Marmoush,Forward,Man City,43,Egypt,2024-25,74.0,2.1159,0.0,15.0,13.0,45.0,16.0,14.0,45.0,9.0,286.0,,8.0,16.0,3.0,1182.0,11.0,58.0,2.0,17.0,53.0,239.0,71.0,12.7583,,15.0,,3.0,12.0,63.0,93.0,20.0,1.0,132.0,14.0,57.0,37.0,16.0,5.0,,21.0,191.0,10.0,18.0,40.0,116.0,5.0,0.0,,278.0,155.0,8.0,1.0,59.0,15.0,6.0,2.0,77.0,561.0,1.0,10.0,8.0,,60.0,8.0,5.4857,0.0,,6.0,4.0,17.0,4.0,5.8373,34.0,2.0,,11.0,7.0,10.0,0.0,2.0,14.0,10.0,6.0,6.0,2.0,5.0,,1.0,7.0,7.0,7.0,,7.0,17.0,10.0,20.0,6.0,,,,,,,,,,,,,,,7.0,7.0,1.0,0.3814,4.0,,4.0,,,1.0,,,
477555,Oscar Bobb,Midfielder,Man City,43,Norway,2024-25,,0.023,0.0,,,2.0,3.0,,2.0,,15.0,,,,,14.0,,3.0,,,3.0,13.0,,0.3636,,1.0,,,1.0,,1.0,1.0,0.0,3.0,,3.0,2.0,3.0,,,,7.0,1.0,,,3.0,,0.0,,14.0,2.0,,,5.0,,,,6.0,18.0,,,,,6.0,,,0.0,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209244,Phil Foden,Midfielder,Man City,43,England,2024-25,79.0,5.3424,0.0,18.0,13.0,87.0,28.0,20.0,97.0,16.0,852.0,,12.0,12.0,1.0,1779.0,9.0,64.0,1.0,38.0,61.0,721.0,87.0,28.5993,,41.0,2.0,7.0,24.0,70.0,159.0,34.0,1.0,143.0,12.0,153.0,61.0,28.0,8.0,,23.0,594.0,23.0,49.0,54.0,131.0,3.0,0.0,,828.0,242.0,5.0,1.0,285.0,5.0,9.0,34.0,255.0,1217.0,5.0,10.0,12.0,2.0,192.0,,5.1573,2.0,10.0,20.0,10.0,16.0,2.0,5.8343,36.0,7.0,2.0,51.0,7.0,3.0,5.0,8.0,46.0,31.0,2.0,2.0,1.0,15.0,,2.0,6.0,2.0,,7.0,6.0,20.0,16.0,14.0,24.0,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0878,7.0,,7.0,,,,,,
477064,Rico Lewis,Defender,Man City,43,England,2024-25,64.0,1.0187,1.0,2.0,30.0,82.0,28.0,21.0,103.0,6.0,1204.0,,1.0,20.0,3.0,1891.0,14.0,79.0,2.0,43.0,73.0,1080.0,49.0,26.2625,,5.0,6.0,40.0,27.0,50.0,289.0,34.0,0.0,143.0,21.0,249.0,95.0,28.0,11.0,2.0,11.0,686.0,25.0,6.0,30.0,123.0,6.0,0.0,,1179.0,162.0,19.0,7.0,430.0,12.0,13.0,21.0,236.0,1559.0,100.0,6.0,1.0,16.0,415.0,5.0,1.3773,3.0,21.0,36.0,,2.0,1.0,1.0194,8.0,3.0,2.0,20.0,1.0,,1.0,7.0,,,,,,,2.0,2.0,1.0,0.0,1.0,,1.0,6.0,9.0,9.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0
220566,Rodri,Midfielder,Man City,43,Spain,2024-25,1.0,0.0921,0.0,,2.0,4.0,3.0,1.0,4.0,,68.0,,,1.0,,73.0,,5.0,,1.0,4.0,59.0,,0.1768,,1.0,1.0,1.0,1.0,1.0,20.0,2.0,0.0,6.0,1.0,13.0,7.0,3.0,1.0,,,43.0,1.0,,,5.0,1.0,0.0,,67.0,4.0,1.0,,24.0,1.0,1.0,5.0,11.0,77.0,,1.0,,,21.0,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171314,Rúben Dias,Defender,Man City,43,Portugal,2024-25,54.0,1.1921,0.0,5.0,17.0,78.0,27.0,25.0,144.0,3.0,2309.0,35.0,2.0,71.0,11.0,2269.0,34.0,64.0,3.0,17.0,27.0,2082.0,26.0,24.3514,1.0,5.0,16.0,70.0,21.0,20.0,721.0,8.0,0.0,118.0,3.0,570.0,78.0,27.0,6.0,,1.0,1097.0,18.0,3.0,2.0,47.0,37.0,0.0,34.0,2231.0,160.0,11.0,20.0,932.0,12.0,20.0,83.0,86.0,2514.0,2.0,,2.0,30.0,1068.0,6.0,1.4992,4.0,66.0,49.0,,7.0,,1.1628,16.0,,,,,,,2.0,,,2.0,2.0,,,,4.0,3.0,,,,3.0,9.0,5.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,5.0,,5.0,,,,,,
510281,Savinho,Forward,Man City,43,Brazil,2024-25,105.0,6.1046,0.0,18.0,23.0,88.0,29.0,21.0,97.0,54.0,763.0,,8.0,3.0,3.0,1770.0,2.0,104.0,5.0,45.0,103.0,646.0,157.0,25.1966,,38.0,1.0,9.0,25.0,103.0,124.0,28.0,1.0,209.0,12.0,73.0,79.0,29.0,6.0,,40.0,549.0,20.0,67.0,78.0,206.0,1.0,0.0,,754.0,294.0,17.0,2.0,285.0,17.0,6.0,20.0,281.0,1208.0,9.0,14.0,8.0,,134.0,11.0,5.0113,3.0,9.0,13.0,16.0,21.0,10.0,5.3453,37.0,5.0,8.0,15.0,1.0,3.0,1.0,8.0,18.0,17.0,13.0,13.0,1.0,1.0,,1.0,10.0,0.0,,1.0,10.0,16.0,32.0,52.0,11.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0559,7.0,,7.0,,,2.0,,,
17601,Scott Carson,Goalkeeper,Man City,43,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613120,Spike Brits,Goalkeeper,Man City,43,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
