playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,unsuccessfulLayoffs,throwInsToOppositionPlayer,penaltiesTaken,headedGoals,penaltyGoals,ownGoalScored,clearancesOffTheLine,handballsConceded,secondGoalAssists,setPiecesGoals,redCards2ndYellow,lastPlayerTackle
248875,Jérémy Doku,Forward,Man City,43,Belgium,2023-24,129.0,12.0,5.8553,0.0,22.0,19.0,11.0,3.4189,39.0,33.0,2.0,110.0,29.0,8.0,5.0,18.0,110.0,49.0,786.0,3.0,5.0,1.0,4.0,11.0,3.0,5.0,,2.0,12.0,14.0,1593.0,14.0,3.0,161.0,2.0,48.0,159.0,662.0,,253.0,,19.405,37.0,,2.0,19.0,18.0,126.0,296.0,33.0,0.0,290.0,14.0,2.0,86.0,75.0,29.0,2.0,3.0,17.0,,64.0,575.0,17.0,49.0,101.0,18.0,285.0,2.0,0.0,783.0,14.0,40.0,323.0,22.0,87.0,,79.0,15.0,9.0,,14.0,325.0,1310.0,5.0,11.0,2.0,4.0,,113.0,10.0,2.5274,3.0,,14.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
155405,Kalvin Phillips,Midfielder,Man City,43,England,2023-24,33.0,1.0,0.0792,1.0,1.0,2.0,,,14.0,4.0,1.0,30.0,12.0,,2.0,3.0,42.0,2.0,243.0,,,,,9.0,,8.0,,,1.0,,396.0,,1.0,30.0,3.0,5.0,23.0,188.0,,2.0,1.0,1.8321,,1.0,4.0,12.0,1.0,32.0,55.0,7.0,0.0,63.0,3.0,,65.0,31.0,12.0,,,5.0,,6.0,98.0,9.0,2.0,11.0,1.0,55.0,7.0,0.0,234.0,2.0,1.0,65.0,9.0,2.0,1.0,67.0,17.0,6.0,,13.0,56.0,320.0,1.0,2.0,,,3.0,104.0,14.0,0.0743,1.0,12.0,8.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,
61366,Kevin De Bruyne,Midfielder,Man City,43,Belgium,2023-24,70.0,20.0,7.1338,0.0,14.0,17.0,3.0,3.5994,14.0,30.0,11.0,122.0,18.0,10.0,26.0,15.0,130.0,54.0,804.0,4.0,1.0,4.0,11.0,3.0,69.0,11.0,1.0,9.0,35.0,4.0,1227.0,4.0,5.0,43.0,1.0,32.0,37.0,652.0,15.0,90.0,1.0,9.5734,49.0,,4.0,8.0,3.0,65.0,211.0,13.0,1.0,113.0,5.0,0.0,207.0,54.0,18.0,9.0,2.0,5.0,1.0,21.0,582.0,7.0,101.0,41.0,3.0,102.0,6.0,0.0,766.0,13.0,37.0,296.0,9.0,10.0,,192.0,11.0,4.0,37.0,22.0,194.0,1154.0,23.0,10.0,,11.0,1.0,127.0,10.0,2.4106,2.0,8.0,13.0,,,,,,,,,,,,,,,,6.0,6.0,0.4173,,3.0,1.0,,1.0,,,,,,,,
58621,Kyle Walker,Defender,Man City,43,England,2023-24,81.0,19.0,3.2442,0.0,7.0,3.0,2.0,0.1274,38.0,9.0,6.0,146.0,32.0,4.0,1.0,30.0,206.0,40.0,2136.0,,7.0,,6.0,2.0,,41.0,6.0,3.0,19.0,,2767.0,,15.0,102.0,4.0,44.0,76.0,1852.0,,42.0,3.0,30.0963,21.0,2.0,35.0,29.0,1.0,66.0,217.0,18.0,0.0,183.0,13.0,,526.0,152.0,32.0,3.0,,14.0,,11.0,1145.0,25.0,40.0,24.0,1.0,142.0,26.0,0.0,2103.0,6.0,22.0,326.0,24.0,21.0,6.0,851.0,23.0,27.0,,78.0,542.0,2679.0,179.0,3.0,,6.0,17.0,804.0,17.0,0.3924,2.0,60.0,60.0,,,,,,,,,,,,,,,,1.0,1.0,0.0699,,,29.0,,,,,,1.0,,,,1.0
496283,Mahamadou Susoho,Midfielder,Man City,43,Spain,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211975,Manuel Akanji,Defender,Man City,43,Switzerland,2023-24,72.0,2.0,1.7767,1.0,4.0,5.0,1.0,1.2119,42.0,11.0,4.0,105.0,30.0,,9.0,28.0,143.0,7.0,2296.0,2.0,,1.0,1.0,2.0,,58.0,11.0,3.0,2.0,,2513.0,,30.0,90.0,2.0,26.0,62.0,2072.0,,28.0,2.0,28.2973,13.0,3.0,61.0,23.0,3.0,42.0,614.0,19.0,0.0,162.0,16.0,1.0,646.0,142.0,30.0,3.0,,14.0,,2.0,1066.0,21.0,7.0,11.0,3.0,104.0,28.0,0.0,2252.0,6.0,8.0,180.0,28.0,2.0,12.0,764.0,17.0,23.0,,81.0,272.0,2589.0,25.0,2.0,,1.0,13.0,1089.0,7.0,1.8931,2.0,38.0,49.0,,,10.0,,,,,,,,10.0,,,,1.0,,,,,,2.0,,1.0,,,,,,,1.0,1.0
91651,Mateo Kovacic,Midfielder,Man City,43,Croatia,2023-24,62.0,,1.8513,0.0,11.0,5.0,,0.9833,36.0,11.0,4.0,73.0,30.0,,14.0,16.0,90.0,,1523.0,1.0,,0.0,9.0,14.0,1.0,8.0,3.0,2.0,,2.0,1548.0,2.0,4.0,75.0,1.0,32.0,71.0,1413.0,,19.0,1.0,16.6073,21.0,1.0,10.0,14.0,2.0,58.0,657.0,15.0,1.0,137.0,22.0,1.0,322.0,72.0,30.0,2.0,1.0,11.0,,7.0,894.0,13.0,,31.0,2.0,129.0,4.0,0.0,1491.0,6.0,3.0,139.0,25.0,20.0,1.0,281.0,17.0,10.0,,20.0,263.0,1746.0,2.0,9.0,,9.0,7.0,539.0,13.0,1.2702,4.0,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465351,Matheus Nunes,Midfielder,Man City,43,Portugal,2023-24,66.0,5.0,1.4601,1.0,2.0,4.0,4.0,0.4505,13.0,8.0,1.0,63.0,19.0,2.0,12.0,9.0,72.0,12.0,522.0,,5.0,,1.0,10.0,4.0,16.0,1.0,1.0,7.0,3.0,833.0,3.0,9.0,63.0,2.0,20.0,56.0,446.0,1.0,43.0,,6.6739,10.0,,9.0,13.0,1.0,57.0,144.0,23.0,0.0,129.0,6.0,,101.0,40.0,19.0,1.0,,8.0,,17.0,295.0,11.0,15.0,33.0,1.0,113.0,7.0,0.0,509.0,4.0,6.0,148.0,5.0,20.0,1.0,138.0,9.0,7.0,2.0,4.0,139.0,726.0,3.0,4.0,1.0,1.0,5.0,162.0,4.0,0.8393,0.0,9.0,13.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,
462438,Micah Hamilton,Midfielder,Man City,43,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482769,Máximo Perrone,Midfielder,Man City,43,Argentina,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Man City,43,Netherlands,2023-24,49.0,1.0,1.1411,0.0,8.0,5.0,,2.3168,26.0,12.0,1.0,89.0,29.0,2.0,,24.0,127.0,10.0,1770.0,2.0,,0.0,1.0,5.0,,75.0,5.0,,1.0,3.0,2044.0,3.0,28.0,95.0,2.0,29.0,48.0,1624.0,,40.0,2.0,19.5066,8.0,2.0,52.0,20.0,7.0,21.0,648.0,18.0,1.0,144.0,15.0,2.0,632.0,119.0,29.0,,,10.0,,3.0,801.0,18.0,10.0,5.0,7.0,69.0,47.0,0.0,1733.0,7.0,4.0,161.0,16.0,5.0,2.0,370.0,10.0,14.0,,19.0,120.0,2062.0,72.0,5.0,,1.0,25.0,843.0,7.0,2.4796,0.0,38.0,51.0,,,5.0,,,,,,,,5.0,,,,,,,,,,9.0,,2.0,,,,1.0,,,,
477555,Oscar Bobb,Midfielder,Man City,43,Norway,2023-24,17.0,3.0,1.325,0.0,1.0,2.0,1.0,0.9727,7.0,3.0,3.0,19.0,14.0,1.0,4.0,2.0,20.0,2.0,168.0,1.0,,1.0,,12.0,1.0,3.0,,,3.0,1.0,295.0,1.0,2.0,22.0,1.0,9.0,21.0,148.0,,34.0,,4.7931,8.0,,1.0,5.0,1.0,15.0,30.0,3.0,1.0,39.0,4.0,0.0,28.0,17.0,14.0,,1.0,4.0,,6.0,136.0,4.0,2.0,12.0,1.0,36.0,1.0,0.0,164.0,1.0,2.0,41.0,3.0,11.0,,36.0,2.0,5.0,,,74.0,241.0,4.0,1.0,,,1.0,15.0,2.0,1.3837,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
209244,Phil Foden,Midfielder,Man City,43,England,2023-24,143.0,11.0,6.9336,0.0,41.0,48.0,4.0,14.8163,31.0,64.0,15.0,157.0,35.0,8.0,70.0,33.0,182.0,25.0,1670.0,19.0,5.0,9.0,21.0,2.0,50.0,23.0,8.0,12.0,19.0,17.0,2865.0,17.0,17.0,144.0,3.0,79.0,138.0,1446.0,6.0,203.0,3.0,29.586,65.0,,16.0,27.0,20.0,126.0,288.0,60.0,6.0,287.0,30.0,10.0,303.0,127.0,35.0,12.0,1.0,11.0,17.0,46.0,1143.0,24.0,70.0,95.0,20.0,264.0,6.0,0.0,1648.0,16.0,30.0,417.0,20.0,47.0,,530.0,14.0,13.0,35.0,42.0,549.0,2299.0,4.0,14.0,1.0,21.0,9.0,364.0,9.0,10.3517,2.0,25.0,39.0,,,,,1.0,,,,,,,,,,,4.0,4.0,0.2573,,4.0,,,1.0,,,,1.0,,2.0,,
477064,Rico Lewis,Defender,Man City,43,England,2023-24,32.0,,1.2488,0.0,,4.0,1.0,1.9943,10.0,5.0,1.0,38.0,16.0,,11.0,8.0,48.0,1.0,533.0,2.0,,1.0,,8.0,,6.0,,1.0,,1.0,806.0,1.0,6.0,34.0,,17.0,34.0,477.0,,30.0,1.0,9.1484,13.0,3.0,3.0,9.0,,26.0,118.0,20.0,0.0,66.0,6.0,1.0,72.0,42.0,16.0,1.0,2.0,3.0,,4.0,275.0,9.0,1.0,16.0,,60.0,,0.0,524.0,1.0,2.0,69.0,7.0,4.0,1.0,209.0,7.0,4.0,,8.0,134.0,654.0,33.0,4.0,,,6.0,210.0,6.0,0.6299,1.0,10.0,13.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
220566,Rodri,Midfielder,Man City,43,Spain,2023-24,139.0,,6.1026,1.0,16.0,22.0,1.0,4.9528,70.0,46.0,15.0,216.0,34.0,9.0,47.0,34.0,274.0,12.0,3633.0,8.0,6.0,3.0,9.0,,3.0,78.0,11.0,9.0,,5.0,2938.0,5.0,23.0,201.0,2.0,46.0,146.0,3118.0,,85.0,3.0,29.9544,40.0,2.0,40.0,26.0,7.0,116.0,1130.0,35.0,2.0,340.0,24.0,5.0,849.0,235.0,34.0,9.0,5.0,27.0,3.0,14.0,2122.0,24.0,12.0,46.0,7.0,262.0,55.0,1.0,3560.0,24.0,16.0,361.0,43.0,42.0,8.0,1215.0,41.0,26.0,,241.0,439.0,4116.0,6.0,6.0,,9.0,15.0,1237.0,27.0,4.0643,8.0,58.0,66.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0
171314,Rúben Dias,Defender,Man City,43,Portugal,2023-24,79.0,4.0,1.9275,0.0,6.0,8.0,,0.992,39.0,14.0,2.0,99.0,30.0,,,28.0,154.0,9.0,2608.0,,,,1.0,2.0,,90.0,9.0,1.0,4.0,7.0,2557.0,7.0,43.0,101.0,4.0,22.0,54.0,2370.0,,34.0,2.0,30.0274,7.0,8.0,75.0,28.0,5.0,36.0,766.0,15.0,0.0,180.0,15.0,,715.0,108.0,30.0,1.0,,19.0,,1.0,1148.0,24.0,9.0,8.0,5.0,90.0,47.0,0.0,2554.0,6.0,7.0,184.0,20.0,,17.0,1022.0,23.0,30.0,,84.0,105.0,2912.0,11.0,,1.0,1.0,26.0,1310.0,15.0,1.3948,0.0,55.0,60.0,,,8.0,,1.0,,,,,,7.0,1.0,,,,,,,,,,,,,1.0,2.0,1.0,,,,
17601,Scott Carson,Goalkeeper,Man City,43,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437468,Sergio Gómez,Midfielder,Man City,43,Spain,2023-24,4.0,1.0,0.1838,0.0,1.0,,,,1.0,1.0,1.0,5.0,6.0,1.0,,,5.0,2.0,49.0,,1.0,,1.0,6.0,1.0,1.0,,,1.0,,48.0,,1.0,3.0,,1.0,3.0,44.0,,3.0,,1.7866,,,,2.0,,3.0,11.0,,0.0,7.0,,,10.0,1.0,6.0,,,1.0,,,28.0,2.0,3.0,,,6.0,,0.0,49.0,1.0,,8.0,,2.0,,16.0,2.0,1.0,1.0,,12.0,61.0,1.0,,1.0,1.0,,17.0,,0.2487,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88248,Stefan Ortega,Goalkeeper,Man City,43,Germany,2023-24,,,0.0052,0.0,,,,,,,,3.0,9.0,,,5.0,53.0,,242.0,,,,,4.0,,1.0,1.0,,,,632.0,,,2.0,,1.0,1.0,153.0,,,,9.1052,,5.0,3.0,7.0,,,45.0,1.0,0.0,2.0,,,132.0,50.0,9.0,,,,,,16.0,7.0,,,,1.0,1.0,0.0,208.0,,,53.0,,,,65.0,,,,36.0,,299.0,,,,,18.0,173.0,,,0.0,50.0,18.0,6.0,5.0,19.0,,,1.0,20.0,3.0,,,39.0,4.0,7.0,15.0,,,,,,,,,,,,,,,,,
220394,Tommy Doyle,Midfielder,Man City,43,England,2023-24,31.0,2.0,0.8794,0.0,2.0,3.0,1.0,0.6109,26.0,12.0,2.0,68.0,26.0,,15.0,11.0,124.0,9.0,911.0,,,,2.0,15.0,15.0,4.0,2.0,2.0,6.0,1.0,1214.0,1.0,4.0,31.0,3.0,24.0,31.0,712.0,3.0,6.0,2.0,24.5663,8.0,3.0,17.0,24.0,,27.0,277.0,4.0,0.0,62.0,13.0,,240.0,93.0,26.0,2.0,,13.0,,1.0,404.0,21.0,22.0,8.0,,58.0,,0.0,867.0,9.0,3.0,170.0,13.0,1.0,9.0,238.0,11.0,12.0,8.0,75.0,156.0,1086.0,8.0,6.0,,2.0,23.0,389.0,8.0,0.4443,2.0,56.0,35.0,,,,,,,,,,,,,,,,2.0,2.0,0.0943,,,,,,,,1.0,1.0,,,,
