playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,unsuccessfulLayoffs,throwInsToOppositionPlayer,penaltiesTaken,headedGoals,penaltyGoals,ownGoalScored,clearancesOffTheLine,handballsConceded,secondGoalAssists,setPiecesGoals,redCards2ndYellow,lastPlayerTackle
165809,Bernardo Silva,Midfielder,Man City,43,Portugal,2023-24,118.0,14.0,7.9743,0.0,8.0,15.0,6.0,5.5444,51.0,26.0,2.0,159.0,33.0,9.0,20.0,29.0,193.0,53.0,1824.0,6.0,3.0,4.0,1.0,4.0,21.0,11.0,9.0,4.0,17.0,5.0,2581.0,5.0,9.0,117.0,4.0,65.0,115.0,1572.0,1.0,155.0,3.0,27.262,55.0,3.0,12.0,26.0,7.0,109.0,340.0,26.0,2.0,235.0,28.0,2.0,379.0,102.0,33.0,4.0,1.0,28.0,5.0,21.0,1134.0,22.0,66.0,55.0,7.0,224.0,2.0,0.0,1764.0,11.0,26.0,371.0,23.0,38.0,4.0,614.0,22.0,17.0,9.0,59.0,491.0,2304.0,23.0,7.0,1.0,1.0,19.0,514.0,18.0,3.7338,8.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121160,Ederson,Goalkeeper,Man City,43,Brazil,2023-24,3.0,,0.055,0.0,,,,,,,,10.0,33.0,,,33.0,155.0,,1097.0,,,,,,,9.0,10.0,,,,2788.0,,,13.0,4.0,1.0,4.0,757.0,,,3.0,27.4948,1.0,19.0,16.0,27.0,,3.0,344.0,4.0,0.0,16.0,,,558.0,218.0,33.0,,,,,,81.0,23.0,,,,7.0,9.0,0.0,932.0,,,157.0,,1.0,,195.0,2.0,,,185.0,,1346.0,,4.0,,,62.0,861.0,2.0,,5.0,145.0,40.0,22.0,19.0,114.0,3.0,1.0,6.0,57.0,3.0,3.0,2.0,229.0,22.0,18.0,37.0,,,,,,,,,,,,,,,,,
223094,Erling Haaland,Forward,Man City,43,Norway,2023-24,96.0,,2.2201,0.0,23.0,59.0,1.0,22.6456,6.0,98.0,2.0,84.0,31.0,5.0,26.0,29.0,86.0,5.0,381.0,27.0,6.0,12.0,2.0,2.0,,82.0,6.0,2.0,,30.0,2556.0,30.0,43.0,88.0,4.0,27.0,49.0,292.0,,195.0,2.0,27.1929,24.0,,16.0,25.0,21.0,53.0,66.0,31.0,8.0,184.0,10.0,15.0,55.0,47.0,31.0,2.0,2.0,3.0,20.0,16.0,210.0,21.0,5.0,35.0,21.0,102.0,39.0,0.0,370.0,39.0,20.0,170.0,3.0,12.0,1.0,121.0,18.0,2.0,,3.0,139.0,697.0,,9.0,2.0,2.0,2.0,85.0,6.0,29.304,1.0,2.0,16.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0523,2.0,11.0,1.0,8.0,4.0,7.0,,,,,,,
476369,Issa Kaboré,Defender,Man City,43,Burkina Faso,2023-24,92.0,14.0,1.8776,0.0,2.0,1.0,8.0,0.1376,52.0,4.0,1.0,98.0,24.0,2.0,1.0,21.0,130.0,52.0,541.0,,2.0,,,3.0,,38.0,,,14.0,1.0,1732.0,1.0,20.0,117.0,2.0,55.0,99.0,396.0,,18.0,,36.3941,14.0,4.0,46.0,39.0,2.0,72.0,52.0,30.0,0.0,209.0,11.0,,228.0,102.0,24.0,,,24.0,,18.0,212.0,37.0,52.0,26.0,2.0,171.0,18.0,0.0,535.0,3.0,13.0,285.0,28.0,18.0,11.0,153.0,27.0,16.0,,15.0,108.0,1047.0,108.0,8.0,,,21.0,213.0,21.0,0.2201,7.0,32.0,56.0,,,,,,,,,,,,,,,,,,,,,43.0,,,,1.0,1.0,,,,,
114283,Jack Grealish,Midfielder,Man City,43,England,2023-24,48.0,3.0,2.8132,0.0,12.0,5.0,,2.2609,13.0,10.0,3.0,64.0,20.0,1.0,12.0,10.0,68.0,11.0,552.0,3.0,2.0,1.0,4.0,10.0,5.0,8.0,1.0,,4.0,2.0,1003.0,2.0,4.0,75.0,1.0,32.0,71.0,472.0,2.0,89.0,2.0,12.8709,25.0,,4.0,13.0,8.0,44.0,239.0,41.0,1.0,123.0,11.0,2.0,93.0,42.0,20.0,,2.0,5.0,1.0,11.0,394.0,12.0,12.0,33.0,8.0,115.0,4.0,0.0,546.0,5.0,11.0,133.0,8.0,18.0,2.0,47.0,6.0,6.0,1.0,12.0,173.0,769.0,11.0,3.0,,4.0,1.0,94.0,4.0,2.0772,7.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
516250,Jacob Wright,Midfielder,Man City,43,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432714,James McAtee,Midfielder,Man City,43,England,2023-24,156.0,4.0,2.1431,0.0,8.0,9.0,6.0,3.6947,32.0,18.0,6.0,119.0,31.0,3.0,14.0,20.0,137.0,21.0,489.0,3.0,1.0,2.0,3.0,11.0,7.0,43.0,,,9.0,6.0,1827.0,6.0,31.0,104.0,9.0,38.0,92.0,345.0,3.0,74.0,2.0,52.0978,25.0,,15.0,66.0,5.0,125.0,61.0,29.0,2.0,260.0,21.0,1.0,146.0,96.0,31.0,,1.0,11.0,2.0,52.0,232.0,57.0,27.0,92.0,5.0,217.0,12.0,0.0,459.0,9.0,14.0,315.0,21.0,33.0,,133.0,15.0,11.0,2.0,7.0,149.0,883.0,1.0,14.0,,3.0,5.0,129.0,11.0,3.0665,2.0,18.0,23.0,,,,,,,,,,,,,,,,2.0,2.0,0.0942,,3.0,,1.0,,1.0,,,2.0,,,,
97299,John Stones,Defender,Man City,43,England,2023-24,22.0,,0.4048,0.0,2.0,2.0,,0.9474,2.0,2.0,,39.0,16.0,,9.0,12.0,53.0,5.0,831.0,1.0,,1.0,1.0,4.0,,19.0,4.0,1.0,,,1064.0,,5.0,22.0,3.0,10.0,8.0,753.0,,12.0,1.0,9.2578,6.0,2.0,20.0,9.0,1.0,17.0,213.0,5.0,0.0,44.0,4.0,0.0,206.0,46.0,16.0,1.0,1.0,1.0,,4.0,381.0,6.0,5.0,10.0,1.0,25.0,14.0,0.0,819.0,,2.0,73.0,1.0,1.0,7.0,291.0,4.0,10.0,,25.0,121.0,922.0,3.0,3.0,,1.0,8.0,397.0,3.0,1.0486,2.0,14.0,15.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
477424,Josko Gvardiol,Defender,Man City,43,Croatia,2023-24,89.0,4.0,2.0733,0.0,6.0,14.0,,1.5327,55.0,26.0,3.0,179.0,28.0,1.0,3.0,26.0,203.0,29.0,1732.0,4.0,2.0,3.0,4.0,2.0,,55.0,9.0,4.0,4.0,6.0,2328.0,6.0,24.0,134.0,3.0,62.0,103.0,1488.0,,66.0,2.0,25.3438,17.0,2.0,26.0,23.0,2.0,65.0,806.0,22.0,2.0,223.0,24.0,1.0,464.0,150.0,28.0,4.0,3.0,22.0,,14.0,921.0,20.0,29.0,28.0,2.0,168.0,31.0,0.0,1704.0,12.0,13.0,300.0,33.0,26.0,12.0,143.0,20.0,27.0,,41.0,319.0,2264.0,138.0,4.0,,4.0,8.0,612.0,14.0,3.0972,3.0,24.0,71.0,,,,,,,,,,,,,,,,,,,1.0,,12.0,,1.0,,,,,,,,
461358,Julián Alvarez,Forward,Man City,43,Argentina,2023-24,129.0,7.0,6.2949,0.0,23.0,40.0,3.0,11.9631,24.0,75.0,9.0,124.0,36.0,9.0,49.0,31.0,134.0,36.0,1110.0,11.0,2.0,4.0,6.0,5.0,129.0,29.0,4.0,11.0,28.0,18.0,2657.0,18.0,24.0,61.0,1.0,57.0,56.0,952.0,18.0,156.0,2.0,26.3839,58.0,,13.0,24.0,17.0,105.0,247.0,13.0,3.0,190.0,30.0,7.0,195.0,98.0,36.0,11.0,8.0,11.0,2.0,22.0,763.0,23.0,109.0,58.0,17.0,161.0,5.0,0.0,1026.0,35.0,36.0,364.0,13.0,20.0,,272.0,23.0,2.0,65.0,24.0,396.0,1632.0,7.0,16.0,2.0,6.0,3.0,241.0,14.0,13.1255,2.0,10.0,33.0,,,,,,,,,,,,,,,,13.0,13.0,0.8026,2.0,,,2.0,1.0,2.0,,,,,1.0,,
