playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,offsides,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,keyPassesAttemptAssists,shotsBlockedInBox,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,expectedGoals,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,successfulLaunches,oboxTarget,unsuccessfulCornersIntoBox,goals,awayGoals,oboxBlocked,homeGoals,leftFootGoals,headedGoals,shotsBlockedOutsideBox,punches,ownGoalScored,catches,savesMade,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,rightFootGoals,hitWoodwork,handballsConceded
578153,Abdukodir Khusanov,Defender,Man City,43,Uzbekistan,2026-27,4.0,0.0589,0.0,8.0,8.0,3.0,3.0,13.0,2.0,257.0,5.0,1.0,269.0,1.0,15.0,3.0,10.0,239.0,2.0,1.0,3.5027,4.0,2.0,4.0,36.0,1.0,0.0,19.0,2.0,73.0,13.0,3.0,3.0,1.0,113.0,2.0,2.0,1.0,14.0,5.0,0.0,257.0,19.0,5.0,1.0,1.0,124.0,2.0,4.0,5.0,24.0,301.0,13.0,1.0,4.0,131.0,1.0,1.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437730,Antoine Semenyo,Forward,Man City,43,Ghana,2026-27,24.0,0.9338,0.0,3.0,9.0,3.0,3.0,10.0,5.0,112.0,3.0,1.0,270.0,2.0,12.0,8.0,11.0,102.0,22.0,,3.5027,,2.0,22.0,29.0,4.0,0.0,36.0,5.0,11.0,9.0,3.0,1.0,11.0,78.0,2.0,5.0,16.0,33.0,1.0,0.0,112.0,43.0,2.0,4.0,,20.0,4.0,,,52.0,175.0,2.0,,1.0,27.0,3.0,0.0,1.0,4.0,3.0,2.0,2.0,4.0,0.3608,3.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,8.0,0.1751,,,,,,,,,,,,,,,,,,,,,,,,,,
637238,Ayyoub Bouaddi,Midfielder,Man City,43,Morocco,2026-27,,0.1173,0.0,,2.0,2.0,,4.0,,39.0,,,22.0,,1.0,,1.0,34.0,,,0.6721,,,,18.0,,0.0,1.0,,7.0,3.0,2.0,,,18.0,,,,1.0,,0.0,39.0,4.0,,1.0,2.0,9.0,,1.0,1.0,5.0,45.0,,,1.0,17.0,,0.0,2.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
215379,Elliot Anderson,Midfielder,Man City,43,England,2026-27,15.0,0.6416,0.0,8.0,19.0,3.0,3.0,27.0,3.0,317.0,7.0,1.0,235.0,5.0,19.0,4.0,17.0,280.0,3.0,,3.389,3.0,2.0,10.0,121.0,6.0,0.0,34.0,1.0,83.0,14.0,3.0,3.0,1.0,170.0,2.0,5.0,4.0,27.0,2.0,0.0,309.0,39.0,5.0,3.0,,84.0,4.0,6.0,10.0,29.0,375.0,1.0,2.0,2.0,123.0,2.0,1.0,8.0,5.0,1.0,,1.0,,0.1948,3.0,1.0,,4.0,,3.0,,,,3.0,,,2.0,1.0,0.0882,,4.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
448047,Enzo Fernández,Midfielder,Man City,43,Argentina,2026-27,3.0,0.1356,0.0,1.0,8.0,2.0,1.0,9.0,3.0,99.0,2.0,,101.0,1.0,6.0,3.0,5.0,88.0,6.0,,1.1897,1.0,,2.0,27.0,3.0,0.0,9.0,3.0,23.0,4.0,2.0,,,54.0,,3.0,1.0,7.0,1.0,0.0,98.0,16.0,1.0,1.0,,25.0,,,2.0,24.0,119.0,,1.0,,36.0,,0.0,1.0,1.0,,2.0,,,,,,,3.0,1.0,,,,,2.0,2.0,2.0,,1.0,0.1263,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
223094,Erling Haaland,Forward,Man City,43,Norway,2026-27,10.0,0.4923,0.0,,9.0,3.0,3.0,9.0,,33.0,7.0,1.0,270.0,1.0,10.0,1.0,4.0,24.0,21.0,,3.5027,8.0,2.0,9.0,6.0,2.0,1.0,20.0,1.0,4.0,7.0,3.0,,2.0,17.0,2.0,,6.0,13.0,6.0,0.0,31.0,20.0,,2.0,,17.0,1.0,,,6.0,74.0,,,,7.0,1.0,0.0,2.0,2.0,,1.0,8.0,,3.6145,13.0,1.0,,3.0,2.0,,5.0,5.0,,1.0,,,5.0,1.0,2.4716,,,,,,,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
595480,Floyd Samba,Midfielder,Man City,43,England,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106921,Gerónimo Rulli,Goalkeeper,Man City,43,Argentina,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204936,Gianluigi Donnarumma,Goalkeeper,Man City,43,Italy,2026-27,,0.0014,0.0,,1.0,3.0,3.0,14.0,,72.0,2.0,1.0,270.0,,2.0,,,49.0,,,3.5027,2.0,2.0,,14.0,,0.0,2.0,,35.0,14.0,3.0,,,4.0,2.0,,,,2.0,0.0,60.0,14.0,,,,23.0,,,9.0,,95.0,,,7.0,54.0,,0.0,13.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,1.0,4.0,7.0,7.0,13.0,2.0,6.0,7.0,,,
440993,Iliman Ndiaye,Forward,Man City,43,Senegal,2026-27,24.0,0.4302,0.0,7.0,9.0,3.0,3.0,9.0,4.0,103.0,6.0,1.0,267.0,4.0,16.0,7.0,14.0,93.0,14.0,,4.5976,4.0,1.0,20.0,24.0,3.0,0.0,40.0,3.0,24.0,17.0,3.0,5.0,11.0,62.0,1.0,4.0,18.0,34.0,2.0,0.0,102.0,40.0,2.0,4.0,,24.0,2.0,2.0,1.0,31.0,172.0,1.0,1.0,,34.0,2.0,0.0,,3.0,2.0,,3.0,1.0,0.6044,5.0,,1.0,2.0,,2.0,2.0,2.0,,4.0,,,2.0,3.0,0.2846,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
