playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,offsides,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,keyPassesAttemptAssists,shotsBlockedInBox,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,expectedGoals,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,successfulLaunches,oboxTarget,unsuccessfulCornersIntoBox,goals,awayGoals,oboxBlocked,homeGoals,leftFootGoals,headedGoals,shotsBlockedOutsideBox,punches,ownGoalScored,catches,savesMade,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,rightFootGoals,hitWoodwork,handballsConceded
477424,Josko Gvardiol,Defender,Man City,43,Croatia,2026-27,15.0,0.1204,0.0,7.0,22.0,3.0,3.0,28.0,,174.0,15.0,1.0,255.0,9.0,19.0,5.0,13.0,142.0,4.0,1.0,3.5027,4.0,2.0,6.0,76.0,3.0,1.0,34.0,2.0,50.0,12.0,3.0,4.0,1.0,89.0,2.0,,1.0,19.0,6.0,0.0,172.0,35.0,3.0,3.0,1.0,20.0,3.0,5.0,4.0,28.0,231.0,19.0,1.0,4.0,59.0,1.0,0.0,6.0,11.0,2.0,1.0,1.0,2.0,0.8932,1.0,1.0,1.0,5.0,,2.0,,,,1.0,1.0,1.0,,1.0,0.2043,,,,,,,,1.0,0.0,,1.0,,,,,,,,,,,,,1.0,,
554054,Kaden Braithwaite,Defender,Man City,43,England,2026-27,,0.0015,0.0,,,1.0,,,,10.0,,,1.0,,,,,10.0,,,,,,,5.0,,0.0,,,2.0,1.0,1.0,,,5.0,,,,,,0.0,10.0,,,,,1.0,,,,2.0,10.0,,,,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
209036,Marc Guéhi,Defender,Man City,43,England,2026-27,8.0,0.3826,0.0,3.0,11.0,3.0,3.0,15.0,,297.0,14.0,1.0,270.0,4.0,20.0,1.0,10.0,274.0,5.0,,3.5027,12.0,2.0,4.0,120.0,4.0,0.0,28.0,1.0,103.0,14.0,3.0,,,148.0,2.0,,1.0,14.0,10.0,0.0,285.0,19.0,3.0,3.0,,53.0,2.0,3.0,8.0,21.0,336.0,1.0,,1.0,134.0,2.0,0.0,4.0,3.0,,,1.0,,0.2317,2.0,1.0,,1.0,,,,,,2.0,,,1.0,1.0,0.8937,,,,,,,,1.0,0.0,,1.0,,1.0,,,,,,2.0,2.0,,,,,,
91651,Mateo Kovacic,Midfielder,Man City,43,Croatia,2026-27,2.0,0.0233,0.0,,1.0,2.0,,2.0,,56.0,1.0,,42.0,,1.0,1.0,,54.0,,,0.1137,,,2.0,22.0,,0.0,3.0,1.0,9.0,2.0,2.0,,2.0,34.0,,,2.0,2.0,1.0,0.0,56.0,5.0,,,,15.0,,,,10.0,61.0,,,,20.0,,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
465351,Matheus Nunes,Midfielder,Man City,43,Portugal,2026-27,,0.0414,0.0,,3.0,1.0,,3.0,2.0,23.0,,,33.0,,1.0,1.0,1.0,18.0,2.0,,0.1137,1.0,,,3.0,1.0,0.0,1.0,,4.0,2.0,1.0,,,13.0,,2.0,,1.0,,0.0,22.0,5.0,,,,12.0,,,2.0,4.0,28.0,1.0,,,7.0,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
472769,Nico O'Reilly,Defender,Man City,43,England,2026-27,10.0,0.4304,0.0,2.0,6.0,2.0,2.0,7.0,1.0,80.0,3.0,,152.0,2.0,6.0,1.0,5.0,72.0,5.0,,1.6295,1.0,2.0,8.0,23.0,,0.0,16.0,1.0,17.0,7.0,2.0,1.0,1.0,41.0,2.0,1.0,4.0,13.0,1.0,0.0,80.0,14.0,1.0,3.0,,17.0,2.0,,1.0,23.0,104.0,2.0,2.0,,35.0,,0.0,1.0,1.0,3.0,,,,,2.0,1.0,,7.0,,3.0,,,,1.0,,,2.0,,0.0869,,,,,,,,,,,,,,,,,,,,,,,,,,
209244,Phil Foden,Midfielder,Man City,43,England,2026-27,15.0,0.8661,0.0,4.0,14.0,3.0,2.0,16.0,3.0,120.0,3.0,,196.0,2.0,13.0,4.0,12.0,100.0,10.0,,2.7893,2.0,2.0,13.0,8.0,5.0,0.0,28.0,,16.0,8.0,3.0,2.0,4.0,76.0,2.0,8.0,8.0,25.0,1.0,0.0,118.0,38.0,2.0,3.0,,48.0,4.0,,4.0,48.0,175.0,,1.0,,32.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,,,3.0,4.0,2.0,7.0,,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.607,1.0,7.0,,2.0,,,4.0,,,2.0,,,,2.0,,,,,,,,,,,,
448514,Rayan Aït-Nouri,Defender,Man City,43,Algeria,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466052,Rayan Cherki,Midfielder,Man City,43,France,2026-27,14.0,1.3479,0.0,,9.0,3.0,2.0,12.0,4.0,158.0,3.0,,175.0,3.0,7.0,2.0,7.0,142.0,16.0,,0.8731,,1.0,11.0,42.0,2.0,1.0,21.0,1.0,32.0,6.0,3.0,,3.0,100.0,1.0,7.0,8.0,18.0,,0.0,150.0,30.0,,5.0,,25.0,4.0,,4.0,59.0,198.0,1.0,2.0,,49.0,,1.0,3.0,,,2.0,3.0,,1.4917,4.0,2.0,2.0,13.0,,3.0,1.0,1.0,,8.0,2.0,2.0,1.0,1.0,0.5553,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,0.0,1.0,,,,,,,,,,,,1.0,1.0,1.0
477064,Rico Lewis,Defender,Man City,43,England,2026-27,7.0,0.0181,0.0,,2.0,1.0,1.0,2.0,2.0,26.0,1.0,,57.0,,3.0,,2.0,24.0,4.0,,1.5835,,1.0,7.0,3.0,2.0,0.0,10.0,,2.0,,1.0,,1.0,15.0,1.0,2.0,5.0,9.0,1.0,0.0,24.0,10.0,,,,12.0,1.0,2.0,,9.0,45.0,3.0,1.0,,9.0,,0.0,,,,,1.0,,0.2067,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,0.1728,,,,,,,,,,,,,,,,,,,,,,,,,,
616288,Ryan McAidoo,Forward,Man City,43,England,2026-27,1.0,0.0007,0.0,2.0,3.0,2.0,,3.0,1.0,7.0,,,11.0,,5.0,,5.0,4.0,1.0,,,,,1.0,,1.0,0.0,6.0,,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,6.0,,0.0,7.0,5.0,,2.0,,2.0,,,,4.0,16.0,,,,2.0,,0.0,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,0.0977,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
171314,Rúben Dias,Defender,Man City,43,Portugal,2026-27,4.0,0.736,0.0,1.0,17.0,3.0,3.0,24.0,,359.0,12.0,1.0,270.0,2.0,14.0,1.0,4.0,327.0,3.0,,3.5027,13.0,2.0,2.0,113.0,1.0,0.0,18.0,,92.0,14.0,3.0,,1.0,135.0,2.0,,1.0,6.0,10.0,0.0,345.0,27.0,1.0,2.0,,147.0,1.0,1.0,8.0,7.0,385.0,1.0,,3.0,200.0,,0.0,7.0,8.0,,,1.0,,0.1783,1.0,2.0,,,,,1.0,1.0,,3.0,,,,,0.0904,,,,,1.0,,,,,,,,,,,,,,7.0,7.0,,,,,,
616222,Vitor Reis,Defender,Man City,43,Brazil,2026-27,,0.0028,0.0,,,1.0,,,,13.0,,,1.0,,,,,13.0,,,,,,,,,0.0,,,4.0,,1.0,,,8.0,,,,,,0.0,13.0,,,,,6.0,,,,3.0,15.0,2.0,,,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
