season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385501,1,2,Leeds_United,Home,204336,106617,Patrick Bamford,patrick-bamford,F,False,,,,6.0,5.0,11.0,,2.0,5.0,,2.0,,6.0,,,,10.0,3.0,,,0.0377713,0.3136,0.2763,3.0,,,,,,,,,84.0,2.0,,,,,,,10.0,,6.1,,,,,2.0,2.0,,,,,10.0,5.0,15.0,2,,26.0,5.0,,1.0,
2022-23,10385501,1,2,Leeds_United,Home,829570,221399,Jack Harrison,jack-harrison,F,False,4.0,,3.0,14.0,6.0,16.0,1.0,,9.0,2.0,,,1.0,,,4.0,10.0,8.0,,,0.342759,0.0,0.0,2.0,1.0,,,,,1.0,7.0,,90.0,,,,,,,,21.0,,7.8,,,,,1.0,4.0,7.0,,4.0,,25.0,7.0,25.0,0,2.0,53.0,2.0,4.0,2.0,1.0
2022-23,10385737,2,2,Leeds_United,Away,204336,106617,Patrick Bamford,patrick-bamford,F,False,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,3.416e-05,0.2249,0.0,1.0,,,,,,,,,28.0,,,,,,,,2.0,,6.6,,,1.0,,,,,,,,,1.0,1.0,2,,5.0,2.0,,,
2022-23,10385737,2,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,False,2.0,,,21.0,7.0,26.0,2.0,,5.0,1.0,,,,,,3.0,7.0,7.0,,,0.147585,0.0,0.0,1.0,1.0,,,,,,4.0,,84.0,,,,,,,,13.0,,7.5,,,,,1.0,3.0,6.0,,,,27.0,7.0,28.0,0,4.0,53.0,3.0,1.0,2.0,1.0
2022-23,10385737,2,2,Leeds_United,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,2.0,4.0,6.0,,2.0,,,,,,,,,,2.0,,,0.00136676,0.0,0.0,,,,,,,,,,13.0,,,,,,,,1.0,,6.6,,,,,,,,,,,2.0,5.0,7.0,0,,8.0,,,,
2022-23,10385543,3,2,Leeds_United,Home,829570,221399,Jack Harrison,jack-harrison,F,False,1.0,,,10.0,5.0,14.0,1.0,,5.0,,,,2.0,,,1.0,4.0,5.0,,,0.102058,0.5422,1.0007,,1.0,1.0,,,,2.0,1.0,,82.0,2.0,1.0,,,,,,22.0,,8.5,,,,,1.0,4.0,7.0,,2.0,,27.0,7.0,27.0,2,1.0,50.0,1.0,,4.0,1.0
2022-23,10385543,3,2,Leeds_United,Home,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,4.0,3.0,7.0,,1.0,4.0,,,,2.0,,,1.0,6.0,2.0,,,0.0103298,0.0,0.0,1.0,,,,,,2.0,,,20.0,,,,,,,,4.0,,6.3,,,,,,2.0,,,,,5.0,3.0,8.0,0,,15.0,,1.0,,
2022-23,10385557,4,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,False,,,,13.0,5.0,18.0,,1.0,5.0,,,1.0,2.0,,,1.0,5.0,7.0,,,0.0494417,0.04,0.0,1.0,,,,,,1.0,1.0,,74.0,,,,,,,,17.0,,6.7,,,,,,3.0,1.0,,,,21.0,7.0,27.0,1,2.0,47.0,4.0,2.0,2.0,1.0
2022-23,10385557,4,2,Leeds_United,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,5.0,1.0,6.0,,1.0,1.0,,1.0,,,,,,1.0,2.0,,,0.0265249,0.9924,0.0,,,,,,,,,,31.0,,,,,,,,4.0,,6.3,,,1.0,,,1.0,,,,,6.0,2.0,8.0,1,,13.0,1.0,1.0,,
2022-23,10385758,5,2,Leeds_United,Home,204336,106617,Patrick Bamford,patrick-bamford,F,True,,,,5.0,2.0,7.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,0.00126043,0.0902,0.0,,,,,,,,,,14.0,,,,,,,,2.0,,6.8,,,1.0,,,1.0,,,,1.0,6.0,2.0,8.0,1,,13.0,1.0,,1.0,
2022-23,10385758,5,2,Leeds_United,Home,829570,221399,Jack Harrison,jack-harrison,F,False,2.0,,,39.0,10.0,47.0,2.0,,6.0,1.0,,,,,,6.0,17.0,5.0,,,0.15838,0.2023,0.0317,3.0,,,,,,,3.0,,90.0,1.0,,,,,,,44.0,,6.3,,,1.0,,,9.0,13.0,,,1.0,60.0,12.0,59.0,2,1.0,111.0,7.0,2.0,2.0,
2022-23,10385758,5,2,Leeds_United,Home,836070,224995,Luis Sinisterra,luis-sinisterra,F,False,,,,20.0,5.0,25.0,,,2.0,,,,,,,,3.0,4.0,,,0.184958,0.0245,0.2568,,,1.0,,,,,1.0,,64.0,1.0,,,,,,,10.0,,7.4,,,,,,5.0,1.0,,,,25.0,5.0,29.0,1,1.0,43.0,2.0,1.0,2.0,
2022-23,10385577,6,2,Leeds_United,Away,204336,106617,Patrick Bamford,patrick-bamford,F,True,,,,7.0,3.0,10.0,1.0,,1.0,,2.0,,,,,1.0,2.0,,,,0.0318795,0.888,0.0,,,,,,,,,,45.0,,,,,,,,2.0,,6.2,,,2.0,,,,,,,1.0,7.0,3.0,10.0,2,,15.0,1.0,,,
2022-23,10385577,6,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,False,1.0,,,14.0,2.0,15.0,2.0,,2.0,,,,1.0,,,,4.0,2.0,,,0.146202,0.0,0.0,,,,,,,,2.0,,45.0,,,,,,,,11.0,,6.5,,,,,,3.0,7.0,,1.0,,21.0,2.0,16.0,0,,32.0,3.0,,2.0,
2022-23,10385577,6,2,Leeds_United,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,False,,,1.0,20.0,8.0,28.0,3.0,1.0,4.0,,,,1.0,,,1.0,7.0,7.0,,,0.0252999,0.141,0.2819,1.0,,1.0,,,,1.0,,,59.0,2.0,,,1.0,,,,6.0,,7.0,,,,,,4.0,,,1.0,,22.0,9.0,31.0,2,3.0,45.0,1.0,,3.0,2.0
2022-23,11077461,7,2,Leeds_United,Home,204336,106617,Patrick Bamford,patrick-bamford,F,False,,,,11.0,3.0,14.0,2.0,1.0,5.0,,1.0,3.0,,,,2.0,7.0,6.0,,,0.0364385,0.6816,,,,,,,,1.0,,,89.0,,1.0,,,,,,14.0,,6.3,,,2.0,,,4.0,,,,,16.0,3.0,19.0,5,,45.0,4.0,4.0,1.0,
2022-23,11077461,7,2,Leeds_United,Home,829570,221399,Jack Harrison,jack-harrison,F,False,,,3.0,23.0,10.0,33.0,,1.0,7.0,,,2.0,1.0,,,1.0,8.0,6.0,,,0.0833388,0.7718,0.7373,2.0,,1.0,,,,2.0,2.0,,90.0,1.0,,,,,,,25.0,,7.3,,,1.0,,2.0,8.0,5.0,,7.0,,37.0,11.0,43.0,4,,80.0,3.0,1.0,4.0,
2022-23,11077461,7,2,Leeds_United,Home,836070,224995,Luis Sinisterra,luis-sinisterra,F,False,,,2.0,25.0,3.0,28.0,,2.0,4.0,,,1.0,,,,2.0,5.0,8.0,,,0.316092,0.1395,0.3588,1.0,,1.0,,,,2.0,2.0,,74.0,2.0,,,,,,,12.0,,7.9,,,1.0,,,6.0,1.0,,3.0,1.0,28.0,5.0,32.0,4,1.0,54.0,3.0,1.0,4.0,
2022-23,11077461,7,2,Leeds_United,Home,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11007089,8,2,Leeds_United,Away,204336,106617,Patrick Bamford,patrick-bamford,F,False,,,,5.0,5.0,10.0,3.0,3.0,4.0,,,,2.0,,,2.0,7.0,5.0,,,0.0100942,0.0,0.0,,1.0,,,,,,1.0,,63.0,,,,,,,,14.0,,6.7,,,,,1.0,,,,,,13.0,6.0,19.0,0,1.0,30.0,3.0,1.0,,1.0
