playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedGoalsFreekick,foulWonPenalty,offsides,unsuccessfulLayoffs,shotsBlockedInBox,freekickTotal,iboxBlocked,attemptsFromSetPieces,throwInsToOppositionPlayer,goals,awayGoals,homeGoals,headedGoals,penaltiesConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,leftFootGoals,rightFootGoals,hitWoodwork,redCards2ndYellow,drops,penaltiesTaken,penaltyGoals
49464,Cristhian Stuani,Forward,Middlesbrough,25,Uruguay,2016-17,134.0,4.0,0.7725,0.0,4.0,10.0,3.4796,35.0,17.0,,109.0,23.0,,25.0,16.0,123.0,21.0,383.0,1.0,7.0,,86.0,1.0,,4.0,6.0,1361.0,6.0,39.0,120.0,3.0,29.0,73.0,249.0,,54.0,2.0,17.0025,7.0,,15.0,15.0,95.0,65.0,29.0,1.0,254.0,15.0,107.0,72.0,23.0,,11.0,14.0,164.0,12.0,21.0,50.0,168.0,47.0,0.0,380.0,7.0,7.0,226.0,24.0,12.0,3.0,102.0,21.0,10.0,,,11.0,109.0,642.0,,12.0,1.0,7.0,100.0,10.0,1.0,2.7217,4.0,14.0,36.0,,,,4.0,4.0,3.0,,3.0,,,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,
169061,Dael Fry,Midfielder,Middlesbrough,25,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75880,Daniel Ayala,Defender,Middlesbrough,25,Spain,2016-17,44.0,1.0,0.0901,0.0,,5.0,0.877,11.0,10.0,1.0,39.0,14.0,,,11.0,78.0,5.0,380.0,,3.0,,55.0,3.0,,1.0,4.0,917.0,4.0,19.0,49.0,1.0,7.0,13.0,264.0,,14.0,,15.7234,,10.0,68.0,16.0,25.0,57.0,3.0,0.0,93.0,4.0,155.0,57.0,14.0,,6.0,,84.0,15.0,5.0,1.0,38.0,36.0,0.0,375.0,5.0,,89.0,5.0,,6.0,134.0,15.0,27.0,,,38.0,34.0,527.0,1.0,2.0,,25.0,219.0,7.0,,1.8631,3.0,39.0,21.0,,,,1.0,,,,,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
19101,Dimitrios Konstantopoulos,Goalkeeper,Middlesbrough,25,Greece,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54771,Fábio,Defender,Middlesbrough,25,Brazil,2016-17,111.0,14.0,1.053,0.0,1.0,2.0,0.0708,63.0,4.0,2.0,142.0,24.0,,2.0,21.0,206.0,56.0,709.0,1.0,3.0,,81.0,4.0,2.0,14.0,,1849.0,,39.0,143.0,4.0,34.0,101.0,479.0,,8.0,4.0,30.7481,16.0,8.0,66.0,30.0,72.0,138.0,20.0,0.0,254.0,20.0,335.0,102.0,24.0,2.0,14.0,13.0,301.0,26.0,56.0,28.0,173.0,42.0,0.0,705.0,2.0,9.0,331.0,49.0,18.0,7.0,118.0,29.0,35.0,,,24.0,118.0,1249.0,134.0,5.0,1.0,42.0,216.0,19.0,,0.1535,8.0,64.0,58.0,,,,4.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
78091,Gastón Ramírez,Midfielder,Middlesbrough,25,Uruguay,2016-17,189.0,9.0,2.9609,1.0,9.0,9.0,2.7672,46.0,23.0,9.0,125.0,24.0,3.0,33.0,20.0,151.0,18.0,625.0,8.0,4.0,38.0,51.0,1.0,4.0,24.0,3.0,1549.0,3.0,36.0,138.0,4.0,54.0,123.0,445.0,11.0,54.0,1.0,19.0367,28.0,1.0,11.0,20.0,153.0,150.0,29.0,2.0,327.0,36.0,181.0,137.0,24.0,4.0,9.0,34.0,336.0,16.0,57.0,72.0,276.0,15.0,0.0,617.0,14.0,15.0,348.0,37.0,49.0,2.0,175.0,36.0,15.0,26.0,,29.0,119.0,1095.0,3.0,14.0,8.0,7.0,162.0,23.0,2.0,2.971,8.0,26.0,31.0,,0.486,,1.0,2.0,1.0,7.0,1.0,7.0,,2.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,
40202,George Friend,Defender,Middlesbrough,25,England,2016-17,129.0,5.0,0.8248,0.0,7.0,1.0,0.0699,62.0,8.0,,106.0,24.0,2.0,,20.0,178.0,32.0,780.0,,4.0,,85.0,4.0,1.0,5.0,,1960.0,,38.0,165.0,4.0,42.0,118.0,557.0,,29.0,1.0,35.3721,9.0,13.0,80.0,35.0,91.0,263.0,24.0,0.0,294.0,12.0,356.0,116.0,24.0,1.0,15.0,27.0,290.0,31.0,32.0,44.0,209.0,47.0,0.0,765.0,7.0,11.0,328.0,47.0,36.0,11.0,54.0,28.0,56.0,,,45.0,107.0,1429.0,155.0,,,42.0,317.0,15.0,2.0,0.6952,4.0,72.0,63.0,,,,,,7.0,,7.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
10460,Grant Leadbitter,Midfielder,Middlesbrough,25,England,2016-17,41.0,2.0,0.6434,0.0,4.0,3.0,0.9395,14.0,9.0,1.0,41.0,13.0,,17.0,7.0,68.0,1.0,340.0,4.0,6.0,13.0,17.0,2.0,1.0,4.0,1.0,707.0,1.0,13.0,29.0,3.0,18.0,25.0,245.0,2.0,5.0,,13.4457,9.0,1.0,6.0,12.0,28.0,86.0,7.0,0.0,70.0,15.0,101.0,44.0,13.0,1.0,5.0,2.0,158.0,9.0,13.0,7.0,53.0,4.0,0.0,316.0,6.0,2.0,94.0,9.0,4.0,1.0,97.0,8.0,10.0,9.0,,27.0,56.0,451.0,1.0,3.0,4.0,10.0,118.0,6.0,,0.826,1.0,27.0,12.0,,0.0833,,,,,1.0,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,
90263,James Husband,Defender,Middlesbrough,25,England,2016-17,1.0,,0.0045,0.0,,,,,,,8.0,1.0,,,1.0,11.0,,28.0,,,,2.0,,,,,59.0,,,2.0,,3.0,,17.0,,,,2.487,,,1.0,3.0,1.0,6.0,,0.0,3.0,2.0,12.0,2.0,1.0,,,,7.0,3.0,,1.0,1.0,2.0,0.0,28.0,,,15.0,,,,4.0,,,,,,6.0,43.0,7.0,1.0,,2.0,10.0,,,,0.0,3.0,5.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
20047,Jordan Rhodes,Forward,Middlesbrough,25,Scotland,2016-17,24.0,,0.0317,0.0,,4.0,0.8641,1.0,6.0,,13.0,6.0,,3.0,2.0,16.0,1.0,42.0,,4.0,,21.0,,,,4.0,208.0,4.0,17.0,10.0,1.0,1.0,6.0,26.0,,9.0,,1.4667,2.0,,2.0,2.0,7.0,10.0,3.0,0.0,34.0,,8.0,2.0,6.0,,,1.0,14.0,1.0,1.0,1.0,13.0,4.0,0.0,38.0,2.0,1.0,19.0,1.0,2.0,2.0,9.0,3.0,,,,,15.0,64.0,,1.0,,1.0,12.0,1.0,,0.6613,0.0,3.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169535,Julien De Sart,Midfielder,Middlesbrough,25,Belgium,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82428,Marten de Roon,Midfielder,Middlesbrough,25,Netherlands,2016-17,219.0,3.0,0.8378,0.0,12.0,7.0,3.1342,73.0,17.0,1.0,208.0,33.0,,56.0,32.0,275.0,19.0,1322.0,7.0,1.0,,127.0,8.0,2.0,3.0,1.0,2777.0,1.0,60.0,166.0,5.0,51.0,99.0,976.0,,32.0,4.0,42.7815,11.0,10.0,64.0,44.0,159.0,309.0,23.0,1.0,385.0,36.0,419.0,177.0,33.0,2.0,30.0,3.0,548.0,39.0,20.0,24.0,258.0,67.0,0.0,1305.0,10.0,10.0,354.0,43.0,5.0,9.0,368.0,66.0,43.0,,,71.0,226.0,1736.0,6.0,5.0,7.0,33.0,502.0,51.0,2.0,2.7763,8.0,67.0,76.0,,,,3.0,2.0,5.0,,5.0,,2.0,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,,,,,
106617,Patrick Bamford,Forward,Middlesbrough,25,England,2016-17,30.0,,0.003,0.0,3.0,3.0,,9.0,4.0,,20.0,14.0,,9.0,2.0,24.0,4.0,82.0,1.0,12.0,,12.0,,,,,315.0,,8.0,26.0,2.0,6.0,22.0,57.0,,16.0,,1.0775,1.0,,3.0,8.0,22.0,6.0,11.0,0.0,56.0,2.0,22.0,16.0,14.0,,4.0,4.0,40.0,6.0,4.0,8.0,44.0,4.0,0.0,80.0,1.0,2.0,47.0,5.0,2.0,,28.0,12.0,4.0,,,1.0,26.0,149.0,,,1.0,2.0,18.0,4.0,1.0,0.0297,1.0,4.0,5.0,,,,2.0,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
49207,Rudy Gestede,Forward,Middlesbrough,25,Benin,2016-17,53.0,,0.4299,0.0,2.0,5.0,1.4195,6.0,14.0,,93.0,16.0,,22.0,4.0,94.0,2.0,218.0,,12.0,,114.0,,,,4.0,525.0,4.0,33.0,101.0,1.0,5.0,20.0,123.0,,43.0,,14.2932,11.0,,9.0,12.0,20.0,55.0,12.0,0.0,154.0,1.0,70.0,21.0,16.0,,1.0,2.0,93.0,11.0,2.0,10.0,40.0,81.0,0.0,215.0,9.0,2.0,120.0,5.0,3.0,1.0,36.0,8.0,2.0,,,1.0,57.0,305.0,,3.0,,,31.0,5.0,1.0,1.5383,3.0,1.0,11.0,,,,3.0,7.0,2.0,,2.0,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
12002,Stewart Downing,Midfielder,Middlesbrough,25,England,2016-17,59.0,24.0,2.8288,0.0,9.0,6.0,1.6632,28.0,20.0,2.0,101.0,30.0,3.0,41.0,24.0,176.0,86.0,943.0,7.0,6.0,44.0,27.0,5.0,3.0,43.0,2.0,2212.0,2.0,18.0,56.0,5.0,34.0,47.0,688.0,15.0,21.0,2.0,36.9278,26.0,8.0,32.0,39.0,41.0,335.0,14.0,0.0,115.0,18.0,240.0,122.0,30.0,3.0,8.0,11.0,433.0,34.0,122.0,22.0,88.0,9.0,0.0,920.0,14.0,16.0,355.0,20.0,7.0,,135.0,10.0,31.0,24.0,,79.0,233.0,1381.0,27.0,4.0,7.0,32.0,377.0,7.0,1.0,2.2545,1.0,75.0,47.0,1.0,0.4081,,6.0,2.0,2.0,5.0,2.0,5.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
123125,Viktor Fischer,Forward,Middlesbrough,25,Denmark,2016-17,28.0,,0.57,0.0,7.0,2.0,0.1833,3.0,5.0,,24.0,13.0,3.0,11.0,6.0,29.0,2.0,146.0,3.0,7.0,11.0,7.0,,,4.0,2.0,438.0,2.0,4.0,23.0,1.0,12.0,20.0,111.0,3.0,20.0,1.0,5.1736,4.0,,1.0,6.0,24.0,55.0,7.0,0.0,51.0,6.0,27.0,27.0,13.0,,,9.0,85.0,5.0,12.0,21.0,44.0,3.0,0.0,144.0,3.0,6.0,70.0,3.0,10.0,,28.0,1.0,,8.0,,6.0,36.0,243.0,1.0,5.0,3.0,1.0,36.0,,,0.6851,0.0,5.0,6.0,,,,3.0,2.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
12496,Víctor Valdés,Goalkeeper,Middlesbrough,25,Spain,2016-17,1.0,,0.0525,0.0,,,,1.0,,,,28.0,,,28.0,416.0,,888.0,,,,6.0,8.0,,,,2520.0,,,9.0,5.0,,3.0,177.0,,1.0,3.0,39.0369,,163.0,29.0,36.0,1.0,52.0,4.0,0.0,10.0,,750.0,239.0,28.0,,,,223.0,31.0,,,4.0,6.0,0.0,416.0,,,421.0,1.0,,,85.0,,3.0,,,295.0,1.0,1126.0,,,,204.0,249.0,,,,1.0,416.0,78.0,,,,,,,,,,,,,,,,26.0,30.0,258.0,12.0,3.0,14.0,80.0,7.0,3.0,196.0,140.0,21.0,50.0,,,,,3.0,,
42892,Álvaro Negredo,Forward,Middlesbrough,25,Spain,2016-17,276.0,1.0,2.6263,0.0,19.0,23.0,8.447,18.0,50.0,3.0,262.0,36.0,4.0,129.0,33.0,285.0,7.0,862.0,6.0,3.0,,352.0,6.0,2.0,1.0,12.0,2877.0,12.0,177.0,240.0,5.0,40.0,65.0,528.0,,117.0,4.0,45.9147,22.0,,65.0,45.0,99.0,157.0,31.0,1.0,516.0,16.0,199.0,56.0,36.0,2.0,3.0,14.0,339.0,40.0,7.0,47.0,164.0,175.0,0.0,788.0,27.0,11.0,417.0,15.0,19.0,3.0,240.0,45.0,10.0,,,49.0,266.0,1259.0,3.0,13.0,6.0,3.0,239.0,14.0,2.0,8.7848,5.0,23.0,46.0,,0.0825,1.0,17.0,32.0,13.0,1.0,13.0,1.0,1.0,9.0,3.0,6.0,1.0,,,,,,,,,,,,,,,8.0,,,,,2.0,2.0
