playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,throughBalls,unsuccessfulLayoffs,cornersTakenInclShortCorners,successfulCornersIntoBox,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,penaltiesConceded,lastPlayerTackle,headedGoals,clearancesOffTheLine,secondGoalAssists,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty
225321,Aaron Ramsdale,Goalkeeper,Southampton,20,England,2024-25,3.0,2.0,0.0,20.0,42.0,11.0,30.0,30.0,441.0,1087.0,190.0,4.0,8.0,3.0,7.0,2700.0,11.0,10.0,1.0,3.0,421.0,2.0,18.0,5.0,104.0,28.0,66.0,3.0,148.0,125.0,4.0,0.0,14.0,4.0,761.0,245.0,30.0,5.0,1.0,167.0,56.0,6.0,8.0,0.0,222.0,756.0,1.0,452.0,97.0,33.0,178.0,1.0,2.0,225.0,1420.0,278.0,479.0,80.0,1.0,2.0,430.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155511,Adam Armstrong,Forward,Southampton,20,England,2024-25,58.0,,0.0,,,38.0,20.0,15.0,44.0,269.0,,,14.0,1.0,,1252.0,28.0,7.0,17.0,23.0,221.0,,,2.0,,8.0,35.0,49.0,48.0,,5.0,1.0,86.0,,45.0,23.0,20.0,,,144.0,28.0,72.0,5.0,0.0,,254.0,7.0,96.0,,,59.0,12.0,3.0,4.0,405.0,3.0,84.0,,,4.0,6.0,12.0,3.0,0.5719,8.0,9.0,2.0,1.9029,12.0,18.0,2.0,11.0,11.0,2.0,9.0,0.0,2.0,5.0,1.0,3.0,6.0,6.0,9.0,52.0,33.016,7.0,6.0,5.0,2.0,1.0,1.0,1.0,9.0,1.0,8.0,11.0,26.0,6.0,9.0,3.0,6.0,1.0,117.0,3.0,11.0,1.0,2.0,9.0,3.2848,,,,,,,,,,,,,,,
39155,Adam Lallana,Midfielder,Southampton,20,England,2024-25,30.0,,0.0,,,32.0,14.0,5.0,37.0,255.0,,,4.0,,,356.0,23.0,1.0,6.0,21.0,215.0,,,1.0,,5.0,8.0,28.0,71.0,,8.0,0.0,53.0,,76.0,19.0,14.0,,,108.0,7.0,49.0,2.0,0.0,,251.0,1.0,60.0,,,55.0,8.0,5.0,3.0,333.0,2.0,113.0,,1.0,4.0,5.0,13.0,3.0,0.4893,1.0,,,,8.0,2.0,2.0,12.0,1.0,,,,,9.0,,3.0,,,2.0,7.0,9.3785,2.0,1.0,3.0,,,,,3.0,,5.0,1.0,11.0,1.0,2.0,5.0,5.0,1.0,53.0,,5.0,,,5.0,0.167,1.0,2.0,,,,,,,,,,,,,
494779,Albert Grønbæk,Midfielder,Southampton,20,Denmark,2024-25,15.0,,0.0,,,4.0,4.0,2.0,4.0,17.0,,,2.0,,,143.0,7.0,,1.0,5.0,13.0,,,1.0,,1.0,3.0,15.0,8.0,,1.0,0.0,22.0,,3.0,6.0,4.0,,,9.0,3.0,20.0,2.0,0.0,,17.0,,18.0,,,3.0,,,,43.0,,4.0,,,0.0,,1.0,,0.0111,2.0,,,,4.0,,,,1.0,,,,1.0,2.0,,,,,,2.0,4.4431,1.0,1.0,,,,,,3.0,,4.0,1.0,8.0,1.0,,1.0,,1.0,3.0,,2.0,,1.0,,0.1162,,,,,,,,,,,,,,,
58376,Alex McCarthy,Goalkeeper,Southampton,20,England,2024-25,,,0.0,6.0,7.0,6.0,5.0,5.0,38.0,126.0,23.0,,2.0,,2.0,450.0,3.0,,1.0,1.0,62.0,,2.0,2.0,14.0,3.0,13.0,,32.0,24.0,1.0,0.0,3.0,,79.0,44.0,5.0,2.0,1.0,19.0,13.0,1.0,2.0,0.0,47.0,93.0,,39.0,5.0,5.0,15.0,,,26.0,192.0,19.0,69.0,17.0,,0.0,32.0,15.0,,0.0042,,,,,,,,,,,,,,,,,,,,,12.6569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477386,Armel Bella-Kotchap,Defender,Southampton,20,Germany,2024-25,12.0,,0.0,,,10.0,4.0,2.0,21.0,223.0,,,11.0,,,329.0,15.0,1.0,1.0,9.0,195.0,,,2.0,2.0,21.0,13.0,7.0,77.0,,2.0,0.0,27.0,,43.0,19.0,4.0,,,40.0,12.0,16.0,6.0,0.0,,219.0,,25.0,,,85.0,3.0,5.0,7.0,270.0,6.0,162.0,,,0.0,11.0,6.0,,0.015,,,1.0,,7.0,1.0,,,,,,,,2.0,,,,,5.0,1.0,11.7966,,,,,,,,2.0,,1.0,,1.0,,1.0,5.0,,2.0,18.0,,,,,2.0,0.3199,,,,,,,,,,,,,,,
433979,Cameron Archer,Forward,Southampton,20,England,2024-25,98.0,,0.0,,,39.0,35.0,13.0,42.0,247.0,,,39.0,,,1432.0,50.0,7.0,12.0,41.0,202.0,,,3.0,,9.0,34.0,68.0,71.0,,13.0,0.0,148.0,,30.0,35.0,35.0,,,116.0,27.0,109.0,9.0,0.0,,228.0,8.0,133.0,,,46.0,16.0,2.0,3.0,452.0,2.0,89.0,,1.0,0.0,3.0,15.0,,0.7296,7.0,11.0,1.0,4.4919,13.0,22.0,,22.0,3.0,2.0,8.0,1.0,,22.0,,,9.0,9.0,30.0,57.0,36.1236,5.0,7.0,4.0,1.0,1.0,,1.0,5.0,1.0,20.0,3.0,46.0,7.0,11.0,8.0,15.0,1.0,100.0,,13.0,3.0,,7.0,5.7213,2.0,6.0,,,,,,,,,,,,,
103914,Charlie Taylor,Defender,Southampton,20,England,2024-25,7.0,,0.0,,,10.0,8.0,3.0,15.0,192.0,,,8.0,,,353.0,18.0,2.0,6.0,12.0,168.0,,,1.0,2.0,30.0,12.0,5.0,74.0,,3.0,0.0,25.0,,53.0,10.0,8.0,,,61.0,10.0,17.0,6.0,0.0,,187.0,,29.0,,,26.0,2.0,5.0,9.0,285.0,5.0,118.0,,,1.0,5.0,6.0,1.0,0.1521,,,,,7.0,,,1.0,4.0,,,,,5.0,,2.0,,,2.0,2.0,11.2599,1.0,,3.0,,,,,2.0,,,7.0,1.0,,,5.0,2.0,5.0,39.0,17.0,,,,2.0,,,,2.0,1.0,4.0,1.0,,,,,,,,,
220585,Flynn Downes,Midfielder,Southampton,20,England,2024-25,111.0,,0.0,,,78.0,27.0,25.0,101.0,1104.0,,,34.0,3.0,,2154.0,113.0,7.0,32.0,96.0,984.0,,,2.0,2.0,50.0,49.0,94.0,307.0,,39.0,0.0,224.0,,231.0,83.0,27.0,,,422.0,42.0,190.0,17.0,0.0,,1075.0,5.0,149.0,,,309.0,50.0,32.0,19.0,1414.0,16.0,581.0,,2.0,12.0,23.0,44.0,,1.4354,4.0,3.0,3.0,0.8954,49.0,6.0,,53.0,4.0,1.0,,1.0,2.0,2.0,,,2.0,2.0,17.0,22.0,46.5773,15.0,2.0,19.0,0.0,,,1.0,24.0,,8.0,4.0,25.0,2.0,3.0,25.0,8.0,9.0,257.0,,7.0,,2.0,23.0,0.6347,7.0,1.0,,,,,,,,,,,,,
88900,Jack Stephens,Defender,Southampton,20,England,2024-25,43.0,,2.0,,,54.0,19.0,17.0,71.0,938.0,8.0,,16.0,1.0,,1394.0,44.0,4.0,11.0,38.0,837.0,,,1.0,4.0,49.0,28.0,33.0,434.0,,4.0,0.0,87.0,,253.0,44.0,19.0,,,328.0,24.0,71.0,6.0,2.0,8.0,911.0,,87.0,,,169.0,13.0,13.0,30.0,1115.0,10.0,539.0,,,2.0,17.0,36.0,,0.28,,2.0,1.0,1.0538,34.0,4.0,,5.0,1.0,1.0,1.0,0.0,,2.0,1.0,,,,10.0,11.0,32.6686,3.0,,7.0,1.0,,1.0,,14.0,,4.0,1.0,7.0,,2.0,20.0,,13.0,82.0,12.0,4.0,1.0,,9.0,0.566,,,,,3.0,,1.0,1.0,1.0,1.0,,,,,
