playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,overruns,hitWoodwork,handballsConceded,successfulCrossesOpenPlay,successfulCrossesAndCorners,throwInsToOppositionPlayer,headedGoals,penaltiesFaced,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,expectedGoalsFreekick,cornersTakenInclShortCorners,penaltiesTaken,penaltyGoals,penaltiesConceded,ownGoalScored,redCards2ndYellow
171771,Jan Bednarek,Defender,Southampton,20,Poland,2021-22,85.0,0.7247,86.0,0.0,4.0,7.0,1.7548,32.0,15.0,,136.0,31.0,,,,47.0,30.0,265.0,,1445.0,4.0,1.0,1.0,,1.0,130.0,7.0,,3.0,2631.0,3.0,,39.0,139.0,5.0,26.0,48.0,1093.0,33.0,2.0,45.9738,6.0,22.0,139.0,52.0,4.0,46.0,308.0,15.0,2.0,224.0,21.0,3.0,564.0,177.0,31.0,,1.0,17.0,1.0,,362.0,47.0,,4.0,4.0,94.0,91.0,0.0,1398.0,8.0,2.0,300.0,15.0,1.0,27.0,436.0,30.0,72.0,87.0,137.0,1869.0,20.0,4.0,,66.0,819.0,16.0,2.2289,10.0,129.0,96.0,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,23.0,2.0,,,,,,,1.0,,,,,1.0,1.0,
445896,Kgaogelo Chauke,Midfielder,Southampton,20,South Africa,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158534,Kyle Walker-Peters,Defender,Southampton,20,England,2021-22,139.0,3.3746,64.0,0.0,11.0,7.0,1.1735,57.0,15.0,2.0,160.0,32.0,2.0,1.0,,34.0,29.0,203.0,44.0,1088.0,1.0,3.0,0.0,3.0,3.0,55.0,6.0,1.0,5.0,2632.0,5.0,,28.0,195.0,4.0,63.0,168.0,844.0,81.0,1.0,43.4095,22.0,9.0,42.0,49.0,8.0,111.0,283.0,47.0,0.0,334.0,21.0,1.0,402.0,187.0,32.0,1.0,1.0,24.0,,31.0,565.0,45.0,44.0,74.0,8.0,279.0,27.0,0.0,1075.0,8.0,22.0,416.0,33.0,64.0,8.0,162.0,27.0,37.0,41.0,241.0,1862.0,180.0,2.0,3.0,25.0,326.0,12.0,1.0809,5.0,43.0,60.0,,,,,,,,,,,,,,1.0,2.0,6.0,6.0,47.0,,,,,,,,1.0,,,,,,,
212721,Lyanco,Defender,Southampton,20,Brazil,2021-22,37.0,0.0816,14.0,0.0,3.0,1.0,0.0709,18.0,3.0,,37.0,15.0,,,,7.0,9.0,108.0,4.0,389.0,,,0.0,2.0,6.0,33.0,1.0,,1.0,906.0,1.0,,14.0,48.0,1.0,10.0,29.0,260.0,4.0,1.0,17.7696,3.0,4.0,48.0,20.0,1.0,23.0,60.0,7.0,0.0,85.0,5.0,0.0,179.0,73.0,15.0,,,3.0,,,85.0,19.0,4.0,2.0,1.0,52.0,19.0,0.0,378.0,2.0,2.0,123.0,15.0,4.0,13.0,118.0,13.0,13.0,21.0,32.0,548.0,1.0,,2.0,24.0,196.0,6.0,0.2675,2.0,71.0,34.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
96787,Mohamed Elyounoussi,Midfielder,Southampton,20,Norway,2021-22,157.0,2.1298,76.0,0.0,12.0,19.0,4.5982,36.0,31.0,5.0,162.0,30.0,2.0,9.0,,28.0,23.0,177.0,26.0,604.0,4.0,1.0,3.0,5.0,7.0,84.0,4.0,3.0,12.0,2042.0,12.0,,46.0,120.0,4.0,45.0,82.0,415.0,88.0,,29.4086,26.0,1.0,26.0,35.0,7.0,111.0,165.0,18.0,0.0,277.0,21.0,1.0,215.0,82.0,30.0,3.0,,19.0,3.0,17.0,321.0,31.0,26.0,55.0,7.0,193.0,38.0,0.0,600.0,12.0,13.0,325.0,17.0,28.0,2.0,111.0,28.0,12.0,12.0,113.0,1020.0,2.0,11.0,5.0,5.0,109.0,14.0,5.5088,4.0,15.0,42.0,,,,,,,,,,,,,,1.0,,3.0,3.0,,1.0,,,,,,,,,1.0,,,,,
450527,Mohammed Salisu,Defender,Southampton,20,Ghana,2021-22,135.0,0.7236,84.0,1.0,5.0,10.0,1.2935,80.0,19.0,,224.0,34.0,,,,56.0,33.0,385.0,11.0,1742.0,,2.0,0.0,,1.0,162.0,6.0,1.0,9.0,2972.0,9.0,,61.0,201.0,4.0,45.0,100.0,1267.0,34.0,1.0,47.315,9.0,22.0,150.0,57.0,5.0,74.0,494.0,7.0,0.0,336.0,23.0,0.0,874.0,244.0,34.0,1.0,,33.0,,3.0,574.0,53.0,11.0,13.0,5.0,174.0,101.0,0.0,1694.0,9.0,6.0,494.0,47.0,13.0,26.0,225.0,38.0,78.0,90.0,149.0,2347.0,29.0,,,68.0,785.0,19.0,1.9957,8.0,161.0,157.0,,,,,,,,,4.0,,,,,,1.0,2.0,2.0,65.0,,,,,,,,2.0,,,,,1.0,1.0,1.0
431131,Moussa Djenepo,Forward,Southampton,20,Mali,2021-22,51.0,0.5398,12.0,0.0,3.0,1.0,0.053,9.0,8.0,1.0,28.0,12.0,,1.0,,4.0,5.0,34.0,4.0,140.0,,,0.0,,7.0,11.0,1.0,1.0,,455.0,,,9.0,32.0,,11.0,30.0,105.0,30.0,,8.1846,6.0,,5.0,10.0,3.0,42.0,48.0,10.0,0.0,83.0,5.0,0.0,49.0,28.0,12.0,1.0,,6.0,,17.0,83.0,10.0,4.0,26.0,3.0,72.0,2.0,0.0,139.0,7.0,9.0,89.0,3.0,12.0,1.0,14.0,9.0,2.0,1.0,29.0,277.0,1.0,3.0,,4.0,25.0,6.0,1.451,3.0,6.0,7.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,
83283,Nathan Redmond,Forward,Southampton,20,England,2021-22,104.0,3.1104,45.0,0.0,11.0,9.0,1.4802,22.0,15.0,7.0,140.0,27.0,5.0,14.0,,16.0,20.0,180.0,33.0,670.0,1.0,3.0,0.0,8.0,7.0,45.0,4.0,6.0,2.0,1833.0,2.0,2.0,32.0,71.0,3.0,37.0,58.0,467.0,49.0,1.0,29.7571,29.0,3.0,13.0,33.0,3.0,72.0,119.0,15.0,0.0,175.0,19.0,1.0,243.0,102.0,27.0,6.0,1.0,8.0,,18.0,364.0,30.0,42.0,33.0,3.0,130.0,13.0,0.0,652.0,6.0,15.0,292.0,14.0,21.0,2.0,143.0,16.0,8.0,23.0,165.0,973.0,2.0,6.0,8.0,24.0,144.0,8.0,1.7286,0.0,40.0,35.0,,,,,,,,,,,,,,,,14.0,18.0,1.0,,,,4.0,1.0,1.0,8.0,,0.0591,13.0,,,,,
203389,Nathan Tella,Forward,Southampton,20,Nigeria,2021-22,85.0,0.3173,34.0,0.0,3.0,5.0,1.046,13.0,9.0,1.0,50.0,14.0,1.0,2.0,,16.0,10.0,61.0,9.0,161.0,,3.0,0.0,,4.0,24.0,,4.0,1.0,811.0,1.0,,18.0,51.0,,21.0,45.0,97.0,21.0,1.0,15.0792,6.0,,8.0,18.0,3.0,67.0,42.0,22.0,0.0,136.0,13.0,0.0,56.0,54.0,14.0,4.0,,4.0,,16.0,81.0,18.0,9.0,40.0,3.0,112.0,6.0,0.0,156.0,4.0,6.0,158.0,9.0,10.0,,25.0,17.0,6.0,3.0,38.0,371.0,,9.0,,8.0,22.0,6.0,0.6102,2.0,11.0,8.0,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,,,,,,,,,,2.0,,,,,
78056,Oriol Romeu,Midfielder,Southampton,20,Spain,2021-22,163.0,2.4726,84.0,0.0,6.0,4.0,0.4358,77.0,18.0,7.0,234.0,36.0,2.0,11.0,,41.0,34.0,301.0,7.0,1673.0,2.0,,0.0,3.0,2.0,116.0,6.0,1.0,1.0,2895.0,1.0,,49.0,198.0,4.0,54.0,131.0,1273.0,51.0,1.0,45.4402,35.0,6.0,40.0,52.0,3.0,114.0,458.0,24.0,0.0,361.0,31.0,2.0,478.0,259.0,36.0,1.0,1.0,38.0,,10.0,740.0,48.0,8.0,26.0,3.0,245.0,67.0,0.0,1645.0,14.0,3.0,381.0,39.0,30.0,8.0,485.0,46.0,51.0,99.0,252.0,2110.0,,13.0,3.0,31.0,637.0,29.0,1.3543,9.0,67.0,90.0,,,,,,,,,,,,,,,1.0,5.0,5.0,,1.0,,,,,,,,,,,,,,
244560,Romain Perraud,Defender,Southampton,20,France,2021-22,86.0,0.5082,45.0,0.0,5.0,3.0,1.0085,34.0,14.0,1.0,93.0,20.0,1.0,,,19.0,18.0,157.0,61.0,534.0,,,0.0,2.0,2.0,40.0,3.0,,3.0,1625.0,3.0,,24.0,74.0,4.0,56.0,58.0,366.0,26.0,2.0,31.5942,7.0,5.0,38.0,33.0,3.0,62.0,170.0,16.0,0.0,160.0,18.0,0.0,228.0,77.0,20.0,,,12.0,,10.0,258.0,29.0,63.0,19.0,3.0,120.0,16.0,0.0,525.0,11.0,25.0,326.0,22.0,8.0,6.0,28.0,31.0,17.0,11.0,108.0,995.0,95.0,4.0,2.0,37.0,125.0,15.0,0.5475,3.0,64.0,55.0,,,,,,,,,,,,,,2.0,1.0,6.0,6.0,47.0,,,,,,,2.0,1.0,,3.0,,,,,
20452,Shane Long,Forward,Southampton,20,Ireland,2021-22,42.0,0.1015,16.0,0.0,3.0,5.0,1.2154,9.0,6.0,,28.0,13.0,,2.0,,7.0,3.0,28.0,1.0,71.0,1.0,3.0,0.0,,10.0,43.0,,1.0,3.0,303.0,3.0,,19.0,42.0,,6.0,18.0,43.0,19.0,1.0,8.2244,2.0,,1.0,5.0,3.0,23.0,14.0,8.0,0.0,84.0,4.0,1.0,19.0,9.0,13.0,1.0,,4.0,,3.0,34.0,5.0,1.0,14.0,3.0,41.0,24.0,0.0,71.0,1.0,4.0,55.0,5.0,1.0,,17.0,9.0,,,21.0,150.0,,3.0,,,9.0,3.0,0.8693,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
91047,Stuart Armstrong,Midfielder,Southampton,20,Scotland,2021-22,90.0,1.4474,41.0,0.0,12.0,9.0,2.0146,27.0,26.0,3.0,114.0,25.0,,12.0,1.0,21.0,15.0,126.0,25.0,698.0,2.0,1.0,0.0,7.0,10.0,15.0,,3.0,4.0,1468.0,4.0,,11.0,77.0,4.0,34.0,73.0,559.0,44.0,1.0,29.5356,25.0,1.0,13.0,30.0,5.0,79.0,145.0,20.0,1.0,167.0,9.0,2.0,170.0,94.0,25.0,3.0,1.0,8.0,,27.0,409.0,26.0,25.0,54.0,5.0,152.0,4.0,0.0,668.0,17.0,13.0,250.0,19.0,27.0,1.0,233.0,11.0,8.0,13.0,150.0,1019.0,8.0,7.0,7.0,6.0,173.0,8.0,2.51,1.0,12.0,31.0,,,,,,,,,,,,,,,,8.0,10.0,,1.0,,,1.0,,,,,,2.0,,,,,
20467,Theo Walcott,Forward,Southampton,20,England,2021-22,12.0,0.0931,12.0,0.0,2.0,,,4.0,4.0,,19.0,9.0,,,,5.0,5.0,23.0,5.0,81.0,,2.0,0.0,1.0,4.0,8.0,,,,379.0,,,4.0,15.0,1.0,5.0,11.0,56.0,18.0,,5.8618,1.0,1.0,2.0,8.0,1.0,8.0,14.0,6.0,0.0,27.0,3.0,0.0,22.0,12.0,9.0,,,2.0,,2.0,37.0,7.0,5.0,3.0,1.0,19.0,4.0,0.0,81.0,4.0,3.0,41.0,2.0,1.0,,24.0,1.0,5.0,2.0,21.0,135.0,1.0,5.0,1.0,3.0,21.0,,0.6281,0.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491551,Thierry Small,Defender,Southampton,20,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441191,Tino Livramento,Defender,Southampton,20,England,2021-22,99.0,2.6523,82.0,0.0,3.0,3.0,1.0226,54.0,9.0,2.0,145.0,28.0,1.0,1.0,1.0,47.0,25.0,194.0,50.0,906.0,1.0,1.0,0.0,1.0,3.0,49.0,6.0,,2.0,2203.0,2.0,,25.0,144.0,2.0,40.0,120.0,685.0,48.0,,32.2794,19.0,7.0,47.0,42.0,2.0,74.0,40.0,36.0,0.0,243.0,14.0,1.0,320.0,176.0,28.0,,,26.0,,25.0,421.0,40.0,50.0,44.0,2.0,194.0,24.0,0.0,890.0,6.0,14.0,408.0,28.0,30.0,9.0,348.0,12.0,47.0,27.0,198.0,1588.0,140.0,3.0,1.0,27.0,303.0,10.0,1.4421,2.0,49.0,66.0,,,,,,,,,,,,,,2.0,,12.0,12.0,57.0,1.0,,,,,,,,,,,,,,
496661,Tyler Dibling,Midfielder,Southampton,20,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214466,Will Smallbone,Midfielder,Southampton,20,Ireland,2021-22,7.0,0.0466,3.0,0.0,,,,4.0,1.0,,10.0,4.0,,,,2.0,2.0,14.0,3.0,33.0,,,0.0,,2.0,4.0,,,,133.0,,,3.0,6.0,,7.0,5.0,19.0,3.0,,4.0674,1.0,,,5.0,,4.0,4.0,1.0,0.0,13.0,4.0,0.0,13.0,12.0,4.0,,,,,,9.0,5.0,3.0,,,9.0,1.0,0.0,30.0,1.0,2.0,22.0,4.0,,,6.0,2.0,2.0,,10.0,56.0,,2.0,,3.0,11.0,2.0,0.0513,0.0,4.0,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
20310,Willy Caballero,Goalkeeper,Southampton,20,Argentina,2021-22,1.0,0.0041,,0.0,,,,,,,,2.0,,,,,2.0,23.0,,60.0,,,0.0,,,1.0,,,,180.0,,,1.0,,,,,18.0,,,3.3707,,5.0,3.0,5.0,,,3.0,,0.0,1.0,,0.0,43.0,7.0,2.0,,,,,,15.0,5.0,,,,,,0.0,39.0,,,23.0,,,,14.0,,,19.0,,70.0,,,,12.0,22.0,,,1.0,23.0,7.0,1.0,,,1.0,6.0,,,,6.0,7.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,
213482,Yan Valery,Defender,Southampton,20,Tunisia,2021-22,23.0,0.0881,10.0,0.0,,,,8.0,2.0,,23.0,5.0,,,,7.0,3.0,38.0,3.0,139.0,,,0.0,,2.0,20.0,1.0,,,369.0,,,9.0,23.0,1.0,11.0,12.0,100.0,,1.0,10.0578,1.0,1.0,16.0,7.0,,14.0,12.0,3.0,0.0,46.0,3.0,0.0,67.0,27.0,5.0,,,2.0,,4.0,49.0,6.0,3.0,6.0,,26.0,11.0,0.0,135.0,2.0,1.0,55.0,6.0,1.0,3.0,44.0,3.0,6.0,1.0,16.0,223.0,6.0,,,9.0,53.0,3.0,0.037,0.0,15.0,15.0,,,,,,,,,,,,,,,,1.0,1.0,6.0,,,,,,,,,,,,,,,
