playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,throwInsToOppositionPlayer,foulWonPenalty,lastPlayerTackle,expectedGoalsFreekick,headedGoals,freekickTotal,attemptsFromSetPieces,ownGoalScored,secondGoalAssists,clearancesOffTheLine,setPiecesGoals,penaltiesTaken,penaltyGoals
39155,Adam Lallana,Midfielder,Southampton,20,England,2012-13,179.0,8.0,3.0431,0.0,15.0,16.0,5.0,6.3866,72.0,36.0,16.0,176.0,30.0,5.0,71.0,26.0,187.0,67.0,971.0,3.0,9.0,2.0,13.0,4.0,51.0,62.0,1.0,11.0,24.0,18.0,2240.0,18.0,15.0,42.0,155.0,6.0,135.0,774.0,12.0,118.0,2.0,33.7847,35.0,2.0,24.0,42.0,14.0,137.0,255.0,42.0,2.0,334.0,1.0,226.0,156.0,30.0,11.0,2.0,16.0,1.0,33.0,545.0,36.0,122.0,100.0,14.0,272.0,20.0,0.0,963.0,20.0,24.0,481.0,56.0,21.0,1.0,188.0,25.0,65.0,35.0,10.0,302.0,1638.0,5.0,12.0,2.0,13.0,8.0,263.0,2.0,5.0197,2.0,11.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18726,Artur Boruc,Goalkeeper,Southampton,20,Poland,2012-13,1.0,,0.0738,0.0,,,,,,,,7.0,20.0,,,20.0,240.0,,538.0,,,,,,,2.0,5.0,,,,1755.0,,,,10.0,4.0,8.0,151.0,,,2.0,25.1413,,79.0,13.0,28.0,,1.0,63.0,5.0,0.0,11.0,,405.0,189.0,20.0,,,,,,109.0,24.0,,,,9.0,2.0,0.0,345.0,,,246.0,,2.0,,70.0,,3.0,,147.0,,752.0,,1.0,,,148.0,189.0,,,1.0,233.0,24.0,1.0,26.0,12.0,129.0,10.0,3.0,1.0,8.0,44.0,5.0,6.0,1.0,163.0,73.0,11.0,29.0,,,,,,,,,,,,,,
68002,Ben Reeves,Midfielder,Southampton,20,Northern Ireland,2012-13,1.0,,0.0584,0.0,,,,,2.0,,,3.0,3.0,,,,4.0,2.0,23.0,,,,,3.0,,1.0,,,,,26.0,,,1.0,2.0,,2.0,16.0,,,,,,2.0,,,,,13.0,,0.0,3.0,,5.0,3.0,3.0,,,,,,11.0,,2.0,,,2.0,,0.0,23.0,,,7.0,2.0,,,1.0,,1.0,,3.0,4.0,38.0,7.0,,,,,8.0,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18867,Billy Sharp,Forward,Southampton,20,England,2012-13,3.0,,0.0033,0.0,,,,,,,,1.0,2.0,,,,1.0,1.0,4.0,,,,,2.0,,2.0,,,,,18.0,,1.0,2.0,1.0,,1.0,3.0,,,,0.4121,,,1.0,1.0,,1.0,1.0,1.0,0.0,4.0,,1.0,,2.0,,,,,1.0,2.0,1.0,1.0,1.0,,2.0,,0.0,4.0,,,5.0,,,,,,,,,2.0,11.0,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,Southampton,20,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18421,Daniel Fox,Defender,Southampton,20,Scotland,2012-13,43.0,5.0,1.1662,1.0,1.0,2.0,1.0,0.5088,27.0,7.0,1.0,108.0,20.0,1.0,2.0,14.0,165.0,38.0,646.0,1.0,,1.0,1.0,6.0,28.0,36.0,1.0,2.0,17.0,,1216.0,,,13.0,60.0,4.0,37.0,441.0,7.0,9.0,1.0,27.1579,17.0,15.0,59.0,32.0,,30.0,255.0,7.0,0.0,103.0,0.0,300.0,67.0,20.0,2.0,,9.0,1.0,3.0,291.0,28.0,62.0,11.0,,67.0,23.0,1.0,615.0,5.0,11.0,255.0,18.0,3.0,5.0,17.0,12.0,29.0,20.0,40.0,74.0,1043.0,124.0,6.0,,1.0,44.0,207.0,1.0,0.5247,3.0,57.0,36.0,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,,,
19636,Danny Seaborne,Defender,Southampton,20,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49596,Emmanuel Mayuka,Forward,Southampton,20,Zambia,2012-13,19.0,1.0,0.2347,0.0,1.0,4.0,1.0,1.3457,1.0,7.0,1.0,10.0,11.0,,6.0,1.0,10.0,3.0,61.0,,2.0,,2.0,10.0,,7.0,,2.0,1.0,6.0,222.0,6.0,1.0,6.0,11.0,1.0,10.0,51.0,,14.0,1.0,4.3362,8.0,,2.0,7.0,,13.0,11.0,8.0,0.0,30.0,,10.0,6.0,11.0,2.0,,,,2.0,42.0,6.0,3.0,8.0,,23.0,1.0,0.0,61.0,3.0,1.0,35.0,1.0,1.0,,18.0,5.0,3.0,,,22.0,115.0,1.0,1.0,,2.0,,10.0,,0.349,0.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12092,Frazer Richardson,Defender,Southampton,20,England,2012-13,10.0,1.0,0.0308,0.0,,,,,5.0,,1.0,17.0,5.0,,,2.0,20.0,5.0,73.0,,,,,3.0,,4.0,,,1.0,,167.0,,,3.0,7.0,1.0,6.0,51.0,,,,2.7666,1.0,,11.0,4.0,,7.0,2.0,1.0,0.0,17.0,,38.0,10.0,5.0,,,1.0,,1.0,32.0,3.0,6.0,3.0,,13.0,1.0,0.0,71.0,,,36.0,4.0,,,24.0,1.0,4.0,,2.0,9.0,134.0,20.0,1.0,,,3.0,22.0,,,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,
78091,Gastón Ramírez,Midfielder,Southampton,20,Uruguay,2012-13,172.0,5.0,4.3529,1.0,14.0,15.0,13.0,4.1377,40.0,41.0,38.0,136.0,26.0,3.0,53.0,20.0,153.0,22.0,713.0,5.0,3.0,1.0,13.0,6.0,44.0,39.0,,14.0,20.0,7.0,1689.0,7.0,4.0,28.0,123.0,3.0,112.0,533.0,13.0,73.0,1.0,20.4214,28.0,,15.0,24.0,9.0,144.0,162.0,44.0,0.0,295.0,4.0,229.0,103.0,26.0,14.0,1.0,7.0,3.0,44.0,421.0,21.0,65.0,95.0,9.0,256.0,11.0,1.0,701.0,26.0,16.0,383.0,33.0,28.0,2.0,189.0,33.0,42.0,31.0,27.0,133.0,1251.0,3.0,14.0,,13.0,1.0,159.0,2.0,4.7235,2.0,17.0,14.0,,,,,,,,,,,,,,,,,,,,,0.4148,1.0,16.0,8.0,,,,,,
