season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437749,4,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,8.0,17.0,10.0,26.0,,1.0,5.0,,,,1.0,,,,2.0,6.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,19.0,,6.4,,,,3.0,1.0,3.0,,17.0,1.0,26.0,17.0,40.0,0,4.0,70.0,,,1.0,
2017-18,7437764,5,14,Liverpool,Home,791,15157,James Milner,james-milner,M,False,2.0,,1.0,43.0,18.0,59.0,1.0,1.0,6.0,,,2.0,1.0,,,,2.0,3.0,,,,,,,,,6.0,,90.0,,,,,,,,18.0,,7.3,,,1.0,1.0,,10.0,,3.0,,60.0,19.0,69.0,3,1.0,92.0,,1.0,,
2017-18,7437764,5,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,2.0,30.0,63.0,93.0,1.0,2.0,7.0,,,,,,,,1.0,4.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,9.0,,7.0,,,,2.0,,,,7.0,,37.0,65.0,102.0,0,1.0,110.0,,1.0,,
2017-18,7437764,5,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,2.0,1.0,19.0,20.0,,,13.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,5.0,,6.6,1.0,2.0,,,,,,7.0,,5.0,20.0,25.0,0,,37.0,,,,
2017-18,7437764,5,14,Liverpool,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,,8.0,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,1.0,,6.5,,,,1.0,,,,,,9.0,,9.0,0,,10.0,,,,
2017-18,7437764,5,14,Liverpool,Home,20963,40755,Daniel Sturridge,daniel-sturridge,F,False,1.0,,1.0,24.0,5.0,28.0,1.0,,1.0,,,2.0,,,,,1.0,5.0,,,,,,,,,4.0,,90.0,3.0,,,,,,,4.0,,7.9,,,2.0,,2.0,1.0,,1.0,,27.0,5.0,31.0,7,,46.0,1.0,3.0,2.0,
2017-18,7437764,5,14,Liverpool,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,5.0,28.0,49.0,77.0,1.0,2.0,6.0,,,,,1.0,,,2.0,4.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,7.4,,,,,1.0,,,6.0,,33.0,52.0,85.0,0,,95.0,1.0,1.0,1.0,
2017-18,7437764,5,14,Liverpool,Home,119159,84583,Philippe Coutinho,philippe-coutinho,M,False,1.0,,2.0,50.0,11.0,60.0,,,3.0,,,4.0,,,,,3.0,7.0,,,,,,,,,5.0,,78.0,,,,,,,,18.0,,7.7,,,3.0,,7.0,3.0,,6.0,,64.0,12.0,73.0,7,2.0,97.0,,1.0,4.0,
2017-18,7437764,5,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,4.0,24.0,44.0,68.0,6.0,3.0,9.0,,,1.0,,,,1.0,10.0,6.0,,,3.0,1.0,,,,1.0,2.0,,90.0,1.0,,,,,,,13.0,,7.4,,,2.0,2.0,1.0,,,9.0,,32.0,47.0,79.0,4,1.0,94.0,1.0,1.0,1.0,
2017-18,7437764,5,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,1.0,27.0,7.0,34.0,1.0,,3.0,,,2.0,1.0,,,,3.0,,,,,,,,,,5.0,,79.0,,,,,,,,13.0,,6.6,,,,,1.0,1.0,,2.0,,35.0,9.0,43.0,2,,51.0,2.0,,,
2017-18,7437764,5,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,1.0,29.0,4.0,33.0,1.0,,1.0,,,1.0,,,,1.0,4.0,4.0,,,2.0,,1.0,,,,3.0,,90.0,4.0,,,,,,,22.0,,8.3,,,1.0,,3.0,5.0,,1.0,1.0,42.0,4.0,41.0,6,1.0,68.0,7.0,,3.0,
2017-18,7437764,5,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,3.0,34.0,26.0,60.0,2.0,,6.0,,,,,,,1.0,4.0,,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,12.0,,6.7,,,2.0,1.0,1.0,4.0,,6.0,,43.0,27.0,66.0,2,,81.0,,,,
2017-18,7437764,5,14,Liverpool,Home,361420,154566,Dominic Solanke,dominic-solanke,F,True,,,,6.0,,6.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,12.0,,,,,,,,3.0,,6.7,,,2.0,1.0,1.0,,,,,8.0,,8.0,2,,13.0,1.0,,1.0,
2017-18,7437764,5,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,5.0,20.0,17.0,35.0,1.0,,5.0,1.0,,,1.0,,,2.0,5.0,2.0,,,,,,,,,7.0,,90.0,1.0,,,,,,,21.0,,7.4,,,1.0,1.0,3.0,10.0,,7.0,,35.0,20.0,45.0,2,,81.0,,,2.0,
2017-18,7437782,6,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,,,,2.0,3.0,5.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,16.0,,,,,,,,2.0,,6.6,,,,2.0,,,,,,4.0,3.0,7.0,0,1.0,11.0,,,,
2017-18,7437782,6,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437782,6,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,9.0,5.0,14.0,19.0,,,13.0,,,,,,1.0,,1.0,,,1.0,1.0,,,2.0,,,,,90.0,,,1.0,1.0,,1.0,,14.0,1.0,6.7,4.0,5.0,,1.0,,,,23.0,,18.0,15.0,33.0,0,,46.0,,,,
2017-18,7437782,6,14,Liverpool,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,,4.0,,4.0,2.0,1.0,,,,,,,,1.0,4.0,1.0,,,1.0,,,,,,2.0,,11.0,,,,,,,,2.0,,6.6,,,1.0,,,,,,,4.0,,4.0,1,,7.0,1.0,,,
2017-18,7437782,6,14,Liverpool,Away,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,1.0,4.0,1.0,5.0,,,1.0,1.0,,,,,,,,3.0,,,,1.0,,,,,2.0,,26.0,1.0,,,,,,,7.0,,7.8,,,1.0,,3.0,,,1.0,,7.0,1.0,8.0,2,,17.0,3.0,,3.0,
2017-18,7437782,6,14,Liverpool,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,1.0,14.0,8.0,22.0,3.0,2.0,4.0,,,,1.0,,,1.0,6.0,4.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,,6.0,,6.7,,,1.0,1.0,1.0,,,1.0,,14.0,11.0,25.0,2,,35.0,1.0,1.0,1.0,
2017-18,7437782,6,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,1.0,8.0,24.0,32.0,1.0,8.0,6.0,,,,,,,,2.0,11.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,18.0,,6.7,,,1.0,6.0,,1.0,,7.0,,17.0,32.0,48.0,1,2.0,61.0,1.0,1.0,,
2017-18,7437782,6,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,4.0,32.0,26.0,58.0,2.0,3.0,8.0,,,,1.0,,,,4.0,11.0,,,1.0,,1.0,,,,3.0,,90.0,1.0,,,,,,,22.0,,8.0,,,,3.0,2.0,1.0,,13.0,,45.0,35.0,79.0,1,4.0,95.0,,3.0,2.0,
2017-18,7437782,6,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,9.0,31.0,40.0,,6.0,8.0,,,,1.0,,,1.0,4.0,6.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,15.0,,6.4,,,,5.0,,,,7.0,,16.0,38.0,54.0,0,,64.0,,,,
2017-18,7437782,6,14,Liverpool,Away,119159,84583,Philippe Coutinho,philippe-coutinho,M,False,2.0,,2.0,30.0,4.0,32.0,2.0,,8.0,,,3.0,2.0,,,2.0,8.0,9.0,,,,1.0,1.0,,,1.0,5.0,,79.0,2.0,,,,,,,14.0,,9.0,,,,,7.0,5.0,,4.0,,38.0,5.0,38.0,5,2.0,63.0,1.0,2.0,5.0,
2017-18,7437782,6,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,1.0,,4.0,22.0,15.0,36.0,1.0,2.0,8.0,,,,,,,1.0,3.0,4.0,,,,,,,1.0,,2.0,,74.0,,1.0,,,,,,12.0,,7.2,,,2.0,4.0,2.0,3.0,,5.0,,27.0,19.0,43.0,2,,62.0,1.0,1.0,1.0,
2017-18,7437782,6,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,10.0,4.0,14.0,5.0,3.0,,,,1.0,,,,1.0,9.0,4.0,,,2.0,,,,,,,,64.0,,,,,,,,13.0,,6.5,,,2.0,,1.0,1.0,,,,17.0,6.0,22.0,3,1.0,32.0,2.0,,,
2017-18,7437782,6,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,1.0,14.0,8.0,22.0,1.0,,6.0,,1.0,2.0,1.0,,,1.0,5.0,3.0,,,,,1.0,,,1.0,1.0,,90.0,1.0,,,,,,,20.0,,6.9,,,1.0,,2.0,2.0,,2.0,1.0,26.0,12.0,36.0,4,,50.0,1.0,3.0,,
2017-18,7437782,6,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437782,6,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,1.0,,1.0,15.0,18.0,32.0,2.0,1.0,5.0,,,2.0,1.0,,,,5.0,4.0,,,2.0,,,,,2.0,3.0,,90.0,,1.0,,,,,,13.0,,7.0,,,,6.0,,2.0,,4.0,,21.0,22.0,41.0,2,1.0,66.0,,2.0,,
2017-18,7437782,6,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,False,2.0,,,17.0,16.0,31.0,3.0,4.0,2.0,,,,3.0,,,1.0,8.0,7.0,,,2.0,,,,,,,,90.0,,,,,,,,25.0,,6.0,,,,6.0,,2.0,,4.0,,30.0,20.0,48.0,0,3.0,79.0,1.0,,,
2017-18,7437782,6,14,Liverpool,Away,361420,154566,Dominic Solanke,dominic-solanke,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437782,6,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437776,7,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437776,7,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437776,7,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,4.0,2.0,9.0,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,4.0,,6.8,1.0,4.0,,,,,,8.0,,5.0,10.0,15.0,0,,29.0,,,,
2017-18,7437776,7,14,Liverpool,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,6.3,,,1.0,,,,,,,2.0,2.0,4.0,1,,5.0,,,,
2017-18,7437776,7,14,Liverpool,Away,20963,40755,Daniel Sturridge,daniel-sturridge,F,False,,,,14.0,3.0,17.0,,,,,1.0,1.0,,,,6.0,6.0,2.0,,,,,,,,,,,74.0,1.0,,,,,,,9.0,,6.3,,,2.0,1.0,1.0,,,,2.0,16.0,3.0,19.0,4,,34.0,1.0,1.0,1.0,
2017-18,7437776,7,14,Liverpool,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,1.0,17.0,16.0,33.0,1.0,,5.0,,,1.0,,,,,1.0,3.0,,,,,,,1.0,2.0,,,90.0,,,,,,,,8.0,,7.0,,,1.0,,1.0,,,1.0,,21.0,17.0,38.0,2,1.0,49.0,3.0,1.0,1.0,
2017-18,7437776,7,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,33.0,53.0,86.0,1.0,5.0,7.0,,1.0,1.0,,,,,2.0,7.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,11.0,,6.9,,,,4.0,,,,9.0,,41.0,56.0,97.0,1,1.0,107.0,,1.0,,
2017-18,7437776,7,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,6.0,39.0,30.0,69.0,1.0,3.0,10.0,,,,2.0,,,1.0,4.0,7.0,,,,,,,,,1.0,,90.0,,1.0,,,,,,18.0,,7.2,,,,1.0,,,,11.0,,51.0,35.0,86.0,0,4.0,96.0,,,,
2017-18,7437776,7,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,7.0,45.0,37.0,82.0,1.0,3.0,3.0,1.0,,,,,,1.0,2.0,6.0,,,,,,,,3.0,1.0,,90.0,,1.0,,,,,,9.0,,7.7,,,,4.0,,,,9.0,,51.0,39.0,90.0,0,3.0,103.0,,,,
2017-18,7437776,7,14,Liverpool,Away,119159,84583,Philippe Coutinho,philippe-coutinho,M,False,2.0,,4.0,41.0,17.0,56.0,1.0,,3.0,,,3.0,,,,3.0,5.0,6.0,,,1.0,,1.0,,,3.0,4.0,,90.0,1.0,,,,,,,22.0,,8.4,,,1.0,,1.0,6.0,,5.0,,57.0,17.0,68.0,5,3.0,94.0,3.0,2.0,1.0,
2017-18,7437776,7,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437776,7,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,True,,,,6.0,,6.0,2.0,,,,,,,,,,2.0,1.0,,,1.0,,,,,,1.0,,16.0,,,,,,,,3.0,,6.7,,,,,,,,,,8.0,,8.0,0,1.0,12.0,1.0,,,
2017-18,7437776,7,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,2.0,,,20.0,10.0,28.0,,1.0,7.0,,1.0,,,,,1.0,1.0,3.0,,,,,,,,1.0,1.0,,84.0,,,,,,,,13.0,,6.8,,,1.0,,1.0,4.0,,1.0,,27.0,12.0,35.0,1,,49.0,2.0,1.0,1.0,
2017-18,7437776,7,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437776,7,14,Liverpool,Away,217704,110979,Sadio Mané,sadio-mane,M,False,,,1.0,13.0,6.0,19.0,4.0,,5.0,,,,,,,,4.0,9.0,,,,,,,,,,,74.0,,,,,,,,12.0,,7.4,,,2.0,,3.0,2.0,,1.0,,18.0,6.0,22.0,2,3.0,46.0,4.0,3.0,3.0,
2017-18,7437776,7,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,3.0,,3.0,31.0,18.0,46.0,1.0,1.0,3.0,,,,,,,,2.0,3.0,,,1.0,,,,,,3.0,,90.0,,,,,,,,16.0,,7.1,,,,,,9.0,,6.0,,46.0,18.0,55.0,0,,77.0,,2.0,,
2017-18,7437776,7,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,False,1.0,,1.0,27.0,25.0,51.0,4.0,5.0,4.0,,,,1.0,,,1.0,7.0,7.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,26.0,,6.7,,,,4.0,2.0,6.0,,4.0,,44.0,28.0,66.0,0,,97.0,1.0,,2.0,
2017-18,7437776,7,14,Liverpool,Away,361420,154566,Dominic Solanke,dominic-solanke,F,True,,,,7.0,,7.0,1.0,2.0,,,,,,,,1.0,3.0,3.0,,,1.0,,,,,,,,16.0,,,,,,,,4.0,,6.8,,,1.0,,1.0,,,,,10.0,,10.0,1,,14.0,,,1.0,
2017-18,7437765,8,14,Liverpool,Home,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437765,8,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437765,8,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,,,20.0,20.0,,,9.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,3.0,,7.2,1.0,1.0,,,,,,3.0,,1.0,22.0,23.0,0,,28.0,,,,
2017-18,7437765,8,14,Liverpool,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,3.0,,,5.0,2.0,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,2.0,,12.0,,,,,,,,5.0,,7.2,,,,,1.0,7.0,,,,10.0,2.0,5.0,0,,14.0,,,1.0,
2017-18,7437765,8,14,Liverpool,Home,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,11.0,,,,,,,,2.0,,6.5,,,,,,,,,,1.0,1.0,2.0,0,,4.0,,1.0,,
2017-18,7437765,8,14,Liverpool,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,1.0,34.0,11.0,45.0,,,7.0,,,,,,,2.0,5.0,4.0,,,3.0,,,,,,1.0,,90.0,2.0,,,,,,,11.0,,7.3,,,1.0,3.0,3.0,,,3.0,,39.0,13.0,52.0,3,1.0,70.0,2.0,,3.0,
2017-18,7437765,8,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,2.0,14.0,55.0,69.0,5.0,5.0,1.0,,,,1.0,,,,6.0,7.0,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,7.3,,,1.0,10.0,,,,4.0,,18.0,58.0,76.0,1,2.0,92.0,,,,
2017-18,7437765,8,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,1.0,50.0,43.0,93.0,,1.0,6.0,,,,,,,,,2.0,,,,,,,,1.0,4.0,,90.0,,,,,,,,12.0,,7.2,,,,1.0,,1.0,,6.0,,62.0,43.0,104.0,0,1.0,113.0,,,,
2017-18,7437765,8,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,,14.0,55.0,69.0,,1.0,10.0,,1.0,,,,,,1.0,2.0,,,1.0,,,,,,,,90.0,1.0,2.0,,,,,,5.0,,7.4,,,2.0,4.0,1.0,,,3.0,,19.0,55.0,74.0,3,,85.0,,,1.0,
2017-18,7437765,8,14,Liverpool,Home,119159,84583,Philippe Coutinho,philippe-coutinho,M,False,1.0,,2.0,24.0,9.0,32.0,1.0,,2.0,,,2.0,2.0,,,2.0,7.0,9.0,,1.0,,,,,,,1.0,,79.0,,,,,,,,24.0,,6.9,,,,,6.0,4.0,,3.0,,37.0,11.0,44.0,2,1.0,68.0,2.0,4.0,4.0,
2017-18,7437765,8,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,2.0,30.0,23.0,53.0,1.0,,9.0,,1.0,,4.0,,,1.0,6.0,8.0,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,6.8,,,1.0,,1.0,,,4.0,,33.0,25.0,58.0,1,4.0,72.0,1.0,3.0,1.0,
2017-18,7437765,8,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,15.0,8.0,23.0,2.0,,2.0,1.0,,3.0,1.0,,,5.0,9.0,7.0,,,1.0,,,,,,5.0,,87.0,1.0,,,,,,,23.0,,7.6,,,,,4.0,5.0,,,1.0,29.0,9.0,33.0,4,2.0,58.0,3.0,1.0,4.0,
2017-18,7437765,8,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,,15.0,4.0,18.0,,,3.0,,,,,,,4.0,8.0,8.0,,,1.0,,,,,,2.0,,78.0,1.0,,,,,,,14.0,,7.4,,,3.0,1.0,11.0,3.0,,,2.0,19.0,4.0,20.0,4,,52.0,3.0,,8.0,
2017-18,7437765,8,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437765,8,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,2.0,19.0,28.0,47.0,1.0,3.0,4.0,,,,1.0,,,,2.0,8.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,17.0,,7.5,,,,4.0,,6.0,,5.0,,32.0,31.0,57.0,0,3.0,84.0,1.0,2.0,,
2017-18,7437765,8,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,2.0,17.0,9.0,26.0,1.0,1.0,4.0,1.0,,1.0,1.0,,,,2.0,6.0,,,,,,,,3.0,2.0,,90.0,,,,,,,,15.0,,7.6,,,,1.0,,,,3.0,,19.0,12.0,31.0,1,3.0,65.0,2.0,2.0,,
2017-18,7437765,8,14,Liverpool,Home,361420,154566,Dominic Solanke,dominic-solanke,F,True,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
2017-18,7437765,8,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437904,9,14,Liverpool,Away,791,15157,James Milner,james-milner,M,False,,,4.0,41.0,19.0,60.0,1.0,1.0,5.0,,,,1.0,,,1.0,5.0,8.0,,,2.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,25.0,,7.2,,,,2.0,,6.0,,10.0,,58.0,24.0,76.0,1,7.0,97.0,2.0,,,3.0
2017-18,7437904,9,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437904,9,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,3.0,1.0,9.0,10.0,,,5.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,90.0,,,,,,,,7.0,1.0,5.2,1.0,1.0,,1.0,,,1.0,10.0,,7.0,10.0,17.0,0,,24.0,,,,
2017-18,7437904,9,14,Liverpool,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,1.0,,1.0,11.0,5.0,15.0,1.0,,3.0,,,2.0,,,,,2.0,2.0,,,,,,,,,1.0,,59.0,,,,,,,,10.0,,6.7,,,,1.0,3.0,5.0,,1.0,,18.0,5.0,18.0,2,,32.0,1.0,,2.0,
2017-18,7437904,9,14,Liverpool,Away,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,4.0,1.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,13.0,,,,,,,,,,6.7,,,,,,,,,,4.0,1.0,5.0,0,,6.0,,1.0,,
2017-18,7437904,9,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,2.0,4.0,19.0,23.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,1.0,,,31.0,,1.0,,,,,,3.0,,6.1,,,,3.0,,,,4.0,,6.0,20.0,26.0,0,,32.0,,,,
2017-18,7437904,9,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,6.0,27.0,29.0,56.0,1.0,1.0,8.0,1.0,,1.0,1.0,,,,3.0,4.0,,,1.0,1.0,,,,,1.0,,90.0,,1.0,,,,,,8.0,,7.3,,,,1.0,,,,9.0,,33.0,30.0,63.0,1,3.0,74.0,1.0,,,2.0
2017-18,7437904,9,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,8.0,24.0,53.0,77.0,,1.0,6.0,,,,1.0,,,,2.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,,4.0,,6.5,,,,3.0,,,,12.0,,28.0,53.0,81.0,0,4.0,92.0,,,,4.0
2017-18,7437904,9,14,Liverpool,Away,119159,84583,Philippe Coutinho,philippe-coutinho,M,False,,,7.0,32.0,16.0,48.0,,,4.0,,,,,,,5.0,9.0,5.0,,,1.0,,,,1.0,,1.0,,90.0,2.0,,,,,,,22.0,,7.3,,,,,7.0,3.0,,7.0,1.0,40.0,18.0,55.0,2,1.0,78.0,3.0,,4.0,1.0
2017-18,7437904,9,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,6.0,28.0,39.0,67.0,1.0,1.0,6.0,,,1.0,2.0,,,,5.0,4.0,,,1.0,,,,,,,,83.0,,,,,,,,15.0,,6.5,,,1.0,,1.0,1.0,,7.0,,36.0,40.0,75.0,2,3.0,93.0,3.0,,,1.0
