season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2010-11,1379599,1,14,Liverpool,Home,701,1814,Steven Gerrard,steven-gerrard,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,723,1809,Jamie Carragher,jamie-carragher,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,1204,9047,Glen Johnson,glen-johnson,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,1208,2060,Joe Cole,joe-cole,M,False,0.0,0.0,45.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,1876,19520,Ryan Babel,ryan-babel,F,True,,,,,,
2010-11,1379599,1,14,Liverpool,Home,2221,4719,Dirk Kuyt,dirk-kuyt,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,2436,14402,Fernando Torres,fernando-torres,F,True,0.0,0.0,16.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,3027,3665,Fabio Aurelio,fabio-aurelio,D,True,,,,,,
2010-11,1379599,1,14,Liverpool,Home,3401,13308,Maxi Rodríguez,maxi-rodriguez,F,True,0.0,0.0,25.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,8510,21094,Daniel Agger,daniel-agger,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,11378,32644,Javier Mascherano,javier-mascherano,M,False,1.0,0.0,78.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,13329,41106,Milan Jovanović,milan-jovanovic,F,False,0.0,0.0,65.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,16582,38328,David N'Gog,david-ngog,F,False,0.0,1.0,74.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,26937,8432,Pepe Reina,pepe-reina,G,False,0.0,0.0,90.0,1.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,27234,43191,Lucas Leiva,lucas-leiva,M,True,0.0,0.0,12.0,0.0,,0.0
2010-11,1379599,1,14,Liverpool,Home,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,
2010-11,1379599,1,14,Liverpool,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,
2010-11,1379608,2,14,Liverpool,Away,251,9602,Christian Poulsen,christian-poulsen,M,True,,,,,,
2010-11,1379608,2,14,Liverpool,Away,701,1814,Steven Gerrard,steven-gerrard,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,723,1809,Jamie Carragher,jamie-carragher,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,819,9631,Brad Jones,brad-jones,G,True,,,,,,
2010-11,1379608,2,14,Liverpool,Away,1204,9047,Glen Johnson,glen-johnson,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,1876,19520,Ryan Babel,ryan-babel,F,True,0.0,0.0,12.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,2221,4719,Dirk Kuyt,dirk-kuyt,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,2436,14402,Fernando Torres,fernando-torres,F,False,0.0,0.0,78.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,3027,3665,Fabio Aurelio,fabio-aurelio,D,True,,,,,,
2010-11,1379608,2,14,Liverpool,Away,3401,13308,Maxi Rodríguez,maxi-rodriguez,F,True,,,,,,
2010-11,1379608,2,14,Liverpool,Away,8510,21094,Daniel Agger,daniel-agger,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,10885,11248,Sotirios Kyrgiakos,sotirios-kyrgiakos,D,True,,,,,,
2010-11,1379608,2,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,13329,41106,Milan Jovanović,milan-jovanovic,F,False,0.0,0.0,85.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,16582,38328,David N'Gog,david-ngog,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,26937,8432,Pepe Reina,pepe-reina,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,27234,43191,Lucas Leiva,lucas-leiva,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,99524,43016,Dani Pacheco,dani-pacheco,M,True,0.0,0.0,5.0,0.0,,0.0
2010-11,1379619,3,14,Liverpool,Home,251,9602,Christian Poulsen,christian-poulsen,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379619,3,14,Liverpool,Home,701,1814,Steven Gerrard,steven-gerrard,M,False,0.0,0.0,90.0,0.0,,0.0
