season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243388,1,14,Liverpool,Home,217704,110979,Sadio Mané,sadio-mane,M,True,,,,8.0,1.0,9.0,,,1.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,16.0,,,,,,,3.0,,6.5,,,,,1.0,,,,,10.0,1.0,11.0,0,,13.0,,,1.0,
2019-20,8243388,1,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,1.0,16.0,17.0,33.0,,1.0,10.0,,,,1.0,,,1.0,3.0,11.0,,,1.0,,,,,2.0,1.0,,90.0,1.0,,,,,,10.0,,7.5,,,,,1.0,,,3.0,,23.0,19.0,42.0,1,8.0,61.0,,1.0,1.0,5.0
2019-20,8243388,1,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,,1.0,,9.0,9.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,39.0,,,,,,,2.0,,6.9,,2.0,,,,,,2.0,,1.0,10.0,11.0,0,,14.0,,,,
2019-20,8243388,1,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,3.0,44.0,22.0,64.0,1.0,1.0,6.0,,,,,,,1.0,2.0,2.0,,,,,,,,1.0,1.0,,90.0,,,,,,,17.0,,7.0,,,2.0,1.0,,9.0,,6.0,,54.0,25.0,70.0,2,1.0,96.0,3.0,,,
2019-20,8243388,1,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,2.0,21.0,24.0,45.0,,4.0,4.0,,,,,,,,2.0,6.0,,,2.0,,,,,,1.0,,90.0,,1.0,,,,,9.0,,6.8,,,,,,,,6.0,,27.0,27.0,54.0,0,2.0,60.0,,,,1.0
2019-20,8243388,1,14,Liverpool,Home,365772,175592,Naby Keïta,naby-keita,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243388,1,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,4.0,15.0,10.0,24.0,,1.0,7.0,2.0,,,1.0,,,1.0,4.0,2.0,,,1.0,1.0,,,,2.0,3.0,,90.0,1.0,1.0,,,,,27.0,,7.4,,,1.0,1.0,1.0,8.0,,10.0,,32.0,16.0,40.0,2,1.0,73.0,1.0,,,1.0
2019-20,8243422,2,14,Liverpool,Away,791,15157,James Milner,james-milner,M,False,,,5.0,25.0,26.0,51.0,2.0,3.0,4.0,,,1.0,4.0,,,,6.0,3.0,,1.0,1.0,1.0,,,,,2.0,,74.0,1.0,,,,,,9.0,,6.7,,,2.0,1.0,,1.0,,9.0,,31.0,29.0,59.0,4,,70.0,,,,
2019-20,8243422,2,14,Liverpool,Away,10343,11948,Andy Lonergan,andy-lonergan,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243422,2,14,Liverpool,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,False,,,4.0,21.0,13.0,34.0,,1.0,5.0,,,1.0,,,,,,6.0,,,,,,,,1.0,1.0,,89.0,,,,,,,7.0,,7.2,,,1.0,2.0,4.0,2.0,,4.0,,26.0,14.0,38.0,2,,57.0,1.0,1.0,4.0,
2019-20,8243422,2,14,Liverpool,Away,17054,39155,Adam Lallana,adam-lallana,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243422,2,14,Liverpool,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,2.0,19.0,15.0,34.0,2.0,1.0,8.0,,,,1.0,,,,5.0,5.0,,,1.0,,,,,1.0,,,90.0,,,,,,,10.0,,6.7,,,,4.0,1.0,,,2.0,,22.0,18.0,40.0,0,2.0,55.0,2.0,2.0,,
2019-20,8243422,2,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,True,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,3.0,1.0,4.0,0,,4.0,,,,
2019-20,8243422,2,14,Liverpool,Away,50539,60706,Adrián,adrian,G,False,,,3.0,1.0,20.0,21.0,,,8.0,,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,,,8.0,1.0,6.3,1.0,3.0,,2.0,,,,9.0,,3.0,26.0,29.0,0,,40.0,,,,
2019-20,8243422,2,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,3.0,17.0,33.0,50.0,1.0,4.0,4.0,,,,,,,,1.0,6.0,,,,,,,,2.0,,,90.0,,1.0,,,,,13.0,,7.1,,,1.0,10.0,,,,9.0,,25.0,37.0,62.0,1,1.0,80.0,1.0,1.0,,
2019-20,8243422,2,14,Liverpool,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243422,2,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,1.0,11.0,9.0,20.0,2.0,1.0,3.0,,1.0,,1.0,,,3.0,6.0,5.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,,,,,,12.0,,7.1,,,1.0,1.0,3.0,,,2.0,,18.0,9.0,27.0,2,,48.0,2.0,1.0,3.0,
2019-20,8243422,2,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,4.0,19.0,57.0,76.0,2.0,3.0,7.0,,,,,,,,2.0,3.0,,,,,,,,2.0,,,90.0,,3.0,,,,,13.0,,7.1,,,,3.0,,,,9.0,,28.0,61.0,89.0,0,,97.0,,,,
2019-20,8243422,2,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,8.0,,8.0,3.0,,2.0,,1.0,1.0,,,,2.0,5.0,,,,,,,,,,1.0,,79.0,1.0,,,,,,9.0,,6.4,,,1.0,,,2.0,,,1.0,13.0,1.0,12.0,3,,21.0,1.0,,,
2019-20,8243422,2,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,1.0,3.0,,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,3.0,,6.5,,,,,,,,2.0,,6.0,,6.0,0,,7.0,,,,
2019-20,8243422,2,14,Liverpool,Away,217704,110979,Sadio Mané,sadio-mane,M,False,,,,13.0,4.0,17.0,2.0,2.0,7.0,2.0,1.0,,1.0,,,2.0,9.0,8.0,,,1.0,1.0,1.0,,,,5.0,,90.0,2.0,,,,,,21.0,,8.5,,,,2.0,4.0,1.0,,1.0,,21.0,5.0,25.0,2,2.0,51.0,6.0,3.0,1.0,2.0
2019-20,8243422,2,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,True,,,,3.0,2.0,5.0,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,16.0,,,,,,,3.0,,6.5,,,,2.0,,,,1.0,,4.0,4.0,8.0,0,,11.0,,,,
2019-20,8243422,2,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,5.0,31.0,33.0,63.0,,1.0,8.0,,,,1.0,,,,3.0,6.0,,,,,,,,3.0,1.0,,90.0,1.0,,,,,,27.0,,7.2,,,,1.0,4.0,4.0,,8.0,,49.0,38.0,83.0,1,2.0,115.0,2.0,1.0,2.0,
2019-20,8243422,2,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243422,2,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,5.0,19.0,12.0,30.0,1.0,1.0,3.0,1.0,,,1.0,,,,6.0,1.0,,,2.0,,,,,,2.0,,90.0,,,,,,,35.0,,6.6,,,,2.0,2.0,14.0,,11.0,,43.0,19.0,48.0,0,,79.0,,,,
2019-20,8243426,3,14,Liverpool,Home,791,15157,James Milner,james-milner,M,True,,,1.0,8.0,5.0,13.0,,,5.0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,21.0,,,,,,,6.0,,6.5,,,,,,,,3.0,,12.0,6.0,18.0,0,1.0,21.0,,,,1.0
2019-20,8243426,3,14,Liverpool,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,1.0,,3.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,13.0,,,,,,,2.0,,6.4,,,,1.0,,,,1.0,,,4.0,4.0,0,,10.0,,,,
2019-20,8243426,3,14,Liverpool,Home,17054,39155,Adam Lallana,adam-lallana,M,True,,,,,1.0,1.0,2.0,,,,,,2.0,,,,4.0,,,,,,,,,,,,9.0,,,,,,,1.0,,6.0,,,,,,,,,,,1.0,1.0,0,,2.0,1.0,,,
2019-20,8243426,3,14,Liverpool,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,,45.0,12.0,57.0,1.0,,6.0,,,1.0,,,,2.0,5.0,2.0,,,,,,,,2.0,,,69.0,,,,,,,7.0,,6.6,,,1.0,,3.0,,,1.0,,46.0,12.0,58.0,2,1.0,70.0,2.0,,1.0,1.0
2019-20,8243426,3,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,6.0,36.0,7.0,43.0,,1.0,4.0,,,1.0,1.0,,,,3.0,6.0,,1.0,2.0,,,,,1.0,,,90.0,,,,,,,12.0,,7.1,,,,3.0,,3.0,,7.0,,46.0,9.0,52.0,1,5.0,68.0,,,,3.0
2019-20,8243426,3,14,Liverpool,Home,50539,60706,Adrián,adrian,G,False,,2.0,4.0,1.0,17.0,18.0,,,4.0,,,,,,,,,,,1.0,,,,,,,,,90.0,,,,,,,4.0,,6.3,,2.0,,1.0,,,2.0,8.0,,5.0,17.0,22.0,0,,30.0,,,,
2019-20,8243426,3,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,14.0,16.0,30.0,,4.0,5.0,,,,,,,,,7.0,,,,,1.0,,,3.0,1.0,,90.0,1.0,1.0,,,,,10.0,,7.9,,,,1.0,,,,6.0,,21.0,19.0,40.0,1,3.0,50.0,,,,3.0
2019-20,8243426,3,14,Liverpool,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243426,3,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,29.0,6.0,35.0,2.0,,5.0,,,5.0,1.0,,,,5.0,4.0,,,,,,,,,,,86.0,1.0,,,,,,18.0,,6.7,,,,,4.0,,,,,37.0,7.0,44.0,6,2.0,65.0,5.0,,2.0,1.0
2019-20,8243426,3,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,1.0,11.0,16.0,27.0,,,5.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,90.0,,1.0,,,,,2.0,,6.5,,,,2.0,,,,2.0,,12.0,17.0,29.0,1,,34.0,,,,
2019-20,8243426,3,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,23.0,6.0,29.0,1.0,1.0,4.0,,1.0,1.0,1.0,,,2.0,5.0,6.0,,,,,2.0,,,,1.0,,90.0,2.0,,,,,1.0,15.0,,8.6,,,2.0,,4.0,,,,1.0,34.0,6.0,40.0,5,1.0,56.0,1.0,1.0,3.0,
2019-20,8243426,3,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243426,3,14,Liverpool,Home,217704,110979,Sadio Mané,sadio-mane,M,False,,,1.0,32.0,1.0,33.0,2.0,1.0,3.0,,1.0,,,,,4.0,7.0,9.0,,,1.0,,,,,1.0,4.0,,77.0,1.0,,,,,,9.0,,7.5,,,2.0,,,,,2.0,,35.0,1.0,36.0,3,6.0,58.0,2.0,2.0,,4.0
2019-20,8243426,3,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,1.0,,9.0,52.0,14.0,65.0,,,6.0,1.0,,,1.0,,,,2.0,4.0,,,1.0,1.0,,,,,4.0,,90.0,,,,,,,6.0,,7.8,,,,,1.0,1.0,,10.0,,57.0,14.0,70.0,0,2.0,77.0,1.0,1.0,1.0,2.0
2019-20,8243426,3,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,3.0,,2.0,51.0,16.0,64.0,2.0,,5.0,1.0,,2.0,6.0,,,,11.0,5.0,,,3.0,,,,,1.0,3.0,,90.0,,,,,,,14.0,,6.6,,,1.0,1.0,2.0,10.0,,5.0,,62.0,17.0,69.0,3,3.0,98.0,1.0,,2.0,1.0
2019-20,8243426,3,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243426,3,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,3.0,,4.0,50.0,9.0,56.0,,,6.0,1.0,,3.0,1.0,,,1.0,3.0,1.0,,,,1.0,,,,,6.0,,90.0,,,,,,,30.0,,7.5,,,,2.0,1.0,13.0,,8.0,,72.0,11.0,70.0,3,1.0,108.0,3.0,,,1.0
2019-20,8243426,3,14,Liverpool,Home,827362,200720,Caoimhin Kelleher,caoimhin-kelleher,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243434,4,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243434,4,14,Liverpool,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,1.0,11.0,8.0,19.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,,19.0,1.0,,,,,,3.0,,7.0,,,,,1.0,,,2.0,,12.0,9.0,21.0,1,1.0,26.0,1.0,,1.0,
2019-20,8243434,4,14,Liverpool,Away,17054,39155,Adam Lallana,adam-lallana,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243434,4,14,Liverpool,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,1.0,22.0,17.0,39.0,,,6.0,,1.0,,,,,,1.0,3.0,,,,,,,,,1.0,,90.0,1.0,,,,,,8.0,,6.7,,,,,2.0,,,1.0,,29.0,17.0,46.0,1,1.0,53.0,,1.0,1.0,
2019-20,8243434,4,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,1.0,,4.0,20.0,4.0,23.0,,,5.0,1.0,,,1.0,,,,3.0,2.0,,,2.0,,,,,,2.0,,71.0,,,,,,,13.0,,7.0,,,,1.0,,5.0,,6.0,,32.0,5.0,32.0,0,1.0,44.0,,1.0,,1.0
2019-20,8243434,4,14,Liverpool,Away,50539,60706,Adrián,adrian,G,False,,1.0,7.0,1.0,24.0,25.0,,1.0,10.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,13.0,1.0,7.5,2.0,2.0,,1.0,,,1.0,20.0,,8.0,30.0,38.0,0,,50.0,,,,
2019-20,8243434,4,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,4.0,7.0,38.0,45.0,,3.0,11.0,,,,1.0,,,,3.0,5.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,19.0,,6.8,,,,2.0,,,,12.0,,19.0,45.0,64.0,0,,72.0,,3.0,,
2019-20,8243434,4,14,Liverpool,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,True,,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,9.0,,,,,,,1.0,,6.4,,,,,,,,,,2.0,1.0,3.0,1,,4.0,,,,
2019-20,8243434,4,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,1.0,15.0,7.0,22.0,2.0,4.0,5.0,1.0,,3.0,,,,1.0,9.0,9.0,,,3.0,1.0,1.0,,,,2.0,,85.0,2.0,,,,,,19.0,,8.5,,,,1.0,6.0,,,2.0,,23.0,9.0,32.0,5,1.0,55.0,4.0,1.0,3.0,1.0
2019-20,8243434,4,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,1.0,20.0,53.0,73.0,2.0,12.0,8.0,,,,1.0,,,,4.0,13.0,,,1.0,,,,,,,,90.0,,,,,,,15.0,,7.2,,,1.0,11.0,,,,6.0,,30.0,58.0,88.0,1,,101.0,,1.0,,
2019-20,8243434,4,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,,19.0,5.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,,,,2.0,8.0,2.0,,,2.0,1.0,,,1.0,,4.0,,90.0,2.0,,,,,,16.0,,7.0,,,,,4.0,2.0,,,1.0,26.0,6.0,30.0,3,,45.0,3.0,,1.0,
2019-20,8243434,4,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,4.0,,4.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,9.0,,,,,,,2.0,,6.5,,,,,,,,,,5.0,,5.0,0,,7.0,1.0,1.0,,
2019-20,8243434,4,14,Liverpool,Away,217704,110979,Sadio Mané,sadio-mane,M,False,,,2.0,19.0,4.0,23.0,7.0,,3.0,,,1.0,1.0,,,3.0,12.0,4.0,,1.0,,,1.0,,,3.0,1.0,,85.0,1.0,,,,,,11.0,,7.1,,,,,3.0,,,2.0,,24.0,5.0,29.0,2,1.0,44.0,,1.0,2.0,
2019-20,8243434,4,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,False,,,5.0,20.0,36.0,56.0,5.0,2.0,4.0,,,,,,,,8.0,6.0,,,3.0,,,,,2.0,1.0,,90.0,,,,,,,13.0,,7.0,,,1.0,,,,,10.0,,27.0,40.0,67.0,1,3.0,76.0,1.0,1.0,,1.0
2019-20,8243434,4,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,2.0,28.0,27.0,55.0,,1.0,6.0,,,,,,,,,1.0,,,,,,,,2.0,,,90.0,,,,,,,22.0,,7.1,,,,2.0,,5.0,,8.0,,43.0,30.0,68.0,0,,89.0,2.0,,,
2019-20,8243434,4,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243434,4,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,,,2.0,21.0,12.0,33.0,4.0,,5.0,,,,2.0,,,,7.0,5.0,,,2.0,,,,,1.0,3.0,,90.0,,,,,,,21.0,,7.4,,,,1.0,2.0,6.0,,10.0,,36.0,15.0,45.0,0,3.0,73.0,,,2.0,3.0
2019-20,8243434,4,14,Liverpool,Away,827362,200720,Caoimhin Kelleher,caoimhin-kelleher,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243442,5,14,Liverpool,Home,791,15157,James Milner,james-milner,M,True,,,2.0,11.0,15.0,26.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,15.0,,,,,,,1.0,,6.5,,,,,,,,2.0,,11.0,15.0,26.0,0,,29.0,1.0,,,
2019-20,8243442,5,14,Liverpool,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,False,1.0,,5.0,45.0,9.0,53.0,1.0,,5.0,,,1.0,2.0,,,,5.0,3.0,,,1.0,,,,,,1.0,,75.0,,1.0,,,,,10.0,,6.9,,,1.0,,3.0,3.0,,5.0,1.0,49.0,10.0,56.0,2,1.0,70.0,3.0,,2.0,1.0
2019-20,8243442,5,14,Liverpool,Home,17054,39155,Adam Lallana,adam-lallana,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243442,5,14,Liverpool,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,2.0,55.0,20.0,75.0,1.0,2.0,8.0,,,,,,,1.0,2.0,4.0,,,,,,,,,,,84.0,1.0,,,,,,8.0,,7.0,,,1.0,1.0,,,,3.0,,57.0,22.0,79.0,2,2.0,94.0,3.0,,,2.0
2019-20,8243442,5,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243442,5,14,Liverpool,Home,50539,60706,Adrián,adrian,G,False,,,1.0,,19.0,19.0,,,4.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,1.0,,6.3,,,,1.0,,,,2.0,,,20.0,20.0,0,,25.0,,,,
2019-20,8243442,5,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,55.0,41.0,96.0,1.0,12.0,5.0,,,,1.0,,,1.0,4.0,16.0,,,1.0,,,,,2.0,,,90.0,,,,,,,14.0,,7.3,,,1.0,3.0,,1.0,,6.0,,62.0,47.0,108.0,1,3.0,120.0,,1.0,,3.0
2019-20,8243442,5,14,Liverpool,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,True,,,1.0,10.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,1.0,,6.6,,,,,,,,1.0,,10.0,3.0,13.0,0,,14.0,,,,
2019-20,8243442,5,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,True,,,,15.0,4.0,19.0,,2.0,3.0,3.0,,,1.0,,,3.0,5.0,4.0,,,,1.0,,,,,4.0,,53.0,1.0,,,,,,13.0,,8.2,,,1.0,,2.0,,,,1.0,23.0,4.0,27.0,2,1.0,38.0,1.0,,1.0,1.0
