season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025281,10,14,Liverpool,Home,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,False,,,,8.0,1.0,9.0,2.0,,,,,,,,,,6.0,1.0,,,0.0464059,,,4.0,0.0,,,,,,,,,,,,,77.0,,,,,,,,3.0,,,6.1,,,,,1.0,,,,,1.0,11.0,1.0,12.0,,,0,,15.0,,1.0,,
2025-26,14025281,10,14,Liverpool,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025281,10,14,Liverpool,Home,1134236,586268,Ármin Pécsi,armin-pecsi,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025281,10,14,Liverpool,Home,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025281,10,14,Liverpool,Home,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025048,11,14,Liverpool,Away,143040,158983,Wataru Endo,wataru-endo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025048,11,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,3.0,22.0,19.0,41.0,,1.0,,,,,,,,,1.0,3.0,,,0.00753184,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,8.0,,,6.4,,,,,4.0,,,,8.0,,28.0,19.0,47.0,,,0,,58.0,1.0,2.0,,
2025-26,14025048,11,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,,18.0,7.0,25.0,,,,1.0,,1.0,2.0,1.0,,2.0,7.0,4.0,,,0.161978,0.3419,,1.0,0.0,,,,,1.0,3.0,,,,,,,90.0,,,,,,,,17.0,,,5.9,,,1.0,,,3.0,5.0,,,4.0,22.0,8.0,30.0,,,3,2.0,52.0,3.0,2.0,,2.0
2025-26,14025048,11,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,1.0,8.0,17.0,25.0,,1.0,,3.0,,,,,,,1.0,3.0,,,0.00732411,,,,0.0,,,,,1.0,,,,,,,,56.0,,,,,,,,5.0,,,6.3,,,,,,1.0,,,1.0,1.0,9.0,18.0,27.0,,,0,2.0,41.0,2.0,,,2.0
2025-26,14025048,11,14,Liverpool,Away,284417,155503,Freddie Woodman,freddie-woodman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025048,11,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,1.0,2.0,3.0,,,,,,,,,,,1.0,,,,8.928e-05,,,1.0,0.0,,,,,,,,,,,,,11.0,,,,,,,,3.0,,,6.6,,,,,,,,,,,1.0,4.0,5.0,,,0,,7.0,,,,
2025-26,14025048,11,14,Liverpool,Away,823941,219168,Alexander Isak,alexander-isak,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025048,11,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,3.0,18.0,52.0,70.0,2.0,1.0,,3.0,,,,,,,5.0,3.0,,,0.0069763,,,2.0,0.0,,,,,,,,,,,,,90.0,,2.0,,,,,,6.0,,,6.4,,,,,5.0,1.0,,,6.0,,21.0,54.0,75.0,,,0,,88.0,,2.0,,
2025-26,14025048,11,14,Liverpool,Away,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.66e-06,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,1.0,,,6.6,,,,,,,,,,,,1.0,1.0,,,0,1.0,3.0,,,,1.0
2025-26,14025048,11,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,True,,,,12.0,1.0,13.0,1.0,,,2.0,,1.0,,,,,1.0,,,,0.0169518,0.1476,,,0.0,,,,,1.0,,,,,,,,34.0,,,,,,,,5.0,,,6.3,,,1.0,,,,3.0,,,1.0,13.0,1.0,14.0,,,1,,21.0,,,,
2025-26,14025048,11,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,,,3.0,24.0,15.0,39.0,,,,6.0,,,,3.0,,1.0,7.0,1.0,,,0.0165966,0.0262,0.0609,3.0,0.0,,,,,1.0,,,,,,,,90.0,1.0,2.0,,,,,,15.0,,,6.1,,,,,,1.0,4.0,,3.0,,28.0,18.0,46.0,,,1,,61.0,1.0,,1.0,
2025-26,14025048,11,14,Liverpool,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,2.0,15.0,13.0,28.0,,,,3.0,,,,,,1.0,3.0,2.0,,,0.016914,,,2.0,0.0,,,,,,,,,,,,,74.0,,,,,,,,7.0,,,6.2,,,,,3.0,,,,4.0,,19.0,14.0,33.0,,,0,,41.0,1.0,2.0,,
2025-26,14025048,11,14,Liverpool,Away,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,1.0,23.0,30.0,53.0,,,,3.0,,,,1.0,,2.0,7.0,2.0,,,0.0129691,,,2.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,10.0,,,6.1,,,,,,3.0,,,2.0,,27.0,31.0,58.0,,,0,,71.0,1.0,1.0,1.0,
2025-26,14025048,11,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,,6.0,6.0,12.0,,,,2.0,,,,,,1.0,2.0,,,,0.00714781,,,1.0,0.0,,,,,,,,,,,,,16.0,,,,,,,,2.0,,,6.5,,,,,,,,,,,7.0,6.0,13.0,,,0,,15.0,,,,
2025-26,14025048,11,14,Liverpool,Away,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,False,,1.0,2.0,2.0,22.0,24.0,,,,5.0,,,,,,,1.0,,,,0.00148095,,,1.0,0.0,,-0.8665,,,,,,,,,,,90.0,,,1.0,1.0,,1.0,,8.0,,,5.7,3.0,3.0,,,,,,1.0,8.0,,9.0,22.0,31.0,,,0,,38.0,,,,
2025-26,14025048,11,14,Liverpool,Away,1008402,492777,Conor Bradley,conor-bradley,D,False,,,2.0,22.0,15.0,37.0,2.0,2.0,,4.0,1.0,,,3.0,,,6.0,7.0,,,0.297144,,,1.0,0.0,,,,,3.0,1.0,1.0,,,,,,83.0,,1.0,,,,,,13.0,,,6.5,,,,,1.0,1.0,2.0,,3.0,,29.0,17.0,46.0,,,0,3.0,69.0,,1.0,1.0,2.0
2025-26,14025048,11,14,Liverpool,Away,1019322,494595,Florian Wirtz,florian-wirtz,M,False,,,,13.0,8.0,21.0,2.0,,,3.0,,,2.0,,,1.0,4.0,4.0,,,0.090065,0.0963,,,0.0,,,,,,,,,,,,,83.0,,,,,,,,9.0,,,6.3,,,,,,2.0,2.0,,,,16.0,8.0,24.0,,,2,,39.0,1.0,3.0,1.0,
2025-26,14025048,11,14,Liverpool,Away,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,False,,,,5.0,2.0,7.0,1.0,,,1.0,,,,,,1.0,2.0,,,,0.0379935,,,,0.0,,,,,,1.0,,,,,,,56.0,,,,,,,,3.0,,,6.4,,,,,,,,,,,5.0,2.0,7.0,,,0,,11.0,2.0,,,
2025-26,14025048,11,14,Liverpool,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,True,,,1.0,8.0,3.0,11.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,0.0210228,,,,0.0,,,,,,1.0,,,,,,,34.0,,,,,,,,6.0,,,6.5,,,,,,,2.0,,2.0,1.0,11.0,3.0,14.0,,,0,,19.0,1.0,1.0,,
2025-26,14025048,11,14,Liverpool,Away,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025081,12,14,Liverpool,Home,143040,158983,Wataru Endo,wataru-endo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025081,12,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,6.0,62.0,36.0,98.0,2.0,9.0,,1.0,,,1.0,,,,3.0,10.0,,,0.0419438,0.0155,,1.0,0.0,,,,,2.0,2.0,,,,,,,90.0,,,,,,,,9.0,,,7.3,,,,,8.0,,,,10.0,,70.0,36.0,106.0,,,1,1.0,120.0,1.0,,,1.0
2025-26,14025081,12,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,33.0,2.0,35.0,,,,2.0,,,2.0,1.0,,1.0,12.0,4.0,,,0.297775,0.2092,0.109,,0.0,,,,,,3.0,,,,,,,90.0,1.0,,,,,,,37.0,,,6.6,,,1.0,,,14.0,7.0,,1.0,,47.0,3.0,50.0,,,4,,90.0,2.0,,4.0,
2025-26,14025081,12,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,,1.0,,18.0,18.0,,,,11.0,,,,,,,,,,1.0,0.00015547,,,,0.0,,-0.2264,2.0,,,,,,,,,,90.0,,,,,,,,2.0,,,6.7,2.0,4.0,,,,,,,2.0,,,19.0,19.0,,,0,,34.0,,,,
2025-26,14025081,12,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,True,1.0,,1.0,11.0,4.0,15.0,,,,,,,,1.0,,,1.0,1.0,,,0.105555,,,,0.0,,,,,,1.0,,,,,,,22.0,,1.0,,,,,,2.0,,,6.9,,,,,,,2.0,,2.0,,12.0,4.0,16.0,,,0,1.0,21.0,,,,1.0
2025-26,14025081,12,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025081,12,14,Liverpool,Home,823941,219168,Alexander Isak,alexander-isak,F,False,,,,5.0,,5.0,3.0,,,,,,,,,2.0,7.0,,,,0.0166201,0.1942,,1.0,0.0,,,,,,1.0,,,,,,,68.0,,,,,,,,7.0,,,6.0,,,1.0,,1.0,1.0,1.0,,,,7.0,,7.0,,,1,,14.0,1.0,,,
2025-26,14025081,12,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,3.0,24.0,26.0,50.0,,3.0,,2.0,,,,1.0,,,3.0,5.0,,,0.00577791,,,2.0,0.0,,,,,,,,,,,,,55.0,,,,,,,,7.0,,,6.6,,,,,2.0,,,,5.0,,29.0,27.0,56.0,,,0,1.0,62.0,1.0,1.0,,1.0
2025-26,14025081,12,14,Liverpool,Home,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,8.0,2.0,10.0,1.0,1.0,,,,,1.0,1.0,,,3.0,3.0,,,0.020256,0.2975,,,0.0,,,,,,,,,,,,,22.0,,,,,,,,6.0,,,6.8,,,2.0,,,1.0,4.0,,,,9.0,2.0,11.0,,,3,2.0,24.0,,,,2.0
2025-26,14025081,12,14,Liverpool,Home,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,1.0,19.0,2.0,21.0,,,,2.0,,,2.0,,,,3.0,5.0,,,0.0504357,0.3622,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,16.0,,,6.7,,,1.0,,,4.0,5.0,,2.0,,25.0,3.0,28.0,,,3,2.0,50.0,1.0,1.0,2.0,2.0
2025-26,14025081,12,14,Liverpool,Home,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,4.0,,3.0,56.0,35.0,91.0,,,,5.0,,,1.0,,,1.0,2.0,3.0,,,0.432686,0.0572,0.0129,,0.0,,,,,,5.0,,,,,,,90.0,1.0,1.0,,,,,,18.0,,,7.0,,,,,3.0,4.0,12.0,,3.0,,60.0,37.0,97.0,,,2,,133.0,2.0,,3.0,
2025-26,14025081,12,14,Liverpool,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,1.0,,1.0,33.0,10.0,43.0,,1.0,,3.0,,1.0,2.0,1.0,,2.0,5.0,3.0,,,0.173919,0.5804,0.5479,2.0,0.0,,,,,,1.0,,,,,,,90.0,2.0,1.0,,,,,,12.0,,,6.5,,,1.0,,,1.0,2.0,,2.0,,39.0,11.0,50.0,,,5,1.0,68.0,2.0,,1.0,
2025-26,14025081,12,14,Liverpool,Home,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,,45.0,22.0,67.0,2.0,,,3.0,,,,1.0,,,5.0,2.0,,,0.0281167,,,2.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,6.0,,,6.4,,,,,1.0,1.0,,,,,48.0,22.0,70.0,,,0,2.0,82.0,2.0,,,
2025-26,14025081,12,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,False,,,2.0,42.0,21.0,63.0,1.0,1.0,,6.0,,,,1.0,,2.0,6.0,8.0,,,0.0969411,0.0364,,2.0,0.0,,,,,,,,,,,,,78.0,,1.0,,,,,,9.0,,,7.3,,,1.0,,,,,,3.0,,45.0,21.0,66.0,,,1,4.0,86.0,4.0,3.0,,2.0
2025-26,14025081,12,14,Liverpool,Home,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025081,12,14,Liverpool,Home,991227,489580,Calvin Ramsay,calvin-ramsay,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025081,12,14,Liverpool,Home,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,True,,,,6.0,,6.0,1.0,1.0,,1.0,,,,,,,3.0,3.0,,,0.0127417,,,,0.0,,,,,,1.0,,,,,,,35.0,,1.0,,,,,,7.0,,,6.5,,,,,,3.0,2.0,,1.0,,9.0,,9.0,,,0,,20.0,,1.0,1.0,
2025-26,14025081,12,14,Liverpool,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,3.0,,1.0,20.0,12.0,32.0,2.0,1.0,,4.0,,,,,,,2.0,3.0,,,0.123169,0.1769,,,0.0,,,,,,2.0,,,,,,,68.0,,,,,,,,7.0,,,6.3,,,1.0,,2.0,,4.0,,3.0,,23.0,14.0,37.0,,,1,1.0,51.0,1.0,1.0,,1.0
2025-26,14025081,12,14,Liverpool,Home,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025081,12,14,Liverpool,Home,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,5.0,,5.0,,,,2.0,,,,,,1.0,1.0,3.0,,,0.0125532,,,,0.0,,,,,,1.0,,,,,,,12.0,,,,,,,,5.0,,,6.7,,,,,,3.0,,,,,7.0,,7.0,,,0,,14.0,2.0,,3.0,
2025-26,14025120,13,14,Liverpool,Away,143040,158983,Wataru Endo,wataru-endo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025120,13,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,3.0,20.0,54.0,74.0,2.0,2.0,31.0,3.0,,,,,,,2.0,3.0,,,0.00893299,0.0369,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,6.0,,,7.2,,,1.0,184.04231367244,6.0,,,,5.0,,26.0,54.0,80.0,-85.575,,1,,90.0,,1.0,,
2025-26,14025120,13,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025120,13,14,Liverpool,Away,243609,116535,Alisson,alisson,G,False,,,4.0,1.0,23.0,24.0,,,6.0,6.0,,,,,,,,,,,0.00010931,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,2.0,,1.0,6.8,,,,37.053546300209,1.0,,,,6.0,,3.0,23.0,26.0,-24.36,,0,,29.0,,,,
2025-26,14025120,13,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,True,,,,4.0,1.0,5.0,,,1.0,,,,,,,,,,,,0.00039268,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,2.0,,,6.8,,,,17.359129269638,1.0,,,,,,4.0,2.0,6.0,-17.325,,0,,9.0,,,,
2025-26,14025120,13,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,False,1.0,,2.0,16.0,17.0,33.0,1.0,,12.0,3.0,1.0,,,,,,2.0,,,,0.314346,,,1.0,1.0,,,,,3.0,1.0,,,,,,,90.0,,1.0,,,,,,13.0,,,7.2,,,,64.062090434319,2.0,,4.0,,3.0,,20.0,18.0,38.0,-34.86,,0,,62.0,1.0,,,
2025-26,14025120,13,14,Liverpool,Away,823941,219168,Alexander Isak,alexander-isak,F,False,,,,2.0,,2.0,1.0,,1.0,1.0,,1.0,,,,1.0,2.0,2.0,,,0.020112,0.7307,1.2809,,0.0,1.0,,,,,,,,,,,,68.0,2.0,,,,,,,5.0,,,7.3,,,1.0,33.003909238149,1.0,,,,,,3.0,,3.0,-27.195,,3,2.0,13.0,3.0,,,2.0
2025-26,14025120,13,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,2.0,17.0,42.0,59.0,,6.0,31.0,4.0,,,,,,,2.0,7.0,,,0.00780394,,,2.0,0.0,,,,,,,,,,,,,90.0,,2.0,,,,,,13.0,,,7.7,,,,233.40735766657,10.0,,1.0,,6.0,,24.0,47.0,71.0,-140.49,,0,1.0,88.0,,,,
2025-26,14025120,13,14,Liverpool,Away,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025120,13,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,14.0,3.0,17.0,,3.0,12.0,3.0,2.0,,,,,1.0,5.0,6.0,,,0.501436,0.3602,0.1955,2.0,1.0,1.0,,,,,3.0,,,,,,,90.0,1.0,,,,,,,20.0,,,8.1,,,1.0,151.63557891381,1.0,3.0,1.0,,1.0,1.0,21.0,7.0,28.0,-53.13,,2,,46.0,5.0,2.0,1.0,
2025-26,14025120,13,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,1.0,,3.0,19.0,17.0,36.0,,,11.0,5.0,,,,,,,3.0,4.0,,,0.0663646,,,3.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,9.0,,,6.8,,,,61.432577327591,,,2.0,,5.0,,23.0,20.0,43.0,14.7,,0,2.0,52.0,1.0,2.0,,2.0
2025-26,14025120,13,14,Liverpool,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,3.0,28.0,23.0,51.0,,,20.0,5.0,,,,3.0,,,5.0,6.0,,,0.02763,0.0173,0.0206,1.0,0.0,,,,,,,,,,,,,90.0,1.0,1.0,,,,,,9.0,,,7.4,,,,146.75536694897,,4.0,,,4.0,,32.0,26.0,58.0,-72.24,,1,2.0,71.0,1.0,1.0,3.0,
2025-26,14025120,13,14,Liverpool,Away,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,1.0,25.0,33.0,58.0,1.0,2.0,25.0,5.0,,,,,,1.0,3.0,6.0,,,0.0262613,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,10.0,,,7.2,,,,158.41021569005,3.0,1.0,,,6.0,,30.0,35.0,65.0,-70.665,,0,,76.0,2.0,3.0,1.0,
2025-26,14025120,13,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,,8.0,5.0,13.0,,,7.0,,,,,1.0,,1.0,2.0,1.0,,,0.0057085,,,,0.0,,,,,,1.0,,,,,,,15.0,,,,,,,,3.0,,,6.6,,,,56.419780953068,,,,,,,9.0,5.0,14.0,-16.275,,0,1.0,17.0,1.0,,,1.0
2025-26,14025120,13,14,Liverpool,Away,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025120,13,14,Liverpool,Away,1019322,494595,Florian Wirtz,florian-wirtz,M,False,,,,32.0,10.0,42.0,3.0,,14.0,3.0,,1.0,,,,,5.0,3.0,,,0.142326,0.0571,0.1378,1.0,0.0,,,,,,1.0,,,,,,,75.0,1.0,,,,,,,4.0,,,7.0,,,,85.266235736243,1.0,2.0,,,,,35.0,10.0,45.0,-32.025,,1,,52.0,,2.0,1.0,
2025-26,14025120,13,14,Liverpool,Away,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,True,,,,5.0,1.0,6.0,1.0,1.0,8.0,,,,,,,1.0,5.0,2.0,,,0.0118789,0.0385,,1.0,0.0,,,,,,,,,,,,,22.0,,,,,,,,6.0,,,6.3,,,1.0,73.462794657114,1.0,2.0,1.0,,,,5.0,1.0,6.0,-28.35,,1,1.0,17.0,2.0,,,
2025-26,14025120,13,14,Liverpool,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,1.0,13.0,12.0,25.0,1.0,2.0,6.0,3.0,,,,1.0,,1.0,5.0,4.0,,,0.00931516,,,2.0,0.0,,,,,,1.0,,,,,,,85.0,,1.0,,,,,,14.0,,,6.9,,,,62.618799576215,2.0,1.0,1.0,,4.0,,16.0,16.0,32.0,-40.32,,0,2.0,57.0,1.0,1.0,,2.0
2025-26,14025120,13,14,Liverpool,Away,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025120,13,14,Liverpool,Away,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025147,14,14,Liverpool,Home,143040,158983,Wataru Endo,wataru-endo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025147,14,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,2.0,48.0,34.0,82.0,2.0,10.0,22.0,2.0,,,1.0,,,,2.0,11.0,1.0,,0.0270483,0.0984,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,16.0,0.0,,7.4,,,,132.01314034092,9.0,,,,8.0,,58.0,39.0,97.0,89.608058382277,,1,1.0,111.0,,,,
2025-26,14025147,14,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,True,1.0,,,23.0,2.0,25.0,,,11.0,1.0,,,2.0,,,1.0,4.0,,,,0.107941,0.097,,,0.0,,,,,,4.0,,,,,,,45.0,,,,,,,,16.0,1.0,,6.6,,,,54.185265424822,,3.0,5.0,,1.0,,28.0,2.0,30.0,32.370815492516,9.3911367256579,2,,48.0,2.0,,,
2025-26,14025147,14,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,,1.0,,20.0,20.0,,1.0,7.0,11.0,,,,1.0,,,1.0,1.0,,,0.00012365,,,,0.0,,-0.5512,,,,,,,,,,,90.0,,,,,,,,6.0,0.0,1.0,6.4,1.0,4.0,,30.067567688243,1.0,,,,6.0,,2.0,24.0,26.0,3.6483609830471,,0,,36.0,,,,
2025-26,14025147,14,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,2.0,36.0,22.0,58.0,1.0,1.0,17.0,3.0,,,,,,,2.0,2.0,,,0.0381759,,,,0.0,,,,,2.0,1.0,,,,,,,86.0,,,,,,,,12.0,1.0,,6.5,,,,126.75687051268,1.0,1.0,6.0,,3.0,,40.0,23.0,63.0,68.407826512231,21.118251087626,0,1.0,80.0,,,,1.0
2025-26,14025147,14,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,1.0,,1.0,19.0,10.0,29.0,3.0,1.0,8.0,3.0,,,,2.0,,1.0,8.0,1.0,,,0.070371,0.0495,,2.0,0.0,,,,,1.0,1.0,,,,,,,65.0,,,,,,,,13.0,0.0,,6.1,,,1.0,48.537611782426,,,5.0,,3.0,,22.0,14.0,36.0,-5.1134649330057,,1,,50.0,1.0,,,
2025-26,14025147,14,14,Liverpool,Home,823941,219168,Alexander Isak,alexander-isak,F,False,,,,2.0,,2.0,1.0,,2.0,1.0,,,2.0,,,,4.0,2.0,,,0.00390977,0.1178,,3.0,0.0,,,,,,,,,,,,,86.0,,,,,,,,3.0,0.0,,6.3,,,1.0,11.452737934377,2.0,1.0,,,,,3.0,2.0,5.0,9.1013448233599,,3,1.0,14.0,,,1.0,1.0
2025-26,14025147,14,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,1.0,31.0,33.0,64.0,3.0,4.0,14.0,3.0,,,,,,,4.0,8.0,,,0.0141259,0.032,0.0833,1.0,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,5.0,0.0,,7.1,,,,111.47415770325,7.0,,,,2.0,,33.0,34.0,67.0,75.102875169497,,1,3.0,83.0,2.0,1.0,,2.0
