season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436877,1,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,2.0,3.0,3.0,6.0,,,,4.0,,,1.0,,,1.0,2.0,,,,0.00380711,0.1515,,1.0,0.0,,,,,,,,73.0,,,,,,,10.0,,,6.6,,,1.0,,,,,1.0,,2.0,,6.0,4.0,9.0,,,2,,21.0,4.0,,,
2024-25,12436877,1,21,West_Ham_United,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,0.00087102,0.2511,0.2076,,0.0,,,,,,,,13.0,1.0,,,,,,2.0,,,6.2,,,,,,,,1.0,,,,3.0,1.0,3.0,,,1,,5.0,,,,
2024-25,12436877,1,21,West_Ham_United,Home,132645,91889,Niclas Füllkrug,niclas-fullkrug,F,True,,,,2.0,2.0,4.0,,1.0,,2.0,,,,,,,1.0,1.0,,,0.00223915,,,1.0,0.0,,,,,,,,17.0,,,,,,,1.0,,,6.5,,,,,,1.0,,,,,,2.0,2.0,4.0,,,0,,6.0,1.0,,,
2024-25,12436892,2,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,4.0,2.0,6.0,1.0,2.0,,,,1.0,1.0,,,2.0,4.0,2.0,,,0.0062986,0.5573,,1.0,0.0,,,,,,,,62.0,,,,,,,11.0,,,6.3,,,1.0,,,,,1.0,,1.0,1.0,9.0,2.0,10.0,,,2,,20.0,4.0,,,
2024-25,12436892,2,21,West_Ham_United,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436892,2,21,West_Ham_United,Away,132645,91889,Niclas Füllkrug,niclas-fullkrug,F,True,,,,3.0,1.0,4.0,3.0,5.0,,,,,,,,,7.0,5.0,,,0.00081505,0.2533,0.0501,2.0,0.0,,,,,,,,27.0,1.0,,,,,,5.0,,,6.7,,,1.0,,,1.0,2.0,,,,1.0,4.0,1.0,5.0,,,2,,12.0,2.0,,,
2024-25,12436927,3,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,,,3.0,3.0,4.0,1.0,,1.0,,,1.0,,,,6.0,4.0,,,5.217e-05,0.1081,,1.0,0.0,,,,,,,,71.0,,,,,,,8.0,,,6.5,,,,,,1.0,3.0,2.0,,1.0,,4.0,4.0,6.0,,,1,,17.0,2.0,1.0,2.0,
2024-25,12436927,3,21,West_Ham_United,Home,132645,91889,Niclas Füllkrug,niclas-fullkrug,F,True,,,,3.0,2.0,5.0,,2.0,,,,,,,,1.0,1.0,2.0,,,0.0881824,,,,0.0,,,,,,,,19.0,,,,,,,2.0,,,6.6,,,,,,,,,,,,3.0,2.0,5.0,,,0,,7.0,1.0,,,
2024-25,12436941,4,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,3.0,3.0,6.0,2.0,,,1.0,,,1.0,1.0,,3.0,6.0,,,,0.00481218,0.0235,,,0.0,,,,,,,,45.0,,,,,,,13.0,,,6.3,,,,,,,,2.0,,2.0,,9.0,3.0,10.0,,,1,,22.0,1.0,,,
2024-25,12436941,4,21,West_Ham_United,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,0.2461,0.5257,,0.0,1.0,,,,,,,8.0,1.0,,,,,,3.0,,,7.4,,,,,,,,,,,,,2.0,2.0,,,1,,4.0,1.0,,,
