season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385514,1,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,,1.0,1.0,2.0,2.0,1.0,,,,1.0,,,,3.0,3.0,,,0.0131101,0.1729,0.0,,,,,,,,,,57.0,,,,,,,,,5.0,,6.6,,,1.0,,,1.0,,,,,2.0,2.0,4.0,2,,11.0,2.0,2.0,,
2022-23,10385514,1,21,West_Ham_United,Home,807301,195899,Gianluca Scamacca,gianluca-scamacca,F,True,,,1.0,6.0,,6.0,1.0,3.0,2.0,,,,,,,2.0,3.0,,,0.00227405,0.0,0.0,1.0,,,,,,,,,33.0,,,,,,,,,1.0,,6.6,,,,,,,,,1.0,1.0,6.0,,6.0,0,,9.0,1.0,,,
2022-23,10385528,2,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,,3.0,3.0,6.0,8.0,2.0,,,,1.0,1.0,,1.0,12.0,8.0,,,0.0105613,0.1394,0.0,1.0,,,,,,,2.0,,68.0,,,,,,,,,12.0,,7.0,,,1.0,,,3.0,1.0,,,,9.0,3.0,11.0,2,1.0,30.0,4.0,3.0,2.0,
2022-23,10385528,2,21,West_Ham_United,Away,280439,149519,Maxwel Cornet,maxwel-cornet,F,True,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,2.0,,,0.00067111,0.0,0.0,,,,,,,,,,14.0,,,,,,,,,1.0,,6.7,,,,,,,,,,,2.0,1.0,3.0,0,1.0,4.0,,,,
2022-23,10385528,2,21,West_Ham_United,Away,807301,195899,Gianluca Scamacca,gianluca-scamacca,F,True,,,,,2.0,2.0,2.0,,,,,1.0,,,,3.0,1.0,,,6.238e-05,0.0207,0.0,1.0,,,,,,,,,22.0,,,,,,,,,3.0,,6.5,,,,,,,,,,,3.0,2.0,5.0,1,,7.0,,1.0,,
2022-23,10385538,3,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,,7.0,,7.0,2.0,1.0,2.0,,,,,,2.0,5.0,3.0,,,0.00633037,0.0,0.0,1.0,,,,,,,1.0,,74.0,,,,,,,,,10.0,,6.6,,,,,,1.0,3.0,,,1.0,13.0,,10.0,0,,21.0,2.0,1.0,1.0,
2022-23,10385538,3,21,West_Ham_United,Home,280439,149519,Maxwel Cornet,maxwel-cornet,F,True,,,,3.0,3.0,6.0,,,2.0,,,,,,1.0,2.0,,,,0.00147443,0.0,0.0,1.0,,,,,,,,,16.0,,,,,,,,,3.0,,6.4,,,,,,,1.0,,,,4.0,3.0,6.0,0,,9.0,1.0,,,
2022-23,10385538,3,21,West_Ham_United,Home,807301,195899,Gianluca Scamacca,gianluca-scamacca,F,True,,,,4.0,,4.0,,1.0,1.0,,,,,,,,1.0,,,0.0367908,0.0,0.0,,,,,,,,1.0,,28.0,,,,,,,,,4.0,,6.6,,,,,,,,,,,6.0,1.0,7.0,0,,8.0,,,,
2022-23,10385563,4,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,True,,,,6.0,,6.0,2.0,1.0,2.0,,,,,,1.0,3.0,2.0,,,0.0533889,0.0,0.0,,,,,,,,,,25.0,,,,,,,,,4.0,,6.6,,,,,1.0,1.0,1.0,,1.0,1.0,9.0,,8.0,0,,14.0,,,1.0,
2022-23,10385563,4,21,West_Ham_United,Away,280439,149519,Maxwel Cornet,maxwel-cornet,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
