season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2014-15,5581532,1,21,West_Ham_United,Home,1261,17353,Ricardo Vaz Tê,ricardo-vaz-te,F,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,68.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5581532,1,21,West_Ham_United,Home,9644,12799,Carlton Cole,carlton-cole,F,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,81.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5581532,1,21,West_Ham_United,Home,32893,49696,Mauro Zárate,mauro-zarate,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5581532,1,21,West_Ham_United,Home,106456,148179,Enner Valencia,enner-valencia,F,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582456,2,21,West_Ham_United,Away,1261,17353,Ricardo Vaz Tê,ricardo-vaz-te,F,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582456,2,21,West_Ham_United,Away,9644,12799,Carlton Cole,carlton-cole,F,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,68.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582456,2,21,West_Ham_United,Away,32893,49696,Mauro Zárate,mauro-zarate,F,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,83.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582456,2,21,West_Ham_United,Away,74069,73889,Diafra Sakho,diafra-sakho,F,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582456,2,21,West_Ham_United,Away,106456,148179,Enner Valencia,enner-valencia,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582490,3,21,West_Ham_United,Home,1261,17353,Ricardo Vaz Tê,ricardo-vaz-te,F,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,58.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582490,3,21,West_Ham_United,Home,9644,12799,Carlton Cole,carlton-cole,F,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,79.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582490,3,21,West_Ham_United,Home,32893,49696,Mauro Zárate,mauro-zarate,F,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,57.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
