season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,totalShots
2010-11,1380091,1,92,Blackpool,Away,1308,2053.0,Jason Euell,jason-euell,F,True,0.0,0.0,14.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,9360,20208.0,Charlie Adam,charlie-adam,M,False,0.0,0.0,90.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,9745,1343.0,Marlon Harewood,marlon-harewood,F,False,1.0,2.0,60.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,9968,7631.0,David Vaughan,david-vaughan,M,False,0.0,0.0,90.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,10167,4422.0,Stephen Crainey,stephen-crainey,D,False,0.0,0.0,90.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,10393,5544.0,Ian Ross Evatt,ian-ross-evatt,D,False,0.0,0.0,90.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,15434,39800.0,Ludovic Sylvestre,ludovic-sylvestre,M,True,0.0,0.0,31.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,19979,15633.0,Alex Baptiste,alex-baptiste,D,False,0.0,1.0,90.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,20096,8437.0,Matthew Gilks,matthew-gilks,G,False,0.0,0.0,90.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,20172,19273.0,Gary Taylor-Fletcher,gary-taylor-fletcher,F,False,0.0,1.0,76.0,0.0,0.0
2010-11,1380091,1,92,Blackpool,Away,20281,27498.0,Ishmel Demontagnac,ishmel-demontagnac,M,True,,,,,
2010-11,1380091,1,92,Blackpool,Away,20399,37011.0,Neal Eardley,neal-eardley,D,True,,,,,
2010-11,1380091,1,92,Blackpool,Away,20693,8379.0,Paul Rachubka,paul-rachubka,G,True,,,,,
