matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
284006,1,2009-08-15 15:00:00,"Fratton Park, Portsmouth",17510,Home,Portsmouth,Fulham,0,1,L,0,1,0,0,,17.0,2.0,11.0,4.0,,,12.0,6.0,24.0,84.0,415.0,330.0,55.1,,26.0,18.0,15.0,22.0,14.0,2.0,1.0,,3.0,8.0,143.0,,1.0,,,58.0,44.0,10.0,13.0,6.0,6.0,1.0,11.0,18.0,0.0,0.0,,,1.0
284011,2,2009-08-19 19:45:00,"St. Andrew's @ Knighthead Park, Birmingham",19922,Away,Portsmouth,Birmingham,0,1,L,0,0,0,0,,10.0,3.0,5.0,2.0,,,7.0,3.0,19.0,70.0,389.0,287.0,52.2,,19.0,13.0,22.0,47.0,28.0,5.0,3.0,,8.0,16.0,172.0,,1.0,,,58.0,72.0,20.0,24.0,5.0,5.0,,20.0,11.0,0.0,0.0,,,4.0
284020,3,2009-08-22 15:00:00,"Emirates Stadium, London",60049,Away,Portsmouth,Arsenal,1,4,L,1,2,0,0,1.0,10.0,3.0,5.0,2.0,,1.0,9.0,4.0,15.0,57.0,393.0,322.0,40.5,,21.0,16.0,22.0,18.0,9.0,7.0,1.0,,16.0,9.0,119.0,,4.0,,,49.0,55.0,10.0,9.0,4.0,4.0,1.0,12.0,9.0,0.0,0.0,,,2.0
284036,4,2009-08-30 13:30:00,"Fratton Park, Portsmouth",17826,Home,Portsmouth,Man City,0,1,L,0,1,0,0,,12.0,1.0,6.0,5.0,,,9.0,4.0,24.0,87.0,397.0,296.0,50.0,,41.0,30.0,26.0,37.0,24.0,2.0,,,14.0,12.0,163.0,,1.0,,,63.0,57.0,8.0,9.0,3.0,3.0,1.0,13.0,9.0,0.0,0.0,,,3.0
284045,5,2009-09-12 15:00:00,"Fratton Park, Portsmouth",17564,Home,Portsmouth,Bolton,2,3,L,1,2,0,0,2.0,22.0,3.0,12.0,7.0,,1.0,14.0,5.0,30.0,84.0,340.0,264.0,62.2,,13.0,9.0,10.0,36.0,15.0,4.0,1.0,,3.0,18.0,166.0,,3.0,,,48.0,58.0,12.0,13.0,7.0,7.0,2.0,17.0,16.0,0.0,0.0,,,3.0
284051,6,2009-09-19 15:00:00,"Villa Park, Birmingham",35979,Away,Portsmouth,Aston Villa,0,2,L,0,2,0,0,,17.0,6.0,5.0,6.0,,,14.0,11.0,17.0,67.0,323.0,257.0,51.0,,19.0,15.0,18.0,30.0,13.0,2.0,1.0,,5.0,7.0,127.0,,2.0,,,63.0,44.0,16.0,14.0,5.0,5.0,,13.0,17.0,0.0,0.0,,,2.0
284065,7,2009-09-26 12:45:00,"Fratton Park, Portsmouth",18116,Home,Portsmouth,Everton,0,1,L,0,1,0,0,,19.0,3.0,5.0,11.0,1.0,,12.0,9.0,29.0,81.0,342.0,254.0,51.4,,26.0,15.0,21.0,35.0,19.0,3.0,,1.0,5.0,11.0,154.0,,1.0,,,60.0,58.0,11.0,16.0,5.0,5.0,1.0,15.0,16.0,0.0,0.0,,,
284079,8,2009-10-03 15:00:00,"Molineux Stadium, Wolverhampton",29023,Away,Portsmouth,Wolves,1,0,W,1,0,0,0,1.0,13.0,4.0,4.0,5.0,,1.0,10.0,7.0,15.0,69.0,258.0,173.0,39.9,,20.0,16.0,12.0,78.0,44.0,4.0,,,6.0,9.0,165.0,,,1.0,,64.0,48.0,27.0,15.0,6.0,6.0,,13.0,10.0,0.0,0.0,,,3.0
284086,9,2009-10-17 15:00:00,"Fratton Park, Portsmouth",20821,Home,Portsmouth,Spurs,1,2,L,0,2,1,1,1.0,24.0,8.0,11.0,5.0,,1.0,20.0,11.0,30.0,71.0,292.0,225.0,49.9,,28.0,21.0,14.0,34.0,26.0,2.0,,,10.0,19.0,152.0,,2.0,,,56.0,70.0,10.0,12.0,10.0,10.0,1.0,18.0,13.0,0.0,0.0,,,6.0
284094,10,2009-10-24 15:00:00,"The MKM Stadium, Hull",23720,Away,Portsmouth,Hull,0,0,D,0,0,0,0,,11.0,2.0,7.0,2.0,,,6.0,2.0,18.0,60.0,354.0,253.0,56.2,,15.0,7.0,18.0,52.0,29.0,3.0,,,4.0,11.0,180.0,,,1.0,,49.0,59.0,14.0,17.0,6.0,6.0,2.0,25.0,16.0,0.0,0.0,,,1.0
284107,11,2009-10-31 15:00:00,"Fratton Park, Portsmouth",18212,Home,Portsmouth,Wigan,4,0,W,2,0,0,0,4.0,25.0,8.0,11.0,6.0,,3.0,18.0,10.0,25.0,86.0,357.0,277.0,48.9,,32.0,23.0,32.0,25.0,19.0,3.0,,,9.0,17.0,141.0,,,1.0,,59.0,58.0,10.0,15.0,7.0,7.0,2.0,10.0,10.0,0.0,0.0,1.0,1.0,5.0
284111,12,2009-11-07 15:00:00,"Ewood Park, Blackburn",23110,Away,Portsmouth,Blackburn,1,3,L,1,0,0,0,1.0,9.0,2.0,6.0,1.0,,1.0,5.0,1.0,17.0,63.0,320.0,210.0,47.3,,16.0,11.0,18.0,47.0,25.0,2.0,,,6.0,11.0,182.0,,3.0,,,39.0,59.0,12.0,17.0,5.0,5.0,1.0,18.0,10.0,0.0,0.0,,,1.0
284127,13,2009-11-22 16:00:00,"bet365 Stadium, Stoke",27069,Away,Portsmouth,Stoke,0,1,L,0,0,0,0,,18.0,5.0,7.0,6.0,,,14.0,9.0,21.0,90.0,317.0,221.0,58.1,,18.0,14.0,7.0,39.0,16.0,,,,10.0,16.0,173.0,,1.0,,,48.0,60.0,11.0,14.0,4.0,4.0,3.0,14.0,16.0,0.0,0.0,1.0,,2.0
284136,14,2009-11-28 15:00:00,"Fratton Park, Portsmouth",20482,Home,Portsmouth,Man Utd,1,4,L,1,1,0,0,1.0,24.0,8.0,10.0,6.0,1.0,,17.0,9.0,24.0,70.0,322.0,250.0,40.5,,17.0,14.0,13.0,34.0,22.0,5.0,,,10.0,14.0,129.0,,4.0,,,46.0,52.0,13.0,7.0,4.0,4.0,3.0,16.0,12.0,0.0,0.0,1.0,1.0,1.0
284146,15,2009-12-05 12:45:00,"Fratton Park, Portsmouth",17822,Home,Portsmouth,Burnley,2,0,W,0,0,0,0,2.0,12.0,5.0,6.0,1.0,,2.0,9.0,4.0,37.0,64.0,313.0,212.0,46.9,13.0,19.0,15.0,19.0,42.0,21.0,4.0,,,6.0,16.0,175.0,4.0,,1.0,,49.0,56.0,13.0,12.0,5.0,5.0,3.0,17.0,15.0,0.0,0.0,1.0,,3.0
284158,16,2009-12-12 15:00:00,"Stadium of Light, Sunderland",37578,Away,Portsmouth,Sunderland,1,1,D,0,1,1,0,1.0,9.0,5.0,3.0,1.0,,,4.0,2.0,17.0,67.0,403.0,280.0,55.0,,29.0,24.0,11.0,41.0,25.0,6.0,,,7.0,20.0,195.0,,1.0,,,67.0,68.0,19.0,19.0,6.0,6.0,,14.0,12.0,0.0,0.0,,,2.0
284168,17,2009-12-16 19:45:00,"Stamford Bridge, London",40137,Away,Portsmouth,Chelsea,1,2,L,0,1,0,0,1.0,8.0,2.0,4.0,2.0,,,6.0,2.0,18.0,74.0,341.0,246.0,39.7,,22.0,19.0,19.0,41.0,21.0,6.0,1.0,,7.0,14.0,164.0,,2.0,,,52.0,51.0,13.0,13.0,2.0,2.0,3.0,11.0,10.0,0.0,0.0,,,4.0
284176,18,2009-12-19 12:45:00,"Fratton Park, Portsmouth",20534,Home,Portsmouth,Liverpool,2,0,W,1,0,0,1,2.0,15.0,3.0,7.0,5.0,,1.0,8.0,4.0,26.0,86.0,373.0,273.0,45.6,,36.0,30.0,18.0,51.0,23.0,1.0,,,10.0,13.0,182.0,,,1.0,,63.0,45.0,11.0,6.0,8.0,8.0,1.0,8.0,11.0,0.0,0.0,,,1.0
284188,19,2009-12-26 13:00:00,"Boleyn Ground, London",33686,Away,Portsmouth,West Ham,0,2,L,0,1,0,0,,14.0,3.0,5.0,6.0,,,9.0,6.0,28.0,87.0,353.0,259.0,50.0,,20.0,15.0,18.0,39.0,23.0,3.0,,,11.0,20.0,174.0,,2.0,,,60.0,72.0,22.0,15.0,4.0,4.0,,21.0,9.0,0.0,0.0,,,4.0
284196,20,2009-12-30 19:45:00,"Fratton Park, Portsmouth",20404,Home,Portsmouth,Arsenal,1,4,L,0,2,0,0,1.0,12.0,4.0,5.0,3.0,,1.0,7.0,2.0,24.0,67.0,324.0,224.0,34.8,,21.0,16.0,25.0,38.0,15.0,8.0,,,10.0,13.0,181.0,,4.0,,1.0,42.0,67.0,13.0,16.0,2.0,2.0,,16.0,3.0,0.0,0.0,,,5.0
284203,21,2010-02-03 20:00:00,"Craven Cottage, London",21934,Away,Portsmouth,Fulham,0,1,L,0,0,0,0,,14.0,5.0,5.0,4.0,,,11.0,8.0,24.0,92.0,451.0,336.0,51.1,,20.0,15.0,18.0,27.0,11.0,6.0,1.0,1.0,7.0,13.0,187.0,,1.0,,,55.0,65.0,15.0,26.0,5.0,5.0,,13.0,12.0,0.0,0.0,,,1.0
284216,22,2010-03-09 19:45:00,"Fratton Park, Portsmouth",18465,Home,Portsmouth,Birmingham,1,2,L,0,2,0,0,1.0,13.0,4.0,5.0,4.0,,1.0,10.0,5.0,32.0,87.0,411.0,305.0,51.0,,19.0,11.0,14.0,25.0,8.0,4.0,,,4.0,13.0,181.0,,2.0,,,54.0,50.0,12.0,17.0,6.0,6.0,,12.0,14.0,0.0,0.0,,,2.0
284222,23,2010-01-26 19:45:00,"Fratton Park, Portsmouth",18322,Home,Portsmouth,West Ham,1,1,D,0,0,0,0,1.0,17.0,8.0,6.0,3.0,1.0,1.0,11.0,5.0,33.0,97.0,409.0,299.0,50.1,,19.0,18.0,22.0,27.0,13.0,2.0,,,10.0,19.0,187.0,,1.0,,,57.0,73.0,23.0,19.0,6.0,6.0,,17.0,10.0,0.0,0.0,,,1.0
284236,24,2010-01-31 13:30:00,"Etihad Stadium, Manchester",44015,Away,Portsmouth,Man City,0,2,L,0,2,0,0,,13.0,4.0,8.0,1.0,1.0,,6.0,3.0,20.0,71.0,393.0,306.0,44.3,,14.0,11.0,20.0,29.0,20.0,2.0,,,9.0,13.0,150.0,,2.0,,,33.0,50.0,7.0,6.0,7.0,7.0,,16.0,9.0,0.0,0.0,,,5.0
284246,25,2010-02-06 15:00:00,"Old Trafford, Manchester",74684,Away,Portsmouth,Man Utd,0,5,L,0,2,0,0,,8.0,3.0,2.0,3.0,,,6.0,5.0,10.0,56.0,386.0,307.0,41.2,,14.0,13.0,17.0,40.0,18.0,4.0,,,11.0,12.0,139.0,,5.0,,2.0,36.0,54.0,8.0,11.0,1.0,1.0,,11.0,9.0,0.0,0.0,,,
284252,26,2010-02-09 19:45:00,"Fratton Park, Portsmouth",16242,Home,Portsmouth,Sunderland,1,1,D,0,1,1,2,1.0,17.0,5.0,6.0,6.0,,1.0,12.0,8.0,38.0,80.0,387.0,307.0,55.2,,15.0,9.0,14.0,32.0,22.0,3.0,,,8.0,9.0,157.0,,1.0,,,56.0,59.0,16.0,18.0,8.0,8.0,3.0,10.0,15.0,0.0,0.0,,,1.0
284266,27,2010-02-20 17:30:00,"Fratton Park, Portsmouth",17208,Home,Portsmouth,Stoke,1,2,L,1,0,0,1,1.0,16.0,3.0,3.0,10.0,,,8.0,7.0,19.0,74.0,363.0,262.0,57.2,,18.0,15.0,18.0,40.0,20.0,3.0,,,3.0,9.0,178.0,,2.0,,,55.0,63.0,20.0,31.0,7.0,7.0,,12.0,10.0,0.0,0.0,,,2.0
