season,matchId,gameweek,team_id,team,venue,playerId,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2010-11,1379594,1,7,Aston_Villa,Home,727,Stephen Warnock,stephen-warnock,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379594,1,7,Aston_Villa,Home,791,James Milner,james-milner,M,False,0.0,1.0,85.0,0.0,,0.0
2010-11,1379594,1,7,Aston_Villa,Home,816,Stewart Downing,stewart-downing,M,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379594,1,21,West_Ham_United,Away,1218,Scott Parker,scott-parker,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379594,1,7,Aston_Villa,Home,9041,Stiliyan Petrov,stiliyan-petrov,M,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379594,1,7,Aston_Villa,Home,9740,Nigel Reo-Coker,nigel-reo-coker,M,True,0.0,0.0,5.0,0.0,,0.0
2010-11,1379594,1,21,West_Ham_United,Away,9741,Mark Noble,mark-noble,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379594,1,21,West_Ham_United,Away,27803,Alessandro Diamanti,alessandro-diamanti,M,True,0.0,0.0,18.0,0.0,,0.0
2010-11,1379594,1,7,Aston_Villa,Home,45682,Barry Bannan,barry-bannan,M,True,0.0,0.0,1.0,0.0,,0.0
2010-11,1379594,1,7,Aston_Villa,Home,47737,Marc Albrighton,marc-albrighton,M,False,2.0,0.0,89.0,0.0,,0.0
2010-11,1379594,1,21,West_Ham_United,Away,51948,Pablo Barrera,pablo-barrera,M,True,0.0,0.0,44.0,0.0,,0.0
2010-11,1379595,1,5,Blackburn_Rovers,Home,573,David Dunn,david-dunn,M,False,0.0,0.0,9.0,0.0,,0.0
2010-11,1379595,1,5,Blackburn_Rovers,Home,601,Brett Emerton,brett-emerton,M,True,,,,,,
2010-11,1379595,1,5,Blackburn_Rovers,Home,605,Morten Gamst Pedersen,morten-gamst-pedersen,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379595,1,11,Everton,Away,746,Phil Neville,phil-neville,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379595,1,11,Everton,Away,1152,Mikel Arteta,mikel-arteta,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379595,1,11,Everton,Away,1161,Leon Osman,leon-osman,M,False,0.0,0.0,59.0,0.0,,0.0
