season,matchId,gameweek,team_id,team,venue,playerId,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2013-14,3964785,1,3,Arsenal,Home,108,Tomáš Rosický,tomas-rosicky,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,7,Aston_Villa,Away,2660,Karim El Ahmadi,karim-el-ahmadi,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,3,Arsenal,Home,10501,Theo Walcott,theo-walcott,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,3,Arsenal,Home,10577,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,46.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,3,Arsenal,Home,17651,Santi Cazorla,santi-cazorla,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,44.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,3,Arsenal,Home,23571,Aaron Ramsey,aaron-ramsey,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,7,Aston_Villa,Away,24048,Fabian Delph,fabian-delph,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,3,Arsenal,Home,38094,Jack Wilshere,jack-wilshere,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,7,Aston_Villa,Away,49647,Ashley Westwood,ashley-westwood,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,3,Arsenal,Home,51506,Emmanuel Frimpong,emmanuel-frimpong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964785,1,7,Aston_Villa,Away,62013,Aleksandăr Tonev,aleksandar-tonev,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964785,1,7,Aston_Villa,Away,74545,Leandro Bacuna,leandro-bacuna,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964785,1,3,Arsenal,Home,187433,Serge Gnabry,serge-gnabry,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964789,1,8,Chelsea,Home,1216,Frank Lampard,frank-lampard,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964789,1,8,Chelsea,Home,3300,Michael Essien,michael-essien,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964789,1,88,Hull_City,Away,7287,Robert Koren,robert-koren,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964789,1,88,Hull_City,Away,9689,Tom Huddlestone,tom-huddlestone,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,31.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964789,1,88,Hull_City,Away,20653,George Boyd,george-boyd,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964789,1,8,Chelsea,Home,28367,Juan Mata,juan-mata,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964789,1,8,Chelsea,Home,33110,Ramires,ramires,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964789,1,88,Hull_City,Away,34578,Jake Livermore,jake-livermore,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,31.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964789,1,8,Chelsea,Home,39400,Oscar,oscar,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,85.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964789,1,88,Hull_City,Away,43442,David Meyler,david-meyler,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,59.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964789,1,8,Chelsea,Home,70996,Kevin De Bruyne,kevin-de-bruyne,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,67.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964789,1,88,Hull_City,Away,267621,Robbie Brady,robbie-brady,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,6,Tottenham_Hotspur,Away,9692,Aaron Lennon,aaron-lennon,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,6,Tottenham_Hotspur,Away,9865,Mousa Dembélé,mousa-dembele,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,57.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,31,Crystal_Palace,Home,10153,Owen Garvan,owen-garvan,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,66.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,6,Tottenham_Hotspur,Away,16701,Étienne Capoue,etienne-capoue,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,33.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,6,Tottenham_Hotspur,Away,32492,Nacer Chadli,nacer-chadli,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,31,Crystal_Palace,Home,32832,Kagisho Dikgacoi,kagisho-dikgacoi,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,31,Crystal_Palace,Home,40632,Stuart O'Keefe,stuart-okeefe,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964791,1,6,Tottenham_Hotspur,Away,43192,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,31,Crystal_Palace,Home,94752,Jonathan Williams,jonathan-williams,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,31,Crystal_Palace,Home,96373,José Campaña,jose-campana,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964791,1,6,Tottenham_Hotspur,Away,115183,Paulinho,paulinho,M,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964791,1,6,Tottenham_Hotspur,Away,801460,Tom Carroll,carroll-tom,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964795,1,110,Stoke_City,Away,572,Jermaine Pennant,jermaine-pennant,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
