season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896992,1,11,Everton,Away,241488,100649,Bernard,bernard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896992,1,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,2.0,6.0,46.0,52.0,1.0,1.0,4.0,,,,,,,1.0,1.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,5.0,,7.4,,,1.0,7.0,,,,4.0,,7.0,50.0,57.0,1,,70.0,,,,
2020-21,8896992,1,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896992,1,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,8.0,5.0,13.0,7.0,5.0,1.0,,,,,,,7.0,7.0,,,,,1.0,,,,1.0,,89.0,2.0,,,,,,,3.0,,7.7,,,,,1.0,,,,1.0,9.0,6.0,15.0,2,,22.0,1.0,2.0,1.0,
2020-21,8896992,1,11,Everton,Away,795058,173807,Tom Davies,tom-davies,M,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,0,,3.0,,,,
2020-21,8896992,1,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,1.0,,,,,,,,0,,3.0,1.0,,,
2020-21,8896992,1,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,1.0,15.0,18.0,33.0,,1.0,13.0,,2.0,2.0,,,3.0,3.0,23.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,,14.0,,8.2,,,4.0,1.0,11.0,2.0,,1.0,,23.0,19.0,40.0,7,5.0,80.0,2.0,6.0,11.0,3.0
2020-21,8896992,1,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896970,2,11,Everton,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,True,2.0,,2.0,19.0,27.0,44.0,,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,25.0,,,,,,,,5.0,,7.0,,,,1.0,,2.0,,3.0,,20.0,27.0,45.0,0,1.0,54.0,2.0,,,1.0
2020-21,8896970,2,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,2.0,23.0,32.0,55.0,2.0,,7.0,,,,1.0,,2.0,7.0,5.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,15.0,,6.4,,,,,3.0,5.0,,6.0,,31.0,35.0,61.0,0,3.0,85.0,,,2.0,2.0
2020-21,8896970,2,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,2.0,26.0,28.0,54.0,1.0,,3.0,,,,,,,2.0,3.0,,,1.0,,,,,1.0,,,65.0,,,,,,,,4.0,,6.8,,,,,,,,2.0,,28.0,29.0,57.0,0,2.0,63.0,1.0,1.0,,2.0
2020-21,8896970,2,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,5.0,,4.0,39.0,23.0,57.0,2.0,3.0,4.0,,,1.0,,,,2.0,5.0,,,1.0,,,,1.0,,5.0,,90.0,,,,,,,,24.0,,7.7,,,,1.0,,13.0,,6.0,,56.0,24.0,67.0,1,2.0,99.0,3.0,,,
2020-21,8896970,2,11,Everton,Home,107414,60025,James Rodríguez,james-rodriguez,M,False,2.0,,7.0,28.0,17.0,43.0,,,4.0,1.0,,,1.0,,2.0,5.0,5.0,,,,1.0,1.0,,,,3.0,,78.0,1.0,,,,,,,19.0,,8.7,,,,,3.0,6.0,,9.0,,40.0,19.0,53.0,1,1.0,74.0,1.0,3.0,1.0,1.0
2020-21,8896970,2,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,3.0,20.0,106.0,126.0,,2.0,6.0,,,,,,,1.0,4.0,,,,,1.0,,,1.0,1.0,,90.0,1.0,,,,,,,9.0,,7.5,,,1.0,,1.0,,,6.0,,24.0,110.0,134.0,2,1.0,141.0,,1.0,,
2020-21,8896970,2,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,1.0,1.0,26.0,27.0,,,6.0,,,,,,,,,,1.0,,,,,,,,,90.0,,,,,,,,6.0,,6.1,1.0,2.0,,,,,,6.0,,5.0,28.0,33.0,0,,41.0,,,,
2020-21,8896970,2,11,Everton,Home,158277,119765,Allan,allan,M,False,,,4.0,31.0,46.0,77.0,,1.0,10.0,,,,1.0,,1.0,4.0,8.0,,,2.0,,,,,1.0,,,90.0,1.0,,,,,,,10.0,,7.3,,,,,1.0,1.0,,5.0,,39.0,47.0,85.0,1,5.0,97.0,,1.0,1.0,2.0
2020-21,8896970,2,11,Everton,Home,235460,120250,André Gomes,andre-gomes,M,False,,,2.0,30.0,40.0,70.0,1.0,1.0,6.0,,,,2.0,,3.0,7.0,5.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,13.0,,6.4,,,,,,,,6.0,,37.0,42.0,79.0,0,3.0,92.0,1.0,1.0,,2.0
2020-21,8896970,2,11,Everton,Home,241488,100649,Bernard,bernard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896970,2,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,1.0,5.0,5.0,10.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,19.0,,,,,,,,3.0,,6.6,,,,,,,,1.0,,7.0,5.0,12.0,0,,14.0,1.0,,,
2020-21,8896970,2,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,3.0,23.0,102.0,125.0,1.0,,5.0,,,,,,,1.0,1.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,6.0,,6.9,,,,1.0,,,,5.0,,25.0,105.0,130.0,0,1.0,137.0,1.0,,,1.0
2020-21,8896970,2,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896970,2,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,3.0,3.0,6.0,3.0,4.0,1.0,,1.0,2.0,,,,4.0,6.0,,,,,3.0,,,,,,71.0,3.0,,,,,,,9.0,,9.0,,,1.0,1.0,2.0,1.0,,,,6.0,5.0,10.0,6,,26.0,3.0,1.0,1.0,
2020-21,8896970,2,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896970,2,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,True,,,,2.0,4.0,6.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,12.0,,,,,,,,4.0,,6.3,,,1.0,,2.0,2.0,,,,4.0,4.0,6.0,1,,12.0,,,,
2020-21,8896970,2,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,,13.0,9.0,22.0,4.0,1.0,6.0,1.0,,2.0,,,1.0,7.0,7.0,,,1.0,2.0,,,,,2.0,,90.0,1.0,,,,,,,10.0,,8.1,,,2.0,,3.0,2.0,,1.0,1.0,19.0,10.0,27.0,5,2.0,47.0,1.0,2.0,2.0,2.0
2020-21,8896970,2,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896933,3,11,Everton,Away,37514,57513,Jonas Lössl,jonas-lossl,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896933,3,11,Everton,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,True,,,,3.0,5.0,8.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,14.0,,,,,,,,1.0,,6.7,,,,,1.0,,,,,4.0,5.0,9.0,0,,13.0,,1.0,1.0,
2020-21,8896933,3,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,3.0,14.0,18.0,32.0,,1.0,4.0,1.0,,,,,2.0,4.0,4.0,,,1.0,1.0,,,,1.0,1.0,,90.0,,1.0,,,,,,15.0,,7.3,,,,3.0,1.0,1.0,,8.0,,21.0,21.0,41.0,0,3.0,71.0,,,,2.0
2020-21,8896933,3,11,Everton,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,1.0,17.0,32.0,49.0,1.0,,9.0,,,,,,2.0,3.0,3.0,,,,,,,,2.0,,,90.0,1.0,,,,,,,12.0,,7.1,,,,1.0,,,,3.0,,19.0,39.0,58.0,1,3.0,70.0,1.0,,,1.0
2020-21,8896933,3,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,1.0,,4.0,25.0,31.0,55.0,2.0,2.0,7.0,,,1.0,1.0,,1.0,7.0,4.0,,,1.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,22.0,,6.9,,,,4.0,2.0,6.0,,5.0,,38.0,35.0,67.0,1,2.0,101.0,,,,1.0
2020-21,8896933,3,11,Everton,Away,107414,60025,James Rodríguez,james-rodriguez,M,False,2.0,,5.0,25.0,22.0,45.0,,,3.0,1.0,,1.0,1.0,,3.0,7.0,4.0,,,,,,,,1.0,3.0,,86.0,1.0,,,,,,,17.0,,7.4,,,,,6.0,6.0,,5.0,,32.0,24.0,50.0,2,,78.0,2.0,1.0,3.0,
2020-21,8896933,3,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,8.0,11.0,52.0,63.0,3.0,1.0,1.0,,,,,,,3.0,1.0,,,,,,,,2.0,,,90.0,,,,,,,,7.0,,6.9,,,,5.0,,,,11.0,,16.0,54.0,70.0,0,,79.0,,,,
2020-21,8896933,3,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,9.0,7.0,13.0,20.0,,,5.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,13.0,2.0,6.5,,,,2.0,,,1.0,21.0,,15.0,17.0,32.0,0,,39.0,,,,
2020-21,8896933,3,11,Everton,Away,158277,119765,Allan,allan,M,False,,,1.0,11.0,24.0,35.0,,,6.0,,,,2.0,,,7.0,4.0,,,4.0,,,,,1.0,1.0,,90.0,,2.0,,,,,,9.0,,7.0,,,1.0,2.0,1.0,,,1.0,,15.0,26.0,41.0,1,3.0,57.0,2.0,1.0,,
2020-21,8896933,3,11,Everton,Away,235460,120250,André Gomes,andre-gomes,M,False,,,4.0,17.0,15.0,32.0,,1.0,5.0,,,,2.0,,2.0,7.0,6.0,,,3.0,,,,,,,,76.0,,,,,,,,6.0,,6.7,,,,1.0,1.0,1.0,,5.0,,20.0,16.0,35.0,0,3.0,51.0,,2.0,1.0,2.0
2020-21,8896933,3,11,Everton,Away,241488,100649,Bernard,bernard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896933,3,11,Everton,Away,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,9.0,,,,,,,,3.0,,6.5,,,,,,,,,,2.0,1.0,3.0,0,1.0,6.0,,,,
2020-21,8896933,3,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,4.0,3.0,51.0,54.0,1.0,9.0,4.0,,,,,,,3.0,12.0,,,3.0,,,,,1.0,,,90.0,,,,,,,,6.0,,7.2,,,,6.0,,,,6.0,,4.0,56.0,60.0,0,1.0,72.0,,3.0,,1.0
2020-21,8896933,3,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896933,3,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,8.0,3.0,11.0,6.0,4.0,1.0,,1.0,,,,2.0,10.0,6.0,,,1.0,,1.0,,,,,,90.0,2.0,1.0,,,,,,14.0,,7.1,,,2.0,,1.0,,,,,12.0,5.0,17.0,4,,35.0,5.0,2.0,,
2020-21,8896933,3,11,Everton,Away,795058,173807,Tom Davies,tom-davies,M,True,,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,0,,3.0,2.0,,,
2020-21,8896933,3,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896933,3,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,14.0,14.0,28.0,1.0,3.0,8.0,,,,3.0,,2.0,10.0,13.0,,,2.0,,1.0,,,,,,89.0,1.0,,,,,,,22.0,,7.1,,,,1.0,4.0,,,2.0,,24.0,17.0,41.0,1,4.0,67.0,4.0,4.0,2.0,3.0
2020-21,8896893,4,11,Everton,Home,10501,20467,Theo Walcott,theo-walcott,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,1.0,,6.4,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2020-21,8896893,4,11,Everton,Home,24048,41823,Fabian Delph,fabian-delph,M,True,,,,6.0,11.0,17.0,,,2.0,,,,1.0,,,1.0,2.0,,1.0,,,,,,1.0,,,32.0,,,,,,,,2.0,,6.5,,,,3.0,,,,,,6.0,13.0,19.0,0,1.0,26.0,,1.0,,1.0
2020-21,8896893,4,11,Everton,Home,37514,57513,Jonas Lössl,jonas-lossl,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896893,4,11,Everton,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,1.0,,,13.0,12.0,24.0,,,2.0,1.0,,1.0,4.0,,,5.0,4.0,,,,1.0,,,,4.0,2.0,,90.0,,,,,,,,11.0,,7.2,,,,2.0,2.0,2.0,,2.0,,18.0,15.0,31.0,1,2.0,51.0,2.0,1.0,1.0,1.0
2020-21,8896893,4,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,1.0,15.0,15.0,30.0,,,2.0,,,,,,3.0,3.0,7.0,,,,,,,,1.0,,,58.0,1.0,,,,,,,7.0,,7.0,,,,1.0,3.0,1.0,,2.0,,17.0,16.0,32.0,1,2.0,52.0,,2.0,3.0,2.0
2020-21,8896893,4,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,,24.0,28.0,52.0,,,6.0,1.0,,,1.0,,2.0,4.0,3.0,,1.0,,1.0,,,,2.0,3.0,,90.0,,1.0,,,,,,11.0,,7.1,,,,,2.0,,,,,26.0,30.0,56.0,0,1.0,69.0,4.0,1.0,1.0,1.0
2020-21,8896893,4,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,2.0,,2.0,15.0,26.0,39.0,,,5.0,,,,2.0,,,6.0,5.0,,,4.0,,,,,2.0,1.0,,90.0,,,,,,,,17.0,,6.6,,,,,1.0,6.0,,5.0,,25.0,30.0,49.0,0,3.0,75.0,2.0,1.0,1.0,3.0
2020-21,8896893,4,11,Everton,Home,107414,60025,James Rodríguez,james-rodriguez,M,False,1.0,,5.0,30.0,17.0,46.0,,,5.0,1.0,,1.0,4.0,,3.0,9.0,9.0,,,1.0,1.0,2.0,,,1.0,2.0,,78.0,2.0,,,,,,,10.0,,9.5,,,1.0,,3.0,3.0,,5.0,,34.0,18.0,49.0,4,2.0,74.0,1.0,5.0,2.0,2.0
2020-21,8896893,4,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,5.0,13.0,40.0,53.0,,1.0,3.0,,,,,,1.0,3.0,1.0,,,2.0,,,,,,,,90.0,,,,,,,,6.0,,6.3,,,,3.0,,,,9.0,,16.0,42.0,58.0,0,,65.0,,,,
2020-21,8896893,4,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,5.0,3.0,13.0,16.0,,,10.0,,,,,,,,,1.0,,,,,1.0,,,1.0,,90.0,,,,,,,,12.0,1.0,5.7,1.0,1.0,,2.0,,,,17.0,,15.0,13.0,28.0,0,,36.0,,,,
2020-21,8896893,4,11,Everton,Home,241488,100649,Bernard,bernard,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896893,4,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,11.0,8.0,19.0,,,1.0,1.0,,,2.0,,3.0,8.0,2.0,,,2.0,1.0,,,,4.0,2.0,,65.0,,,,,,,,11.0,,6.7,,,,2.0,2.0,,,1.0,,15.0,8.0,23.0,0,2.0,42.0,2.0,,,1.0
2020-21,8896893,4,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,1.0,8.0,32.0,40.0,,4.0,3.0,,,,,,,1.0,5.0,,,1.0,,1.0,,,4.0,,,90.0,1.0,3.0,,,,,,3.0,,8.1,,,,4.0,,,,2.0,,10.0,33.0,43.0,1,1.0,58.0,,,,1.0
2020-21,8896893,4,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,13.0,4.0,17.0,4.0,4.0,4.0,,,,,,,7.0,8.0,,,2.0,,1.0,,,1.0,,,90.0,2.0,,,,,,,13.0,,7.6,,,1.0,1.0,1.0,,,,,19.0,4.0,23.0,3,3.0,39.0,5.0,1.0,,1.0
2020-21,8896893,4,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,False,,,2.0,18.0,28.0,46.0,,,9.0,,,,2.0,,,2.0,3.0,,,,,,,,5.0,,,90.0,,1.0,,,,,,12.0,,7.0,,,,,,,,4.0,,22.0,35.0,57.0,0,3.0,68.0,1.0,,,2.0
2020-21,8896893,4,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,,3.0,1.0,4.0,,,2.0,,,1.0,,,2.0,3.0,2.0,,,1.0,,,,,1.0,,,25.0,,,,,,,,3.0,,6.6,,,,,1.0,,,,,3.0,2.0,5.0,1,,12.0,,1.0,1.0,
2020-21,8896893,4,11,Everton,Home,914902,232826,Anthony Gordon,anthony-gordon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896893,4,11,Everton,Home,941179,495542,Niels Nkounkou,niels-nkounkou,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897007,5,11,Everton,Home,24048,41823,Fabian Delph,fabian-delph,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897007,5,11,Everton,Home,26025,111782,Robin Olsen,robin-olsen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897007,5,11,Everton,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,True,,,,1.0,2.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,18.0,,,,,,,,,,6.5,,,,,,,,,,1.0,2.0,3.0,0,,4.0,,,,
2020-21,8897007,5,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,,3.0,11.0,14.0,,,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,31.0,,,,,,,,2.0,,6.5,,,,1.0,1.0,,,,,3.0,12.0,15.0,0,1.0,22.0,,,1.0,
2020-21,8897007,5,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,1.0,7.0,19.0,26.0,1.0,1.0,8.0,,,1.0,2.0,,1.0,5.0,3.0,,,1.0,,,,,1.0,1.0,,78.0,,,,,,,,11.0,,6.4,,,,,,,,3.0,,14.0,20.0,34.0,1,2.0,45.0,1.0,,,
2020-21,8897007,5,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,2.0,,1.0,14.0,15.0,27.0,1.0,5.0,4.0,2.0,,,1.0,,,2.0,8.0,,,,1.0,,,,,3.0,,90.0,,1.0,,,,,,21.0,,7.6,,,,7.0,1.0,5.0,,9.0,,24.0,21.0,40.0,0,1.0,66.0,2.0,1.0,1.0,1.0
2020-21,8897007,5,11,Everton,Home,107414,60025,James Rodríguez,james-rodriguez,M,False,3.0,,6.0,24.0,15.0,36.0,,1.0,6.0,1.0,,,1.0,,3.0,7.0,10.0,,,3.0,1.0,,,,,3.0,,90.0,1.0,,,,,,,14.0,,8.1,,,1.0,,3.0,6.0,,7.0,,32.0,15.0,41.0,2,2.0,65.0,2.0,4.0,3.0,1.0
2020-21,8897007,5,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,7.0,10.0,34.0,44.0,,2.0,3.0,,,,,,1.0,1.0,3.0,,,,,1.0,,,,1.0,,90.0,1.0,2.0,,,,,,9.0,,7.6,,,,4.0,,,,10.0,,17.0,35.0,52.0,1,1.0,65.0,,,,1.0
2020-21,8897007,5,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,11.0,9.0,5.0,14.0,,,10.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,21.0,1.0,7.3,4.0,6.0,,1.0,,,,32.0,,28.0,7.0,35.0,0,,46.0,,,,
2020-21,8897007,5,11,Everton,Home,158277,119765,Allan,allan,M,False,,,1.0,8.0,14.0,22.0,,,7.0,,,,3.0,,1.0,8.0,4.0,,1.0,2.0,,,,,,,,90.0,,,,,,,,6.0,,6.0,,,,,2.0,,,2.0,,9.0,15.0,24.0,0,4.0,36.0,1.0,,,3.0
