season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827870,1,11,Everton,Away,1941,10318,Maarten Stekelenburg,maarten-stekelenburg,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827870,1,11,Everton,Away,9766,12745,Leighton Baines,leighton-baines,D,False,2.0,,1.0,30.0,17.0,45.0,,,5.0,,,,,,,1.0,5.0,,,,,,,,2.0,2.0,,90.0,,,,,,,,,17.0,,7.5,,,,3.0,1.0,7.0,,1.0,1.0,42.0,18.0,53.0,0,5.0,83.0,,,,3.0
2018-19,7827870,1,11,Everton,Away,10501,20467,Theo Walcott,theo-walcott,M,False,,,,7.0,3.0,10.0,1.0,,4.0,,,,1.0,,1.0,4.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,13.0,,6.3,,,1.0,,2.0,1.0,,1.0,1.0,13.0,5.0,17.0,1,1.0,31.0,2.0,,2.0,
2018-19,7827870,1,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,3.0,4.0,15.0,19.0,,,3.0,,,,,,,1.0,,,,1.0,,,,,,,,40.0,,,,,,,,,7.0,,5.5,,,,2.0,,,,7.0,,8.0,16.0,24.0,0,,28.0,2.0,,,
2018-19,7827870,1,11,Everton,Away,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,3.0,28.0,16.0,44.0,,3.0,7.0,,,,1.0,,,3.0,7.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,,7.0,,7.0,,,,2.0,,,,4.0,,32.0,18.0,50.0,0,3.0,64.0,1.0,1.0,,2.0
2018-19,7827870,1,11,Everton,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,,5.0,,5.0,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,43.0,,,,,,,,,11.0,,6.3,,,,,,5.0,,,1.0,11.0,2.0,8.0,0,,18.0,1.0,,,
2018-19,7827870,1,11,Everton,Away,72127,66838,Cenk Tosun,cenk-tosun,F,False,1.0,,,13.0,5.0,17.0,6.0,3.0,3.0,,,,3.0,,2.0,11.0,5.0,,,,1.0,,,,,1.0,,81.0,1.0,,,,,,,,11.0,,6.8,,,1.0,1.0,,1.0,,,,18.0,7.0,24.0,2,1.0,37.0,1.0,1.0,,1.0
2018-19,7827870,1,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,3.0,9.0,15.0,24.0,,3.0,4.0,,,,,,,1.0,10.0,,,,,,,,1.0,,,90.0,1.0,,,,,,,,16.0,,7.1,,,,4.0,1.0,,,6.0,,18.0,16.0,34.0,1,6.0,62.0,2.0,2.0,,3.0
2018-19,7827870,1,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,4.0,,,,,,,,,,,6.4,,,,,,,,,,1.0,1.0,2.0,0,,2.0,,,,
2018-19,7827870,1,11,Everton,Away,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,2.0,25.0,20.0,45.0,,3.0,4.0,,,,2.0,,,3.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,,,13.0,,6.5,,,,1.0,1.0,1.0,,5.0,,33.0,22.0,54.0,0,3.0,65.0,2.0,,,2.0
