season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352253,1,11,Everton,Home,10589,18892,Ashley Young,ashley-young,D,False,2.0,,1.0,13.0,11.0,22.0,,2.0,3.0,,,,,,,3.0,4.0,,,0.0983086,0.0,0.0,2.0,,,,,,,,,90.0,,,,,,,,17.0,,6.6,,,,,3.0,2.0,6.0,,8.0,,25.0,12.0,31.0,0,1.0,56.0,,,1.0,1.0
2023-24,11352253,1,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,,16.0,6.0,22.0,2.0,1.0,3.0,1.0,1.0,,,,,4.0,1.0,,,0.105027,0.5644,0.8356,,,,,,,,3.0,,90.0,1.0,,,,,,,8.0,,6.8,,,1.0,,,2.0,1.0,,,,19.0,8.0,26.0,2,,37.0,1.0,,,
2023-24,11352253,1,11,Everton,Home,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,1.0,21.0,26.0,47.0,2.0,,15.0,,,2.0,1.0,,,5.0,6.0,,,0.0318173,0.0578,0.0,2.0,,,,,,1.0,1.0,,90.0,,,,,,,,10.0,,7.1,,,,,2.0,,2.0,,1.0,,29.0,26.0,53.0,2,6.0,72.0,1.0,,,2.0
2023-24,11352253,1,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,5.0,16.0,30.0,46.0,4.0,1.0,6.0,,,,,,,4.0,3.0,,,0.0157,0.0428,0.1073,,,,,,,2.0,,,90.0,2.0,,,,,,,7.0,,7.3,,,,,3.0,,,,7.0,,21.0,31.0,52.0,2,2.0,62.0,1.0,,,1.0
2023-24,11352253,1,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,9.0,8.0,13.0,21.0,,,3.0,,,,,,,,,,,0.0131578,0.0,0.0,,,,0.1177,,,,1.0,,90.0,,,,,,,,12.0,,6.7,1.0,1.0,,,,,,,20.0,,18.0,15.0,33.0,0,,36.0,,,,
2023-24,11352253,1,11,Everton,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,4.0,10.0,17.0,27.0,2.0,2.0,3.0,,,,1.0,,,5.0,2.0,,,0.0316661,0.0407,0.0,3.0,,,,,,4.0,,,90.0,,1.0,,,,,,9.0,,6.9,,,1.0,,3.0,,,,10.0,,19.0,17.0,36.0,1,,46.0,,,,
2023-24,11352253,1,11,Everton,Home,235460,120250,André Gomes,andre-gomes,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352253,1,11,Everton,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,,3.0,5.0,8.0,1.0,,4.0,,2.0,,1.0,,2.0,5.0,,,,0.00085052,1.348,1.9159,1.0,,,,,,,1.0,,72.0,3.0,,,,,,,6.0,,6.2,,,1.0,,1.0,,,,,2.0,4.0,5.0,9.0,4,,21.0,3.0,,,
2023-24,11352253,1,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,False,2.0,,4.0,16.0,5.0,19.0,,,5.0,,,1.0,,,1.0,2.0,4.0,,,0.279266,0.3208,0.3972,,,,,,,1.0,3.0,,90.0,2.0,,,,,,,14.0,,7.6,,,1.0,,,4.0,6.0,,6.0,2.0,23.0,5.0,22.0,4,1.0,48.0,3.0,,3.0,
2023-24,11352253,1,11,Everton,Home,754698,198826,Ben Godfrey,ben-godfrey,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352253,1,11,Everton,Home,827064,220307,Arnaut Danjuma,arnaut-danjuma,F,True,,,1.0,2.0,1.0,3.0,,1.0,,,,,,,,1.0,1.0,,,0.0056648,0.0,0.0,,,,,,,1.0,1.0,,18.0,,,,,,,,3.0,,6.6,,,,,,1.0,1.0,,1.0,1.0,4.0,1.0,4.0,0,,8.0,,,,
2023-24,11352253,1,11,Everton,Home,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352253,1,11,Everton,Home,923973,449871,Amadou Onana,amadou-onana,M,False,,,3.0,20.0,7.0,27.0,2.0,1.0,4.0,2.0,,,1.0,,,6.0,3.0,,,0.378906,0.0546,0.0546,3.0,,,,,,1.0,3.0,,90.0,1.0,,,,,,,6.0,,7.7,,,,,1.0,,,,3.0,,24.0,7.0,31.0,1,,40.0,1.0,2.0,,
2023-24,11352253,1,11,Everton,Home,927361,232928,James Garner,james-garner,M,False,1.0,,1.0,17.0,6.0,22.0,,,6.0,,,,1.0,,,2.0,7.0,,,0.00759156,0.0,0.0,,,,,,,1.0,1.0,,83.0,,,,,,,,15.0,,7.3,,,,,,4.0,7.0,,1.0,1.0,27.0,8.0,28.0,0,1.0,48.0,2.0,3.0,3.0,1.0
2023-24,11352253,1,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352253,1,11,Everton,Home,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352253,1,11,Everton,Home,998832,461421,Lewis Dobbin,lewis-dobbin,F,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,1.0,,,0.00089831,0.0,0.0,,,,,,,1.0,,,14.0,,,,,,,,1.0,,6.6,,,,,,,1.0,,,,2.0,1.0,2.0,0,,6.0,,1.0,,
