season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6768043,5,11,Everton,Home,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768043,5,11,Everton,Home,98435,88894,Ross Barkley,ross-barkley,M,False,1.0,,2.0,31.0,5.0,35.0,,1.0,4.0,,,,1.0,,,2.0,6.0,6.0,,,,2.0,,,,,4.0,,90.0,1.0,,,,,,,,,7.6,,,1.0,,4.0,6.0,,3.0,,40.0,9.0,43.0,2,,65.0,,4.0,1.0,
2015-16,6768043,5,11,Everton,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,False,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,6.4,,,,,,1.0,,,,1.0,1.0,1.0,0,,2.0,,,,
2015-16,6768043,5,11,Everton,Home,152077,97299,John Stones,john-stones,D,False,,,3.0,7.0,29.0,36.0,,,9.0,,,,,,,,1.0,3.0,,,1.0,,,,,2.0,,,90.0,,2.0,,,,,,,,7.1,,,1.0,4.0,1.0,1.0,,5.0,,10.0,32.0,41.0,1,2.0,56.0,,,1.0,
2015-16,6768043,5,11,Everton,Home,198030,108824,Brendan Galloway,brendan-galloway,D,False,1.0,,2.0,12.0,3.0,14.0,,,3.0,1.0,,,,,,,2.0,6.0,,,1.0,1.0,,,,2.0,1.0,,90.0,,1.0,,,,,,,,7.4,,,,2.0,1.0,1.0,,6.0,,16.0,5.0,20.0,0,4.0,42.0,1.0,2.0,,
2015-16,6768043,5,11,Everton,Home,252313,121221,Ramiro Funes Mori,ramiro-funes-mori,D,True,,,,,2.0,2.0,1.0,2.0,,,,,,,,,1.0,3.0,,,,,,,,,,,13.0,,,,,,,,,,6.8,,,,4.0,,,,,,,2.0,2.0,0,,7.0,,1.0,,
2015-16,6768066,6,11,Everton,Away,544,1632,Gareth Barry,gareth-barry,M,False,,,6.0,26.0,20.0,46.0,1.0,,8.0,1.0,,,,,,,2.0,2.0,,1.0,1.0,,,,,3.0,1.0,,90.0,,2.0,,,,,,,,7.1,,,,,1.0,3.0,,9.0,,39.0,22.0,58.0,0,,73.0,1.0,1.0,1.0,
2015-16,6768066,6,11,Everton,Away,744,15337,Tim Howard,tim-howard,G,False,,1.0,7.0,5.0,11.0,16.0,,,5.0,,,,,,,,,,,,,,,,,1.0,,,90.0,,,,,,,,,,7.2,2.0,3.0,,,,,1.0,24.0,,18.0,16.0,34.0,0,,41.0,,,,
2015-16,6768066,6,11,Everton,Away,1161,8378,Leon Osman,leon-osman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768066,6,11,Everton,Away,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,1.0,1.0,,,
2015-16,6768066,6,11,Everton,Away,9257,18981,Steven Naismith,steven-naismith,F,False,1.0,,1.0,32.0,7.0,38.0,5.0,3.0,6.0,,,2.0,1.0,,,,10.0,8.0,,,3.0,,,,,1.0,4.0,,90.0,,,,,,,,,,7.6,,,1.0,2.0,2.0,1.0,,1.0,,41.0,10.0,50.0,3,2.0,67.0,1.0,2.0,1.0,
2015-16,6768066,6,11,Everton,Away,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768066,6,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,9.0,13.0,34.0,47.0,2.0,4.0,7.0,,,,1.0,,,,3.0,5.0,,,,,,,,5.0,,,90.0,,,,,,,,,,7.5,,,2.0,7.0,,1.0,,15.0,,20.0,36.0,55.0,2,,72.0,,1.0,,
2015-16,6768066,6,11,Everton,Away,12790,26921,Arouna Koné,arouna-kone,F,False,,,,19.0,7.0,26.0,2.0,1.0,4.0,,1.0,,,,,3.0,7.0,2.0,,,,,,,,1.0,1.0,,65.0,,,,,,,,,,6.1,,,1.0,,3.0,,,,1.0,24.0,8.0,32.0,1,,43.0,1.0,,1.0,
2015-16,6768066,6,11,Everton,Away,21073,27707,Darron Gibson,darron-gibson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768066,6,11,Everton,Away,39283,50472,James McCarthy,james-mccarthy,M,False,,,1.0,22.0,14.0,36.0,,1.0,4.0,,,,1.0,,,,2.0,5.0,,,1.0,,,,,5.0,,,90.0,,,,,,,,,,7.3,,,1.0,,,2.0,,5.0,,30.0,16.0,44.0,1,4.0,60.0,1.0,,,
2015-16,6768066,6,11,Everton,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,17.0,1.0,18.0,3.0,,1.0,,3.0,3.0,,,,4.0,10.0,,,,,,,,,,1.0,,90.0,2.0,,,,,,,,,5.9,,,1.0,,3.0,1.0,,1.0,,23.0,1.0,23.0,6,,40.0,1.0,,,
2015-16,6768066,6,11,Everton,Away,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768066,6,11,Everton,Away,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,True,1.0,,1.0,3.0,2.0,4.0,,,1.0,,,,1.0,,,1.0,3.0,2.0,,,,,,,,,1.0,,25.0,,,,,,,,,,6.6,,,,,2.0,2.0,,1.0,,4.0,2.0,4.0,0,1.0,11.0,,,1.0,
2015-16,6768066,6,11,Everton,Away,98435,88894,Ross Barkley,ross-barkley,M,False,1.0,,1.0,36.0,11.0,46.0,,1.0,4.0,2.0,,2.0,1.0,,,,4.0,8.0,,,1.0,,,,,,6.0,,89.0,,1.0,,,,,,,,8.0,,,,,5.0,7.0,,2.0,,45.0,11.0,49.0,2,1.0,71.0,2.0,3.0,3.0,
2015-16,6768066,6,11,Everton,Away,152077,97299,John Stones,john-stones,D,False,,,3.0,11.0,36.0,47.0,,1.0,9.0,,,,,,,,1.0,2.0,,,,,,,,6.0,,,90.0,,,,,,,,,,7.4,,,,2.0,2.0,,,6.0,,13.0,38.0,51.0,0,,62.0,,,1.0,
2015-16,6768066,6,11,Everton,Away,198030,108824,Brendan Galloway,brendan-galloway,D,False,,,,14.0,11.0,25.0,,,10.0,,,1.0,1.0,,,1.0,6.0,12.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,,,7.5,,,1.0,1.0,4.0,,,3.0,,22.0,13.0,35.0,2,5.0,68.0,1.0,5.0,2.0,
2015-16,6768066,6,11,Everton,Away,252313,121221,Ramiro Funes Mori,ramiro-funes-mori,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768066,6,11,Everton,Away,1401160,,Guangtai Jiang,jiang-guangtai,D,False,,,1.0,3.0,10.0,13.0,,,2.0,,,,2.0,,,,4.0,4.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,,,6.9,,,,2.0,,1.0,,3.0,,7.0,13.0,19.0,0,4.0,39.0,1.0,,,
2015-16,6768077,7,11,Everton,Away,544,1632,Gareth Barry,gareth-barry,M,False,,,7.0,29.0,29.0,58.0,,2.0,10.0,,,1.0,1.0,,,,3.0,3.0,1.0,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,,,6.5,,,,3.0,,1.0,,10.0,,42.0,33.0,74.0,1,1.0,83.0,,,,
2015-16,6768077,7,11,Everton,Away,744,15337,Tim Howard,tim-howard,G,False,,,3.0,2.0,13.0,15.0,,,9.0,,,,,,1.0,,,,,,,,,1.0,,,,,90.0,,,,,,,,,,6.1,,2.0,,,,,,14.0,,8.0,18.0,26.0,0,,38.0,,,,
2015-16,6768077,7,11,Everton,Away,1161,8378,Leon Osman,leon-osman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768077,7,11,Everton,Away,9036,18267,Aiden McGeady,aiden-mcgeady,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768077,7,11,Everton,Away,9257,18981,Steven Naismith,steven-naismith,F,False,,,,12.0,7.0,19.0,5.0,2.0,2.0,,,,1.0,,,2.0,10.0,8.0,,,2.0,,,,,,,,72.0,,,,,,,,,,6.3,,,,1.0,,,,1.0,1.0,17.0,10.0,27.0,0,3.0,41.0,3.0,3.0,,
2015-16,6768077,7,11,Everton,Away,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,4.0,0,,4.0,,,,
2015-16,6768077,7,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,8.0,19.0,37.0,56.0,3.0,2.0,7.0,,,,,,,1.0,4.0,3.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,,,6.9,,,,7.0,,,,15.0,,26.0,38.0,64.0,0,1.0,79.0,,1.0,,
2015-16,6768077,7,11,Everton,Away,12790,26921,Arouna Koné,arouna-kone,F,True,,,,5.0,7.0,12.0,1.0,,2.0,,,,,,,,1.0,2.0,,,,,1.0,,,,,,18.0,1.0,,,,,,,,,7.4,,,,,1.0,,,,,8.0,7.0,15.0,1,1.0,20.0,2.0,,1.0,
2015-16,6768077,7,11,Everton,Away,21073,27707,Darron Gibson,darron-gibson,M,True,,,,9.0,3.0,12.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,18.0,1.0,,,,,,,,,6.8,,,,,,,,,,9.0,3.0,12.0,1,1.0,17.0,1.0,,,
2015-16,6768077,7,11,Everton,Away,39283,50472,James McCarthy,james-mccarthy,M,False,,,3.0,20.0,22.0,42.0,3.0,,3.0,,,,4.0,,,,9.0,2.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,,,6.4,,,1.0,3.0,,,,3.0,,25.0,23.0,48.0,1,2.0,63.0,,,,
2015-16,6768077,7,11,Everton,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,14.0,6.0,20.0,2.0,3.0,3.0,1.0,,,1.0,,,3.0,7.0,4.0,,,,1.0,2.0,,,,2.0,,89.0,2.0,,,,,,,,,8.8,,,,,1.0,,,,,18.0,7.0,25.0,2,1.0,36.0,2.0,,,
2015-16,6768077,7,11,Everton,Away,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768077,7,11,Everton,Away,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,False,3.0,,,15.0,4.0,16.0,1.0,,5.0,3.0,1.0,,2.0,,,1.0,9.0,2.0,,,,2.0,,,,,4.0,,90.0,,,,,,,,,,7.2,,,,,7.0,9.0,,1.0,,26.0,5.0,22.0,0,,46.0,1.0,,2.0,
2015-16,6768077,7,11,Everton,Away,98435,88894,Ross Barkley,ross-barkley,M,False,2.0,,6.0,28.0,11.0,37.0,2.0,,7.0,,1.0,2.0,,,,2.0,8.0,2.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,,,6.4,,,1.0,,3.0,6.0,,7.0,1.0,38.0,11.0,43.0,3,1.0,64.0,1.0,1.0,,
2015-16,6768077,7,11,Everton,Away,109064,77762,Bryan Oviedo,bryan-oviedo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768077,7,11,Everton,Away,198030,108824,Brendan Galloway,brendan-galloway,D,False,,,,8.0,11.0,19.0,2.0,1.0,3.0,,,,,,,,2.0,9.0,,,,,,,,2.0,,,90.0,,,,,,,,,,7.1,,,1.0,4.0,1.0,,,2.0,,10.0,15.0,25.0,1,3.0,58.0,1.0,4.0,1.0,
2015-16,6768077,7,11,Everton,Away,252313,121221,Ramiro Funes Mori,ramiro-funes-mori,D,False,,,6.0,16.0,32.0,48.0,1.0,3.0,7.0,,,,1.0,,,,3.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,,,,7.0,,,1.0,15.0,2.0,,,19.0,,29.0,36.0,65.0,1,2.0,88.0,,,1.0,
2015-16,6768077,7,11,Everton,Away,1401160,,Guangtai Jiang,jiang-guangtai,D,False,,,1.0,8.0,9.0,17.0,1.0,2.0,2.0,,,,1.0,,,,2.0,3.0,,,,,,,,1.0,,,72.0,,,,,,,,,,6.4,,,1.0,4.0,,1.0,,3.0,,12.0,9.0,20.0,1,1.0,35.0,1.0,,,
2015-16,6768080,8,11,Everton,Home,544,1632,Gareth Barry,gareth-barry,M,False,,,7.0,38.0,9.0,47.0,,,7.0,,,,,,,,1.0,5.0,,,1.0,,,,,1.0,2.0,,90.0,,2.0,,,,,,,,7.3,,,1.0,,1.0,2.0,,15.0,,47.0,15.0,60.0,1,3.0,72.0,,1.0,1.0,
2015-16,6768080,8,11,Everton,Home,744,15337,Tim Howard,tim-howard,G,False,,2.0,8.0,6.0,8.0,14.0,,,10.0,,,,,,,,,,,,,,,2.0,,1.0,,,90.0,,,,,,,,,,7.0,3.0,3.0,,2.0,,,2.0,15.0,,12.0,9.0,21.0,0,,36.0,,,,
2015-16,6768080,8,11,Everton,Home,1161,8378,Leon Osman,leon-osman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768080,8,11,Everton,Home,9257,18981,Steven Naismith,steven-naismith,F,False,,,1.0,13.0,8.0,21.0,2.0,1.0,4.0,,1.0,,4.0,,,4.0,11.0,6.0,,,3.0,,,,,2.0,,,79.0,1.0,,,,,,,,,5.8,,,,,1.0,1.0,,2.0,,19.0,10.0,28.0,1,1.0,46.0,1.0,3.0,1.0,
2015-16,6768080,8,11,Everton,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,8.0,3.0,11.0,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,1.0,,30.0,,,,,,,,,,6.5,,,,,2.0,1.0,,,,12.0,4.0,15.0,1,,21.0,2.0,,1.0,
2015-16,6768080,8,11,Everton,Home,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,4.0,10.0,14.0,24.0,2.0,1.0,6.0,,,,,,,,2.0,3.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,,,6.9,,,,10.0,1.0,,,8.0,,17.0,17.0,34.0,0,,51.0,1.0,1.0,1.0,
2015-16,6768080,8,11,Everton,Home,12790,26921,Arouna Koné,arouna-kone,F,True,,,,2.0,2.0,4.0,1.0,,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,11.0,,,,,,,,,,6.4,,,,,,,,,,3.0,2.0,5.0,0,,9.0,1.0,1.0,,
2015-16,6768080,8,11,Everton,Home,21073,27707,Darron Gibson,darron-gibson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768080,8,11,Everton,Home,39283,50472,James McCarthy,james-mccarthy,M,False,,,4.0,26.0,7.0,33.0,1.0,,5.0,,,,1.0,,,1.0,5.0,10.0,,,2.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,,,,7.7,,,,1.0,1.0,,,5.0,,29.0,8.0,37.0,1,7.0,56.0,1.0,2.0,1.0,
2015-16,6768080,8,11,Everton,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,19.0,2.0,21.0,6.0,6.0,2.0,,,3.0,,,,5.0,11.0,10.0,,,,,1.0,,,,1.0,,90.0,2.0,,,,,,,,,7.7,,,,,1.0,1.0,,2.0,,31.0,3.0,33.0,5,1.0,50.0,1.0,2.0,1.0,
2015-16,6768080,8,11,Everton,Home,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768080,8,11,Everton,Home,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,False,,,1.0,3.0,3.0,6.0,,,2.0,,,,3.0,,,2.0,7.0,1.0,,,,,,,,,,,60.0,,,,,,,,,,5.7,,,,1.0,3.0,2.0,,2.0,,9.0,3.0,10.0,0,,23.0,2.0,,1.0,
2015-16,6768080,8,11,Everton,Home,98435,88894,Ross Barkley,ross-barkley,M,False,2.0,,3.0,27.0,12.0,37.0,2.0,,3.0,1.0,,2.0,,,,4.0,11.0,11.0,,,2.0,,,,,,2.0,,90.0,,,,,,,,,,7.2,,,1.0,1.0,8.0,7.0,,5.0,,40.0,12.0,45.0,3,1.0,79.0,1.0,5.0,5.0,
2015-16,6768080,8,11,Everton,Home,109064,77762,Bryan Oviedo,bryan-oviedo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768080,8,11,Everton,Home,198030,108824,Brendan Galloway,brendan-galloway,D,False,,,,15.0,9.0,24.0,,,5.0,,,,,,,1.0,2.0,9.0,,,,,,,,3.0,,,90.0,,,,,,,,,,7.3,,,,2.0,1.0,,,1.0,,18.0,11.0,29.0,0,7.0,65.0,1.0,2.0,,
2015-16,6768080,8,11,Everton,Home,252313,121221,Ramiro Funes Mori,ramiro-funes-mori,D,False,,,5.0,13.0,16.0,29.0,4.0,6.0,8.0,,,1.0,,,,,5.0,11.0,,,,,,,,5.0,,1.0,90.0,,,,,,,,,,7.8,,,,7.0,1.0,,,13.0,1.0,20.0,18.0,38.0,1,4.0,58.0,,1.0,,
2015-16,6768080,8,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768080,8,11,Everton,Home,1401160,,Guangtai Jiang,jiang-guangtai,D,False,,,1.0,14.0,13.0,27.0,,,2.0,,,1.0,1.0,,,,3.0,4.0,,,2.0,,,,,,2.0,,90.0,,,,,,,,,,6.9,,,,1.0,,3.0,,4.0,,20.0,16.0,33.0,1,3.0,49.0,,1.0,,
2015-16,6768091,9,11,Everton,Home,544,1632,Gareth Barry,gareth-barry,M,False,,,2.0,21.0,17.0,38.0,,,8.0,,,,1.0,,,2.0,5.0,5.0,,,1.0,,,,,4.0,,,90.0,,,,,,,,14.0,,6.5,,,,1.0,1.0,1.0,,8.0,,31.0,18.0,48.0,0,4.0,64.0,,1.0,,3.0
2015-16,6768091,9,11,Everton,Home,744,15337,Tim Howard,tim-howard,G,False,,,1.0,1.0,14.0,15.0,,,7.0,,,,,,,,,,,,,,,1.0,,1.0,,,90.0,,,,,,,,4.0,,6.1,2.0,3.0,,,,,,5.0,,3.0,16.0,19.0,0,,30.0,,,,
2015-16,6768091,9,11,Everton,Home,1161,8378,Leon Osman,leon-osman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768091,9,11,Everton,Home,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768091,9,11,Everton,Home,9257,18981,Steven Naismith,steven-naismith,F,False,,,,6.0,4.0,10.0,,1.0,2.0,,,,1.0,,,2.0,6.0,5.0,,,1.0,,,,,,,,45.0,,,,,,,,16.0,,6.1,,,,1.0,4.0,1.0,,,,15.0,5.0,19.0,0,,33.0,2.0,2.0,2.0,
2015-16,6768091,9,11,Everton,Home,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,1.0,8.0,6.0,14.0,,,3.0,,,,,,,2.0,4.0,5.0,,,,,,,,,3.0,,73.0,,,,,,,,9.0,,6.6,,,,,4.0,,,2.0,,12.0,7.0,19.0,0,3.0,32.0,,,2.0,3.0
2015-16,6768091,9,11,Everton,Home,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,14.0,30.0,44.0,74.0,,4.0,9.0,,,,,,,1.0,1.0,6.0,1.0,,,,,,,1.0,,,90.0,,,,,,,,14.0,,6.7,,,1.0,8.0,,,,22.0,,42.0,45.0,87.0,1,2.0,102.0,,1.0,,
2015-16,6768091,9,11,Everton,Home,12790,26921,Arouna Koné,arouna-kone,F,True,,,,5.0,3.0,8.0,2.0,1.0,1.0,,,,,,,2.0,6.0,3.0,,,1.0,,,,,,,,45.0,,,,,,,,9.0,,6.5,,,1.0,,1.0,,,,,8.0,4.0,12.0,1,2.0,21.0,2.0,,,1.0
2015-16,6768091,9,11,Everton,Home,39283,50472,James McCarthy,james-mccarthy,M,False,,,5.0,22.0,11.0,33.0,,,9.0,,,,,,,,3.0,3.0,,,3.0,,,,,,1.0,,90.0,,,,,,,,7.0,,7.0,,,,,,,,8.0,,27.0,13.0,40.0,0,3.0,47.0,,,,3.0
2015-16,6768091,9,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,1.0,13.0,17.0,29.0,2.0,,7.0,,,1.0,3.0,,,,5.0,8.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,6.4,,,,2.0,4.0,5.0,,5.0,,21.0,21.0,37.0,1,4.0,64.0,1.0,,4.0,4.0
2015-16,6768091,9,11,Everton,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,2.0,19.0,1.0,20.0,5.0,2.0,,,,1.0,1.0,,,3.0,14.0,4.0,,,3.0,,,,,,2.0,,90.0,1.0,,,,,,,10.0,,6.6,,,2.0,,2.0,,,2.0,,21.0,1.0,22.0,4,,36.0,3.0,2.0,,
2015-16,6768091,9,11,Everton,Home,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768091,9,11,Everton,Home,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,True,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,3.0,,6.6,,,,,,1.0,,,,5.0,,4.0,0,,6.0,,,,
2015-16,6768091,9,11,Everton,Home,98435,88894,Ross Barkley,ross-barkley,M,False,2.0,,2.0,21.0,21.0,40.0,,3.0,5.0,,,1.0,1.0,,,1.0,5.0,12.0,,,2.0,,,,,,,,90.0,2.0,,,,,,,20.0,,7.6,,,2.0,,4.0,8.0,,3.0,,36.0,22.0,50.0,5,2.0,77.0,2.0,4.0,3.0,
2015-16,6768091,9,11,Everton,Home,152077,97299,John Stones,john-stones,D,False,,,7.0,27.0,35.0,62.0,1.0,4.0,4.0,,,,1.0,,,,3.0,11.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,9.0,,7.2,,,,5.0,2.0,,,11.0,,34.0,36.0,70.0,0,3.0,87.0,,3.0,1.0,2.0
2015-16,6768091,9,11,Everton,Home,198030,108824,Brendan Galloway,brendan-galloway,D,False,,,,15.0,10.0,25.0,1.0,,1.0,,,,4.0,1.0,,,6.0,4.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,11.0,,6.5,,,,4.0,1.0,3.0,,3.0,,22.0,12.0,31.0,0,2.0,57.0,,1.0,1.0,1.0
2015-16,6768091,9,11,Everton,Home,252313,121221,Ramiro Funes Mori,ramiro-funes-mori,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768091,9,11,Everton,Home,1401160,,Guangtai Jiang,jiang-guangtai,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768111,10,11,Everton,Away,544,1632,Gareth Barry,gareth-barry,M,False,1.0,,4.0,17.0,19.0,35.0,1.0,,8.0,,,,5.0,,,1.0,9.0,7.0,,,3.0,,,,,1.0,1.0,,89.0,,1.0,,,,,,,,6.7,,,,2.0,,1.0,,7.0,,24.0,20.0,43.0,0,7.0,59.0,,,,
2015-16,6768111,10,11,Everton,Away,744,15337,Tim Howard,tim-howard,G,False,,1.0,7.0,4.0,17.0,21.0,2.0,,10.0,,,,,,2.0,,2.0,,,,,,,1.0,,1.0,,,90.0,,,,,,,,,,6.4,2.0,3.0,,1.0,,,1.0,27.0,,20.0,21.0,41.0,0,,53.0,,,,
2015-16,6768111,10,11,Everton,Away,1161,8378,Leon Osman,leon-osman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768111,10,11,Everton,Away,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,,4.0,,4.0,,,,,,1.0,1.0,,,,2.0,,,,1.0,,,,,,,,20.0,1.0,,,,,,,,,6.7,,,,,,,,,1.0,4.0,,4.0,2,,6.0,,,,
2015-16,6768111,10,11,Everton,Away,9257,18981,Steven Naismith,steven-naismith,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768111,10,11,Everton,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,,7.0,8.0,15.0,,1.0,2.0,,,,2.0,,,,5.0,6.0,,,3.0,,,,,1.0,,,70.0,,,,,,,,,,6.7,,,,,1.0,1.0,,,,11.0,8.0,18.0,0,4.0,26.0,,,1.0,
2015-16,6768111,10,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,4.0,8.0,18.0,26.0,,1.0,7.0,,,,,,,,,2.0,,,,,,,,1.0,,,52.0,,,,,,,,,,6.7,,,,4.0,,,,6.0,,10.0,21.0,31.0,0,1.0,38.0,,,,
2015-16,6768111,10,11,Everton,Away,12790,26921,Arouna Koné,arouna-kone,F,True,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2015-16,6768111,10,11,Everton,Away,39283,50472,James McCarthy,james-mccarthy,M,False,1.0,,,17.0,16.0,32.0,,1.0,5.0,,,,2.0,,,1.0,5.0,6.0,,,2.0,,,,,3.0,1.0,,90.0,,,,,,,,,,7.1,,,,1.0,,1.0,,2.0,,19.0,18.0,36.0,0,5.0,51.0,,1.0,,
2015-16,6768111,10,11,Everton,Away,46432,43250,Tom Cleverley,tom-cleverley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
