season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436982,6,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436982,6,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,1.0,8.0,5.0,31.0,36.0,,,11.0,,,,,,,,,,,,0.00335515,,,,0.0,,-1.3771,1.0,,,,,90.0,,,,,,,,14.0,1.0,6.5,1.0,3.0,,,1.0,,,1.0,22.0,,16.0,34.0,50.0,0,,61.0,,,,
2024-25,12437004,7,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437004,7,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,8.0,4.0,30.0,34.0,,1.0,8.0,,,,,,,,,2.0,,1.0,0.00512137,,,,0.0,,-0.3439,,,1.0,,,90.0,,,,,,,,11.0,1.0,6.7,2.0,3.0,,,2.0,,,,18.0,,12.0,33.0,45.0,0,,54.0,,1.0,,
2024-25,12437037,8,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437037,8,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,8.0,6.0,19.0,25.0,,,8.0,,,,,,,,,,,,0.00212507,,,,0.0,,-0.4652,,,,,,90.0,,,,1.0,,,,17.0,,6.2,1.0,1.0,,,,,,,25.0,,20.0,22.0,42.0,0,,46.0,,,,
2024-25,12437049,9,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437049,9,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,4.0,3.0,45.0,48.0,,,17.0,,,,,,,,,,,,0.00205458,,,,0.0,,-0.214,1.0,,1.0,,,90.0,,,,,,,,8.0,,7.7,2.0,6.0,,,1.0,,,,10.0,,8.0,48.0,56.0,0,,74.0,,,,
2024-25,12437058,10,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437058,10,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,5.0,2.0,28.0,30.0,,1.0,10.0,,,,,,,,,1.0,,,0.00055532,,,,0.0,,0.8544,2.0,,,,,90.0,,,,,,,,8.0,1.0,8.2,2.0,5.0,,,1.0,,,,12.0,,7.0,31.0,38.0,0,,54.0,,,,
2024-25,12436485,11,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436485,11,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,5.0,3.0,30.0,33.0,,1.0,6.0,,,,1.0,,,,1.0,1.0,,1.0,0.00315247,,,,0.0,,-0.6171,,,,,,90.0,,,,,,,,4.0,,6.2,1.0,2.0,,,,,,,8.0,,4.0,33.0,37.0,0,,46.0,,1.0,,
2024-25,12436506,12,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,,,,15.0,15.0,,,13.0,,,,,,1.0,,,,1.0,2.0,3.447e-05,,,,0.0,,1.1045,2.0,,,,,90.0,,,,1.0,,,,12.0,,7.2,5.0,8.0,,,1.0,,,,9.0,,6.0,21.0,27.0,0,,49.0,,,,
2024-25,12436506,12,20,Southampton,Home,591620,167888,Joe Lumley,joe-lumley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436501,13,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436501,13,20,Southampton,Away,591620,167888,Joe Lumley,joe-lumley,G,False,,,6.0,3.0,32.0,35.0,,,9.0,,,,,,,,,,,1.0,0.00061955,,,,0.0,,-0.3076,,,,,,90.0,,,,,,,,9.0,,7.2,2.0,4.0,,,,,,,15.0,,8.0,36.0,44.0,0,,56.0,,,,
2024-25,12436984,14,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436984,14,20,Southampton,Home,591620,167888,Joe Lumley,joe-lumley,G,False,,2.0,9.0,6.0,30.0,36.0,1.0,,8.0,,,,,,,,1.0,,1.0,,0.00110916,,,,0.0,,0.4492,,,,,,90.0,,,,,,,,22.0,,6.2,6.0,6.0,,,2.0,,,2.0,29.0,,21.0,37.0,58.0,0,,70.0,,,,
2024-25,12436990,15,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436990,15,20,Southampton,Away,591620,167888,Joe Lumley,joe-lumley,G,False,,3.0,3.0,3.0,18.0,21.0,,2.0,7.0,,,,,,,,,3.0,,1.0,0.00023181,,,,0.0,,0.5885,1.0,,,,,90.0,,,,,,,,14.0,2.0,7.0,3.0,3.0,,,3.0,,,3.0,14.0,,13.0,21.0,34.0,0,,49.0,,,,
2024-25,12436458,16,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,,6.0,4.0,13.0,17.0,,,5.0,,,,,,,,,,,,0.00065415,,,,0.0,,-1.4094,,,,,,90.0,,,,,,,,8.0,,6.5,3.0,4.0,,,,,,,14.0,,10.0,15.0,25.0,0,,31.0,,,,
2024-25,12436458,16,20,Southampton,Home,591620,167888,Joe Lumley,joe-lumley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436468,17,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436468,17,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,5.0,5.0,4.0,9.0,,,6.0,,,,,,,,,,,,0.00044025,,,,0.0,,1.0799,1.0,,,,,90.0,,,,,,,,27.0,1.0,7.8,3.0,5.0,,,2.0,,,,31.0,,28.0,7.0,35.0,0,,46.0,,,,
2024-25,12436480,18,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436480,18,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,15.0,13.0,9.0,22.0,,,7.0,,,,,,,,,,,,0.00479735,,,,0.0,,-0.5844,1.0,,,,,90.0,,,,,,,,15.0,,6.8,,1.0,,,,,,,30.0,,26.0,11.0,37.0,0,,44.0,,,,
2024-25,12436532,19,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436532,19,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,12.0,12.0,5.0,17.0,,1.0,10.0,,,,,,,,,1.0,,,0.00628052,,,,0.0,,0.3522,,,,,,90.0,,,,,,,,16.0,1.0,8.1,4.0,8.0,,,1.0,,,,28.0,,27.0,6.0,33.0,0,,49.0,,,,
2024-25,12436520,20,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436520,20,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,9.0,8.0,9.0,17.0,,,14.0,,,,,,,,,,,,0.00264649,,,,0.0,,-0.5164,2.0,,,,,90.0,,,,1.0,,,,17.0,,7.2,4.0,5.0,,,,,,,24.0,,18.0,15.0,33.0,0,,49.0,,,,
2024-25,12436516,21,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436516,21,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,7.0,4.0,13.0,17.0,,,4.0,,,,,,,,,,,,0.00155969,,,,0.0,,-0.4224,,,,,,90.0,,,,,,,,19.0,1.0,7.2,4.0,6.0,,,2.0,,,,26.0,,21.0,15.0,36.0,0,,45.0,,,,
2024-25,12436887,22,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436887,22,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,5.0,3.0,6.0,9.0,,1.0,4.0,,,,,,,,,1.0,,,0.00041551,,,,0.0,,-1.9178,1.0,,,,,90.0,,,,,,,,13.0,1.0,5.8,1.0,1.0,,,1.0,,,,18.0,,15.0,7.0,22.0,0,,29.0,,,,
2024-25,12436905,23,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,,15.0,13.0,8.0,21.0,,2.0,10.0,,,,,,,,,2.0,,,0.002862,,,,0.0,,-0.2999,1.0,,,,,90.0,,,,1.0,,,,12.0,1.0,7.7,4.0,5.0,,,1.0,,,,26.0,,23.0,9.0,32.0,0,,47.0,,,,
2024-25,12436905,23,20,Southampton,Home,591620,167888,Joe Lumley,joe-lumley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436924,24,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436924,24,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,1.0,18.0,14.0,10.0,24.0,,,15.0,,,,,,,,,,,,0.00966352,,,,0.0,,0.427,2.0,,,,,90.0,,,,,,,,27.0,,7.8,4.0,5.0,,,,,,1.0,43.0,,38.0,11.0,49.0,0,,60.0,,,,
2024-25,12436950,25,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436950,25,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,15.0,12.0,14.0,26.0,,,3.0,,,,,,,,,,,,0.00479995,,,,0.0,,-0.1928,,,,,,90.0,,,,,,,,10.0,,7.2,3.0,5.0,,,,,,,25.0,,22.0,14.0,36.0,0,,42.0,,,,
2024-25,12436965,26,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436965,26,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,1.0,8.0,5.0,22.0,27.0,,,12.0,,,,1.0,,,,1.0,1.0,,,0.00129105,,,,0.0,,0.709,,,,,,90.0,,,,,,,,26.0,1.0,7.8,7.0,8.0,,,1.0,,,1.0,34.0,,26.0,27.0,53.0,0,,72.0,,,,
2024-25,12436986,27,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436986,27,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,6.0,3.0,14.0,17.0,,,7.0,,,,,,,,,,,,0.0011673,,,,0.0,,-0.9079,,,,,,90.0,,,,,,,,15.0,,6.9,3.0,6.0,,,,,,,21.0,,15.0,17.0,32.0,0,,41.0,,,,
2024-25,12437003,28,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437003,28,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,7.0,4.0,9.0,13.0,,,5.0,,,,,,,,,1.0,,,0.0005544,,,,0.0,,0.3018,,,,,,90.0,,,,2.0,,,,16.0,1.0,7.3,4.0,4.0,,,1.0,,,,22.0,,18.0,10.0,28.0,0,,38.0,,1.0,,
2024-25,12436578,29,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436578,29,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,3.0,2.0,14.0,16.0,,,5.0,,,,,,,,,,,,0.0002091,,,,0.0,,-1.0767,,,,,,90.0,,,,,,,,11.0,,6.0,,1.0,,,,,,,14.0,,12.0,15.0,27.0,0,,31.0,,,,
2024-25,12436588,30,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436588,30,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,12.0,9.0,18.0,27.0,,,10.0,,,,,,,,,,,,0.00290553,,,,0.0,,-0.0245,2.0,,,,,90.0,,,,,,,,19.0,,6.8,2.0,2.0,,,,,,,30.0,,26.0,19.0,45.0,0,,55.0,,,,
2024-25,12436606,31,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436606,31,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,2.0,1.0,13.0,14.0,,,3.0,,,,,,,,,,,,9.877e-05,,,1.0,0.0,,0.4655,,,,,,90.0,,,,1.0,,,,10.0,1.0,7.2,4.0,5.0,,,1.0,,,,9.0,,8.0,14.0,22.0,0,,31.0,1.0,,,
2024-25,12436614,32,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436614,32,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,1.0,11.0,9.0,19.0,28.0,,,9.0,,,,,,,,,,,,0.00331263,,,,0.0,,0.2949,,,,,,90.0,,,,2.0,,2.0,,7.0,2.0,9.3,4.0,7.0,,,2.0,,,1.0,17.0,,15.0,19.0,34.0,0,,52.0,1.0,,,
2024-25,12436554,33,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436554,33,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,8.0,9.0,9.0,18.0,,1.0,7.0,,,,,,1.0,,,1.0,,,0.00663052,,,,0.0,,0.0933,,,,,,90.0,,,,,,,,13.0,1.0,6.9,3.0,3.0,,,1.0,,,,20.0,,21.0,9.0,30.0,0,,38.0,,1.0,,
2024-25,12436539,34,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436539,34,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,8.0,7.0,5.0,12.0,,1.0,8.0,,,,,,,,,1.0,,,0.00299556,,,,0.0,,0.912,2.0,,,,,90.0,,,,,,,,24.0,1.0,6.6,3.0,3.0,,,1.0,,,,32.0,,30.0,6.0,36.0,0,,47.0,,,,
2024-25,12436571,35,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436571,35,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,5.0,4.0,15.0,19.0,,,6.0,,,,,,,,,,,,0.00209886,,,,0.0,,-0.6747,,,,,,90.0,,,,,,,,10.0,,6.4,1.0,2.0,,,,,,,14.0,,13.0,15.0,28.0,0,,36.0,1.0,,,
2024-25,12436575,36,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436575,36,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,9.0,8.0,8.0,16.0,,1.0,10.0,,,,,,,,,1.0,,,0.00195517,,,,0.0,,0.6609,1.0,,,,,90.0,,,,,,,,26.0,3.0,7.7,2.0,4.0,,,4.0,,,,35.0,,32.0,10.0,42.0,0,,58.0,,,,
2024-25,12436579,37,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436579,37,20,Southampton,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,1.0,3.0,2.0,16.0,18.0,,,8.0,,,,1.0,,,,1.0,,,1.0,0.00024743,,,,0.0,,0.6457,1.0,,,,,90.0,,,,,,,,14.0,,6.1,2.0,2.0,,,1.0,,,1.0,16.0,,14.0,18.0,32.0,0,,41.0,,,,
2024-25,12436549,38,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436549,38,20,Southampton,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,7.0,6.0,8.0,14.0,,,7.0,,,,,,,,,,,,0.0035241,,,,0.0,,-0.5864,1.0,,,,,90.0,,,,,,,,18.0,1.0,7.4,4.0,6.0,,,1.0,,,,25.0,,24.0,8.0,32.0,0,,40.0,,,,
