season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896988,1,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896988,1,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,1.0,4.0,3.0,29.0,32.0,,,15.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,10.0,,6.7,2.0,2.0,,,1.0,,,1.0,14.0,,12.0,30.0,42.0,0,,56.0,,,,
2020-21,8896924,2,20,Southampton,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896924,2,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,2.0,6.0,2.0,19.0,21.0,,,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,7.0,,5.3,1.0,1.0,,,1.0,,,2.0,13.0,,8.0,20.0,28.0,0,,32.0,,,,
2020-21,8896923,3,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896923,3,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,1.0,4.0,2.0,7.0,9.0,,,8.0,,,,,,,,2.0,,,,,,,,,,,90.0,,,,,,,,,22.0,2.0,7.6,1.0,2.0,,,2.0,1.0,,1.0,26.0,,21.0,10.0,31.0,0,,40.0,,1.0,1.0,
2020-21,8896905,4,20,Southampton,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,1.0,9.0,5.0,23.0,28.0,,,14.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,13.0,,7.4,1.0,3.0,,,1.0,,,1.0,22.0,,16.0,25.0,41.0,0,,53.0,,,,
2020-21,8896911,5,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896911,5,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,,6.0,3.0,18.0,21.0,,,2.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,90.0,,,,,,,,,17.0,,5.9,2.0,2.0,,,,,,,21.0,,13.0,24.0,37.0,0,,42.0,,,,
2020-21,8896891,6,20,Southampton,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896891,6,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,,6.0,1.0,16.0,17.0,,,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,10.0,1.0,7.3,1.0,2.0,,,1.0,,,,16.0,,9.0,18.0,27.0,0,,35.0,,,,
2020-21,8896885,7,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896885,7,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,,1.0,1.0,6.0,7.0,,,9.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,1.0,,,,21.0,1.0,7.7,6.0,7.0,,,2.0,,,,21.0,,19.0,8.0,27.0,0,,41.0,,,,
2020-21,8896876,8,20,Southampton,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896876,8,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,,2.0,,19.0,19.0,1.0,,4.0,,,,,,,1.0,,,,,,,,,,,,90.0,,,,,,,,,10.0,,7.4,2.0,2.0,,,,,,,10.0,,7.0,20.0,27.0,0,,34.0,,,,
