season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385518,1,6,Tottenham_Hotspur,Home,38710,45034,Ivan Perišić,ivan-perisic,M,True,2.0,,,2.0,3.0,3.0,,,,,,,,,,1.0,1.0,1.0,,,0.0154187,0.0,0.0,,,,,,,,,,24.0,,,,,,,,,4.0,,6.6,,,,,1.0,,2.0,,2.0,,4.0,4.0,6.0,0,1.0,13.0,,,,1.0
2022-23,10385518,1,6,Tottenham_Hotspur,Home,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,8.0,33.0,28.0,61.0,1.0,,6.0,,,,2.0,,,1.0,5.0,6.0,,,0.144634,0.0,0.0,1.0,,,,,,,2.0,,90.0,,,,,,,,,12.0,,7.3,,,,,2.0,1.0,,,11.0,,40.0,29.0,69.0,0,3.0,83.0,3.0,2.0,1.0,2.0
2022-23,10385518,1,6,Tottenham_Hotspur,Home,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,5.0,28.0,28.0,56.0,1.0,,10.0,,,,,,,,3.0,7.0,,,0.0290093,0.0,0.0,2.0,,,,,,1.0,,,86.0,,,,,,,,,7.0,,7.4,,,,,2.0,2.0,1.0,,7.0,,34.0,29.0,62.0,0,5.0,75.0,,,2.0,4.0
2022-23,10385518,1,6,Tottenham_Hotspur,Home,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,,,4.0,4.0,,,,,,,,,,1.0,2.0,1.0,,,3.185e-05,0.0211,0.0,1.0,,,,,,,1.0,,8.0,,1.0,,,,,,,2.0,,6.8,,,1.0,,,,,,,,,5.0,5.0,1,1.0,9.0,,,,1.0
2022-23,10385518,1,6,Tottenham_Hotspur,Home,910026,436234,Bryan Gil,bryan-gil,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385518,1,6,Tottenham_Hotspur,Home,928124,445044,Dejan Kulusevski,dejan-kulusevski,M,False,1.0,,1.0,26.0,11.0,36.0,,,8.0,1.0,,1.0,3.0,,,,6.0,5.0,,,0.633874,0.1042,0.5717,,1.0,1.0,,,,,3.0,,86.0,1.0,,,,,,,,12.0,,8.4,,,,,,4.0,3.0,,1.0,1.0,31.0,11.0,39.0,2,4.0,60.0,4.0,,1.0,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,38710,45034,Ivan Perišić,ivan-perisic,M,True,2.0,,,4.0,1.0,3.0,1.0,,2.0,1.0,,,,,,,3.0,,,,0.256812,0.0,0.0,,1.0,,,,,1.0,2.0,,11.0,,,,,,,,,8.0,,7.3,,,,,,2.0,5.0,,,,7.0,2.0,4.0,0,,14.0,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,2.0,11.0,23.0,34.0,1.0,,7.0,1.0,,,,,,2.0,3.0,4.0,,,0.178067,0.0446,0.5372,,,1.0,,,,,1.0,,90.0,1.0,3.0,,,,,,,7.0,,8.1,,,,,6.0,,,,3.0,,14.0,24.0,38.0,1,4.0,56.0,,,,3.0
2022-23,10385525,2,6,Tottenham_Hotspur,Away,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,1.0,9.0,18.0,27.0,,1.0,6.0,,,,1.0,,,,6.0,5.0,,,0.00648269,0.0,0.0,3.0,,,,,,1.0,,,79.0,,2.0,,,,,,,12.0,,6.8,,,,,2.0,3.0,,,2.0,,15.0,22.0,37.0,0,3.0,51.0,,,1.0,2.0
2022-23,10385525,2,6,Tottenham_Hotspur,Away,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,,,4.0,4.0,,,,,,1.0,1.0,,,,1.0,,,,6.39e-05,0.0429,0.0,,,,,,,,,,11.0,,,,,,,,,,,6.3,,,,,,,,,,,,4.0,4.0,1,,6.0,,,,
