season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089876,1,6,Tottenham_Hotspur,Away,44567,58791,Ryan Mason,ryan-mason,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,45956,54756,Victor Wanyama,victor-wanyama,M,False,,,3.0,18.0,13.0,31.0,,2.0,6.0,,,,,,,,3.0,6.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,8.0,,7.0,,,,,2.0,1.0,,,4.0,,22.0,17.0,39.0,0,2.0,50.0,,1.0,1.0,1.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,105734,80607,Christian Eriksen,christian-eriksen,M,False,1.0,,3.0,35.0,14.0,48.0,2.0,,4.0,,,1.0,1.0,,,5.0,12.0,5.0,,,1.0,,,,,2.0,2.0,,90.0,1.0,,,,,,,20.0,,6.8,,,1.0,,,4.0,5.0,,3.0,,45.0,15.0,55.0,3,3.0,85.0,1.0,1.0,1.0,2.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,122702,62974,Erik Lamela,erik-lamela,M,False,,,1.0,30.0,5.0,35.0,1.0,1.0,2.0,,,,3.0,,,5.0,10.0,7.0,,,1.0,,1.0,,1.0,1.0,,,90.0,2.0,,,,,,,18.0,,7.4,,,1.0,,,3.0,2.0,,2.0,,43.0,5.0,46.0,3,2.0,68.0,,2.0,3.0,2.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,198028,108823,Dele Alli,dele-alli,M,False,,,4.0,28.0,4.0,32.0,1.0,,3.0,,,,1.0,,,2.0,9.0,3.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,13.0,,6.3,,,1.0,,,5.0,,,4.0,,33.0,5.0,38.0,1,1.0,50.0,1.0,1.0,1.0,1.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,361332,168765,Joshua Onomah,joshua-onomah,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,545780,157668,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,44567,58791,Ryan Mason,ryan-mason,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,45956,54756,Victor Wanyama,victor-wanyama,M,False,,,3.0,26.0,24.0,50.0,1.0,1.0,3.0,,,,3.0,,,1.0,10.0,6.0,,,3.0,,1.0,,,,,,90.0,1.0,1.0,,,,,,10.0,,7.4,,,1.0,,5.0,3.0,2.0,,3.0,,31.0,25.0,54.0,2,3.0,74.0,1.0,1.0,1.0,3.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,105734,80607,Christian Eriksen,christian-eriksen,M,False,1.0,,1.0,13.0,8.0,20.0,1.0,,4.0,,1.0,1.0,3.0,,,1.0,7.0,2.0,,,2.0,,,,,1.0,1.0,,68.0,,,,,,,,16.0,,6.1,,,,,1.0,1.0,7.0,,3.0,,26.0,9.0,28.0,1,1.0,44.0,1.0,,1.0,1.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,122702,62974,Erik Lamela,erik-lamela,M,False,5.0,,1.0,28.0,10.0,33.0,,,3.0,1.0,,1.0,,,,3.0,8.0,4.0,,,2.0,,,,,,6.0,,89.0,,,,,,,,21.0,,7.5,,,,,,4.0,8.0,,1.0,,38.0,11.0,41.0,1,2.0,72.0,1.0,1.0,1.0,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,198028,108823,Dele Alli,dele-alli,M,True,,,,6.0,2.0,8.0,1.0,,,1.0,,,2.0,,,1.0,5.0,,,,1.0,,,,,,2.0,,22.0,,,,,,,,4.0,,6.6,,,1.0,,,,,,,,7.0,2.0,9.0,1,,13.0,1.0,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,361332,168765,Joshua Onomah,joshua-onomah,M,True,,,,2.0,,2.0,,1.0,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,2.0,,,,,,2.0,,2.0,0,2.0,7.0,,,,2.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,801460,93464,Tom Carroll,carroll-tom,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,45956,54756,Victor Wanyama,victor-wanyama,M,False,,,4.0,19.0,17.0,36.0,1.0,1.0,9.0,,,,1.0,,,1.0,3.0,6.0,,,,,,,,2.0,2.0,,90.0,,,,,,,,10.0,,7.5,,,1.0,,2.0,3.0,1.0,,5.0,,26.0,18.0,43.0,1,2.0,58.0,1.0,,3.0,1.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,105734,80607,Christian Eriksen,christian-eriksen,M,False,4.0,,2.0,24.0,5.0,25.0,,2.0,5.0,,,,2.0,,,4.0,7.0,4.0,,,,,,,,1.0,2.0,,89.0,1.0,,,,,,,21.0,,7.0,,,2.0,,,1.0,7.0,,2.0,,37.0,7.0,37.0,3,2.0,61.0,1.0,,,1.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,122702,62974,Erik Lamela,erik-lamela,M,False,,,2.0,22.0,6.0,28.0,2.0,1.0,6.0,,,,1.0,,,,4.0,7.0,,,1.0,1.0,,,,1.0,3.0,,90.0,1.0,,,1.0,,,,14.0,,7.5,,,,,1.0,2.0,1.0,,2.0,,31.0,8.0,38.0,1,3.0,58.0,3.0,1.0,2.0,3.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,198028,108823,Dele Alli,dele-alli,M,False,,,4.0,18.0,18.0,36.0,,,5.0,,,1.0,1.0,,,1.0,4.0,14.0,,,1.0,,,,,,,,90.0,,,,,,,,11.0,,7.4,,,1.0,,,4.0,1.0,,4.0,,24.0,19.0,42.0,2,4.0,64.0,1.0,7.0,3.0,3.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,361332,168765,Joshua Onomah,joshua-onomah,M,True,,,,4.0,,4.0,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,7.0,,,,,,,,6.0,,,,,,,,1.0,1.0,,,1.0,7.0,,6.0,0,,11.0,,,1.0,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,545780,157668,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,True,,,1.0,4.0,1.0,5.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,12.0,,,,,,,,2.0,,6.3,,,,,,,2.0,,1.0,,6.0,1.0,5.0,0,,7.0,,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,45956,54756,Victor Wanyama,victor-wanyama,M,False,,,2.0,13.0,16.0,29.0,2.0,1.0,7.0,,,1.0,,,,1.0,7.0,2.0,,,3.0,,,,,1.0,,,55.0,,,,,,,,7.0,,6.4,,,,,3.0,1.0,,,3.0,,15.0,18.0,33.0,1,1.0,43.0,1.0,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,105734,80607,Christian Eriksen,christian-eriksen,M,False,1.0,,3.0,33.0,12.0,44.0,,1.0,5.0,1.0,,1.0,1.0,,,2.0,4.0,3.0,,,1.0,2.0,,,1.0,,5.0,,78.0,2.0,,,,,,,20.0,,8.4,,,,,,2.0,6.0,,4.0,,51.0,12.0,57.0,3,,73.0,,,2.0,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,122702,62974,Erik Lamela,erik-lamela,M,True,,,1.0,18.0,4.0,22.0,,,1.0,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,1.0,,35.0,1.0,,,,,,,10.0,,6.7,,,,,,1.0,4.0,,1.0,,24.0,6.0,26.0,1,,35.0,1.0,,1.0,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,198028,108823,Dele Alli,dele-alli,M,False,,,5.0,26.0,12.0,38.0,1.0,,4.0,,1.0,2.0,5.0,,,1.0,9.0,5.0,,,3.0,,1.0,,,,3.0,,90.0,2.0,,,,,,,5.0,,7.0,,,1.0,,,2.0,,,5.0,,27.0,13.0,40.0,5,1.0,54.0,,3.0,1.0,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,545780,157668,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090043,5,6,Tottenham_Hotspur,Home,9865,39104,Mousa Dembélé,mousa-dembele,M,False,,,7.0,53.0,20.0,73.0,,,5.0,,,1.0,1.0,,,1.0,4.0,4.0,,,1.0,,,,,1.0,3.0,,74.0,1.0,,,,,,,6.0,,7.4,,,,,,4.0,,,8.0,,55.0,22.0,77.0,2,,87.0,,1.0,3.0,
2016-17,7090043,5,6,Tottenham_Hotspur,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,1.0,17.0,10.0,27.0,2.0,,4.0,,,2.0,3.0,,,,9.0,5.0,,,3.0,,,,,,1.0,,90.0,,,,,,,,17.0,,6.4,,,3.0,,1.0,2.0,5.0,,1.0,,29.0,11.0,35.0,5,,58.0,2.0,4.0,1.0,
2016-17,7090043,5,6,Tottenham_Hotspur,Home,45956,54756,Victor Wanyama,victor-wanyama,M,False,,,6.0,44.0,35.0,79.0,3.0,3.0,4.0,,,,1.0,,,1.0,6.0,6.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,6.0,,7.4,,,2.0,,1.0,1.0,,,9.0,,48.0,36.0,84.0,3,2.0,94.0,,,1.0,2.0
2016-17,7090043,5,6,Tottenham_Hotspur,Home,105734,80607,Christian Eriksen,christian-eriksen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090043,5,6,Tottenham_Hotspur,Home,122702,62974,Erik Lamela,erik-lamela,M,True,1.0,,,13.0,1.0,13.0,,,1.0,,,1.0,,,,,1.0,3.0,,,,,,,,,2.0,,16.0,,,,,,,,7.0,,7.5,,,2.0,,,2.0,1.0,,,,18.0,1.0,18.0,3,2.0,28.0,1.0,,1.0,2.0
2016-17,7090043,5,6,Tottenham_Hotspur,Home,198028,108823,Dele Alli,dele-alli,M,False,,,3.0,31.0,9.0,40.0,,2.0,6.0,,,,,,,2.0,5.0,7.0,,,1.0,,,,,1.0,4.0,,90.0,1.0,,,,,,,22.0,,7.7,,,2.0,,,2.0,1.0,,3.0,,44.0,10.0,53.0,3,3.0,74.0,4.0,2.0,,3.0
2016-17,7090043,5,6,Tottenham_Hotspur,Home,545780,157668,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090056,6,6,Tottenham_Hotspur,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,1.0,12.0,9.0,21.0,2.0,,1.0,,,,,,,1.0,5.0,3.0,,,1.0,,,,,,1.0,,70.0,1.0,,,,,,,14.0,,6.6,,,1.0,,,2.0,2.0,,2.0,,19.0,10.0,27.0,2,1.0,42.0,2.0,1.0,1.0,1.0
2016-17,7090056,6,6,Tottenham_Hotspur,Away,45956,54756,Victor Wanyama,victor-wanyama,M,False,,,2.0,18.0,25.0,43.0,4.0,2.0,6.0,,,,2.0,,,1.0,10.0,8.0,,,3.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,7.0,,7.0,,,,,,,,,5.0,,24.0,25.0,49.0,0,5.0,61.0,,1.0,,5.0
