season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576188,1,6,Tottenham_Hotspur,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,1.0,15.0,16.0,31.0,,,8.0,,,1.0,4.0,,,1.0,6.0,5.0,,,1.0,,,,,,1.0,2.0,,89.0,,,,,,,15.0,,6.7,,,,,,3.0,2.0,,5.0,,24.0,18.0,40.0,1,2.0,58.0,1.0,,3.0,1.0
2021-22,9576188,1,6,Tottenham_Hotspur,Home,198028,108823,Dele Alli,dele-alli,M,False,,,1.0,13.0,4.0,17.0,1.0,,5.0,,,,7.0,,,2.0,12.0,5.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,8.0,,6.2,,,,,3.0,1.0,,,1.0,,17.0,5.0,22.0,0,3.0,37.0,1.0,1.0,1.0,1.0
2021-22,9576188,1,6,Tottenham_Hotspur,Home,361798,194252,Steven Bergwijn,steven-bergwijn,M,False,,,,10.0,2.0,12.0,,,2.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,,2.0,,77.0,1.0,,,,,,6.0,,6.7,,,1.0,,2.0,1.0,,,1.0,,13.0,2.0,15.0,3,,26.0,2.0,,1.0,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,545780,157668,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,798835,200826,Giovani Lo Celso,lo-celso-giovani,M,True,,,,4.0,,4.0,,,3.0,,,,1.0,,,1.0,2.0,3.0,,,,,,,,,,,,13.0,,,,,,,9.0,,6.6,,,,,,1.0,,,,,8.0,,8.0,0,1.0,17.0,3.0,1.0,1.0,1.0
2021-22,9576188,1,6,Tottenham_Hotspur,Home,859901,209042,Oliver Skipp,oliver-skipp,M,False,,,1.0,8.0,16.0,24.0,3.0,1.0,7.0,,,,3.0,,,1.0,8.0,3.0,,,1.0,,,,,,,,,90.0,,2.0,,,,,4.0,,6.6,,,,,1.0,,,,2.0,,10.0,17.0,27.0,0,2.0,38.0,,,,2.0
2021-22,9576188,1,6,Tottenham_Hotspur,Home,910026,436234,Bryan Gil,bryan-gil,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,1.0,15.0,28.0,43.0,,,3.0,,,1.0,3.0,,,,5.0,5.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,4.0,,6.9,,,,,2.0,3.0,,,2.0,,18.0,28.0,46.0,1,2.0,61.0,,1.0,2.0,2.0
2021-22,9576150,2,6,Tottenham_Hotspur,Away,198028,108823,Dele Alli,dele-alli,M,False,,,1.0,12.0,14.0,26.0,2.0,1.0,9.0,,,,,,,4.0,12.0,6.0,,,,,1.0,,,,,,,90.0,1.0,3.0,,,,1.0,19.0,,7.0,,,,,1.0,7.0,,,4.0,,15.0,17.0,32.0,1,2.0,62.0,2.0,2.0,1.0,1.0
2021-22,9576150,2,6,Tottenham_Hotspur,Away,361798,194252,Steven Bergwijn,steven-bergwijn,M,False,,,,15.0,5.0,20.0,,1.0,4.0,1.0,,,1.0,,,6.0,10.0,3.0,,,1.0,,,,,,,2.0,,89.0,2.0,,,,,,16.0,,6.7,,,,,1.0,4.0,1.0,,1.0,,18.0,7.0,24.0,2,,44.0,3.0,,2.0,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,545780,157668,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,,,,
