season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243393,1,6,Tottenham_Hotspur,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,1.0,43.0,9.0,52.0,,,8.0,,1.0,2.0,1.0,,2.0,8.0,6.0,,,3.0,1.0,,,,,1.0,,90.0,,,,,,,,,15.0,,6.5,,,2.0,,,5.0,5.0,,2.0,,53.0,10.0,58.0,4,1.0,82.0,,2.0,3.0,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,45956,54756,Victor Wanyama,victor-wanyama,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,105734,80607,Christian Eriksen,christian-eriksen,M,True,1.0,,2.0,18.0,2.0,19.0,,,5.0,1.0,,1.0,,,,,,,,,,,,,1.0,3.0,,26.0,1.0,,,,,,,,12.0,,7.5,,,1.0,,,,8.0,,4.0,,29.0,3.0,24.0,3,,38.0,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,122702,62974,Erik Lamela,erik-lamela,M,False,3.0,,1.0,30.0,6.0,33.0,2.0,,5.0,,,2.0,,,3.0,6.0,6.0,,,,,,,,,2.0,,88.0,1.0,,,,,,,,19.0,,7.5,,,1.0,,,3.0,10.0,,1.0,,42.0,6.0,38.0,4,3.0,70.0,2.0,1.0,2.0,3.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,342909,168566,Georges-Kévin N'Koudou,georges-kevin-nkoudou,M,True,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,545780,157668,Harry Winks,harry-winks,M,False,,,8.0,52.0,27.0,79.0,,,5.0,,,,,,1.0,3.0,3.0,,,,,,,,,2.0,1.0,64.0,,,,,,,,,6.0,,7.2,,,1.0,,,3.0,,,8.0,,55.0,27.0,82.0,1,1.0,90.0,,1.0,1.0,1.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,845486,231372,Tanguy Ndombélé,tanguy-ndombele,M,False,,,1.0,41.0,6.0,47.0,,,4.0,,,,1.0,,2.0,5.0,3.0,,,2.0,,1.0,,,1.0,1.0,,89.0,1.0,,,,,,,,15.0,,7.3,,,1.0,,,,2.0,,2.0,,51.0,6.0,55.0,2,3.0,71.0,3.0,,,2.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,859901,209042,Oliver Skipp,oliver-skipp,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2019-20,8243413,2,6,Tottenham_Hotspur,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,,8.0,20.0,28.0,2.0,1.0,6.0,,,,,,1.0,3.0,4.0,,,,,,,,,,,90.0,,,,,,,,,9.0,,6.5,,,,,1.0,2.0,1.0,,1.0,1.0,10.0,25.0,34.0,0,1.0,48.0,1.0,,2.0,
2019-20,8243413,2,6,Tottenham_Hotspur,Away,105734,80607,Christian Eriksen,christian-eriksen,M,False,,,,4.0,25.0,29.0,1.0,,5.0,,,,2.0,,1.0,6.0,2.0,,,1.0,,,,,1.0,1.0,,89.0,,,,,,,,,14.0,,6.1,,,,,,1.0,,,3.0,,11.0,27.0,38.0,0,2.0,49.0,3.0,,,2.0
