season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896992,1,6,Tottenham_Hotspur,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,True,,,1.0,17.0,5.0,22.0,,1.0,3.0,,,,2.0,,,3.0,3.0,,,2.0,,,,,,,,45.0,,,,,,,8.0,,6.6,,,,,,1.0,,,1.0,,23.0,6.0,29.0,0,1.0,40.0,,,1.0,1.0
2020-21,8896992,1,6,Tottenham_Hotspur,Home,122702,62974,Erik Lamela,erik-lamela,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,2.0,43.0,30.0,73.0,,1.0,9.0,,,,2.0,,2.0,8.0,5.0,,,4.0,,,,,,,,90.0,,,,,,,9.0,,6.7,,,,,4.0,,1.0,,4.0,,49.0,31.0,79.0,0,4.0,92.0,,,,2.0
2020-21,8896992,1,6,Tottenham_Hotspur,Home,198028,108823,Dele Alli,dele-alli,M,False,,,,11.0,2.0,13.0,2.0,1.0,2.0,,1.0,,,,1.0,3.0,3.0,,,,,,,,,1.0,,45.0,1.0,,,,,,7.0,,6.5,,,,,1.0,,,,,,15.0,2.0,17.0,1,1.0,25.0,2.0,1.0,,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,361798,194252,Steven Bergwijn,steven-bergwijn,M,True,,,,13.0,3.0,16.0,1.0,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,30.0,,,,,,,3.0,,6.5,,,,,,,,,,,14.0,3.0,17.0,0,,21.0,1.0,,,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,545780,157668,Harry Winks,harry-winks,M,False,,,1.0,21.0,25.0,46.0,1.0,1.0,3.0,,,,1.0,,,2.0,2.0,,,,,,,,,,,60.0,,,,,,,8.0,,6.5,,,,,,,1.0,,3.0,,28.0,25.0,52.0,0,,56.0,1.0,1.0,,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,845486,231372,Tanguy Ndombélé,tanguy-ndombele,M,True,,,,11.0,4.0,15.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,14.0,,,,,,,4.0,,6.4,,,,,1.0,,1.0,,,,14.0,5.0,18.0,0,,20.0,,,,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,122702,62974,Erik Lamela,erik-lamela,M,True,,,,4.0,2.0,6.0,,,1.0,,,1.0,,,,2.0,1.0,,,2.0,,,,1.0,,,,29.0,1.0,,,,,,1.0,,6.7,,,,,,,,,,,5.0,2.0,7.0,2,,11.0,,1.0,,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,2.0,14.0,32.0,46.0,2.0,4.0,8.0,,,,3.0,,,6.0,9.0,,,1.0,,,,,1.0,,,90.0,,,,,,,10.0,,6.7,,,,,1.0,2.0,,,5.0,,17.0,39.0,56.0,0,1.0,68.0,,2.0,2.0,
